t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,phase_el_s,status
274.72,ASCENT,RKT_SUSTAIN,8.4,80,71.6,61781.3,341.11,37.21,22.51,90.35,-0.03,1,0,0,0,0,0,0,0,0,0,90.29,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,27.1,24.4,4.535,74312,0,1,0,-50.34,20.535,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.68,0.5,221.44,FLYING
276.86,ASCENT,RKT_SUSTAIN,7.76,80,72.24,62500.19,331.1,36.35,22.05,90.35,-0.028,1,0,0,0,0,0,0,0,0,0,90.29,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,23.1,20.8,4.513,74313,0,1,0,-52.21,19.941,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.68,0.5,223.58,FLYING
278.92,ASCENT,RKT_SUSTAIN,7.16,80,72.84,63171.81,321.47,34.85,20.94,90.34,-0.028,1,0,0,0,0,0,0,0,0,0,90.29,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,19.7,17.7,4.494,74315,0,1,0,-50.33,19.37,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,225.64,FLYING
280.94,ASCENT,RKT_SUSTAIN,6.58,80,73.42,63810.95,312.03,32.74,19.21,90.34,-0.028,1,0,0,0,0,0,0,0,0,0,90.29,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,16.7,15,4.48,74316,0,1,0,-46.07,18.809,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,227.66,FLYING
282.96,ASCENT,RKT_SUSTAIN,6,80,74,64430.86,302.61,30.01,16.86,90.34,-0.027,1,0,0,0,0,0,0,0,0,0,90.29,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,14,12.5,4.469,74317,0,1,0,-41.31,18.248,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,229.68,FLYING
284.98,ASCENT,RKT_SUSTAIN,5.42,80,74.58,65031.54,293.18,26.66,13.9,90.34,-0.028,1,0,0,0,0,0,0,0,0,0,90.29,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,11.6,10.2,4.462,74317,0,1,0,-36.12,17.687,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,231.7,FLYING
287.02,ASCENT,RKT_SUSTAIN,4.84,80,75.16,65618.68,283.68,22.74,10.38,90.33,-0.029,1,0,0,0,0,0,0,0,0,0,90.29,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,9.4,8.1,4.456,74318,0,1,0,-31.2,17.121,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,233.74,FLYING
289.04,ASCENT,RKT_SUSTAIN,4.27,80,75.73,66181,274.27,19.12,7.14,90.33,-0.029,1,0,0,0,0,0,0,0,0,0,90.28,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,7.5,6.4,4.453,74318,0,1,0,-26.37,16.559,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,235.76,FLYING
291.08,ASCENT,RKT_SUSTAIN,3.7,80,76.3,66729.76,264.78,16.03,4.44,90.33,-0.029,1,0,0,0,0,0,0,0,0,0,90.28,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,5.8,4.8,4.451,74318,0,1,0,-22.54,15.993,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,237.8,FLYING
293.1,ASCENT,RKT_SUSTAIN,3.14,80,76.86,67254.23,255.39,13.56,2.34,90.33,-0.029,1,0,0,0,0,0,0,0,0,0,90.28,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,4.3,3.5,4.451,74318,0,1,0,-19.32,15.431,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,239.82,FLYING
295.12,ASCENT,RKT_SUSTAIN,2.59,80,77.41,67759.91,246,11.66,0.83,90.33,-0.029,1,0,0,0,0,0,0,0,0,0,90.28,24.323,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,3.1,2.4,4.451,74317,0,1,0,-16.61,14.87,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,241.84,FLYING
297.14,ASCENT,RKT_SUSTAIN,2.05,80,77.95,68246.81,236.63,10.33,-0.11,90.32,-0.029,1,0,0,0,0,0,0,0,0,0,90.28,23.415,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2.1,1.5,4.452,74317,0,1,0,-14.2,14.309,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,243.86,FLYING
299.16,ASCENT,RKT_SUSTAIN,1.52,80,78.48,68714.98,227.27,9.57,-0.48,90.32,-0.029,1,0,0,0,0,0,0,0,0,0,90.28,22.506,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1.3,0.8,4.453,74317,0,1,0,-11.98,13.748,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,245.88,FLYING
301.18,ASCENT,RKT_SUSTAIN,1,80,79,69164.4,217.91,9.37,-0.28,90.32,-0.028,1,0,0,0,0,0,0,0,0,0,90.28,21.596,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0.7,0.4,4.447,74317,0,1,0,-9.84,13.186,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,247.9,FLYING
303.2,ASCENT,RKT_SUSTAIN,0.49,80,79.51,69595,208.57,9.35,0.1,90.32,-0.027,1,0,0,0,0,0,0,0,0,0,90.28,20.684,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0.3,0.1,4.437,74317,0,1,0,-7.97,12.625,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,249.92,FLYING
305.22,ASCENT,RKT_SUSTAIN,0,80,80,70006.58,199.23,8.89,0.04,90.32,-0.027,1,0,0,0,0,0,0,0,0,0,90.28,19.772,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0.1,0,4.429,74316,0,1,0,-6.73,12.064,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,251.94,SUB_ORBITAL
307.28,ASCENT,RKT_SUSTAIN,0,80,80,70407.05,189.71,8.46,0.02,90.32,-0.027,1,0,0,0,0,0,0,0,0,0,90.28,18.841,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-5.61,11.492,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,254,SUB_ORBITAL
309.34,ASCENT,RKT_SUSTAIN,0,80,80,70787.89,180.2,8.05,0.02,90.32,-0.027,1,0,0,0,0,0,0,0,0,0,90.28,17.909,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4.95,10.92,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,256.06,SUB_ORBITAL
311.4,ASCENT,RKT_SUSTAIN,0,80,80,71149.16,170.7,7.64,0.02,90.32,-0.027,1,0,0,0,0,0,0,0,0,0,90.28,16.975,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4.5,10.347,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,258.12,SUB_ORBITAL
313.46,ASCENT,RKT_SUSTAIN,0,80,80,71490.86,161.2,7.22,0.02,90.32,-0.027,1,0,0,0,0,0,0,0,0,0,90.28,16.042,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4.26,9.775,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,260.18,SUB_ORBITAL
315.52,ASCENT,RKT_SUSTAIN,0,80,80,71813.03,151.71,6.81,0.02,90.32,-0.027,1,0,0,0,0,0,0,0,0,0,90.27,15.107,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4.03,9.203,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,262.24,SUB_ORBITAL
317.58,ASCENT,RKT_SUSTAIN,0,80,80,72115.62,142.23,6.39,0.02,90.32,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,14.171,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-3.94,8.631,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,264.3,SUB_ORBITAL
319.64,ASCENT,RKT_SUSTAIN,0,80,80,72398.59,132.75,5.97,0.02,90.32,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,13.235,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4.05,8.059,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,266.36,SUB_ORBITAL
321.7,ASCENT,RKT_SUSTAIN,0,80,80,72662.06,123.28,5.55,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,12.298,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4.06,7.486,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,268.42,SUB_ORBITAL
323.76,ASCENT,RKT_SUSTAIN,0,80,80,72906.05,113.81,5.13,0.02,90.31,-0.027,1,0,0,0,0,0,0,0,0,0,90.27,11.36,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4.02,6.914,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,270.48,SUB_ORBITAL
325.82,ASCENT,RKT_SUSTAIN,0,80,80,73130.55,104.35,4.71,0.02,90.31,-0.027,1,0,0,0,0,0,0,0,0,0,90.27,10.422,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-4,6.342,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,272.54,SUB_ORBITAL
327.88,ASCENT,RKT_SUSTAIN,0,80,80,73335.54,94.88,4.29,0.02,90.31,-0.027,1,0,0,0,0,0,0,0,0,0,90.27,9.484,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-3.98,5.77,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,274.6,SUB_ORBITAL
329.94,ASCENT,RKT_SUSTAIN,0,80,80,73521.06,85.43,3.87,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,8.544,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-3.94,5.197,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,276.66,SUB_ORBITAL
332,ASCENT,RKT_SUSTAIN,0,80,80,73687.09,75.97,3.45,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,7.605,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74316,0,1,0,-3.95,4.625,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,278.72,SUB_ORBITAL
334.06,ASCENT,RKT_SUSTAIN,0,80,80,73833.69,66.52,3.02,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,6.665,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.88,4.053,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,280.78,SUB_ORBITAL
336.12,ASCENT,RKT_SUSTAIN,0,80,80,73960.85,57.07,2.6,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,5.725,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.79,3.481,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,282.84,SUB_ORBITAL
338.18,ASCENT,RKT_SUSTAIN,0,80,80,74068.47,47.63,2.17,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,4.784,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.86,2.909,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,284.9,SUB_ORBITAL
340.24,ASCENT,RKT_SUSTAIN,0,80,80,74156.63,38.18,1.75,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.27,3.843,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.89,2.336,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,286.96,SUB_ORBITAL
342.3,ASCENT,RKT_SUSTAIN,0,80,80,74225.32,28.74,1.32,0.02,90.31,-0.026,1,0,0,0,0,0,0,0,0,0,90.26,2.902,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.95,1.764,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,289.02,SUB_ORBITAL
344.36,ASCENT,RKT_SUSTAIN,0,80,80,74274.54,19.3,0.89,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,1.961,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-4.01,1.192,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,291.08,SUB_ORBITAL
346.42,ASCENT,RKT_SUSTAIN,0,80,80,74304.43,9.86,0.47,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,1.019,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.87,0.62,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,293.14,SUB_ORBITAL
348.48,ASCENT,RKT_SUSTAIN,0,80,80,74314.81,0.42,0.04,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,0.078,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.86,0.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,295.2,SUB_ORBITAL
350.54,ASCENT,RKT_SUSTAIN,0,80,80,74305.75,-9.02,-0.39,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,1.209,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.87,1.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,297.26,SUB_ORBITAL
352.6,ASCENT,RKT_SUSTAIN,0,80,80,74277.23,-18.47,-0.81,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,2.34,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.88,3.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,299.32,SUB_ORBITAL
354.66,ASCENT,RKT_SUSTAIN,0,80,80,74229.33,-27.91,-1.24,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,3.471,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.78,4.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,301.38,SUB_ORBITAL
356.72,ASCENT,RKT_SUSTAIN,0,80,80,74161.98,-37.35,-1.66,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,4.602,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.71,6.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,303.44,SUB_ORBITAL
358.78,ASCENT,RKT_SUSTAIN,0,80,80,74075.13,-46.8,-2.09,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,5.733,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.74,7.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,305.5,SUB_ORBITAL
360.84,ASCENT,RKT_SUSTAIN,0,80,80,73968.82,-56.24,-2.51,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,6.865,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.78,9.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,307.56,SUB_ORBITAL
362.9,ASCENT,RKT_SUSTAIN,0,80,80,73843.09,-65.69,-2.94,0.02,90.3,-0.027,1,0,0,0,0,0,0,0,0,0,90.26,7.997,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.73,10.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,309.62,SUB_ORBITAL
364.96,ASCENT,RKT_SUSTAIN,0,80,80,73697.8,-75.14,-3.36,0.02,90.29,-0.027,1,0,0,0,0,0,0,0,0,0,90.25,9.129,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.83,12.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,311.68,SUB_ORBITAL
367.02,ASCENT,RKT_SUSTAIN,0,80,80,73533.08,-84.59,-3.79,0.02,90.29,-0.027,1,0,0,0,0,0,0,0,0,0,90.25,10.261,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74315,0,1,0,-3.85,13.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,313.74,SUB_ORBITAL
369.08,ASCENT,RKT_SUSTAIN,0,80,80,73348.87,-94.05,-4.21,0.02,90.29,-0.027,1,0,0,0,0,0,0,0,0,0,90.25,11.394,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.87,15.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,315.8,SUB_ORBITAL
371.14,ASCENT,RKT_SUSTAIN,0,80,80,73145.12,-103.51,-4.63,0.02,90.29,-0.027,1,0,0,0,0,0,0,0,0,0,90.25,12.528,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.98,16.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,317.86,SUB_ORBITAL
373.2,ASCENT,RKT_SUSTAIN,0,80,80,72921.97,-112.98,-5.05,0.02,90.29,-0.027,1,0,0,0,0,0,0,0,0,0,90.25,13.662,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.9,18.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,319.92,SUB_ORBITAL
375.26,ASCENT,RKT_SUSTAIN,0,80,80,72679.34,-122.44,-5.47,0.02,90.29,-0.027,1,0,0,0,0,0,0,0,0,0,90.25,14.796,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.83,19.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,321.98,SUB_ORBITAL
377.32,ASCENT,RKT_SUSTAIN,0,80,80,72417.12,-131.92,-5.89,0.02,90.29,-0.027,1,0,0,0,0,0,0,0,0,0,90.25,15.932,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.9,21.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,324.04,SUB_ORBITAL
379.38,ASCENT,RKT_SUSTAIN,0,80,80,72135.39,-141.4,-6.31,0.02,90.29,-0.028,1,0,0,0,0,0,0,0,0,0,90.25,17.067,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.97,22.547,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,326.1,SUB_ORBITAL
381.44,ASCENT,RKT_SUSTAIN,0,80,80,71834.14,-150.88,-6.73,0.02,90.29,-0.028,1,0,0,0,0,0,0,0,0,0,90.25,18.204,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.97,24.047,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,328.16,SUB_ORBITAL
383.5,ASCENT,RKT_SUSTAIN,0,80,80,71513.35,-160.37,-7.14,0.02,90.28,-0.028,1,0,0,0,0,0,0,0,0,0,90.25,18.794,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.98,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,330.22,SUB_ORBITAL
385.56,ASCENT,RKT_SUSTAIN,0,80,80,71173.05,-169.86,-7.56,0.02,90.28,-0.028,1,0,0,0,0,0,0,0,0,0,90.25,18.432,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,332.28,SUB_ORBITAL
387.62,ASCENT,RKT_SUSTAIN,0,80,80,70813.18,-179.36,-7.97,0.02,90.28,-0.029,1,0,0,0,0,0,0,0,0,0,90.24,18.071,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.88,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,334.34,SUB_ORBITAL
389.68,ASCENT,RKT_SUSTAIN,0,80,80,70433.75,-188.87,-8.38,0.02,90.28,-0.029,1,0,0,0,0,0,0,0,0,0,90.24,17.711,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.85,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,336.4,SUB_ORBITAL
391.74,ASCENT,RKT_SUSTAIN,0,80,80,70034.72,-198.39,-8.79,0.02,90.28,-0.029,1,0,0,0,0,0,0,0,0,0,90.24,17.352,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0,0,74314,0,1,0,-3.85,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,338.46,SUB_ORBITAL
393.76,ASCENT,RKT_SUSTAIN,0.44,80,79.56,69624.29,-207.73,-9.19,0.02,90.28,-0.03,1,0,0,0,0,0,0,0,0,0,90.24,17,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0,0.1,4.424,74314,0,1,0,-4.07,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,340.48,FLYING
