t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,phase_el_s,status
395.78,ASCENT,RKT_SUSTAIN,0.95,80,79.05,69194.98,-217.07,-9.59,0.02,90.28,-0.03,1,0,0,0,0,0,0,0,0,0,90.24,16.65,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0.2,0.3,4.432,74314,0,1,0,-4.58,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,342.5,FLYING
397.8,ASCENT,RKT_SUSTAIN,1.47,80,78.53,68746.78,-226.43,-9.99,0.02,90.28,-0.03,1,0,0,0,0,0,0,0,0,0,90.24,16.301,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,0.5,0.7,4.441,74313,0,1,0,-5.32,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,344.52,FLYING
399.82,ASCENT,RKT_SUSTAIN,2,80,78,68279.69,-235.79,-10.39,0.02,90.27,-0.031,1,0,0,0,0,0,0,0,0,0,90.24,15.953,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1,1.3,4.439,74313,0,1,0,-6.19,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,346.54,FLYING
401.84,ASCENT,RKT_SUSTAIN,2.54,80,77.46,67793.67,-245.16,-10.78,0.02,90.27,-0.031,1,0,0,0,0,0,0,0,0,0,90.24,15.605,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1.7,2.1,4.438,74313,0,1,0,-7.12,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,348.56,FLYING
403.88,ASCENT,RKT_SUSTAIN,3.09,80,76.91,67283.62,-254.63,-11.18,0.02,90.27,-0.031,1,0,0,0,0,0,0,0,0,0,90.24,15.256,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2.6,3.2,4.437,74313,0,1,0,-8.1,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,350.6,FLYING
405.9,ASCENT,RKT_SUSTAIN,3.65,80,76.35,66759.53,-264.02,-11.57,0.02,90.27,-0.032,1,0,0,0,0,0,0,0,0,0,90.24,14.911,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,3.7,4.4,4.437,74313,0,1,0,-9.03,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,352.62,FLYING
407.92,ASCENT,RKT_SUSTAIN,4.21,80,75.79,66216.47,-273.41,-11.96,0.02,90.27,-0.032,1,0,0,0,0,0,0,0,0,0,90.23,14.568,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,5,5.9,4.438,74312,0,1,0,-9.98,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,354.64,FLYING
409.94,ASCENT,RKT_SUSTAIN,4.78,80,75.22,65654.41,-282.82,-12.34,0.02,90.27,-0.032,1,0,0,0,0,0,0,0,0,0,90.23,14.225,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,6.6,7.6,4.441,74312,0,1,0,-10.97,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,356.66,FLYING
412,ASCENT,RKT_SUSTAIN,5.36,80,74.64,65061.65,-292.42,-12.73,0.02,90.27,-0.032,1,0,0,0,0,0,0,0,0,0,90.23,13.878,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,8.4,9.6,4.445,74312,0,1,0,-12.1,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,358.72,FLYING
414.02,ASCENT,RKT_SUSTAIN,5.94,80,74.06,64461.18,-301.85,-13.12,0.02,90.27,-0.033,1,0,0,0,0,0,0,0,0,0,90.23,13.538,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,10.5,11.8,4.452,74311,0,1,0,-13.09,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,360.74,FLYING
416.04,ASCENT,RKT_SUSTAIN,6.52,80,73.48,63841.65,-311.29,-13.5,0.02,90.26,-0.033,1,0,0,0,0,0,0,0,0,0,90.23,13.2,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,12.8,14.2,4.462,74311,0,1,0,-14.1,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,362.76,FLYING
418.06,ASCENT,RKT_SUSTAIN,7.1,80,72.9,63203.04,-320.74,-13.87,0.02,90.26,-0.033,1,0,0,0,0,0,0,0,0,0,90.23,12.863,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,15.3,16.9,4.476,74310,0,1,0,-15.12,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,364.78,FLYING
420.08,ASCENT,RKT_SUSTAIN,7.69,80,72.31,62545.34,-330.2,-14.25,0.02,90.26,-0.033,1,0,0,0,0,0,0,0,0,0,90.23,12.527,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,18.1,19.8,4.494,74310,0,1,0,-16.15,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,366.8,FLYING
422.12,ASCENT,RKT_SUSTAIN,8.29,80,71.71,61861.71,-339.77,-14.63,0.02,90.26,-0.034,1,0,0,0,0,0,0,0,0,0,90.23,12.19,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,21.1,23.1,4.515,74309,0,1,0,-17.26,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,368.84,FLYING
424.14,ASCENT,RKT_SUSTAIN,8.94,80,71.06,61165.55,-349.25,-15,0.02,90.26,-0.034,1,0,0,0,0,0,0,0,0,0,90.23,11.858,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,24.6,26.8,4.538,74309,0,1,0,-18.29,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,370.86,FLYING
426.16,ASCENT,RKT_SUSTAIN,9.66,80,70.34,60450.23,-358.75,-15.33,0.06,90.26,-0.034,1,0,0,0,0,0,0,0,0,0,90.22,11.527,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,28.7,31.3,4.562,74308,0,1,0,-19.45,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,372.88,FLYING
428.18,ASCENT,RKT_SUSTAIN,10.44,80,69.56,59715.86,-368.26,-15.15,0.6,90.26,-0.034,1,0,0,0,0,0,0,0,0,0,90.22,11.197,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,33.5,36.5,4.583,74307,0,1,0,-21.14,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,374.9,FLYING
430.2,ASCENT,RKT_SUSTAIN,11.3,80,68.7,58962.46,-377.79,-14.27,1.83,90.26,-0.034,1,0,0,0,0,0,0,0,0,0,90.22,10.869,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,39.2,42.8,4.601,74306,0,1,0,-22.37,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,376.92,FLYING
432.24,ASCENT,RKT_SUSTAIN,12.24,80,67.76,58182.29,-387.42,-12.69,3.78,90.26,-0.035,1,0,0,0,0,0,0,0,0,0,90.22,10.54,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,45.9,50.2,4.612,74305,0,1,0,-23.45,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,378.96,FLYING
434.26,ASCENT,RKT_SUSTAIN,13.23,80,66.77,57390.55,-396.95,-10.63,6.19,90.26,-0.05,1,0,0,0,0,0,0,0,0,0,90.22,10.216,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,53.7,58.7,4.614,74304,0,1,0,-24.41,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,380.98,FLYING
436.3,ASCENT,RKT_SUSTAIN,14.27,80,65.73,56571.39,-406.58,-8.72,8.46,90.26,-0.063,1,0,0,0,0,0,0,0,0,0,90.22,9.891,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,62.6,68.3,4.601,74301,0,1,0,-26.69,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.66,0.5,383.02,FLYING
438.32,ASCENT,RKT_SUSTAIN,15.39,80,64.61,55740.84,-416.12,-6.99,10.55,90.26,-0.075,1,0,0,0,0,0,0,0,0,0,90.22,9.572,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,72.9,79.5,4.588,74298,0,1,0,-30.91,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,385.04,FLYING
440.34,ASCENT,RKT_SUSTAIN,16.61,80,63.39,54891,-425.65,-5.4,12.49,90.27,-0.086,1,0,0,0,0,0,0,0,0,0,90.22,9.254,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,84.9,92.6,4.575,74292,0,1,0,-37.59,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,387.06,FLYING
442.36,ASCENT,RKT_SUSTAIN,17.94,80,62.06,54021.86,-435.16,-4,14.23,90.27,-0.098,1,0,0,0,0,0,0,0,0,0,90.22,8.94,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,99,108,4.562,74285,0,1,0,-48.01,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,389.08,FLYING
444.38,ASCENT,RKT_SUSTAIN,19.41,80,60.59,53133.48,-444.66,-2.78,15.8,90.28,-0.111,1,0,0,0,0,0,0,0,0,0,90.21,8.629,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,115.7,126.4,4.549,74274,0,1,0,-62.5,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,391.1,FLYING
446.4,ASCENT,RKT_SUSTAIN,21.02,80,58.98,52225.87,-454.13,-1.72,17.19,90.28,-0.127,1,0,0,0,0,0,0,0,0,0,90.21,8.32,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,135.5,148.3,4.536,74260,0,1,0,-81.55,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,393.12,FLYING
448.42,ASCENT,RKT_SUSTAIN,22.79,80,57.21,51299.11,-463.56,-0.91,18.35,90.29,-0.148,1,0,0,0,0,0,0,0,0,0,90.21,8.015,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,159.1,174.3,4.523,74241,0,1,0,-107.11,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,395.14,FLYING
450.44,ASCENT,RKT_SUSTAIN,24.72,80,55.28,50353.25,-472.94,-0.37,19.21,90.3,-0.178,1,0,0,0,0,0,0,0,0,0,90.21,7.714,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,187.1,205,4.51,74216,0,1,0,-138.88,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,397.16,FLYING
452.48,ASCENT,RKT_SUSTAIN,26.84,80,53.16,49378.75,-482.37,-0.13,19.78,90.32,-0.225,1,0,0,0,0,0,0,0,0,0,90.21,7.414,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,220.4,241.7,4.496,74184,0,1,0,-177.13,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,399.2,FLYING
454.5,ASCENT,RKT_SUSTAIN,29.1,80,50.9,48394.82,-491.63,-0.22,20.01,90.35,-0.317,1,0,0,0,0,0,0,0,0,0,90.21,7.121,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,259.4,284.3,4.483,74144,0,1,0,-219.66,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,401.22,FLYING
456.52,ASCENT,RKT_SUSTAIN,31.56,80,48.44,47392.16,-500.85,-0.53,20.02,90.41,-0.501,1,0,0,0,0,0,0,0,0,0,90.21,6.832,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,305.1,334.4,4.47,74094,0,1,0,-261.31,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,403.24,FLYING
458.54,ASCENT,RKT_SUSTAIN,34.26,80,45.74,46370.96,-509.99,-0.84,20.02,90.48,-0.714,1,0,0,0,0,0,0,0,0,0,90.21,6.548,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,359.2,393.9,4.457,74035,0,1,0,-307.07,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,405.26,FLYING
460.56,ASCENT,RKT_SUSTAIN,37.22,80,42.78,45331.39,-519.03,-1.14,20.02,90.54,-0.827,1,0,0,0,0,0,0,0,0,0,90.21,6.269,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,423.6,464.9,4.444,73963,0,1,0,-360.66,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,407.28,FLYING
462.58,ASCENT,RKT_SUSTAIN,40.46,80,39.54,44273.67,-527.96,-1.43,20.02,90.55,-0.865,1,0,0,0,0,0,0,0,0,0,90.21,5.996,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,500.2,549.4,4.43,73877,0,1,0,-425.24,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,409.3,FLYING
464.6,ASCENT,RKT_SUSTAIN,43.99,80,36.01,43198.06,-536.75,-1.72,20.02,90.55,-0.856,1,0,0,0,0,0,0,0,0,0,90.2,5.729,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,591.3,649.6,4.417,73774,0,1,0,-502.76,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,411.32,FLYING
466.62,ASCENT,RKT_SUSTAIN,47.83,80,32.17,42104.87,-545.36,-1.99,20.02,90.53,-0.81,1,0,0,0,0,0,0,0,0,0,90.2,5.47,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,699.1,768.1,4.403,73649,0,1,0,-595.2,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,413.34,FLYING
468.64,ASCENT,RKT_SUSTAIN,51.93,80,28.07,40994.48,-553.77,-2.26,20.01,90.51,-0.745,1,0,0,0,0,0,0,0,0,0,90.2,5.219,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,825,905.1,4.391,73500,0,1,0,-704.42,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,415.36,FLYING
470.66,ASCENT,RKT_SUSTAIN,56.71,80,23.29,39867.36,-561.93,-2.52,20.01,90.48,-0.67,1,0,0,0,0,0,0,0,0,0,90.2,4.978,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,979,1078.9,4.407,73320,0,1,0,-834.5,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,417.38,FLYING
472.68,ASCENT,RKT_SUSTAIN,62.08,80,17.92,38724.07,-569.78,-2.76,20.01,90.45,-0.591,1,0,0,0,0,0,0,0,0,0,90.2,4.748,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1168.9,1292.2,4.424,73103,0,1,0,-992.41,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,419.4,FLYING
474.7,ASCENT,RKT_SUSTAIN,68.36,80,11.64,37565.32,-577.23,-2.99,20.01,90.42,-0.511,1,0,0,0,0,0,0,0,0,0,90.2,4.532,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1406.7,1563.5,4.446,72841,0,1,0,-1186.01,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,421.42,FLYING
476.72,ASCENT,RKT_SUSTAIN,75.99,80,4.01,36392.02,-584.16,-3.19,20.01,90.39,-0.432,1,0,0,0,0,0,0,0,0,0,90.2,4.333,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,1721.9,1930.3,4.496,72522,0,1,0,-1431.93,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,423.44,FLYING
478.74,ASCENT,RKT_SUSTAIN,84.76,80,-4.76,35205.38,-590.42,-3.38,20.01,90.36,-0.356,1,0,0,0,0,0,0,0,0,0,90.2,4.155,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2130.7,2399.3,4.548,72128,0,1,0,-1748.19,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,425.46,FLYING
480.78,ASCENT,RKT_SUSTAIN,94.82,80,-14.82,33995.05,-595.86,-3.53,20.01,90.34,-0.287,1,0,0,0,0,0,0,0,0,0,90.2,4.003,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,2656.1,3000.4,4.602,71638,0,1,0,-2163.68,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,427.5,FLYING
482.8,ASCENT,RKT_SUSTAIN,105.95,80,-25.95,32786.73,-600.16,-3.65,20.01,90.31,-0.227,1,0,0,0,0,0,0,0,0,0,90.2,3.886,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,3316.1,3745.2,4.657,71029,0,1,0,-2671.42,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,429.52,FLYING
484.82,ASCENT,RKT_SUSTAIN,118.48,80,-38.48,31571.07,-603.11,-3.73,20.01,90.29,-0.177,1,0,0,0,0,0,0,0,0,0,90.2,3.808,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,4140.5,4679.3,4.711,70271,0,1,0,-3306.94,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,431.54,FLYING
486.84,ASCENT,RKT_SUSTAIN,132.93,80,-52.93,30351.13,-604.35,-3.75,20.01,90.28,-0.136,1,0,0,0,0,0,0,0,0,0,90.2,3.781,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,5192.3,5884,4.764,69330,0,1,0,-4107.03,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,433.56,FLYING
488.86,ASCENT,RKT_SUSTAIN,149.57,80,-69.57,29130.89,-603.37,-3.7,20.01,90.26,-0.103,1,0,0,0,0,0,0,0,0,0,90.2,3.818,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,6550.5,7444.3,4.814,68158,0,1,0,-5127.33,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,435.58,FLYING
490.88,ASCENT,RKT_SUSTAIN,168.44,80,-88.44,27915.43,-599.54,-3.58,19.99,90.25,-0.075,1,0,0,0,0,0,0,0,0,0,90.2,3.938,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,8295,9438.1,4.859,66695,0,1,0,-6437.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,437.6,FLYING
492.9,ASCENT,RKT_SUSTAIN,189.32,80,-109.32,26711.13,-592.25,-3.53,19.79,90.24,-0.052,1,0,0,0,0,0,0,0,0,0,90.2,4.157,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,10494.4,11925.2,4.896,64882,0,1,0,-8061.15,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,439.62,FLYING
494.92,ASCENT,RKT_SUSTAIN,211.75,80,-131.75,25525.5,-581,-3.34,19.61,90.23,-0.033,1,0,0,0,0,0,0,0,0,0,90.19,4.495,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,13195.2,14935.7,4.921,62665,0,1,0,-9973.01,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,441.64,FLYING
496.92,ASCENT,RKT_SUSTAIN,234.77,80,-154.77,24378.76,-565.13,-2.94,19.48,90.22,-0.018,1,0,0,0,0,0,0,0,0,0,90.19,4.97,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,16346.8,18368.5,4.91,60016,0,1,0,-12166.94,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,443.64,FLYING
498.94,ASCENT,RKT_SUSTAIN,259.58,80,-179.58,23258.4,-543.46,-2.32,19.38,90.22,-0.007,1,0,0,0,0,0,0,0,0,0,90.19,5.619,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,20085.8,22476.7,4.886,56873,0,1,0,-14826.02,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,445.66,FLYING
500.94,ASCENT,RKT_SUSTAIN,284.88,80,-204.88,22198.79,-515.49,-1.45,19.31,90.21,0.003,1,0,0,0,0,0,0,0,0,0,90.19,6.465,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,24386.8,27113.7,4.849,53239,0,1,0,-17840.79,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,447.66,FLYING
502.96,ASCENT,RKT_SUSTAIN,309.97,80,-229.97,21192.86,-479.85,-0.28,19.28,90.21,0.012,1,0,0,0,0,0,0,0,0,0,90.18,7.556,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,29183.7,32167.4,4.796,49103,0,1,0,-21362.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,449.68,FLYING
504.98,ASCENT,RKT_SUSTAIN,333.19,80,-253.19,20266.94,-436.43,1.19,19.25,90.2,0.018,1,0,0,0,0,0,0,0,0,0,90.18,8.91,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,34205.4,37263.6,4.724,44548,0,1,0,-25191.23,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,451.7,FLYING
506.98,ASCENT,RKT_SUSTAIN,353.33,80,-273.33,19444.41,-385.89,2.97,19.25,90.19,0.026,1,0,0,0,0,0,0,0,0,0,90.18,10.525,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,39099.3,42023.8,4.635,39761,0,1,0,-29012.19,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,453.7,FLYING
508.98,ASCENT,RKT_SUSTAIN,369.44,80,-289.44,18730.11,-328.55,5.08,19.26,90.18,0.028,1,0,0,0,0,0,0,0,0,0,90.17,12.412,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,43532.7,46099,4.527,34952,0,1,0,-32731.98,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,455.7,FLYING
511,ASCENT,RKT_SUSTAIN,380.45,80,-300.45,18130.97,-265.22,7.52,19.27,90.18,0.031,1,0,0,0,0,0,0,0,0,0,90.16,14.577,0,0,0,0,0,0,0,0,90.4,1,0,-0.028,0,0,3,0,0,0,11.5,-10.712,0,0,1,1,0,0,VALID,47116.1,49074.6,4.402,30364,0,1,0,-36185.64,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0.64,0.5,457.72,FLYING
