t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
19.72,APPROACH,FLY_TO_FIX,96.01,81,-15.01,5077.19,-99.43,-40.55,10.33,328.99,32.93,0,0,19.505,1,0.6,2.608,0.75,0.35,0.0168,0.4,266.37,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.78,FLYING
20.44,APPROACH,FLY_TO_FIX,98.74,81,-17.74,5005.38,-100.3,-39.41,10.49,323.99,32.622,0,0,19.407,1,0.6,2.634,0.75,0.35,0.0168,0.4,266.24,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,FLYING
21.16,APPROACH,FLY_TO_FIX,101.32,81,-20.32,4933.21,-100.5,-38.04,10.62,319.06,32.343,0,0,19.31,1,0.6,2.659,0.75,0.35,0.0168,0.4,266.11,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.22,FLYING
21.88,APPROACH,FLY_TO_FIX,103.74,81,-22.74,4861.19,-100,-36.42,10.76,314.23,32.072,0,0,19.214,1,0.6,2.684,0.75,0.35,0.0168,0.4,265.98,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.94,FLYING
22.6,APPROACH,FLY_TO_FIX,105.98,81,-24.98,4789.85,-98.73,-34.59,10.85,309.55,31.801,0,0,19.118,1,0.6,2.707,0.75,0.35,0.0168,0.4,265.85,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.66,FLYING
23.32,APPROACH,FLY_TO_FIX,108.01,81,-27.01,4719.75,-96.68,-32.61,10.86,305.08,31.557,0,0,19.022,1,0.6,2.73,0.75,0.35,0.0168,0.4,265.72,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.38,FLYING
24.04,APPROACH,FLY_TO_FIX,109.82,81,-28.82,4651.48,-93.79,-30.23,11.11,300.57,31.308,0,0,18.927,1,0.6,2.753,0.75,0.35,0.0168,0.4,265.6,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,FLYING
24.76,APPROACH,FLY_TO_FIX,111.37,81,-30.37,4585.6,-90.11,-27.82,11.16,296.38,31.013,0,0,18.832,1,0.6,2.775,0.75,0.35,0.0168,0.4,265.48,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.82,FLYING
25.48,APPROACH,FLY_TO_FIX,112.67,81,-31.67,4522.69,-85.69,-25.27,11.2,292.38,30.701,0,0,18.738,1,0.6,2.797,0.75,0.35,0.0168,0.4,265.37,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.54,FLYING
26.2,APPROACH,FLY_TO_FIX,113.71,81,-32.71,4463.24,-80.57,-22.61,11.23,288.56,30.376,0,0,18.645,1,0.6,2.818,0.75,0.35,0.0168,0.4,265.26,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.26,FLYING
26.92,APPROACH,FLY_TO_FIX,114.47,81,-33.47,4407.73,-74.84,-19.85,11.27,284.89,30.037,0,0,18.551,1,0.6,2.839,0.75,0.35,0.0168,0.4,265.17,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.98,FLYING
27.64,APPROACH,FLY_TO_FIX,114.98,81,-33.98,4356.49,-68.68,-17.51,10.75,281.77,29.512,0,0,18.459,1,0.6,2.86,0.75,0.35,0.0168,0.4,265.08,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,FLYING
28.36,APPROACH,FLY_TO_FIX,115.46,81,-34.46,4309.48,-62.91,-15.81,9.72,279.36,28.449,0,0,18.366,1,0.6,2.881,0.75,0.35,0.0168,0.4,265,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.42,FLYING
29.08,APPROACH,FLY_TO_FIX,115.96,81,-34.96,4266.41,-57.63,-14.23,8.85,277.23,27.084,0,0,18.274,1,0.6,2.901,0.75,0.35,0.0168,0.4,264.93,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.14,FLYING
29.8,APPROACH,FLY_TO_FIX,116.45,81,-35.45,4226.97,-52.77,-12.83,8.05,275.39,25.536,0,0,18.183,1,0.6,2.92,0.75,0.35,0.0168,0.4,264.87,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.86,FLYING
30.52,APPROACH,FLY_TO_FIX,116.92,81,-35.92,4190.83,-48.35,-11.6,7.33,273.8,23.853,0,0,18.092,1,0.6,2.939,0.75,0.35,0.0168,0.4,264.82,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.58,FLYING
31.24,APPROACH,FLY_TO_FIX,117.38,81,-36.38,4157.68,-44.38,-10.53,6.67,272.43,22.086,0,0,18.002,1,0.6,2.957,0.75,0.35,0.0168,0.4,264.77,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,FLYING
31.96,APPROACH,FLY_TO_FIX,117.8,81,-36.8,4127.22,-40.82,-9.58,6.09,271.24,20.271,0,0,17.912,1,0.6,2.975,0.75,0.35,0.0168,0.4,264.73,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.02,FLYING
32.68,APPROACH,FLY_TO_FIX,118.19,81,-37.19,4099.16,-37.65,-8.77,5.57,270.21,18.436,0,0,17.822,1,0.6,2.992,0.75,0.35,0.0168,0.4,264.7,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.74,FLYING
33.4,APPROACH,FLY_TO_FIX,118.56,81,-37.56,4073.22,-34.86,-8.12,5.06,269.36,16.562,0,0,17.733,1,0.6,3.008,0.75,0.35,0.0168,0.4,264.67,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.46,FLYING
34.12,APPROACH,FLY_TO_FIX,118.9,81,-37.9,4049.1,-32.5,-7.56,4.65,268.64,14.638,0,0,17.644,1,0.6,3.024,0.75,0.35,0.0168,0.4,264.65,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.18,FLYING
34.84,APPROACH,FLY_TO_FIX,119.2,81,-38.2,4026.58,-30.39,-7.02,4.35,268.01,12.913,0,0,17.556,1,0.6,3.039,0.75,0.35,0.0168,0.4,264.63,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,FLYING
35.56,APPROACH,FLY_TO_FIX,119.47,81,-38.47,4005.47,-28.54,-6.56,4.08,267.46,11.332,0,0,17.468,1,0.6,3.053,0.75,0.35,0.0168,0.4,264.61,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.62,FLYING
36.28,APPROACH,FLY_TO_FIX,119.71,81,-38.71,3985.6,-26.92,-6.16,3.84,267,9.883,0,0,17.381,1,0.6,3.067,0.75,0.35,0.0168,0.4,264.6,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.34,FLYING
37,APPROACH,FLY_TO_FIX,119.91,81,-38.91,3966.82,-25.5,-5.81,3.64,266.61,8.564,0,0,17.294,1,0.6,3.08,0.75,0.35,0.0168,0.4,264.58,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06,FLYING
37.72,APPROACH,FLY_TO_FIX,120.09,81,-39.09,3948.98,-24.25,-5.51,3.47,266.27,7.378,0,0,17.208,1,0.6,3.093,0.75,0.35,0.0168,0.4,264.57,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78,FLYING
38.44,APPROACH,FLY_TO_FIX,120.24,81,-39.24,3931.97,-23.17,-5.24,3.32,265.99,6.321,0,0,17.122,1,0.6,3.105,0.75,0.35,0.0168,0.4,264.56,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,FLYING
39.16,APPROACH,FLY_TO_FIX,120.36,81,-39.36,3915.68,-22.23,-5.01,3.2,265.75,5.389,0,0,17.036,1,0.6,3.117,0.75,0.35,0.0168,0.4,264.56,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.22,FLYING
39.88,APPROACH,FLY_TO_FIX,120.47,81,-39.47,3900.02,-21.41,-4.81,3.09,265.55,4.575,0,0,16.951,1,0.6,3.128,0.75,0.35,0.0168,0.4,264.55,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.94,FLYING
40.6,APPROACH,FLY_TO_FIX,120.55,81,-39.55,3884.9,-20.7,-4.64,3,265.38,3.871,0,0,16.866,1,0.6,3.138,0.75,0.35,0.0168,0.4,264.55,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.66,FLYING
41.32,APPROACH,FLY_TO_FIX,120.62,81,-39.62,3870.26,-20.08,-4.48,2.92,265.24,3.264,0,0,16.782,1,0.6,3.149,0.75,0.35,0.0168,0.4,264.54,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.38,FLYING
42.04,APPROACH,FLY_TO_FIX,120.68,81,-39.68,3856.03,-19.54,-4.35,2.86,265.12,2.747,0,0,16.698,1,0.6,3.159,0.75,0.35,0.0168,0.4,264.54,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1,FLYING
42.76,APPROACH,FLY_TO_FIX,120.72,81,-39.72,3842.16,-19.07,-4.23,2.81,265.02,2.308,0,0,16.614,1,0.6,3.168,0.75,0.35,0.0168,0.4,264.53,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.82,FLYING
43.48,APPROACH,FLY_TO_FIX,120.75,81,-39.75,3828.6,-18.66,-4.13,2.76,264.94,1.937,0,0,16.531,1,0.6,3.177,0.75,0.35,0.0168,0.4,264.53,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.54,FLYING
44.2,APPROACH,FLY_TO_FIX,120.77,81,-39.77,3815.32,-18.3,-4.04,2.72,264.87,1.623,0,0,16.449,1,0.6,3.186,0.75,0.35,0.0168,0.4,264.53,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.26,FLYING
44.92,APPROACH,FLY_TO_FIX,120.78,81,-39.78,3802.27,-17.99,-3.96,2.69,264.81,1.359,0,0,16.366,1,0.6,3.195,0.75,0.35,0.0168,0.4,264.53,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.98,FLYING
45.64,APPROACH,FLY_TO_FIX,120.78,81,-39.78,3789.43,-17.72,-3.89,2.66,264.77,1.138,0,0,16.285,1,0.6,3.203,0.75,0.35,0.0168,0.4,264.53,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7,FLYING
46.36,APPROACH,FLY_TO_FIX,120.78,81,-39.78,3776.78,-17.48,-3.84,2.63,264.73,0.946,0,0,16.203,1,0.6,3.211,0.75,0.35,0.0168,0.4,264.53,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.42,FLYING
47.08,APPROACH,FLY_TO_FIX,120.77,81,-39.77,3764.27,-17.29,-3.81,2.6,264.7,0.752,0,0,16.122,1,0.6,3.219,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.14,FLYING
47.8,APPROACH,FLY_TO_FIX,120.76,81,-39.76,3751.88,-17.13,-3.78,2.58,264.68,0.583,0,0,16.042,1,0.6,3.227,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.86,FLYING
48.52,APPROACH,FLY_TO_FIX,120.74,81,-39.74,3739.6,-17.01,-3.75,2.56,264.66,0.451,0,0,15.961,1,0.6,3.234,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.58,FLYING
49.24,APPROACH,FLY_TO_FIX,120.72,81,-39.72,3727.4,-16.89,-3.72,2.56,264.64,0.351,0,0,15.882,1,0.6,3.242,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,FLYING
49.96,APPROACH,FLY_TO_FIX,120.7,81,-39.7,3715.28,-16.8,-3.69,2.55,264.63,0.277,0,0,-3.972,1,0.6,3.249,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.02,FLYING
50.68,APPROACH,FLY_TO_FIX,120.68,81,-39.68,3703.22,-16.71,-3.67,2.54,264.62,0.223,0,0,-3.952,1,0.6,3.256,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.74,FLYING
51.4,APPROACH,FLY_TO_FIX,120.66,81,-39.66,3691.22,-16.63,-3.65,2.54,264.62,0.184,0,0,-3.932,1,0.6,3.262,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.46,FLYING
52.12,APPROACH,FLY_TO_FIX,120.63,81,-39.63,3679.27,-16.56,-3.63,2.54,264.61,0.154,0,0,-3.912,1,0.6,3.269,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.18,FLYING
53.33,APPROACH,FLY_TO_FIX,120.62,81,-39.62,3659.36,-16.5,-3.59,2.57,264.6,0.14,0,0,-3.893,1,0.6,3.276,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.54,FLYING
56.08,APPROACH,FLY_TO_FIX,120.53,81,-39.53,3614.09,-16.32,-3.48,2.63,264.59,0.096,0,0,-3.873,1,0.6,3.283,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.32,FLYING
58.88,APPROACH,FLY_TO_FIX,120.39,81,-39.39,3568.67,-16.13,-3.42,2.64,264.58,0.067,0,0,-3.854,1,0.6,3.292,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.12,FLYING
61.68,APPROACH,FLY_TO_FIX,120.22,81,-39.22,3523.76,-15.96,-3.37,2.65,264.57,0.051,0,0,-3.835,1,0.6,3.301,0.75,0.35,0.0168,0.4,264.52,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.92,FLYING
64.48,APPROACH,FLY_TO_FIX,120.03,81,-39.03,3479.29,-15.81,-3.32,2.67,264.57,0.034,0,0,-3.816,1,0.6,3.312,0.75,0.35,0.0168,0.4,264.51,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.72,FLYING
67.28,APPROACH,FLY_TO_FIX,119.83,81,-38.83,3435.24,-15.67,-3.27,2.69,264.57,0.029,0,0,-3.796,1,0.6,3.323,0.75,0.35,0.0168,0.4,264.51,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.52,FLYING
70.08,APPROACH,FLY_TO_FIX,119.61,81,-38.61,3391.56,-15.53,-3.23,2.71,264.57,0.025,0,0,-3.778,1,0.6,3.335,0.75,0.35,0.0168,0.4,264.51,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.32,FLYING
72.88,APPROACH,FLY_TO_FIX,119.37,81,-38.37,3348.26,-15.41,-3.18,2.73,264.57,0.026,0,0,-3.759,1,0.6,3.347,0.75,0.35,0.0168,0.4,264.51,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.12,FLYING
75.68,APPROACH,FLY_TO_FIX,119.12,81,-38.12,3305.28,-15.29,-3.14,2.76,264.56,0.03,0,0,-3.74,1,0.6,3.36,0.75,0.35,0.0168,0.4,264.51,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.92,FLYING
78.48,APPROACH,FLY_TO_FIX,118.86,81,-37.86,3262.62,-15.18,-3.1,2.78,264.56,0.031,0,0,-3.721,1,0.6,3.374,0.75,0.35,0.0168,0.4,264.51,-6,0,0,0,0,0,0,0,0,37.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.72,FLYING
