t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.88,TAKEOFF,TO_PREFLIGHT,0,80,80,1.06,0,0.26,6.7,90.49,-0.05,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.094,0,0,1,0,0,0,0,0,0,0,1,1,0.16,LANDED
1.58,TAKEOFF,TO_PREFLIGHT,0,80,80,1.05,0,0.25,-2.55,90.5,-0.051,0.4,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.094,0,0,1,0,0,0,0,0,0,0,1,1,0.86,LANDED
2.28,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,1.05,0,0.23,0.14,90.5,-0.051,0.6,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.094,0,0,1,0,0,0,0,0,0,0,1,1,1.56,LANDED
3.02,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,1.05,0,0.19,-0.14,90.5,-0.051,0.8,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.094,0,0,1,0,0,0,0,0,0,0,1,1,2.3,LANDED
3.76,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,1.05,0,0.14,-0.49,90.5,-0.05,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.094,0,0,1,0,0,0,0,0,0,0,1,1,3.04,LANDED
4.5,TAKEOFF,TO_GROUND_ROLL,0.05,80,79.95,1.05,0,0.09,-0.87,90.51,-0.05,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.094,0,0,1,0,0,0,0,0,0,0,1,1,3.78,LANDED
5.26,TAKEOFF,TO_GROUND_ROLL,0.81,80,79.19,1.05,0,0.25,0.29,90.51,-0.05,1,0,90.37,0,0,0,0,-0.027,0,0,0,0,90.37,1,-0.027,0.142,-0.0011,0.25,1,-0.0011,0,0,0,0,0,0,1,1,4.54,LANDED
6,TAKEOFF,TO_GROUND_ROLL,2,80,78,1.05,0,0.25,0.35,90.48,-0.052,1,0,90.38,0,0,0,0,-0.027,0,0,0,0,90.38,1,-0.027,0.107,-0.0008,0.25,1,-0.0008,0,0,0,0,0,0,1,1,5.28,LANDED
6.76,TAKEOFF,TO_GROUND_ROLL,3.46,80,76.54,1.05,-0.01,0.25,0.35,90.44,-0.051,1,0,90.39,0,0,0,0,-0.027,0,0,0,0,90.39,1,-0.027,0.061,-0.0004,0.25,1,-0.0004,0,0,0,0,0,0,1,1,6.04,LANDED
7.52,TAKEOFF,TO_GROUND_ROLL,5.12,80,74.88,1.05,-0.01,0.24,0.34,90.41,-0.051,1,0,90.39,0,0,0,0,-0.027,0,0,0,0,90.39,1,-0.027,0.028,-0.0002,0.25,1,-0.0002,0,0,0,0,0,0,1,1,6.8,LANDED
8.28,TAKEOFF,TO_GROUND_ROLL,6.98,80,73.02,1.05,-0.01,0.24,0.34,90.39,-0.053,1,0,90.38,0,0,0,0,-0.027,0,0,0,0,90.38,1,-0.027,0.018,-0.0001,0.25,1,-0.0001,0,0,0,0,0,0,1,1,7.56,LANDED
