t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
23.96,APPROACH,ILS_TRACK,201.54,146.4,-55.14,1818.91,-16.48,-3.67,-1.03,274.69,11.659,0,0,-19.407,1,0.6,4.5,0.795,0.35,0.0168,0.4,245.4,0,0,1,-4.08,0,0,0.6,245.4,-0.847,-0.4162,0.3308,-0.94,245.4,504.44,-73.19,34.831,-37.358,24.323,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.49,1236.4,2,0,0.96,0.5,26,1.06,0.96,0.88,24,FLYING
24.84,APPROACH,ILS_TRACK,201.69,147.2,-54.49,1800.86,-22.9,-5.9,-1.67,274.36,11.59,0,0,-19.31,1,0.6,4.5,0.763,0.35,0.0168,0.4,245.4,0,0,1,-5.83,0,0,-0.92,245.4,-0.8422,-0.4161,0.3428,-1.66,245.4,535.88,-79.89,34.638,-37.153,34.698,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.25,1237.95,2,0,0.88,0.5,27,1.14,0.96,0.88,24.88,FLYING
25.72,APPROACH,ILS_TRACK,201.69,148,-53.69,1777.32,-29.3,-7.84,-1.67,274.09,11.516,0,0,-19.214,1,0.6,4.5,0.75,0.35,0.0168,0.4,245.4,2.053,0,1,-7.64,0,0,-1.65,245.4,-0.8541,-0.4163,0.3119,0.25,245.4,566.52,-92.15,34.447,-37.982,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.41,1239.01,2,0,0.88,0.5,28,1.14,0.88,0.88,25.76,FLYING
26.64,APPROACH,ILS_TRACK,201.46,148.8,-52.66,1747.88,-34.4,-7.97,0.11,274.19,11.419,0,0,-19.118,1,0.6,4.5,0.75,0.35,0.0168,0.4,245.4,2.195,0,1,-9.24,0,0,0.26,245.4,-0.8641,-0.416,0.2833,2,245.4,597.72,-109.5,34.247,-39.51,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.78,1239.27,2,0,0.9,0.5,29,1.09,0.9,0.88,26.68,FLYING
27.58,APPROACH,ILS_TRACK,201.3,149,-52.3,1714.2,-37.67,-6.83,2.53,274.56,11.273,0,0,-19.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,245.4,2.361,0,1,-10.37,0,0,2.01,245.4,-0.8769,-0.415,0.2425,4.46,245.4,629.04,-132.6,34.044,-40.824,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74,1240.21,2,0,0.96,0.5,30,1.06,0.96,0.9,27.62,FLYING
28.48,APPROACH,ILS_TRACK,201.11,149,-52.11,1680.32,-38.56,-4.62,5.12,275.15,11.092,0,0,-18.927,1,0.6,4.5,0.75,0.35,0.0168,0.4,245.4,2.529,0,1,-10.85,0,0,4.48,245.4,-0.8899,-0.4129,0.194,7.36,245.4,658.92,-156.12,33.851,-41.297,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77,1241.04,2,0,0.9,0.5,31,1.11,0.96,0.9,28.52,FLYING
29.38,APPROACH,ILS_TRACK,200.52,149,-51.52,1646.62,-37.72,-2.39,7.92,275.75,10.868,0,0,-18.832,1,0.6,4.5,0.75,0.35,0.0168,0.4,245.4,2.699,0,1,-10.84,0,0,7.38,245.4,-0.9,-0.4099,0.1485,10.06,245.4,689.14,-179.97,33.659,-42.674,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67,1239.93,2,0,0.9,0.5,32,1.11,0.9,0.9,29.42,FLYING
30.28,APPROACH,ILS_TRACK,199.1,149,-50.1,1615.03,-34.42,1.17,10.87,276.6,10.58,0,0,-18.738,1,0.6,4.5,0.75,0.35,0.0168,0.4,245.4,2.86,0,1,-10.22,0,0,10.07,245.4,-0.9094,-0.4052,0.094,13.25,245.4,720.02,-202.16,33.467,-44.238,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93,1234.53,2,0,0.9,0.5,33,1.11,0.9,0.9,30.32,FLYING
31.18,APPROACH,ILS_TRACK,196.44,149,-47.44,1587.31,-29.28,4.57,13.11,277.41,10.257,0,0,-18.645,1,0.6,4.5,0.75,0.35,0.0168,0.4,245.4,3.003,0,1,-9,0,0,13.27,245.4,-0.9145,-0.401,0.0542,15.58,245.4,751.85,-220.97,33.277,-45.993,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,1222.78,2,0,0.9,0.5,34,1.11,0.9,0.9,31.22,FLYING
32.08,APPROACH,ILS_TRACK,192.46,149,-43.46,1565.06,-22.43,8.51,15.1,278.3,9.891,0.2,0,-20,1,0.6,4.5,0.784,0.35,0.0168,0.4,245.4,3.12,0,1,-7.34,0,0,15.59,245.4,-0.9182,-0.3959,0.0127,18,245.4,784.75,-234.68,33.09,-47.835,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,1203.8,2,0,0.9,0.5,35,1.11,0.9,0.9,32.12,FLYING
33,APPROACH,ILS_TRACK,187.88,149,-38.88,1548.2,-15.59,10.65,14.93,278.83,9.523,0.4,0,-20,1,0.6,4.5,0.784,0.35,0.0168,0.4,245.4,3.21,0,1,-5.38,0,0,18.01,245.4,-0.9184,-0.3955,0.01,18.17,245.4,819.49,-243.02,32.903,-50.153,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.24,1182.73,2,0,0.92,0.5,36,1.09,0.92,0.9,33.04,FLYING
33.9,APPROACH,ILS_TRACK,183.84,149,-34.84,1537.47,-9.68,12.34,15.33,279.25,9.177,0.6,0,-20,1,0.6,4.5,0.784,0.35,0.0168,0.4,245.4,3.269,0,1,-3.64,0,0,18.18,245.4,-0.9187,-0.3948,0.0054,18.45,245.4,854.41,-245.58,32.723,-51.634,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.59,1163.73,2,0,0.9,0.5,37,1.11,0.92,0.9,33.94,FLYING
34.8,APPROACH,ILS_TRACK,180.13,149,-31.13,1532.23,-3.68,14.8,16.21,279.81,8.836,0.8,0,-20,1,0.6,4.5,0.784,0.35,0.0168,0.4,245.4,3.301,0,1,-1.84,0,0,18.46,245.4,-0.9196,-0.3927,-0.0098,19.35,245.4,890.14,-242.81,32.547,-53.472,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.55,1146.27,2,0,0.9,0.5,38,1.11,0.9,0.9,34.84,FLYING
35.7,APPROACH,ILS_TRACK,176.79,149,-27.79,1532.46,2.63,17.42,16.85,280.37,8.48,1,0,-20,1,0.6,4.5,0.784,0.35,0.0168,0.4,245.4,3.305,0,1,0.11,0,0,19.36,245.4,-0.9202,-0.3907,-0.0235,20.15,245.4,926.69,-234.74,32.375,-55.344,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.97,1130.5,2,0,0.9,0.5,39,1.11,0.9,0.9,35.74,FLYING
36.6,APPROACH,ILS_TRACK,174.23,149,-25.23,1538.2,8.88,19.43,16.86,280.79,8.16,1,0,-20,1,0.6,4.5,0.784,0.35,0.0168,0.4,245.4,3.282,0,1,2.17,0,0,20.16,245.4,-0.9203,-0.3905,-0.0243,20.21,245.4,964.07,-221.34,32.205,-57.252,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.57,1118.16,2,0,0.9,0.5,40,1.11,0.9,0.9,36.64,FLYING
37.5,APPROACH,ILS_TRACK,172.69,149,-23.69,1549.25,14.99,20.72,15.91,281.05,7.846,1,0,-20,1,0.6,4.5,0.784,0.35,0.0168,0.4,245.4,3.232,0,1,4.23,0,0,20.22,245.4,-0.9197,-0.3924,-0.0109,19.45,245.4,1002.31,-202.68,32.038,-59.213,0,0,0,0,274.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.69,1110.4,2,0,0.9,0.5,41,1.11,0.9,0.9,37.54,FLYING
