t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
24.28,TAKEOFF,TO_GROUND_ROLL,95.3,80,-15.3,5.04,-0.09,-0.12,-0.07,90.57,-0.041,1,0,0,0,0,0,0,0,0,0,90.57,0,0,0,0,0.169,0,0,0,0,90.57,1,0.169,0.001,-0.0004,1,0,-0.0004,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.11,2297.72,6,0,0.68,0.5,36,1.4,0.8,0.66,23.56,LANDED
26.42,TAKEOFF,TO_GROUND_ROLL,108.45,80,-28.45,5.04,-0.04,-0.1,-0.08,90.58,-0.043,1,0,0,0,0,0,0,0,0,0,90.54,0,0,0,0,0.136,0,0,0,0,90.54,1,0.136,0.04,-0.0018,1,0,-0.0018,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388.03,2408.84,6,0,0.68,0.5,39,1.42,0.78,0.68,25.7,LANDED
28.56,TAKEOFF,TO_GROUND_ROLL,122.4,80,-42.4,5.03,-0.01,-0.09,-0.09,90.57,-0.028,1,0,0,0,0,0,0,0,0,0,90.5,0,0,0,0,0.098,0,0,0,0,90.5,1,0.098,0.069,-0.0028,1,0,-0.0028,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2533.98,2548.89,6,0,0.68,0.5,42,1.42,0.78,0.68,27.84,LANDED
30.66,TAKEOFF,TO_ROTATE,137,80,-57,5.07,0.08,-0.01,-0.04,90.55,-0.042,1,0,0,0,0,0,0,0,0,0,90.4,1.793,0,0,0,0,0,0,0,0,90.4,1,0,0.148,0,0,3,0,0,0,1.793,1.808,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,2702.99,6,0,0.72,0.5,45,1.43,0.78,0.68,29.94,LANDED
33.18,TAKEOFF,TO_ROTATE,155.92,80,-75.92,5.12,0.24,0.09,0,90.38,-0.05,1,0,0,0,0,0,0,0,0,0,90.4,8.993,0,0,0,0,0,0,0,0,90.4,1,0,-0.027,0,0,3,0,0,0,8.993,8.904,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915.03,2923.08,6,0,0.6,0.5,49,1.59,0.72,0.6,32.46,LANDED
35.72,TAKEOFF,TO_ROTATE,176.85,80,-96.85,8.61,0.33,0.51,0.41,90.41,-0.036,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,0.014,0,0,3,0,0,0,11.5,11.022,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181.3,3187.57,6,0,0.62,0.5,53,1.57,0.72,0.6,35,LANDED
38.32,TAKEOFF,TO_CLIMB,190.26,80,-110.26,52.07,15.22,16.46,12.01,90.41,0.045,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,0.01,0,0,3,0,0,0,11.5,-5.089,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3361.66,3365.05,6,0,0.62,0.5,57,1.54,0.72,0.62,37.6,FLYING
40.88,TAKEOFF,TO_CLIMB,204.59,80,-124.59,148.63,27.97,11.61,3.83,90.4,0.054,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.004,0,0,3,0,0,0,11.5,-5.089,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3233.1,3546.17,6,0,0.58,0.5,61,1.57,0.74,0.58,40.14,FLYING
43.3,TAKEOFF,TO_CLIMB,221.28,80,-141.28,216.13,28.49,11.14,3.78,90.4,0.043,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0,0,0,3,0,0,0,11.5,-5.089,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222.48,3755.46,6,0,0.58,0.5,65,1.67,0.68,0.58,42.56,FLYING
45.82,TAKEOFF,TO_CLIMB,239.36,80,-159.36,289.82,30.39,10.51,3.23,90.4,0.02,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,-0.001,0,0,3,0,0,0,11.5,-5.089,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317.69,3972.4,6,0,0.6,0.5,69,1.59,0.7,0.58,45.08,FLYING
# end T+47  IAS 248.6 m/s
