t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.16,APPROACH,ILS_TRACK,72.05,73,0.95,1152.93,-4.37,5.19,8.33,270.4,0.03,0.239,0,1.211,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.42,-3.04,0,1,-3.47,0,0,-3.05,270.43,0.8878,0.0074,0.4602,-3.04,270.42,-0.69,0.68,20.652,0.024,-0.04,1,3,1166.29,-0.206,-3.04,1152.34,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.43,415.13,2,0,0.1,0.1,37,11.76,0.1,0.06,3.16,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
3.48,APPROACH,ILS_TRACK,71.91,73,1.09,1151.54,-4.35,5.19,8.33,270.4,0.028,0.2608,0,1.543,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-3.032,0,1,-3.46,0,0,-3.03,270.42,0.8877,0.0076,0.4603,-3.03,270.43,-0.7,0.62,20.627,0.033,-0.032,1,3,1166.29,-0.191,-3.032,1151.01,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.46,415.3,2,0,0.1,0.1,41,12.5,0.1,0.06,3.48,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
3.82,APPROACH,ILS_TRACK,71.74,73,1.26,1150.06,-4.33,5.2,8.33,270.4,0.027,0.2838,0,1.95,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.44,-3.021,0,1,-3.46,0,0,-3.01,270.42,0.8877,0.0077,0.4604,-3.02,270.44,-0.7,0.55,20.6,0.036,-0.021,1,3,1166.29,-0.182,-3.021,1149.6,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.72,415.49,2,0,0.1,0.1,45,11.76,0.1,0.06,3.82,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
4.16,APPROACH,ILS_TRACK,71.59,73,1.41,1148.6,-4.33,5.25,8.38,270.4,0.026,0.3022,0,2.411,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.42,-3.01,0,1,-3.46,0,0,-3.02,270.44,0.8876,0.0074,0.4605,-3.01,270.42,-0.7,0.49,20.573,0.024,-0.01,1,3,1166.29,-0.173,-3.01,1148.19,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.15,415.67,2,0,0.1,0.1,49,11.76,0.1,0.06,4.16,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
4.48,APPROACH,ILS_TRACK,71.44,73,1.56,1147.22,-4.32,5.3,8.43,270.4,0.024,0.3156,0,2.893,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.44,-3.005,0,1,-3.46,0,0,-3,270.42,0.8876,0.0077,0.4606,-3.01,270.44,-0.7,0.44,20.548,0.037,-0.005,1,3,1166.29,-0.159,-3.005,1146.87,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.59,415.84,2,0,0.1,0.1,53,12.5,0.1,0.06,4.48,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
4.8,APPROACH,ILS_TRACK,71.31,73,1.69,1145.85,-4.3,5.34,8.46,270.4,0.023,0.3273,0,3.418,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.985,0,1,-3.45,0,0,-3,270.42,0.8874,0.0075,0.4608,-2.98,270.43,-0.7,0.39,20.523,0.028,0.015,1,3,1166.29,-0.165,-2.985,1145.55,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.11,416,2,0,0.1,0.1,57,12.5,0.1,0.06,4.8,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
5.14,APPROACH,ILS_TRACK,71.18,73,1.82,1144.4,-4.3,5.37,8.5,270.4,0.023,0.3388,0,4.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.964,0,1,-3.45,0,0,-2.99,270.43,0.8873,0.0075,0.4611,-2.96,270.43,-0.7,0.33,20.496,0.027,0.036,1,3,1166.29,-0.169,-2.964,1144.15,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.79,416.17,2,0,0.1,0.1,61,11.76,0.1,0.06,5.14,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
5.48,APPROACH,ILS_TRACK,71.05,73,1.95,1142.94,-4.29,5.42,8.55,270.4,0.022,0.3494,0,4.669,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.953,0,1,-3.46,0,0,-2.94,270.44,0.8872,0.0075,0.4613,-2.95,270.43,-0.7,0.28,20.469,0.028,0.047,1,3,1166.29,-0.162,-2.953,1142.75,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.54,416.33,2,0,0.1,0.1,65,11.76,0.1,0.06,5.48,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
5.8,APPROACH,ILS_TRACK,70.94,73,2.06,1141.58,-4.27,5.46,8.58,270.4,0.021,0.3591,0,5.316,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.938,0,1,-3.45,0,0,-2.94,270.42,0.8871,0.0075,0.4614,-2.94,270.43,-0.7,0.22,20.444,0.027,0.062,1,3,1166.29,-0.161,-2.938,1141.44,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.23,416.48,2,0,0.1,0.1,69,12.5,0.1,0.06,5.8,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
6.14,APPROACH,ILS_TRACK,70.83,73,2.17,1140.13,-4.27,5.49,8.61,270.41,0.021,0.3692,0,6.039,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.42,-2.925,0,1,-3.45,0,0,-2.92,270.44,0.887,0.0074,0.4616,-2.92,270.42,-0.7,0.17,20.418,0.02,0.075,1,3,1166.29,-0.158,-2.925,1140.05,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.08,416.63,2,0,0.1,0.1,73,11.76,0.1,0.06,6.14,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
6.48,APPROACH,ILS_TRACK,70.74,73,2.26,1138.69,-4.25,5.52,8.64,270.41,0.02,0.3789,0,6.797,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.42,-2.909,0,1,-3.44,0,0,-2.92,270.43,0.8869,0.0074,0.4618,-2.91,270.42,-0.7,0.12,20.391,0.024,0.091,1,3,1166.29,-0.158,-2.909,1138.66,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.97,416.77,2,0,0.1,0.1,77,11.76,0.1,0.06,6.48,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
6.82,APPROACH,ILS_TRACK,70.65,73,2.35,1137.25,-4.24,5.55,8.67,270.41,0.02,0.3877,0,7.585,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.898,0,1,-3.44,0,0,-2.9,270.42,0.8869,0.0075,0.462,-2.9,270.43,-0.7,0.06,20.365,0.03,0.102,1,3,1166.29,-0.152,-2.898,1137.27,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.91,416.9,2,0,0.1,0.1,81,11.76,0.1,0.06,6.82,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
7.16,APPROACH,ILS_TRACK,70.57,73,2.43,1135.81,-4.23,5.58,8.69,270.41,0.019,0.3959,0,8.401,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.42,-2.886,0,1,-3.43,0,0,-2.89,270.44,0.8868,0.0074,0.4621,-2.89,270.42,-0.7,0.01,20.338,0.023,0.114,1,3,1166.29,-0.147,-2.886,1135.89,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.88,417.03,2,0,0.1,0.1,85,11.76,0.1,0.06,7.16,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
7.42,APPROACH,ILS_TRACK,70.52,73,2.48,1134.72,-4.22,5.59,8.7,270.41,0.019,0.4019,0,9.04,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.879,0,1,-3.43,0,0,-2.88,270.43,0.8868,0.0075,0.4622,-2.88,270.43,-0.7,-0.02,20.318,0.03,0.121,1,3,1166.29,-0.142,-2.879,1134.83,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.41,417.12,2,0,0.08,0.08,88,11.54,0.1,0.08,7.42,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
7.68,APPROACH,ILS_TRACK,70.48,73,2.52,1133.62,-4.22,5.61,8.71,270.41,0.019,0.4074,0,9.692,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.871,0,1,-3.42,0,0,-2.87,270.42,0.8867,0.0075,0.4623,-2.87,270.43,-0.7,-0.06,20.298,0.026,0.129,1,3,1166.29,-0.139,-2.871,1133.77,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.95,417.21,2,0,0.1,0.1,91,11.54,0.1,0.06,7.68,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
7.94,APPROACH,ILS_TRACK,70.44,73,2.56,1132.53,-4.21,5.62,8.72,270.41,0.018,0.4124,0,10.354,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.863,0,1,-3.42,0,0,-2.87,270.42,0.8867,0.0075,0.4624,-2.86,270.43,-0.7,-0.1,20.278,0.028,0.137,1,3,1166.29,-0.135,-2.863,1132.71,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.51,417.3,2,0,0.08,0.08,94,11.54,0.1,0.08,7.94,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
8.2,APPROACH,ILS_TRACK,70.41,73,2.59,1131.44,-4.2,5.63,8.72,270.41,0.018,0.417,0,11.025,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.858,0,1,-3.41,0,0,-2.86,270.43,0.8866,0.0075,0.4624,-2.86,270.43,-0.7,-0.13,20.258,0.028,0.142,1,3,1166.29,-0.129,-2.858,1131.65,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.07,417.37,2,0,0.1,0.1,97,11.54,0.1,0.06,8.2,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
8.46,APPROACH,ILS_TRACK,70.39,73,2.61,1130.35,-4.19,5.63,8.72,270.41,0.017,0.4211,0,11.703,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.853,0,1,-3.41,0,0,-2.85,270.43,0.8866,0.0076,0.4625,-2.85,270.43,-0.69,-0.16,20.237,0.032,0.147,1,3,1166.29,-0.122,-2.853,1130.6,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.63,417.45,2,0,0.08,0.08,100,11.54,0.1,0.08,8.46,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
8.72,APPROACH,ILS_TRACK,70.37,73,2.63,1129.26,-4.18,5.64,8.72,270.41,0.017,0.4247,0,12.386,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.846,0,1,-3.4,0,0,-2.85,270.42,0.8866,0.0075,0.4625,-2.85,270.43,-0.69,-0.19,20.217,0.026,0.154,1,3,1166.29,-0.119,-2.846,1129.54,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2,417.52,2,0,0.1,0.1,103,11.54,0.1,0.06,8.72,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
8.98,APPROACH,ILS_TRACK,70.36,73,2.64,1128.17,-4.18,5.64,8.72,270.41,0.016,0.4277,0,13.072,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.841,0,1,-3.4,0,0,-2.84,270.43,0.8865,0.0075,0.4626,-2.84,270.43,-0.69,-0.22,20.197,0.025,0.159,1,3,1166.29,-0.114,-2.841,1128.48,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.77,417.58,2,0,0.08,0.08,106,11.54,0.1,0.08,8.98,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
9.24,APPROACH,ILS_TRACK,70.35,73,2.65,1127.09,-4.17,5.64,8.71,270.41,0.016,0.4303,0,13.759,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.42,-2.834,0,1,-3.39,0,0,-2.84,270.43,0.8865,0.0074,0.4627,-2.83,270.42,-0.69,-0.25,20.177,0.023,0.166,1,3,1166.29,-0.112,-2.834,1127.43,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33,417.64,2,0,0.1,0.1,109,11.54,0.1,0.06,9.24,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
9.5,APPROACH,ILS_TRACK,70.36,73,2.64,1126.01,-4.16,5.63,8.7,270.41,0.016,0.4323,0,14.447,1,0.6,4.5,0.75,0.35,0.0168,0.4,270.43,-2.834,0,1,-3.39,0,0,-2.83,270.43,0.8865,0.0075,0.4626,-2.83,270.43,-0.69,-0.28,20.157,0.025,0.166,1,3,1166.29,-0.102,-2.834,1126.37,0,0,0,270.38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.88,417.7,2,0,0.08,0.08,112,11.54,0.1,0.08,9.5,FLYING,CF1-H,0:/Integrated Flight Computer/aircraft/cf1_h_cfg.ks (inferred preloaded)
