t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1.02,APPROACH,FLY_TO_FIX,82.55,80.4,-2.15,541.97,-1.38,5.3,6.2,98.76,1.469,0,-1.075,271.16,4.789,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.06,FLYING
1.8,APPROACH,FLY_TO_FIX,82.34,80.8,-1.54,540.82,-1.64,5.49,6.58,98.97,-1.554,0,-1.849,271.18,4.795,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.84,FLYING
2.58,APPROACH,FLY_TO_FIX,82.02,81.2,-0.82,539.1,-2.42,3.86,5.43,99.49,-4.44,0,-2.26,271.21,4.804,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.62,FLYING
3.36,APPROACH,FLY_TO_FIX,81.66,81.6,-0.06,536.45,-3.27,0.6,2.91,99.63,-5.445,0.0435,-2.296,271.23,4.815,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.4,FLYING
3.86,APPROACH,FLY_TO_FIX,81.66,82,0.34,533.94,-5.71,-0.98,2.79,100,-8.251,0.0519,-2.128,271.25,4.83,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.87,FLYING
3.96,APPROACH,FLY_TO_FIX,81.68,82.1,0.43,533.42,-6.1,-0.47,3.56,100.16,-8.541,0.0404,-2.071,271.25,4.832,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.97,FLYING
4.31,APPROACH,FLY_TO_FIX,81.67,82.31,0.63,531.49,-6.78,1.72,6.19,100.87,-9.265,0.0429,-1.912,271.26,4.841,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.34,FLYING
4.84,APPROACH,FLY_TO_FIX,81.43,82.68,1.25,528.37,-6.57,4,8.46,102.02,-11.187,0.0969,-1.339,271.27,4.855,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.87,FLYING
6.21,APPROACH,FLY_TO_FIX,80.38,83.08,2.7,520.88,-5.1,7.49,11.5,107.51,-23.733,0.2604,-0.064,271.31,4.887,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6.36,FLYING
8.92,APPROACH,FLY_TO_FIX,75.81,83.48,7.67,512.91,-2,9.7,13.49,123.55,-33.969,0.4604,3.626,271.46,4.931,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9.08,FLYING
11.8,APPROACH,FLY_TO_FIX,71.2,83.88,12.68,509.25,-0.92,11.65,13.77,134.72,-26.34,0.6604,9.857,271.72,4.952,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11.96,FLYING
14.6,APPROACH,FLY_TO_FIX,68.16,84,15.84,507.73,-0.36,12.81,13.93,142.82,-20.678,0.8604,17.712,272.04,4.961,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14.76,FLYING
17.4,APPROACH,FLY_TO_FIX,66.78,84,17.22,507.39,0.04,13.33,13.99,150.13,-18.595,1,20,272.4,4.963,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17.56,FLYING
20.28,APPROACH,FLY_TO_FIX,67.11,84,16.89,508.43,0.73,13.59,13.74,157.98,-19.237,1,20,272.8,4.959,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20.44,FLYING
23.16,APPROACH,FLY_TO_FIX,68.85,84,15.15,512.37,2.03,13.83,13.29,167.44,-23.01,1,20,273.24,4.942,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23.32,FLYING
26.04,APPROACH,FLY_TO_FIX,71.36,84,12.64,520.8,3.79,14.14,12.82,179.17,-28.384,0.8,20,273.72,4.903,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26.2,FLYING
28.92,APPROACH,FLY_TO_FIX,73.99,84,10.01,534.56,5.63,14.45,12.53,193.37,-34.059,0.6,20,274.24,4.838,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29.08,FLYING
31.8,APPROACH,FLY_TO_FIX,75.94,84,8.06,552.9,6.9,14.54,12.41,209.61,-38.791,0.4,20,274.78,4.749,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31.96,FLYING
34.68,APPROACH,FLY_TO_FIX,76.39,84,7.61,573.11,6.91,14.24,12.52,227.01,-41.436,0.2828,20,275.29,4.648,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34.84,FLYING
37.48,APPROACH,FLY_TO_FIX,75.11,84,8.89,591.21,6.13,14.12,11.71,240.53,-33.632,0.4694,20,275.71,4.556,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,37.64,FLYING
40.36,APPROACH,FLY_TO_FIX,73.64,84,10.36,608.02,5.6,14.03,11.22,251.08,-27.897,0.6501,20,276.04,4.471,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40.52,FLYING
43.16,APPROACH,FLY_TO_FIX,73.1,84,10.9,623.17,5.35,13.76,10.41,258.06,-19.377,0.7029,20,276.28,4.395,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,43.32,FLYING
46.04,APPROACH,FLY_TO_FIX,73.71,84,10.29,638.51,5.38,13.24,9.69,263.81,-15.782,0.6302,20,276.46,4.318,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46.2,FLYING
48.92,APPROACH,FLY_TO_FIX,75.19,84,8.81,654.12,5.54,12.6,8.85,267.94,-11.735,0.483,20,276.59,4.24,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,49.08,FLYING
51.72,APPROACH,FLY_TO_FIX,76.95,84,7.05,669.84,5.75,12.06,8.17,270.84,-8.53,0.3158,20,276.68,4.162,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,51.88,FLYING
54.52,APPROACH,FLY_TO_FIX,78,84,6,686.08,5.84,11.88,7.92,272.86,-5.894,0.2032,20,276.74,4.081,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,54.68,FLYING
57.4,APPROACH,FLY_TO_FIX,77.32,84,6.68,703.25,5.67,12.24,8.32,274.33,-3.886,0.3624,20,276.79,3.995,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,57.56,FLYING
60.44,APPROACH,FLY_TO_FIX,75.82,84,8.18,719.56,5.35,13.15,9.38,275.29,-2.414,0.5624,20,276.82,3.913,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,60.6,FLYING
63.24,APPROACH,FLY_TO_FIX,74.95,84,9.05,734.58,5.36,13.39,9.59,275.85,-1.559,0.6902,20,276.83,3.838,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,63.4,FLYING
66.12,APPROACH,FLY_TO_FIX,74.83,84,9.17,750.05,5.41,13.29,9.46,276.22,-1.005,0.6921,20,276.85,3.761,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,66.28,FLYING
69,APPROACH,FLY_TO_FIX,75.68,84,8.32,765.71,5.52,12.89,9.05,276.45,-0.633,0.5968,20,276.85,3.682,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,69.16,FLYING
71.88,APPROACH,FLY_TO_FIX,77.27,84,6.73,781.82,5.74,12.38,8.48,276.58,-0.36,0.4109,20,276.86,3.602,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,72.04,FLYING
74.68,APPROACH,FLY_TO_FIX,78.92,84,5.08,798.07,5.9,11.92,7.99,276.67,-0.239,0.2109,20,276.86,3.521,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,74.84,FLYING
77.48,APPROACH,FLY_TO_FIX,79.5,84,4.5,814.49,5.8,11.87,7.99,276.73,-0.17,0.1538,20,276.87,3.439,0,0,0,0,0,0,0,0,98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,77.64,FLYING
