t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.2,APPROACH,FLY_TO_FIX,78.52,76,-2.52,538.78,-22.2,-19.39,-4.22,270.41,0.071,0,-0.198,174.12,4.804,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,FLYING
0.42,APPROACH,ILS_TRACK,79.04,76,-3.04,533.33,-26,-21.28,-3.48,270.41,0.039,0,-0.856,104.19,-0.227,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46,FLYING
0.64,APPROACH,ILS_TRACK,79.66,76,-3.66,527.12,-29.63,-21.89,-1.89,270.41,-0.026,0,-1.649,272.72,0,-1.97,-29.03,9.299,2.316,114.262,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.68,FLYING
0.84,APPROACH,ILS_TRACK,80.3,76,-4.3,521.01,-32.01,-19.89,1.56,270.43,-0.283,0,-2.58,270.48,0,-1.97,-34.23,9.283,0.077,29.172,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.88,FLYING
1.04,APPROACH,ILS_TRACK,80.95,76,-4.95,514.74,-32.8,-15.36,6.34,270.48,-0.402,0,-3.557,270.48,0,-1.97,-39.65,9.267,0.077,33.6,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.08,FLYING
1.28,APPROACH,ILS_TRACK,81.58,76,-5.58,507.33,-31.32,-10.13,10.5,270.5,-0.306,0,-4.888,270.47,0,-1.96,-46.09,9.247,0.073,35.292,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.32,FLYING
1.48,APPROACH,ILS_TRACK,81.85,76,-5.85,501.44,-28.93,-7.35,11.76,270.5,-0.233,0,-6.055,270.47,0,-1.95,-51.16,9.231,0.066,35.628,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.52,FLYING
1.7,APPROACH,ILS_TRACK,81.94,76,-5.94,495.45,-26.24,-5.6,11.66,270.5,-0.167,0,-7.28,270.46,0,-1.93,-56.09,9.213,0.057,35.928,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.76,FLYING
1.96,APPROACH,ILS_TRACK,81.95,76,-5.95,489.3,-23.31,-3.9,11.4,270.49,-0.103,0,-8.591,270.45,0,-1.91,-61.06,9.193,0.051,36.393,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.02,FLYING
2.26,APPROACH,ILS_TRACK,81.88,76,-5.88,482.94,-20.19,-2.48,10.73,270.48,-0.044,0,-10.217,270.45,0,-1.88,-66.15,9.168,0.047,34.572,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.33,FLYING
2.64,APPROACH,ILS_TRACK,81.72,76,-5.72,476,-16.72,-0.98,9.98,270.48,0.011,0,-12.424,270.44,0,-1.84,-71.61,9.136,0.044,32.82,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.71,FLYING
2.96,APPROACH,ILS_TRACK,81.54,76,-5.54,471.23,-14.32,0.04,9.41,270.47,0.042,0,-14.177,270.44,0,-1.8,-75.14,9.109,0.041,31.508,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.03,FLYING
3.27,APPROACH,ILS_TRACK,81.34,76,-5.34,467.15,-12.25,0.91,8.96,270.48,0.069,0,-15.867,270.44,0,-1.76,-77.95,9.082,0.038,30.537,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.34,FLYING
3.66,APPROACH,ILS_TRACK,81.05,76,-5.05,462.95,-10.13,1.78,8.45,270.47,0.09,0,-17.822,270.44,0,-1.71,-80.57,9.049,0.037,29.617,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.73,FLYING
3.97,APPROACH,ILS_TRACK,80.78,76,-4.78,460.06,-8.67,2.41,8.14,270.47,0.105,0,-19.338,270.44,0,-1.67,-82.15,9.022,0.035,28.658,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.04,FLYING
4.29,APPROACH,ILS_TRACK,80.49,76,-4.49,457.58,-7.43,2.96,7.88,270.46,0.112,0,-20,270.44,0,-1.63,-83.3,8.995,0.035,27.919,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.36,FLYING
4.67,APPROACH,ILS_TRACK,80.09,76,-4.09,455.03,-6.15,3.53,7.63,270.46,0.118,0,-20,270.43,0,-1.58,-84.23,8.962,0.034,27.182,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.74,FLYING
4.99,APPROACH,ILS_TRACK,79.74,76,-3.74,453.28,-5.28,3.94,7.47,270.46,0.118,0,-20,270.43,0,-1.55,-84.64,8.935,0.035,26.456,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.06,FLYING
5.3,APPROACH,ILS_TRACK,79.37,76,-3.37,451.77,-4.53,4.29,7.33,270.45,0.117,0,-20,270.43,0,-1.52,-84.81,8.909,0.035,25.862,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.37,FLYING
5.69,APPROACH,ILS_TRACK,78.91,76,-2.91,450.22,-3.76,4.66,7.19,270.45,0.114,0,-20,270.44,0,-1.48,-84.72,8.877,0.035,25.234,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.76,FLYING
6,APPROACH,ILS_TRACK,78.52,76,-2.52,449.15,-3.23,4.92,7.11,270.44,0.112,0,-20,270.44,0,-1.45,-84.45,8.85,0.035,24.649,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.07,FLYING
6.32,APPROACH,ILS_TRACK,78.13,76,-2.13,448.22,-2.78,5.15,7.05,270.45,0.103,0,-20,270.44,0,-1.42,-84.03,8.824,0.036,24.145,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.39,FLYING
6.7,APPROACH,ILS_TRACK,77.64,76,-1.64,447.27,-2.32,5.4,7,270.44,0.09,0,-20,270.44,0,-1.39,-83.35,8.792,0.036,23.591,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.77,FLYING
7.02,APPROACH,ILS_TRACK,77.23,76,-1.23,446.6,-2.01,5.59,6.97,270.44,0.081,0,-20,270.44,0,-1.37,-82.68,8.766,0.036,23.098,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.09,FLYING
7.33,APPROACH,ILS_TRACK,76.81,76,-0.81,446.03,-1.74,5.76,6.96,270.44,0.074,0,-20,270.44,0,-1.35,-81.92,8.741,0.036,22.653,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.4,FLYING
7.72,APPROACH,ILS_TRACK,76.3,76,-0.3,445.43,-1.47,5.95,6.97,270.44,0.062,0,-20,270.44,0,-1.32,-80.9,8.709,0.037,22.145,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.79,FLYING
8.03,APPROACH,ILS_TRACK,75.88,76,0.12,445.01,-1.28,6.09,6.98,270.44,0.059,0,-19.976,270.44,0,-1.3,-80,8.684,0.036,21.709,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.1,FLYING
8.35,APPROACH,ILS_TRACK,75.45,76,0.55,444.65,-1.12,6.23,7.01,270.44,0.05,0,-19.819,270.43,0,-1.28,-79.05,8.658,0.035,21.301,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.42,FLYING
8.73,APPROACH,ILS_TRACK,74.93,76,1.07,444.26,-0.95,6.37,7.04,270.44,0.044,0,-19.425,270.43,0,-1.26,-77.83,8.628,0.035,20.824,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.8,FLYING
9.05,APPROACH,ILS_TRACK,74.5,76,1.5,443.99,-0.84,6.5,7.09,270.44,0.04,0,-18.966,270.44,0,-1.24,-76.8,8.603,0.036,20.424,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.12,FLYING
9.36,APPROACH,ILS_TRACK,74.06,76,1.94,443.75,-0.74,6.6,7.13,270.44,0.035,0,-18.371,270.43,0,-1.22,-75.75,8.578,0.034,20.04,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.43,FLYING
9.75,APPROACH,ILS_TRACK,73.53,76,2.47,443.49,-0.65,6.71,7.18,270.44,0.034,0,-17.439,270.43,0,-1.2,-74.43,8.548,0.034,19.59,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9.82,FLYING
10.06,APPROACH,ILS_TRACK,73.09,76,2.91,443.3,-0.59,6.8,7.23,270.44,0.033,0,-16.539,270.43,0,-1.18,-73.33,8.523,0.034,19.222,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.13,FLYING
10.38,APPROACH,ILS_TRACK,72.66,76,3.34,443.13,-0.55,6.89,7.28,270.44,0.032,0,-15.502,270.43,0,-1.17,-72.23,8.499,0.032,18.869,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.45,FLYING
10.76,APPROACH,ILS_TRACK,72.12,76,3.88,442.94,-0.5,7,7.37,270.44,0.032,0.0421,-14.028,270.43,0,-1.14,-70.88,8.469,0.032,18.445,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.83,FLYING
11.08,APPROACH,ILS_TRACK,71.69,76,4.31,442.79,-0.47,7.09,7.43,270.44,0.031,0.0823,-12.685,270.43,0,-1.13,-69.76,8.445,0.031,18.102,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.15,FLYING
11.39,APPROACH,ILS_TRACK,71.25,76,4.75,442.65,-0.44,7.18,7.51,270.44,0.03,0.1241,-11.204,270.43,0,-1.11,-68.65,8.421,0.031,17.765,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.46,FLYING
11.78,APPROACH,ILS_TRACK,70.72,76,5.28,442.49,-0.42,7.28,7.59,270.44,0.03,0.1773,-9.191,270.43,0,-1.09,-67.29,8.392,0.03,17.357,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.85,FLYING
12.09,APPROACH,ILS_TRACK,70.3,76,5.7,442.37,-0.4,7.37,7.67,270.44,0.029,0.2221,-7.41,270.43,0,-1.07,-66.17,8.368,0.029,17.027,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12.16,FLYING
12.41,APPROACH,ILS_TRACK,69.88,76,6.12,442.25,-0.39,7.45,7.74,270.44,0.027,0.268,-5.497,270.43,0,-1.05,-65.06,8.345,0.029,16.7,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12.48,FLYING
12.79,APPROACH,ILS_TRACK,69.39,76,6.61,442.11,-0.37,7.56,7.84,270.44,0.027,0.3256,-2.969,270.43,0,-1.03,-63.71,8.316,0.027,16.302,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12.86,FLYING
13.11,APPROACH,ILS_TRACK,69,76,7,442,-0.36,7.63,7.9,270.44,0.026,0.3734,-0.777,270.43,0,-1.01,-62.61,8.293,0.026,15.979,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13.18,FLYING
13.42,APPROACH,ILS_TRACK,68.63,76,7.37,441.9,-0.35,7.71,7.98,270.44,0.025,0.4217,1.533,270.43,0,-1,-61.51,8.27,0.026,15.657,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13.49,FLYING
13.81,APPROACH,ILS_TRACK,68.2,76,7.8,441.77,-0.34,7.8,8.06,270.45,0.026,0.4815,4.523,270.42,0,-0.97,-60.17,8.242,0.023,15.264,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13.88,FLYING
14.12,APPROACH,ILS_TRACK,67.86,76,8.14,441.67,-0.33,7.87,8.12,270.45,0.026,0.5304,7.075,270.42,0,-0.95,-59.07,8.219,0.023,14.945,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14.19,FLYING
