t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
0.94,TAKEOFF,TO_PREFLIGHT,0.15,80,79.85,3.57,-0.01,-0.32,7.33,91.27,-0.041,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.866,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.32,2,0,0.8,0.5,1,0.2,0.8,0.02,0.22,LANDED
6,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.58,0,-0.27,-0.39,91.11,-0.168,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.875,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.1,887.31,2,0,0.12,0.12,49,9.49,0.8,0.08,5.28,LANDED
11.14,TAKEOFF,TO_GROUND_ROLL,7.46,80,72.54,3.61,-0.01,-0.15,-0.08,91.05,-0.055,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.652,-0.0195,0.622,0,-0.0195,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.64,886.99,2,0,0.18,0.18,86,7.2,0.22,0.12,10.42,LANDED
16.28,TAKEOFF,TO_GROUND_ROLL,32.26,80,47.74,3.61,-0.07,-0.15,-0.03,91.09,-0.051,1,0,0,0,0,0,0,0,0,0,90.34,0,0,0,0,-0.059,0,0,0,0,90.34,1,-0.059,0.752,-0.0312,0.87,0,-0.0312,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.09,883.16,2,0,0.18,0.18,114,5.45,0.28,0.18,15.56,LANDED
21.42,TAKEOFF,TO_GROUND_ROLL,58.83,80,21.17,3.61,-0.1,-0.13,-0.04,91.11,-0.053,1,0,0,0,0,0,0,0,0,0,90.2,0,0,0,0,-0.203,0,0,0,0,90.2,1,-0.203,0.911,-0.0433,1,0,-0.0433,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.03,878.88,2,0,0.18,0.18,142,5.45,0.28,0.18,20.7,LANDED
26.56,TAKEOFF,TO_GROUND_ROLL,86.14,80,-6.14,3.59,-0.12,-0.16,-0.08,91.1,-0.085,1,0,0,0,0,0,0,0,0,0,89.97,0,0,0,0,-0.436,0,0,0,0,89.97,1,-0.436,1.137,-0.0534,1,0,-0.0534,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.71,901.88,2,0,0.18,0.18,170,5.45,0.28,0.18,25.84,LANDED
31.7,TAKEOFF,TO_GROUND_ROLL,115.63,80,-35.63,3.61,0.01,-0.05,-0.06,91.06,-0.045,1,0,0,0,0,0,0,0,0,0,89.66,0,0,0,0,-0.749,0,0,0,0,89.66,1,-0.749,1.406,-0.0662,1,0,-0.0662,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.52,1001.73,2,0,0.18,0.18,198,5.45,0.28,0.18,30.98,LANDED
36.8,TAKEOFF,TO_ROTATE,148.51,80,-68.51,3.71,0.18,0.35,0.28,90.15,-0.133,1,0,0,0,0,0,0,0,0,0,89.49,9.362,0,0,0,-0.983,0,0,0,0,89.49,1,-0.983,0.727,-0.0258,1,0,-0.0258,0,0.72,9.362,9.019,0.08,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128.64,1130.32,2,0,0.24,0.24,222,4.71,0.28,0.18,36.08,LANDED
41.82,TAKEOFF,TO_ROTATE,184.32,80,-104.32,13.29,-8.24,15.45,17.82,89.91,-0.576,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,-0.508,0,0,3,0,0,0,11.5,-3.586,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.82,1294.72,2,0,0.1,0.1,260,7.57,0.34,0.1,41.1,FLYING
46.88,TAKEOFF,TO_CLIMB,198.46,80,-118.46,96.65,17.22,18.54,13.61,90.5,-1.372,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.096,0,0,3,0,0,0,11.5,-9.244,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.13,1363.04,2,0,0.12,0.12,304,8.73,0.2,0.1,46.16,FLYING
