t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.08,TAKEOFF,TO_PREFLIGHT,1.11,80,78.89,1.22,0,-0.61,-1.11,90.55,0.096,0.2,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.19,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,0.152,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,2,0,0.94,0.5,1,2.56,0.94,0.02,0.22,LANDED
1.8,TAKEOFF,TO_PREFLIGHT,0.28,80,79.72,1.2,-0.01,-0.72,63.1,90.42,0.093,0.4,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.21,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,0.152,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,38.2,2,0,0.76,0.5,2,1.39,0.94,0.76,0.94,LANDED
2.48,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,1.21,0.01,-0.6,-63.97,90.29,0.092,0.6,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.01,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,0.152,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,38.2,2,0,0.68,0.5,3,1.52,0.76,0.68,1.62,LANDED
3.2,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,1.22,0.01,-0.56,-4.73,90.16,0.1,0.8,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.12,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,0.152,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,38.2,2,0,0.68,0.5,4,1.43,0.68,0.68,2.34,LANDED
3.92,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,1.22,0,-0.55,-1.84,90.05,0.098,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.29,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,0.152,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,38.2,2,0,0.72,0.5,5,1.39,0.72,0.68,3.06,LANDED
4.64,TAKEOFF,TO_GROUND_ROLL,0.04,80,79.96,1.22,0,-0.58,-0.12,89.95,0.092,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.17,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,0.152,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,38.2,2,0,0.72,0.5,6,1.43,0.72,0.72,3.78,LANDED
5.44,TAKEOFF,TO_GROUND_ROLL,0.77,80,79.23,1.22,-0.01,-0.53,-0.78,89.9,0.096,1,0,0,0,0,0,0,0,0,0,90.66,0,1,0,-0.44,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.66,1,0,-0.767,0.0086,0.25,1,0.0086,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,38.2,2,0,0.74,0.5,7,1.28,0.74,0.72,4.56,LANDED
6.2,TAKEOFF,TO_GROUND_ROLL,1.91,80,78.09,1.22,-0.02,-0.5,-0.38,90.03,0.092,1,0,0,0,0,0,0,0,0,0,90.35,0,1,0,-0.54,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.35,1,0,-0.323,0.0033,0.25,1,0.0033,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48,38.2,2,0,0.76,0.5,8,1.32,0.76,0.74,5.32,LANDED
6.96,TAKEOFF,TO_GROUND_ROLL,3.26,80,76.74,1.22,-0.03,-0.5,-0.36,90.24,0.092,1,0,0,0,0,0,0,0,0,0,90.31,0,1,0,-0.4,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.31,1,0,-0.069,0.0005,0.25,1,0.0005,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.63,38.19,2,0,0.76,0.5,9,1.32,0.76,0.76,6.08,LANDED
7.72,TAKEOFF,TO_GROUND_ROLL,4.79,80,75.21,1.22,-0.03,-0.51,-0.24,90.32,0.094,1,0,0,0,0,0,0,0,0,0,90.37,0,1,0,-0.43,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.37,1,0,-0.054,0.0004,0.25,1,0.0004,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,38.19,2,0,0.76,0.5,10,1.32,0.76,0.76,6.84,LANDED
8.48,TAKEOFF,TO_GROUND_ROLL,6.51,80,73.49,1.22,-0.05,-0.52,-0.24,90.35,0.095,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.44,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,-0.04,0.0003,0.25,1,0.0003,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39,38.18,2,0,0.76,0.5,11,1.32,0.76,0.76,7.6,LANDED
