t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
2.76,APPROACH,ILS_TRACK,153.85,152,-1.85,709.05,630.74,-11,11.94,16,269.8,0.216,0.104,0,-0.523,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.369,0,1.853,0,269.97,0,0,1,-4.11,0,0,0,269.97,0.6224,-0.0004,0.7827,0,269.97,4.97,-495.91,21.578,-0.025,0,0,3,737.99,-1.362,0,1205.15,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.79,1081.97,2,0,0.12,0.12,21,7.69,0.14,0.12,2.78,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.02,APPROACH,ILS_TRACK,153.25,152,-1.25,706.64,627.98,-10.19,13.22,16.93,269.85,0.397,0.208,0,-0.903,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.539,0,1.25,0,269.97,0,0,1,-3.86,0,0,0,269.98,0.6224,-0.0005,0.7827,0,269.97,4.79,-496.11,21.536,-0.028,0,0,3,737.99,-0.682,0,1202.94,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.38,1079.63,2,0,0.12,0.12,23,7.69,0.14,0.12,3.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.28,APPROACH,ILS_TRACK,152.46,152,-0.46,704.28,625.47,-9.18,13.86,17.16,269.91,0.536,0.312,0,-1.092,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.761,0,0.462,0,269.98,0,0,1,-3.5,0,0,0,269.99,0.6225,-0.0004,0.7826,0,269.98,4.62,-496.28,21.494,-0.022,0,0,3,737.99,-0.612,0,1200.74,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.25,1076.48,2,0,0.12,0.12,25,7.69,0.14,0.12,3.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.54,APPROACH,ILS_TRACK,151.69,152,0.31,702.03,623.19,-8.34,13.93,16.93,269.96,0.633,0.416,0,-1.074,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.979,0,-0.312,0,269.97,0,0,1,-3.19,0,0,0,269.98,0.6225,-0.0005,0.7826,0,269.97,4.45,-496.36,21.452,-0.03,0,0,3,737.99,-0.148,0,1198.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.44,1073.38,2,0,0.12,0.12,27,7.69,0.14,0.12,3.56,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.8,APPROACH,ILS_TRACK,150.98,152,1.02,699.94,621.13,-7.57,13.86,16.58,269.99,0.679,0.52,0,-0.869,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.177,0,-1.016,0,269.97,0,0,1,-2.91,0,0,0,269.98,0.6226,-0.0004,0.7825,0,269.97,4.3,-496.28,21.411,-0.025,0,0,3,737.99,0.476,0,1196.38,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.68,1070.56,2,0,0.12,0.12,29,7.69,0.14,0.12,3.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.06,APPROACH,ILS_TRACK,150.34,152,1.66,698.03,619.26,-6.85,13.7,16.17,270.01,0.691,0.624,0,-0.491,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.357,0,-1.655,0,269.97,0,0,1,-2.65,0,0,0,269.96,0.6226,-0.0006,0.7825,0,269.97,4.16,-496.04,21.369,-0.032,0,0,3,737.99,1.082,0,1194.21,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.66,1068.02,2,0,0.12,0.12,31,7.69,0.14,0.12,4.08,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.32,APPROACH,ILS_TRACK,149.79,152,2.21,696.28,617.57,-6.24,13.5,15.75,270.02,0.678,0.728,0,0.039,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.514,0,-2.212,0,269.96,0,0,1,-2.42,0,0,0,269.97,0.6227,-0.0007,0.7825,0,269.96,4.03,-495.64,21.328,-0.039,0,0,3,737.99,1.701,0,1192.05,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.16,1065.81,2,0,0.12,0.12,33,7.69,0.14,0.12,4.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.58,APPROACH,ILS_TRACK,149.33,152,2.67,694.71,616.03,-5.61,13.39,15.43,270.02,0.648,0.832,0,0.697,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.645,0,-2.675,0,269.95,0,0,1,-2.19,0,0,0,269.96,0.6228,-0.0008,0.7824,0,269.95,3.91,-495.07,21.287,-0.046,0,0,3,737.99,2.339,0,1189.9,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.93,1064,2,0,0.12,0.12,35,7.69,0.14,0.12,4.6,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.84,APPROACH,ILS_TRACK,148.94,152,3.06,693.24,614.65,-5.06,13.08,14.9,270.01,0.602,0.9084,0,1.463,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.754,0,-3.061,0,269.95,0,0,1,-1.97,0,0,0,269.95,0.6228,-0.0009,0.7824,0,269.95,3.81,-494.4,21.246,-0.05,0,0,3,737.99,2.706,0,1187.75,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.76,1062.49,2,0,0.12,0.12,37,7.69,0.14,0.12,4.86,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.1,APPROACH,ILS_TRACK,148.69,152,3.31,691.91,613.41,-4.54,12.78,14.42,270.01,0.55,0.8222,0,2.305,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.824,0,-3.312,0,269.94,0,0,1,-1.78,0,0,0,269.95,0.6229,-0.0011,0.7823,0,269.94,3.71,-493.6,21.205,-0.06,0,0,3,737.99,3.226,0,1185.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.14,1061.54,2,0,0.12,0.12,39,7.69,0.14,0.12,5.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.36,APPROACH,ILS_TRACK,148.55,152,3.45,690.71,612.29,-4.14,12.48,13.99,270,0.493,0.7253,0,3.193,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.863,0,-3.45,0,269.94,0,0,1,-1.62,0,0,0,269.95,0.6229,-0.001,0.7823,0,269.94,3.62,-492.66,21.164,-0.056,0,0,3,737.99,3.748,0,1183.46,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.27,1061.04,2,0,0.12,0.12,41,7.69,0.14,0.12,5.38,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.62,APPROACH,ILS_TRACK,148.5,152,3.5,689.64,611.28,-3.68,12.28,13.61,269.99,0.444,0.6213,0,4.1,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.878,0,-3.502,0,269.93,0,0,1,-1.44,0,0,0,269.94,0.623,-0.0012,0.7822,0,269.93,3.53,-491.6,21.123,-0.067,0,0,3,737.99,4.168,0,1181.32,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.68,1060.9,2,0,0.12,0.12,43,7.69,0.14,0.12,5.64,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.88,APPROACH,ILS_TRACK,148.51,152,3.49,688.65,610.38,-3.31,11.99,13.19,269.98,0.389,0.5173,0,5.011,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.875,0,-3.491,0,269.94,0,0,1,-1.3,0,0,0,269.94,0.623,-0.0011,0.7822,0,269.94,3.46,-490.45,21.082,-0.064,0,0,3,737.99,4.544,0,1179.18,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.49,1061.02,2,0,0.12,0.12,45,7.69,0.14,0.12,5.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.14,APPROACH,ILS_TRACK,148.58,152,3.42,687.77,609.58,-2.95,11.72,12.78,269.98,0.342,0.4268,0,5.907,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.856,0,-3.424,0,269.93,0,0,1,-1.16,0,0,0,269.94,0.6231,-0.0012,0.7822,0,269.93,3.38,-489.2,21.042,-0.068,0,0,3,737.99,4.91,0,1177.03,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.18,1061.35,2,0,0.12,0.12,47,7.69,0.14,0.12,6.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.4,APPROACH,ILS_TRACK,148.67,152,3.33,686.95,608.86,-2.6,11.38,12.3,269.97,0.297,0.3563,0,6.781,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.828,0,-3.327,0,269.93,0,0,1,-1.02,0,0,0,269.94,0.6231,-0.0012,0.7821,0,269.93,3.31,-487.88,21.001,-0.066,0,0,3,737.99,5.155,0,1174.89,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.81,1061.81,2,0,0.12,0.12,49,7.69,0.14,0.12,6.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.66,APPROACH,ILS_TRACK,148.8,152,3.2,686.23,608.21,-2.33,11.11,11.95,269.96,0.259,0.2958,0,7.624,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.792,0,-3.198,0,269.93,0,0,1,-0.93,0,0,0,269.93,0.6232,-0.0012,0.7821,0,269.93,3.25,-486.46,20.96,-0.07,0,0,3,737.99,5.56,0,1172.74,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.16,1062.39,2,0,0.12,0.12,51,7.69,0.14,0.12,6.68,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.92,APPROACH,ILS_TRACK,148.93,152,3.07,685.55,607.64,-2.15,10.76,11.53,269.96,0.219,0.2616,0,8.434,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.757,0,-3.075,0,269.94,0,0,1,-0.84,0,0,0,269.93,0.6232,-0.0011,0.782,0,269.94,3.18,-484.99,20.919,-0.064,0,0,3,737.99,5.745,0,1170.59,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.63,1062.94,2,0,0.12,0.12,53,7.69,0.14,0.12,6.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.18,APPROACH,ILS_TRACK,149.05,152,2.95,684.92,607.12,-1.93,10.37,11.04,269.95,0.186,0.2409,0,9.212,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.723,0,-2.951,0,269.94,0,0,1,-0.74,0,0,0,269.93,0.6233,-0.001,0.782,0,269.94,3.12,-483.48,20.878,-0.058,0,0,3,737.99,5.835,0,1168.44,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.42,1063.49,2,0,0.12,0.12,55,7.69,0.14,0.12,7.2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.44,APPROACH,ILS_TRACK,149.17,152,2.83,684.4,606.61,-1.99,10.22,10.95,269.95,0.163,0.2268,0,9.956,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.687,0,-2.825,0,269.93,0,0,1,-0.76,0,0,0,269.93,0.6233,-0.0013,0.7819,0,269.93,3.07,-481.86,20.837,-0.074,0,0,3,737.99,6.394,0,1166.29,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,269.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.12,1064.06,2,0,0.12,0.12,57,7.69,0.14,0.12,7.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
