t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.2,APPROACH,FLY_TO_FIX,202.93,200,-2.93,1089.32,-23.89,1.59,7.96,270.4,0.01,0,-0.23,321.15,2.049,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,FLYING
0.42,APPROACH,ILS_TRACK,203.41,200,-3.41,1084,-23.91,1.36,7.72,270.44,-0.728,0,-0.972,103.76,-2.98,0,0,0,0,0,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46,FLYING
0.64,APPROACH,ILS_TRACK,203.79,200,-3.79,1078.65,-23.77,1,7.36,270.6,-2.704,0,-1.805,270.08,0,0.27,-18.67,19.621,-0.316,73.472,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.66,FLYING
0.84,APPROACH,ILS_TRACK,204.15,200,-4.15,1073.66,-23.82,0.19,6.5,270.73,-2.762,0,-2.711,270.39,0,0.26,-21.15,19.574,-0.007,15.393,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.88,FLYING
1.04,APPROACH,ILS_TRACK,204.49,200,-4.49,1068.65,-24.25,-0.48,5.93,270.7,-1.607,0,-3.601,270.35,0,0.3,-23.91,19.531,-0.05,18.181,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.08,FLYING
1.26,APPROACH,ILS_TRACK,204.84,200,-4.84,1063.22,-24.94,-0.54,6.04,270.62,-1.152,0,-4.659,270.31,0,0.36,-26.88,19.483,-0.087,18.864,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3,FLYING
1.46,APPROACH,ILS_TRACK,205.08,200,-5.08,1058.4,-25.45,0.26,6.98,270.6,-0.896,0,-5.672,270.31,0,0.42,-29.46,19.44,-0.091,19.163,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5,FLYING
1.66,APPROACH,ILS_TRACK,205.25,200,-5.25,1053.61,-25.29,1.24,7.92,270.59,-0.69,0,-6.719,270.3,0,0.48,-31.98,19.397,-0.099,19.672,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.7,FLYING
1.86,APPROACH,ILS_TRACK,205.33,200,-5.33,1048.73,-24.92,2.1,8.68,270.58,-0.487,0,-7.79,270.29,0,0.55,-34.53,19.353,-0.108,20.533,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.91,FLYING
2.08,APPROACH,ILS_TRACK,205.3,200,-5.3,1043.64,-24.5,2.83,9.3,270.55,-0.193,0,-8.903,270.28,0,0.63,-37.19,19.307,-0.123,21.303,0,0,0,270.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.12,FLYING
