t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.18,TAKEOFF,TO_GROUND_ROLL,249.72,80,-169.72,1499.89,0,-1.95,-1.95,180.02,0.037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.624,0,0,1,0,0,0,0,0,0,0,0,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.96,349.9,2,0,0.16,0.16,1,3.7,0.16,0.02,0.02,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.46,TAKEOFF,TO_ROTATE,249.71,80,-169.71,1499.89,0.01,-1.93,-1.93,180.01,-0.288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,-1.347,0,1,0,0,0,-1.53,90.4,-0.6033,-0.006,0.7975,-1.35,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.61,0,0,3,0,0,0,-1.347,0.584,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.54,349.9,2,0,0.06,0.06,5,14.29,0.16,0.06,0.3,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.72,TAKEOFF,TO_ROTATE,249.65,80,-169.65,1499.9,0.11,-1.91,-1.92,179.94,-2.714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,-0.567,0,1,0.03,0,0,-0.75,90.4,-0.5924,-0.0066,0.8056,-0.57,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.539,0,0,3,0,0,0,-0.567,1.339,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.76,349.89,2,0,0.06,0.06,9,15.38,0.08,0.04,0.56,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.98,TAKEOFF,TO_ROTATE,249.65,80,-169.65,1499.95,0.37,-2.07,-2.13,179.97,-3.519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0.213,0,1,0.08,0,0,0.03,90.4,-0.5814,-0.0071,0.8136,0.21,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.575,0,0,3,0,0,0,0.213,2.28,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.91,349.89,2,0,0.06,0.06,13,15.38,0.08,0.04,0.82,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.24,TAKEOFF,TO_ROTATE,249.65,80,-169.65,1500.06,0.5,-2.12,-2.22,180,-3.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0.993,0,1,0.11,0,0,0.81,90.4,-0.5703,-0.0077,0.8214,0.99,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.602,0,0,3,0,0,0,0.993,3.114,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,349.89,2,0,0.06,0.06,17,15.38,0.08,0.04,1.08,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.5,TAKEOFF,TO_ROTATE,249.63,80,-169.63,1500.17,0.59,-2.29,-2.4,180.01,-3.811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1.773,0,1,0.14,0,0,1.59,90.4,-0.559,-0.0082,0.8291,1.77,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.613,0,0,3,0,0,0,1.773,4.066,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.02,349.88,2,0,0.06,0.06,21,15.38,0.08,0.04,1.34,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.76,TAKEOFF,TO_ROTATE,249.6,80,-169.6,1500.31,0.86,-2.44,-2.53,180,-3.855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,2.553,0,1,0.2,0,0,2.37,90.4,-0.5477,-0.0088,0.8366,2.55,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.603,0,0,3,0,0,0,2.553,4.989,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.98,349.87,2,0,0.06,0.06,25,15.38,0.08,0.04,1.6,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.04,CRUISE,,249.52,80,-169.52,1500.38,-0.2,-2.27,-2.3,179.96,-3.863,0.92,0,0.067,1,0.6,0.9,0.77,0.35,0.0168,0.4,0,0,0,0,0,180,0,0,0,-0.05,0,0,3.1,90.4,-0.5398,-0.0091,0.8418,3.1,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.624,0,0,3,0,0,0,2.793,5.7,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.11,349.86,2,0,0.06,0.06,29,14.29,0.08,0.06,0.14,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.3,CRUISE,,249.49,80,-169.49,1500.41,0.22,-2.43,-2.49,179.94,-3.891,0.816,0,0.196,1,0.6,2.483,0.77,0.35,0.0168,0.4,0,0,0,0,0,180,0,0,0,0.05,0,0,3.1,90.4,-0.5398,-0.0091,0.8418,3.1,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.624,0,0,3,0,0,0,2.793,5.7,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.38,349.85,2,0,0.06,0.06,34,19.23,0.06,0.04,0.4,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.6,CRUISE,,249.55,80,-169.55,1500.46,-0.04,-2.29,-2.3,179.89,-3.934,0.696,0,0.341,1,0.6,3.551,0.77,0.35,0.0168,0.4,0,0,0,0,0,180,0,0,0,-0.01,0,0,3.1,90.4,-0.5398,-0.0091,0.8418,3.1,90.4,0,0,0,0,0,0,3,0,0,0,69,0,0,0,90.4,1,0,89.624,0,0,3,0,0,0,2.793,5.7,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.4,349.86,2,0,0.06,0.06,39,16.67,0.08,0.04,0.7,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
