t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.22,APPROACH,FLY_TO_FIX,234,140.8,-93.2,1328.95,1.13,5.39,5.49,267.36,-4.239,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,255.97,0,0,0,54.973,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.72,3769.92,6,0,0.94,0.5,1,1.96,0.94,0.02,1.26,FLYING
1.96,APPROACH,FLY_TO_FIX,232.13,141.6,-90.53,1337.18,5.35,9.78,13.86,266.53,-4.314,0,0,0,1,0.6,1.364,0.75,0.35,0.0168,0.4,255.88,0,0,0,54.791,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.52,3749.93,6,0,0.7,0.5,2,1.35,0.94,0.7,2,FLYING
2.72,APPROACH,FLY_TO_FIX,225.21,142.4,-82.81,1352.85,20.81,20.79,18.92,263.91,-4.834,0.2,0,-20,1,0.6,1.949,0.817,0.35,0.0168,0.4,255.8,0,0,0,54.608,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.51,3671.32,6,0,0.76,0.5,3,1.32,0.76,0.7,2.76,FLYING
3.42,APPROACH,FLY_TO_FIX,216.32,143.2,-73.12,1376.14,35.4,26.33,19.54,261.74,-5.578,0.4,0,-20,1,0.6,2.468,0.817,0.35,0.0168,0.4,255.73,0,0,0,54.441,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.49,3564.93,6,0,0.72,0.5,4,1.39,0.76,0.72,3.48,FLYING
4.14,APPROACH,FLY_TO_FIX,207.64,144,-63.64,1408.44,47.72,29.88,19.54,259.94,-6.29,0.6,0,-20,1,0.6,2.925,0.817,0.35,0.0168,0.4,255.66,0,0,0,54.28,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.93,3456.68,6,0,0.72,0.5,5,1.39,0.72,0.72,4.2,FLYING
4.86,APPROACH,FLY_TO_FIX,199.43,144.8,-54.63,1448.72,58.18,33.18,19.54,258.36,-6.894,0.8,0,-20,1,0.6,3.326,0.817,0.35,0.0168,0.4,255.59,0,0,0,54.128,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.18,3351.23,6,0,0.72,0.5,6,1.39,0.72,0.72,4.92,FLYING
5.58,APPROACH,FLY_TO_FIX,191.78,145.6,-46.18,1495.79,67.12,36.32,19.54,257.24,-7.309,1,0,-20,1,0.6,3.675,0.817,0.35,0.0168,0.4,255.54,0,0,0,53.982,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.6,3250.79,6,0,0.72,0.5,7,1.39,0.72,0.72,5.64,FLYING
6.3,APPROACH,FLY_TO_FIX,184.75,146.4,-38.35,1548.67,74.84,39.3,19.55,256.26,-7.647,1,0,-20,1,0.6,3.979,0.817,0.35,0.0168,0.4,255.48,0,0,0,53.844,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123.92,3157.03,6,0,0.72,0.5,8,1.39,0.72,0.72,6.36,FLYING
7.02,APPROACH,FLY_TO_FIX,178.32,147.2,-31.12,1606.57,81.54,42.13,19.55,255.19,-7.994,1,0,-20,1,0.6,4.242,0.817,0.35,0.0168,0.4,255.44,0,0,0,53.713,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358.99,3070.31,6,0,0.72,0.5,9,1.39,0.72,0.72,7.08,FLYING
7.76,APPROACH,FLY_TO_FIX,172.2,148,-24.2,1670.6,87.49,44.88,19.55,253.98,-8.353,1,0,-20,1,0.6,4.468,0.817,0.35,0.0168,0.4,255.39,0,0,0,53.585,0,0,0,0,0,267.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551.96,2987.24,6,0,0.74,0.5,10,1.35,0.74,0.72,7.82,FLYING
