time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
19.58,TAKEOFF:TO_GROUND_ROLL,94.83,2.377,-0.81,4.361,107.735,969.04,0.11118,284.406
19.88,TAKEOFF:TO_GROUND_ROLL,97.334,3.071,-0.16,4.607,130.506,968.986,0.13468,265.222
20.14,TAKEOFF:TO_GROUND_ROLL,99.529,3.546,0.071,4.715,149.598,968.937,0.15439,253.301
20.4,TAKEOFF:TO_GROUND_ROLL,101.739,3.603,0.436,4.751,156.462,968.889,0.16149,253.174
20.66,TAKEOFF:TO_GROUND_ROLL,103.978,3.416,0.579,4.658,156.7,968.84,0.16174,258.543
20.96,TAKEOFF:TO_GROUND_ROLL,106.6,2.728,0.961,4.466,141.187,968.783,0.14574,279.239
#LIFTOFF,t_s=21.22,ias_mps=108.912,aoa_deg=2.047,vs_mps=1.023,lift_ratio=0.12714
21.22,TAKEOFF:TO_GROUND_ROLL,108.912,2.047,1.023,4.258,123.162,968.732,0.12714,305.451
#ROTATE,t_s=21.48,ias_mps=111.259,aoa_deg=1.25
21.48,TAKEOFF:TO_ROTATE,111.259,1.25,1.202,4.02,97.998,968.682,0.10117,349.798
21.78,TAKEOFF:TO_ROTATE,114.009,0.455,1.234,3.784,74.192,968.623,0.0766,411.944
22.12,TAKEOFF:TO_ROTATE,117.16,0.495,1.049,3.677,73.675,968.555,0.07607,424.796
22.42,TAKEOFF:TO_ROTATE,119.992,1.955,0.5,4.105,134.299,968.494,0.13867,322.228
22.72,TAKEOFF:TO_ROTATE,122.868,2.463,0.75,4.558,161.376,968.432,0.16664,300.993
23.02,TAKEOFF:TO_ROTATE,125.783,3.595,-0.356,4.815,218.399,968.37,0.22553,264.861
23.36,TAKEOFF:TO_ROTATE,129.117,4.444,-0.369,4.856,270.122,968.299,0.27897,244.461
23.66,TAKEOFF:TO_ROTATE,132.082,4.631,0.203,5.025,286.657,968.235,0.29606,242.746
23.96,TAKEOFF:TO_ROTATE,135.086,4.93,0.063,5.139,311.659,968.17,0.3219,238.092
24.26,TAKEOFF:TO_ROTATE,138.123,5.049,0.069,5.224,325.262,968.105,0.33598,238.292
24.6,TAKEOFF:TO_ROTATE,141.607,5.377,-0.115,5.26,355.389,968.03,0.36713,233.709
24.9,TAKEOFF:TO_ROTATE,144.711,5.561,0.142,5.384,378.589,967.962,0.39112,231.391
25.2,TAKEOFF:TO_ROTATE,147.843,6.114,-0.059,5.525,431.979,967.895,0.44631,221.301
25.5,TAKEOFF:TO_ROTATE,150.99,6.615,0.153,5.714,485.997,967.826,0.50215,213.073
25.84,TAKEOFF:TO_ROTATE,154.565,7.372,0.023,5.941,565.272,967.747,0.58411,202.238
26.14,TAKEOFF:TO_ROTATE,157.716,7.901,0.141,6.119,632.287,967.676,0.65341,195.112
26.44,TAKEOFF:TO_ROTATE,160.867,8.203,0.228,6.25,684.462,967.605,0.70738,191.268
26.74,TAKEOFF:TO_ROTATE,164.03,8.386,-0.016,6.27,730.379,967.532,0.75489,188.791
27.08,TAKEOFF:TO_ROTATE,167.651,8.054,0.077,6.157,737.785,967.449,0.76261,191.98
27.38,TAKEOFF:TO_ROTATE,170.924,7.455,-0.007,5.949,714.489,967.375,0.73859,198.885
27.68,TAKEOFF:TO_ROTATE,174.301,6.562,0.071,5.665,659.76,967.299,0.68206,211.051
27.98,TAKEOFF:TO_ROTATE,177.8,5.622,0.033,5.366,589.469,967.223,0.60944,227.753
28.32,TAKEOFF:TO_ROTATE,181.916,4.726,0.111,5.083,517.004,967.135,0.53457,248.81
28.62,TAKEOFF:TO_ROTATE,185.661,4.314,0.17,4.97,491.424,967.056,0.50816,260.446
28.92,TAKEOFF:TO_ROTATE,189.485,4.342,0.231,4.991,513.165,966.976,0.53069,260.108
29.22,TAKEOFF:TO_ROTATE,193.365,4.921,0.1,5.158,589.031,966.895,0.6092,247.742
29.56,TAKEOFF:TO_ROTATE,197.787,5.871,0.551,5.547,720.613,966.802,0.74536,229.095
29.86,TAKEOFF:TO_ROTATE,201.669,7.279,0.509,6.023,916.914,966.718,0.94848,207.073
30.08,TAKEOFF:TO_ROTATE,204.462,8.267,0.944,6.434,1059.563,966.656,1.09611,195.292
30.3,TAKEOFF:TO_ROTATE,207.167,8.959,1.819,6.936,1170.052,966.593,1.21049,188.296
30.56,TAKEOFF:TO_ROTATE,210.279,10.045,2.711,7.839,1237.062,966.518,1.27992,185.869
30.78,TAKEOFF:TO_CLIMB,212.822,11.803,3.792,9.079,1422.157,966.454,1.47152,175.442
31,TAKEOFF:TO_CLIMB,215.138,14.507,5.514,10.927,1730.101,966.389,1.79027,160.79
31.2,TAKEOFF:TO_CLIMB,216.807,16.906,8.815,13.14,2206.604,966.33,2.28349,143.474
31.4,TAKEOFF:TO_CLIMB,217.689,17.292,13.064,18.603,2339.287,966.271,2.42094,139.908
31.66,TAKEOFF:TO_CLIMB,218.401,14.603,17.704,29.563,1963.627,966.195,2.03233,153.2
31.86,TAKEOFF:TO_CLIMB,219.752,12.322,19.63,33.837,1551.28,966.137,1.60565,173.423
32.06,TAKEOFF:TO_CLIMB,221.551,10.973,20.992,37.766,1357.169,966.079,1.40482,186.923
32.26,TAKEOFF:TO_CLIMB,223.472,10.667,22.269,43.217,1375.297,966.022,1.42367,187.292
32.46,TAKEOFF:TO_CLIMB,225.351,10.276,24.516,49.189,1578.655,965.965,1.63428,176.277
32.72,TAKEOFF:TO_CLIMB,227.752,8.631,26.454,58.414,1258.098,965.89,1.30253,199.558
32.92,TAKEOFF:TO_CLIMB,229.868,7.827,27.463,65.541,1171.891,965.833,1.21335,208.683
33.12,TAKEOFF:TO_CLIMB,232.054,7.211,28.438,72.383,1127.683,965.776,1.16764,214.751
33.32,TAKEOFF:TO_CLIMB,234.29,6.721,29.312,82.291,1088.28,965.719,1.12691,220.703
33.52,TAKEOFF:TO_CLIMB,236.565,6.31,30.11,92.96,1056.457,965.662,1.09402,226.171
33.78,TAKEOFF:TO_CLIMB,239.572,5.865,31.046,107.705,1018.228,965.587,1.05452,233.297
33.98,TAKEOFF:TO_CLIMB,241.917,5.48,31.754,118.81,988.063,965.529,1.02334,239.142
34.18,TAKEOFF:TO_CLIMB,244.298,5.16,32.276,130.211,943.103,965.472,0.97683,247.178
34.38,TAKEOFF:TO_CLIMB,246.711,4.944,32.692,142.757,885.577,965.414,0.9173,257.592
34.58,TAKEOFF:TO_CLIMB,249.145,4.957,33.232,157.585,1007.755,965.356,1.04392,243.847
34.86,TAKEOFF:TO_CLIMB,252.571,4.659,33.756,175.808,867.169,965.274,0.89837,266.475
35.06,TAKEOFF:TO_CLIMB,255.046,4.617,34.421,182.618,992.036,965.215,1.02779,251.574
35.26,TAKEOFF:TO_CLIMB,257.551,4.426,34.595,189.483,807.357,965.156,0.8365,281.598
35.46,TAKEOFF:TO_CLIMB,260.102,4.438,35.059,196.463,877.525,965.097,0.90926,272.771
35.66,TAKEOFF:TO_CLIMB,262.689,4.395,35.459,203.515,892.854,965.037,0.9252,273.101
35.92,TAKEOFF:TO_CLIMB,266.106,4.343,35.994,212.802,891.732,964.959,0.92411,276.817
36.12,TAKEOFF:TO_CLIMB,268.773,4.205,36.478,220.025,868.569,964.899,0.90017,283.285
36.32,TAKEOFF:TO_CLIMB,271.482,4.182,36.75,227.345,823.926,964.838,0.85395,293.781
36.52,TAKEOFF:TO_CLIMB,274.225,4.125,37.239,234.74,887.151,964.777,0.91954,285.971
36.72,TAKEOFF:TO_CLIMB,277.009,4.112,37.564,242.218,864.794,964.716,0.89642,292.575
36.98,TAKEOFF:TO_CLIMB,280.684,4.081,38.1,252.057,865.911,964.635,0.89766,296.253
37.18,TAKEOFF:TO_CLIMB,283.556,4.062,38.491,259.716,862.297,964.572,0.89397,299.901
37.38,TAKEOFF:TO_CLIMB,286.467,4.04,38.9,267.455,845.32,964.509,0.87642,305.997
37.58,TAKEOFF:TO_CLIMB,289.418,4.003,39.289,275.27,847.447,964.446,0.87869,308.751
37.78,TAKEOFF:TO_CLIMB,292.416,4.056,39.619,283.177,850.621,964.382,0.88204,311.356
38.04,TAKEOFF:TO_CLIMB,296.366,3.965,40.193,293.549,799.103,964.298,0.82869,325.561
38.24,DONE,299.458,4.011,40.654,302.45,882.474,964.227,0.91521,313.022
#EST,vs_from_lof=100.845,vs_from_lift=305.451,vs_from_alpha=36.729,vs_to_est=305.451,vr_next=320.723
