t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
15.74,APPROACH,FLY_TO_FIX,122.03,149,26.97,2454.54,113.78,71.55,19.58,258.46,-0.727,1,0,-19.407,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.26,0,0,0,53.356,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094.69,2317.54,6,0,0.72,0.5,21,1.39,0.72,0.72,15.78,FLYING
16.46,APPROACH,FLY_TO_FIX,117.78,149,31.22,2536.54,112.96,73.32,19.58,258.64,-0.556,1,0,-19.31,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.23,0,0,0,53.295,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076.19,2264.51,6,0,0.72,0.5,22,1.39,0.72,0.72,16.5,FLYING
17.18,APPROACH,FLY_TO_FIX,113.6,149,35.4,2617.76,111.79,75,19.58,258.95,-0.389,1,0,-19.214,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.2,0,0,0,53.238,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054.17,2213.32,6,0,0.72,0.5,23,1.39,0.72,0.72,17.22,FLYING
17.9,APPROACH,FLY_TO_FIX,109.49,149,39.51,2697.97,110.3,76.6,19.58,259.38,-0.218,1,0,-19.118,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.17,0,0,0,53.185,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029.51,2164.05,6,0,0.72,0.5,24,1.39,0.72,0.72,17.94,FLYING
18.62,APPROACH,FLY_TO_FIX,105.43,149,43.57,2776.97,108.53,78.12,19.58,259.95,-0.058,1,0,-19.022,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.14,0,0,0,53.135,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002.97,2116.74,6,0,0.72,0.5,25,1.39,0.72,0.72,18.66,FLYING
19.34,APPROACH,FLY_TO_FIX,101.44,149,47.56,2854.55,106.5,79.56,19.58,260.74,0.106,1,0,-18.927,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.11,0,0,0,53.089,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974.78,2070.96,6,0,0.72,0.5,26,1.39,0.72,0.72,19.38,FLYING
20.06,APPROACH,FLY_TO_FIX,97.5,149,51.5,2930.55,104.23,80.91,19.58,261.92,0.289,1,0,-18.832,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.09,0,0,0,53.046,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944.77,2026.06,6,0,0.72,0.5,27,1.39,0.72,0.72,20.1,FLYING
20.78,APPROACH,FLY_TO_FIX,93.62,149,55.38,3004.81,101.75,82.19,19.58,263.48,0.462,1,0,-18.738,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.06,0,0,0,53.006,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.71,1982.41,6,0,0.72,0.5,28,1.39,0.72,0.72,20.82,FLYING
21.5,APPROACH,FLY_TO_FIX,89.79,149,59.21,3077.18,99.07,83.37,19.58,265.72,0.652,1,0,-18.645,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.04,0,0,0,52.97,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882.29,1940.37,6,0,0.72,0.5,29,1.39,0.72,0.72,21.54,FLYING
22.22,APPROACH,FLY_TO_FIX,86.02,149,62.98,3147.54,96.22,84.47,19.58,269.08,0.869,1,0,-18.551,1,0.6,4.5,0.802,0.35,0.0168,0.4,255.01,0,0,0,52.935,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851.21,1900.33,6,0,0.72,0.5,30,1.39,0.72,0.72,22.26,FLYING
22.94,APPROACH,FLY_TO_FIX,82.3,149,66.7,3215.77,93.22,85.45,19.58,274.3,1.126,1,0,-18.459,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.99,0,0,0,52.904,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821.09,1862.67,6,0,0.72,0.5,31,1.39,0.72,0.72,22.98,FLYING
23.66,APPROACH,FLY_TO_FIX,78.63,149,70.37,3281.76,90.08,86.29,19.58,282.72,1.441,1,0,-18.366,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.96,0,0,0,52.874,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792.54,1827.8,6,0,0.72,0.5,32,1.39,0.72,0.72,23.7,FLYING
24.38,APPROACH,FLY_TO_FIX,75.02,149,73.98,3345.44,86.82,86.93,19.58,295.16,1.777,1,0,-18.274,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.94,0,0,0,52.847,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1766.16,1796.1,6,0,0.72,0.5,33,1.39,0.72,0.72,24.42,FLYING
25.1,APPROACH,FLY_TO_FIX,71.47,149,77.53,3406.72,83.46,87.29,19.58,311.94,2.146,1,0,-18.183,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.92,0,0,0,52.822,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742.48,1767.97,6,0,0.72,0.5,34,1.39,0.72,0.72,25.14,FLYING
25.82,APPROACH,FLY_TO_FIX,67.97,149,81.03,3465.54,80.02,87.29,19.58,330.23,2.552,1,0,-18.092,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.89,0,0,0,52.798,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722.01,1743.78,6,0,0.72,0.5,35,1.39,0.72,0.72,25.86,FLYING
26.54,APPROACH,FLY_TO_FIX,64.54,149,84.46,3521.84,76.51,86.99,19.58,345.57,3.006,1,0,-18.002,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.87,0,0,0,52.776,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705.21,1723.87,6,0,0.72,0.5,36,1.39,0.72,0.72,26.58,FLYING
27.26,APPROACH,FLY_TO_FIX,61.17,149,87.83,3575.58,72.95,86.46,19.58,356.06,3.522,1,0,-17.912,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.85,0,0,0,52.756,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692.49,1708.56,6,0,0.72,0.5,37,1.39,0.72,0.72,27.3,FLYING
27.98,APPROACH,FLY_TO_FIX,57.87,149,91.13,3626.73,69.34,85.79,19.58,2.39,4.108,1,0,-17.822,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.82,0,0,0,52.737,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684.21,1698.12,6,0,0.72,0.5,38,1.39,0.72,0.72,28.02,FLYING
28.7,APPROACH,FLY_TO_FIX,54.64,149,94.36,3675.26,65.72,85.02,19.58,5.82,4.779,1,0,-17.733,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.8,0,0,0,52.72,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680.66,1692.78,6,0,0.72,0.5,39,1.39,0.72,0.72,28.74,FLYING
29.42,APPROACH,FLY_TO_FIX,51.49,149,97.51,3721.17,62.08,84.17,19.58,7.29,5.556,1,0,-17.644,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.78,0,0,0,52.703,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682.05,1692.67,6,0,0.72,0.5,40,1.39,0.72,0.72,29.46,FLYING
30.14,APPROACH,FLY_TO_FIX,48.42,149,100.58,3764.44,58.45,83.21,19.58,7.42,6.457,1,0,-17.556,1,0.6,4.5,0.802,0.35,0.0168,0.4,254.75,0,0,0,52.688,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686.74,1695.99,6,0,0.72,0.5,41,1.39,0.72,0.72,30.18,FLYING
30.86,APPROACH,FLY_TO_FIX,45.44,149,103.56,3805.07,54.83,82.14,19.58,6.62,7.513,1,0,-17.468,1,0.6,4.483,0.802,0.35,0.0168,0.4,254.73,0,0,0,52.673,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691.65,1699.7,6,0,0.72,0.5,42,1.39,0.72,0.72,30.9,FLYING
31.58,APPROACH,FLY_TO_FIX,42.55,149,106.45,3843.06,51.21,80.9,19.58,5.17,8.753,1,0,-17.381,1,0.6,4.447,0.802,0.35,0.0168,0.4,254.71,0,0,0,52.66,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696.71,1703.71,6,0,0.72,0.5,43,1.39,0.72,0.72,31.62,FLYING
32.3,APPROACH,FLY_TO_FIX,39.75,149,109.25,3878.39,47.59,79.46,19.58,3.28,10.229,1,0,-17.294,1,0.6,4.414,0.802,0.35,0.0168,0.4,254.68,0,0,0,52.647,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701.86,1707.96,6,0,0.72,0.5,44,1.39,0.72,0.72,32.34,FLYING
33.02,APPROACH,FLY_TO_FIX,37.04,149,111.96,3911.04,43.99,77.74,19.58,1.11,11.996,1,0,-17.208,1,0.6,4.386,0.802,0.35,0.0168,0.4,254.66,0,0,0,52.634,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707.08,1712.39,6,0,0.72,0.5,45,1.39,0.72,0.72,33.06,FLYING
33.74,APPROACH,FLY_TO_FIX,34.44,149,114.56,3940.98,40.38,75.67,19.57,358.81,14.132,1,0,-17.122,1,0.6,4.36,0.802,0.35,0.0168,0.4,254.63,0,0,0,52.623,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712.29,1716.92,6,0,0.72,0.5,46,1.39,0.72,0.72,33.78,FLYING
34.46,APPROACH,FLY_TO_FIX,31.96,149,117.04,3968.14,36.77,73.12,19.57,356.5,16.733,1,0,-17.036,1,0.6,4.337,0.802,0.35,0.0168,0.4,254.6,0,0,0,52.611,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717.44,1721.47,6,0,0.72,0.5,47,1.39,0.72,0.72,34.5,FLYING
35.18,APPROACH,FLY_TO_FIX,29.62,149,119.38,3992.44,33.13,70.01,19.57,354.31,19.898,1,0,-16.951,1,0.6,4.318,0.802,0.35,0.0168,0.4,254.57,0,0,0,52.6,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722.42,1725.93,6,0,0.72,0.5,48,1.39,0.72,0.72,35.22,FLYING
35.9,APPROACH,FLY_TO_FIX,27.48,149,121.52,4013.77,29.45,66.23,19.57,352.32,23.724,1,0,-16.866,1,0.6,4.3,0.802,0.35,0.0168,0.4,254.54,0,0,0,52.59,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727.09,1730.15,6,0,0.72,0.5,49,1.39,0.72,0.72,35.94,FLYING
36.62,APPROACH,FLY_TO_FIX,25.59,149,123.41,4031.95,25.7,61.71,19.56,350.61,28.276,1,0,-16.782,1,0.6,4.285,0.802,0.35,0.0168,0.4,254.51,0,0,0,52.579,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731.28,1733.93,6,0,0.72,0.5,50,1.39,0.72,0.72,36.66,FLYING
37.34,APPROACH,FLY_TO_FIX,24.04,149,124.96,4046.81,21.82,56.4,19.56,349.26,33.592,1,0,-16.698,1,0.6,4.271,0.802,0.35,0.0168,0.4,254.48,0,0,0,52.569,0,0,0,0,0,268.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734.71,1737,6,0,0.72,0.5,51,1.39,0.72,0.72,37.38,FLYING
