t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.9,TAKEOFF,TO_PREFLIGHT,0.3,80,79.7,3.63,0,0.53,0.61,95.64,-0.032,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,5.213,0,0,1,0,0,0,0,0,0,0,1,1,0.16,PRELAUNCH
1.58,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.62,-0.01,0.46,9.6,95.83,-0.034,0.2,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,5.414,0,0,1,0,0,0,0,0,0,0,1,1,0.84,PRELAUNCH
2.2,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.63,0.01,0.49,-12.5,95.96,-0.035,0.4,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,5.414,0,0,1,0,0,0,0,0,0,0,1,1,1.46,PRELAUNCH
2.86,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.54,-13.37,96.1,-0.034,0.6,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,5.414,0,0,1,0,0,0,0,0,0,0,1,1,2.12,PRELAUNCH
3.52,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.51,15.77,96.24,-0.034,0.8,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,5.414,0,0,1,0,0,0,0,0,0,0,1,1,2.78,PRELAUNCH
4.18,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.62,0,0.48,0.09,96.38,-0.033,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,5.414,0,0,1,0,0,0,0,0,0,0,1,1,3.44,PRELAUNCH
4.84,TAKEOFF,TO_GROUND_ROLL,0.04,80,79.96,3.62,0,0.47,-0.89,96.51,-0.032,1,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,5.414,0,0,1,0,0,0,0,0,0,0,1,1,4.1,PRELAUNCH
5.58,TAKEOFF,TO_GROUND_ROLL,0.57,80,79.43,3.63,0,0.53,0.15,96.69,-0.037,1,0,90.06,0,0,0,0,-0.006,0,0,0,0,90.06,1,-0.006,6.601,0,0,3,0,0,0,0,0,0,0,1,1,4.84,PRELAUNCH
6.28,TAKEOFF,TO_GROUND_ROLL,1.41,80,78.59,3.63,0,0.54,0.5,96.74,-0.029,1,0,90.36,0,0,0,0,-0.008,0,0,0,0,90.36,1,-0.008,6.389,0,0,3,0,0,0,0,0,0,0,1,1,5.54,PRELAUNCH
6.98,TAKEOFF,TO_GROUND_ROLL,2.41,80,77.59,3.63,0,0.55,0.63,96.53,-0.042,1,0,90.45,0,0,0,0,-0.011,0,0,0,0,90.45,1,-0.011,6.144,-0.0691,0.25,1,-0.0691,0,0,0,0,0,0,1,1,6.24,LANDED
7.68,TAKEOFF,TO_GROUND_ROLL,3.58,80,76.42,3.63,-0.01,0.56,0.67,96.06,-0.051,1,0,90.55,0,0,0,0,-0.015,0,0,0,0,90.55,1,-0.015,5.624,-0.0633,0.25,1,-0.0633,0,0,0,0,0,0,1,1,6.94,LANDED
8.38,TAKEOFF,TO_GROUND_ROLL,4.91,80,75.09,3.64,-0.01,0.56,0.69,95.36,-0.07,1,0,90.64,0,0,0,0,-0.021,0,0,0,0,90.64,1,-0.021,4.872,-0.0548,0.25,1,-0.0548,0,0,0,0,0,0,1,1,7.64,LANDED
9.08,TAKEOFF,TO_GROUND_ROLL,6.38,80,73.62,3.64,-0.01,0.57,0.69,94.54,-0.087,1,0,90.69,0,0,0,0,-0.027,0,0,0,0,90.69,1,-0.027,4.016,-0.0452,0.25,1,-0.0452,0,0,0,0,0,0,1,1,8.34,LANDED
9.78,TAKEOFF,TO_GROUND_ROLL,8,80,72,3.64,-0.02,0.57,0.7,93.7,-0.1,1,0,90.7,0,0,0,0,-0.034,0,0,0,0,90.7,1,-0.034,3.161,-0.0356,0.25,1,-0.0356,0,0,0,0,0,0,1,1,9.04,LANDED
10.5,TAKEOFF,TO_GROUND_ROLL,9.81,80,70.19,3.64,-0.02,0.58,0.7,92.87,-0.111,1,0,90.69,0,0,0,0,-0.04,0,0,0,0,90.69,1,-0.04,2.332,-0.0262,0.25,1,-0.0262,0,0,0,0,0,0,1,1,9.76,LANDED
11.22,TAKEOFF,TO_GROUND_ROLL,11.76,80,68.24,3.64,-0.03,0.58,0.71,92.16,-0.111,1,0,90.65,0,0,0,0,-0.046,0,0,0,0,90.65,1,-0.046,1.634,-0.0184,0.25,1,-0.0184,0,0,0,0,0,0,1,1,10.48,LANDED
11.94,TAKEOFF,TO_GROUND_ROLL,13.84,80,66.16,3.64,-0.03,0.59,0.71,91.63,-0.1,1,0,90.58,0,0,0,0,-0.051,0,0,0,0,90.58,1,-0.051,1.143,-0.0129,0.25,1,-0.0129,0,0,0,0,0,0,1,1,11.2,LANDED
