t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.12,APPROACH,FLY_TO_FIX,238.33,140.8,-97.53,1301.55,-0.26,4.93,5,269.99,0.13,0,0,0,1,0.6,0.9,0.75,0.35,0.0168,0.4,250.26,0.202,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821.77,6,0,0.82,0.5,1,0.43,0.82,0.02,1.2,FLYING
3.46,APPROACH,FLY_TO_FIX,228.75,143.2,-85.55,1300.69,-3.26,9.86,16.01,252.97,66.4,0.2,0,-20,1,0.6,2.537,0.895,0.35,0.0168,0.4,249.67,0.205,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3711.56,6,0,0.72,0.5,4,1.29,0.88,0.72,3.52,FLYING
5.74,APPROACH,FLY_TO_FIX,207.43,145.6,-61.83,1291.43,-1.41,1.96,9.83,243.11,46.976,0.8,0,-20,1,0.6,3.824,0.895,0.35,0.0168,0.4,249.36,0.25,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455.44,6,0,0.72,0.5,7,1.32,0.84,0.72,5.8,FLYING
8.04,APPROACH,FLY_TO_FIX,198.63,148,-50.63,1289.11,-2.08,6.05,7.71,243.2,10.321,1,0,-20,1,0.6,4.5,0.895,0.35,0.0168,0.4,249.28,0.264,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345.45,6,0,0.74,0.5,10,1.3,0.82,0.72,8.1,FLYING
10.34,APPROACH,FLY_TO_FIX,191.75,149,-42.75,1287.96,-0.24,7.61,7.72,247.23,1.408,1,0,-20,1,0.6,4.5,0.895,0.35,0.0168,0.4,249.27,0.27,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257.97,6,0,0.74,0.5,13,1.29,0.84,0.74,10.42,FLYING
12.66,APPROACH,FLY_TO_FIX,185.46,149,-36.46,1288.56,0.31,8.19,8.09,249.2,0.008,1,0,-20,1,0.6,4.5,0.895,0.35,0.0168,0.4,249.27,0.268,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3176.32,6,0,0.74,0.5,16,1.29,0.84,0.74,12.74,FLYING
14.98,APPROACH,FLY_TO_FIX,179.35,149,-30.35,1289.97,0.54,8.74,8.57,249.28,0.04,0.8934,0,-20,1,0.6,4.5,0.895,0.35,0.0168,0.4,249.27,0.261,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096.33,6,0,0.74,0.5,19,1.29,0.84,0.74,15.06,FLYING
17.34,APPROACH,FLY_TO_FIX,173.18,149,-24.18,1291.7,0.73,9.1,8.88,249.28,0.027,0.8391,0,-20,1,0.6,4.5,0.895,0.35,0.0168,0.4,249.26,0.252,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015.59,6,0,0.78,0.5,22,1.27,0.84,0.74,17.42,FLYING
19.6,APPROACH,FLY_TO_FIX,167.31,149,-18.31,1293.53,0.96,8.99,8.68,249.28,0.016,0.7757,0,-20,1,0.6,4.5,0.895,0.35,0.0168,0.4,249.26,0.243,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938.71,6,0,0.72,0.5,25,1.33,0.82,0.72,19.68,FLYING
21.86,APPROACH,FLY_TO_FIX,161.06,149,-12.06,1296.46,1.17,9.62,9.24,249.28,0.035,0.7845,0,-20,1,0.6,4.5,0.895,0.35,0.0168,0.4,249.26,0.229,0,0,0,0,0,0,0,0,269.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857.59,6,0,0.72,0.5,28,1.33,0.82,0.72,21.94,FLYING
