t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.28,APPROACH,ILS_TRACK,155.16,152,-3.16,666.81,592.02,-21.31,6.54,14.02,270.09,0.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.84,0,0,0,90,0,0,0,0,0,0.01,-22.42,11.734,0,0,0,3,666.81,0,0,689.23,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.07,1092.46,2,0,0.245,0.245,1,3.51,0.245,0.02,0.28,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.67,APPROACH,ILS_TRACK,155.57,152,-3.57,658.57,583.89,-20.96,6.43,13.71,270.18,0.25,0,0,0,1,0.6,1.487,0.75,0.35,0.0168,0.4,2.312,20.891,2.312,3.547,1,269.98,0,0,1,-7.72,0,0,0,269.98,0.8086,-0.0003,0.5884,0,269.98,0.02,-26.46,11.683,-0.015,18.206,1,3,666.81,-12.836,0,686.54,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.86,1094.87,2,0,0.175,0.175,3,5.19,0.245,0.175,0.67,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.02,APPROACH,ILS_TRACK,155.72,152,-3.72,650.73,576.68,-20.67,4.79,11.74,270.08,0.115,0,0,0,1,0.6,2.748,0.75,0.35,0.0168,0.4,2.492,20.845,2.492,3.712,1,269.96,0,0,1,-7.55,0,0,0,269.96,0.8086,-0.0007,0.5883,0,269.96,0.07,-31.23,11.626,-0.04,20.529,1,3,666.81,-13.951,0,683.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9,1096.05,2,0,0.175,0.175,5,5.71,0.175,0.175,1.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.37,APPROACH,ILS_TRACK,156.05,152,-4.05,642.61,569.4,-21.29,2.18,9.3,270.04,-0.009,0,0,0,1,0.6,3.817,0.75,0.35,0.0168,0.4,2.81,20.763,2.81,4.004,1,269.96,0,0,1,-7.73,0,0,0,269.97,0.8087,-0.0006,0.5883,0,269.96,0.12,-36.31,11.569,-0.036,22.588,1,3,666.81,-14.619,0,680.57,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1097.99,2,0,0.175,0.175,7,5.71,0.175,0.175,1.37,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.72,APPROACH,ILS_TRACK,156.62,152,-4.62,634.21,561.69,-22.54,-0.4,7.18,270.03,-0.059,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.401,20.608,3.401,4.553,1,269.97,0,0,1,-8.11,0,0,0,269.97,0.8087,-0.0006,0.5882,0,269.97,0.16,-41.66,11.511,-0.035,24.855,1,3,666.81,-15.445,0,677.57,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.89,1100.98,2,0,0.175,0.175,9,5.71,0.175,0.175,1.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.07,APPROACH,ILS_TRACK,157.29,152,-5.29,625.37,553.42,-24.14,-2.76,5.33,270.03,-0.004,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.109,20.419,4.109,5.223,1,269.96,0,0,1,-8.59,0,0,0,269.96,0.8088,-0.0006,0.5881,0,269.96,0.2,-47.4,11.454,-0.036,27.637,1,3,666.81,-16.769,0,674.57,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.14,1104.51,2,0,0.175,0.175,11,5.71,0.175,0.175,2.07,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.42,APPROACH,ILS_TRACK,158.01,152,-6.01,616.25,544.52,-26.29,-4.02,4.97,270.04,0.008,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.853,20.217,4.853,5.941,1,269.96,0,0,1,-9.3,0,0,0,269.97,0.8088,-0.0006,0.588,0,269.96,0.23,-53.47,11.397,-0.036,30.021,1,3,666.81,-17.475,0,671.56,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.43,1108.28,2,0,0.175,0.175,13,5.71,0.175,0.175,2.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.77,APPROACH,ILS_TRACK,158.64,152,-6.64,607,534.98,-28.21,-3.26,6.59,270.04,-0.029,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.503,20.036,5.503,6.581,1,269.96,0,0,1,-9.97,0,0,0,269.96,0.8089,-0.0007,0.5879,0,269.96,0.27,-59.69,11.339,-0.04,32.167,1,3,666.81,-17.827,0,668.54,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.46,1111.78,2,0,0.175,0.175,15,5.71,0.175,0.175,2.77,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.12,APPROACH,ILS_TRACK,159.11,152,-7.11,597.76,524.99,-29.38,-0.58,9.87,270.03,-0.064,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.994,19.898,5.994,7.073,1,269.96,0,0,1,-10.41,0,0,0,269.96,0.809,-0.0007,0.5879,0,269.96,0.31,-65.93,11.281,-0.039,34.015,1,3,666.81,-17.796,0,665.53,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.03,1114.67,2,0,0.175,0.175,17,5.71,0.175,0.175,3.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.47,APPROACH,ILS_TRACK,159.26,152,-7.26,588.68,514.59,-29.26,3.56,14.1,270.01,-0.101,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,6.185,19.843,6.185,7.267,1,269.96,0,0,1,-10.48,0,0,0,269.96,0.809,-0.0007,0.5878,0,269.96,0.35,-72.02,11.224,-0.04,35.415,1,3,666.81,-17.259,0,662.51,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.91,1116.2,2,0,0.175,0.175,19,5.71,0.175,0.175,3.47,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
