t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,155.17,152,-3.17,667.87,592.99,-21.36,6.9,14.39,270.01,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.85,0,0,0,90,0,0,0,0,0,-0.01,-21.8,11.742,0,0,0,3,667.87,0,0,689.67,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.14,1092.48,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,155.41,152,-3.41,662.35,587.48,-21.03,6.93,14.28,270.03,0.047,0,0,0,1,0.6,1.486,0.75,0.35,0.0168,0.4,2.149,20.933,2.149,3.399,1,270,0,0,1,-7.73,0,0,0,270.02,0.5857,0,0.8105,0,270,-0.01,-24.59,11.706,-0.003,17.563,1,3,667.87,-12.731,0,687.8,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.94,1093.95,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,155.47,152,-3.47,656.65,582.11,-20.53,6.1,13.18,270.01,0.03,0,0,0,1,0.6,2.746,0.75,0.35,0.0168,0.4,2.232,20.912,2.232,3.475,1,269.99,0,0,1,-7.55,0,0,0,270,0.5857,-0.0002,0.8105,0,269.99,0,-28.03,11.664,-0.009,19.193,1,3,667.87,-13.479,0,685.58,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.49,1094.61,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,155.58,152,-3.58,650.75,576.82,-20.67,4.21,11.28,270.01,0.013,0,0,0,1,0.6,3.812,0.75,0.35,0.0168,0.4,2.322,20.889,2.322,3.556,1,269.99,0,0,1,-7.55,0,0,0,269.99,0.5858,-0.0001,0.8105,0,269.99,0.01,-31.7,11.622,-0.007,20.907,1,3,667.87,-14.246,0,683.37,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.82,1095.44,2,0,0.12,0.12,7,7.69,0.14,0.12,0.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.3,APPROACH,ILS_TRACK,156.07,152,-4.07,642.38,569.34,-21.32,1.44,8.7,270.01,0.01,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.851,20.752,2.851,4.042,1,269.99,0,0,1,-7.75,0,0,0,270,0.5859,-0.0001,0.8104,0,269.99,0.01,-36.96,11.563,-0.007,23.046,1,3,667.87,-14.946,0,680.29,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.86,1098.12,2,0,0.12,0.12,10,8.33,0.12,0.12,1.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,156.73,152,-4.73,633.53,561.33,-22.75,-1.82,5.89,270.01,0.017,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.541,20.571,3.541,4.685,1,269.99,0,0,1,-8.19,0,0,0,269.99,0.5859,-0.0001,0.8103,0,269.99,0.02,-42.68,11.504,-0.007,25.831,1,3,667.87,-16.283,0,677.21,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.67,1101.5,2,0,0.12,0.12,13,8.33,0.12,0.12,1.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.02,APPROACH,ILS_TRACK,157.48,152,-5.48,624.4,552.64,-25.01,-3.81,4.76,270.01,0.013,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.338,20.357,4.338,5.443,1,269.99,0,0,1,-8.94,0,0,0,269.99,0.586,-0.0001,0.8103,0,269.99,0.03,-48.7,11.445,-0.006,28.116,1,3,667.87,-16.884,0,674.12,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.9,1105.42,2,0,0.12,0.12,16,8.33,0.12,0.12,2.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.38,APPROACH,ILS_TRACK,158.17,152,-6.17,615.11,543.23,-27.19,-3.59,5.85,270.01,0.007,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.052,20.162,5.052,6.135,1,269.99,0,0,1,-9.68,0,0,0,269.99,0.5861,-0.0001,0.8102,0,269.99,0.04,-54.88,11.386,-0.008,30.301,1,3,667.87,-17.297,0,671.03,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.16,1109.14,2,0,0.12,0.12,19,8.33,0.12,0.12,2.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.74,APPROACH,ILS_TRACK,158.71,152,-6.71,605.75,533.25,-28.72,-1.23,8.84,270.01,-0.002,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.613,20.005,5.613,6.691,1,269.99,0,0,1,-10.22,0,0,0,269.99,0.5862,-0.0001,0.8102,0,269.99,0.05,-61.14,11.327,-0.005,32.247,1,3,667.87,-17.382,0,667.93,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.2,1112.34,2,0,0.12,0.12,22,8.33,0.12,0.12,2.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.1,APPROACH,ILS_TRACK,158.94,152,-6.94,596.48,522.79,-28.94,2.7,12.92,270,-0.012,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.863,19.935,5.863,6.941,1,269.99,0,0,1,-10.34,0,0,0,269.99,0.5863,-0.0002,0.8101,0,269.99,0.05,-67.32,11.268,-0.009,33.878,1,3,667.87,-17.103,0,664.83,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,1114.2,2,0,0.12,0.12,25,8.33,0.12,0.12,3.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.36,APPROACH,ILS_TRACK,158.74,152,-6.74,589.71,515.31,-28.16,5.1,15,270,-0.016,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.693,19.983,5.693,6.77,1,269.99,0,0,1,-10.1,0,0,0,269.99,0.5863,-0.0001,0.8101,0,269.99,0.06,-71.84,11.225,-0.008,35.537,1,3,667.87,-17.482,0,662.59,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.56,1113.95,2,0,0.12,0.12,27,7.69,0.14,0.12,3.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.72,APPROACH,ILS_TRACK,158.1,152,-6.1,580.42,505.35,-26.98,7.28,16.79,270,-0.016,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,5.058,20.16,5.058,6.142,1,269.99,0,0,1,-9.73,0,0,0,269.99,0.5864,-0.0001,0.81,0,269.99,0.06,-78.07,11.167,-0.005,37.051,1,3,667.87,-17.036,0,659.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.27,1111.96,2,0,0.12,0.12,30,8.33,0.12,0.12,3.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.08,APPROACH,ILS_TRACK,157.15,152,-5.15,571.58,495.83,-25.71,9.5,18.63,270,-0.02,0.144,0,-1.998,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.423,0,5.21,0,269.99,0,0,1,-9.34,0,0,0,269.99,0.5865,-0.0001,0.81,0,269.99,0.07,-83.89,11.108,-0.007,37.746,1,3,667.87,-15.725,0,656.43,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,1108.6,2,0,0.12,0.12,33,8.33,0.12,0.12,4.08,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,155.76,152,-3.76,563.13,486.91,-23.62,11.21,19.61,270,-0.023,0.288,0,-3.561,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.805,0,3.854,0,269.99,0,0,1,-8.71,0,0,0,270,0.5866,-0.0001,0.8099,0,269.99,0.08,-89.32,11.05,-0.007,38.693,1,3,667.87,-14.871,0,653.37,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33,1103.36,2,0,0.12,0.12,36,8.33,0.12,0.12,4.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.8,APPROACH,ILS_TRACK,154.26,152,-2.26,554.99,478.79,-21.75,11.27,19.02,270,-0.018,0.432,0,-4.574,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.233,0,2.334,0,269.99,0,0,1,-8.08,0,0,0,269.99,0.5866,-0.0001,0.8098,0,269.99,0.08,-94.47,10.992,-0.006,39.473,1,3,667.87,-13.916,0,650.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.47,1097.56,2,0,0.12,0.12,39,8.33,0.12,0.12,4.8,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.16,APPROACH,ILS_TRACK,153.01,152,-1.01,547.27,471.21,-20.52,10.82,18.16,270,-0.015,0.576,0,-5.107,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.588,0,1.074,0,269.99,0,0,1,-7.67,0,0,0,269.99,0.5867,-0.0001,0.8098,0,269.99,0.08,-99.23,10.934,-0.005,40.069,1,3,667.87,-12.876,0,647.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.12,1092.82,2,0,0.12,0.12,42,8.33,0.12,0.12,5.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.52,APPROACH,ILS_TRACK,151.95,152,0.05,539.92,464.02,-19.59,10.29,17.34,270,-0.011,0.72,0,-5.232,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.889,0,0.006,0,270,0,0,1,-7.37,0,0,0,270,0.5868,0,0.8097,0,270,0.08,-103.63,10.877,-0.002,40.623,1,3,667.87,-11.918,0,644.35,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.53,1088.92,2,0,0.12,0.12,45,8.33,0.12,0.12,5.52,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.78,APPROACH,ILS_TRACK,151.34,152,0.66,534.83,459.01,-19.03,10,16.88,270,-0.009,0.824,0,-5.131,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.066,0,-0.62,0,270,0,0,1,-7.19,0,0,0,269.99,0.5869,-0.0001,0.8097,0,270,0.09,-106.6,10.836,-0.004,40.985,1,3,667.87,-11.255,0,642.2,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.54,1086.72,2,0,0.12,0.12,47,7.69,0.14,0.12,5.78,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.14,APPROACH,ILS_TRACK,150.68,152,1.32,528.06,452.29,-18.37,9.82,16.51,270,-0.008,0.8457,0,-4.741,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.255,0,-1.293,0,270,0,0,1,-6.97,0,0,0,270,0.5869,-0.0001,0.8096,0,270,0.09,-110.44,10.78,-0.003,41.424,1,3,667.87,-10.365,0,639.24,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.08,1084.48,2,0,0.12,0.12,50,8.33,0.12,0.12,6.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.5,APPROACH,ILS_TRACK,150.21,152,1.79,521.63,445.8,-17.73,9.99,16.49,270,-0.006,0.7052,0,-4.156,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.39,0,-1.772,0,270,0,0,1,-6.76,0,0,0,270,0.587,0,0.8096,0,270,0.09,-113.96,10.724,-0.003,41.753,1,3,667.87,-9.458,0,636.29,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.18,1083.03,2,0,0.12,0.12,53,8.33,0.12,0.12,6.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.86,APPROACH,ILS_TRACK,149.83,152,2.17,515.55,439.53,-17.02,10.54,16.82,270,-0.005,0.6019,0,-3.427,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.496,0,-2.145,0,269.99,0,0,1,-6.51,0,0,0,270,0.5871,-0.0001,0.8095,0,269.99,0.09,-117.13,10.667,-0.006,41.933,1,3,667.87,-8.493,0,633.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.3,1081.99,2,0,0.12,0.12,56,8.33,0.12,0.12,6.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.22,APPROACH,ILS_TRACK,149.47,152,2.53,509.85,433.54,-16.18,11.45,17.45,270,-0.004,0.5685,0,-2.568,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.599,0,-2.512,0,270,0,0,1,-6.21,0,0,0,270,0.5872,0,0.8095,0,270,0.09,-119.94,10.611,0,41.929,1,3,667.87,-7.435,0,630.4,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.89,1080.95,2,0,0.12,0.12,59,8.33,0.12,0.12,7.22,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.58,APPROACH,ILS_TRACK,149.03,152,2.97,504.57,427.89,-15.14,12.66,18.32,270,-0.003,0.6118,0,-1.561,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.722,0,-2.947,0,270,0,0,1,-5.85,0,0,0,270,0.5872,-0.0001,0.8094,0,270,0.08,-122.33,10.555,-0.004,41.695,1,3,667.87,-6.245,0,627.47,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.96,1079.58,2,0,0.12,0.12,62,8.33,0.12,0.12,7.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.94,APPROACH,ILS_TRACK,148.47,152,3.53,499.72,422.7,-13.69,13.84,18.98,270,-0.002,0.7209,0,-0.372,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.876,0,-3.494,0,270,0,0,1,-5.33,0,0,0,270,0.5873,0,0.8094,0,270,0.08,-124.31,10.499,0,41.375,1,3,667.87,-5.104,0,624.54,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.27,1077.73,2,0,0.12,0.12,65,8.33,0.12,0.12,7.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.2,APPROACH,ILS_TRACK,148.03,152,3.97,496.43,419.3,-12.43,14.31,18.95,270,-0.002,0.8118,0,0.623,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.001,0,-3.939,0,270,0,0,1,-4.87,0,0,0,269.99,0.5874,0,0.8093,0,270,0.08,-125.51,10.459,0,41.221,1,3,667.87,-4.461,0,622.44,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.44,1076.15,2,0,0.12,0.12,67,7.69,0.14,0.12,8.2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.56,APPROACH,ILS_TRACK,147.52,152,4.48,492.18,415.1,-11.04,14.19,18.29,270,0.002,0.8586,0,2.174,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.148,0,-4.461,0,270,0,0,1,-4.34,0,0,0,270,0.5874,0,0.8093,0,270,0.08,-126.89,10.404,0,40.855,1,3,667.87,-3.484,0,619.53,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.26,1074.39,2,0,0.12,0.12,70,8.33,0.12,0.12,8.56,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.92,APPROACH,ILS_TRACK,147.25,152,4.75,488.33,411.34,-9.97,13.87,17.59,270,0.004,0.7853,0,3.854,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.227,0,-4.742,0,270,0,0,1,-3.91,0,0,0,270,0.5875,0,0.8092,0,270,0.08,-127.88,10.348,-0.003,40.241,1,3,667.87,-2.344,0,616.62,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.45,1073.59,2,0,0.12,0.12,73,8.33,0.12,0.12,8.92,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.28,APPROACH,ILS_TRACK,147.15,152,4.85,484.9,407.96,-8.83,13.7,16.99,270,0.005,0.6782,0,5.588,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.256,0,-4.844,0,270,0,0,1,-3.48,0,0,0,270,0.5876,0,0.8092,0,270,0.07,-128.46,10.293,-0.001,39.588,1,3,667.87,-1.314,0,613.72,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.89,1073.47,2,0,0.12,0.12,76,8.33,0.12,0.12,9.28,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.64,APPROACH,ILS_TRACK,147.22,152,4.78,481.77,404.96,-8,13.26,16.23,270,0.008,0.5519,0,7.324,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.24,0,-4.787,0,270,0,0,1,-3.14,0,0,0,270,0.5877,0,0.8091,0,270,0.07,-128.72,10.238,-0.002,38.941,1,3,667.87,-0.406,0,610.82,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.92,1073.99,2,0,0.12,0.12,79,8.33,0.12,0.12,9.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10,APPROACH,ILS_TRACK,147.4,152,4.6,478.98,402.23,-7.17,13.1,15.75,270,0.009,0.44,0,9.006,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.191,0,-4.614,0,270,0,0,1,-2.82,0,0,0,270,0.5877,0,0.8091,0,270,0.07,-128.63,10.182,0,38.195,1,3,667.87,0.492,0,607.91,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.42,1074.94,2,0,0.12,0.12,82,8.33,0.12,0.12,10,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.36,APPROACH,ILS_TRACK,147.63,152,4.37,476.47,399.77,-6.61,12.9,15.36,270,0.013,0.3581,0,10.615,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.127,0,-4.387,0,270,0,0,1,-2.58,0,0,0,270,0.5878,0,0.809,0,270,0.07,-128.27,10.127,0,37.427,1,3,667.87,1.316,0,605,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.35,1076.09,2,0,0.12,0.12,85,8.33,0.12,0.12,10.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.62,APPROACH,ILS_TRACK,147.78,152,4.22,474.81,398.14,-6,12.8,15.01,270,0.013,0.3378,0,11.724,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.083,0,-4.232,0,270,0,0,1,-2.35,0,0,0,270,0.5879,0,0.809,0,270,0.07,-127.84,10.086,0.001,36.991,1,3,667.87,1.7,0,602.9,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.92,1076.85,2,0,0.12,0.12,87,7.69,0.14,0.12,10.62,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.98,APPROACH,ILS_TRACK,148,152,4,472.67,396.09,-5.44,12.52,14.53,270,0.014,0.3168,0,13.194,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.021,0,-4.009,0,270,0,0,1,-2.14,0,0,0,270,0.5879,0,0.8089,0,270,0.06,-127.08,10.031,-0.002,36.271,1,3,667.87,2.316,0,599.98,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.02,1077.95,2,0,0.12,0.12,90,8.33,0.12,0.12,10.98,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
