t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
11.34,APPROACH,ILS_TRACK,148.21,152,3.79,470.72,394.21,-5.09,12.23,14.11,270,0.015,0.3164,0,14.587,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.962,0,-3.799,0,270,0,0,1,-1.98,0,0,0,270,0.588,0,0.8089,0,270,0.06,-126.14,9.975,0,35.581,1,3,667.87,2.825,0,597.06,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.25,1078.96,2,0,0.12,0.12,93,8.33,0.12,0.12,11.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
11.7,APPROACH,ILS_TRACK,148.38,152,3.62,468.99,392.43,-4.61,12.41,14.14,270,0.015,0.3413,0,15.911,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.913,0,-3.626,0,270,0,0,1,-1.83,0,0,0,270,0.5881,0,0.8088,0,270,0.06,-124.95,9.919,-0.002,34.701,1,3,667.87,3.482,0,594.13,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.8,1079.81,2,0,0.12,0.12,96,8.33,0.12,0.12,11.7,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.06,APPROACH,ILS_TRACK,148.48,152,3.52,467.37,391,-3.6,11.89,13.19,270,0.015,0.3975,0,17.196,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.886,0,-3.532,0,270,0,0,1,-1.43,0,0,0,270,0.5882,0,0.8087,0,270,0.06,-123.66,9.863,0.001,34.134,1,3,667.87,3.706,0,591.21,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.37,1080.33,2,0,0.12,0.12,99,8.33,0.12,0.12,12.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.42,APPROACH,ILS_TRACK,148.71,152,3.29,465.82,389.87,-3.05,10.53,11.57,270,0.017,0.3615,0,18.419,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.824,0,-3.311,0,270,0,0,1,-1.17,0,0,0,270,0.5882,0,0.8087,0,270,0.05,-122.29,9.807,-0.002,33.573,1,3,667.87,3.893,0,588.28,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.6,1081.37,2,0,0.12,0.12,102,8.33,0.12,0.12,12.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.78,APPROACH,ILS_TRACK,149.16,152,2.84,464.49,388.78,-3.16,9.63,10.77,270,0.018,0.2238,0,19.507,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.699,0,-2.867,0,270,0,0,1,-1.2,0,0,0,270,0.5883,0,0.8086,0,270,0.05,-120.71,9.751,-0.002,32.486,1,3,667.87,4.658,0,585.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.11,1083.31,2,0,0.12,0.12,105,8.33,0.12,0.12,12.78,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.04,APPROACH,ILS_TRACK,149.48,152,2.52,463.7,387.95,-3.16,9.71,10.88,270,0.018,0.1645,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.608,0,-2.546,0,270,0,0,1,-1.21,0,0,0,270,0.5884,0,0.8086,0,270,0.05,-119.39,9.711,-0.001,31.683,1,3,667.87,5.168,0,583.21,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.26,1084.71,2,0,0.12,0.12,107,7.69,0.14,0.12,13.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.4,APPROACH,ILS_TRACK,149.81,152,2.19,462.68,386.85,-2.91,9.97,11.04,270,0.017,0.1529,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.512,0,-2.203,0,270,0,0,1,-1.11,0,0,0,270,0.5884,0,0.8085,0,270,0.05,-117.47,9.654,-0.002,30.978,1,3,667.87,5.328,0,580.26,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.5,1086.2,2,0,0.12,0.12,110,8.33,0.12,0.12,13.4,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.76,APPROACH,ILS_TRACK,150.01,152,1.99,461.72,385.85,-2.57,10.16,11.09,270,0.016,0.2064,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.452,0,-1.991,0,270,0,0,1,-0.99,0,0,0,270,0.5885,0,0.8085,0,270,0.05,-115.48,9.598,0,30.238,1,3,667.87,5.506,0,577.3,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.13,1087.13,2,0,0.12,0.12,113,8.33,0.12,0.12,13.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.12,APPROACH,ILS_TRACK,150.14,152,1.86,460.82,384.92,-2.51,10.18,11.12,270,0.015,0.2685,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.416,0,-1.865,0,270,0,0,1,-0.98,0,0,0,270,0.5886,0,0.8084,0,270,0.05,-113.43,9.542,0.002,29.329,1,3,667.87,5.877,0,574.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,1087.74,2,0,0.12,0.12,116,8.33,0.12,0.12,14.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.48,APPROACH,ILS_TRACK,150.21,152,1.79,459.97,384.09,-2.16,10.18,10.96,270,0.013,0.3288,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.397,0,-1.797,0,270,0,0,1,-0.84,0,0,0,270,0.5887,0,0.8084,0,270,0.05,-111.32,9.485,-0.001,28.677,1,3,667.87,5.898,0,571.38,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.16,1088.08,2,0,0.12,0.12,119,8.33,0.12,0.12,14.48,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.84,APPROACH,ILS_TRACK,150.29,152,1.71,459.18,383.34,-1.99,10.07,10.78,270,0.013,0.3487,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.374,0,-1.715,0,270,0,0,1,-0.76,0,0,0,270,0.5887,0,0.8083,0,270,0.05,-109.16,9.429,-0.001,27.892,1,3,667.87,6.069,0,568.42,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.83,1088.48,2,0,0.12,0.12,122,8.33,0.12,0.12,14.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.2,APPROACH,ILS_TRACK,150.39,152,1.61,458.47,382.63,-1.87,10.05,10.74,270,0.015,0.3457,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.346,0,-1.615,0,270,0,0,1,-0.73,0,0,0,270,0.5888,0,0.8083,0,270,0.05,-106.91,9.372,-0.001,26.992,1,3,667.87,6.353,0,565.46,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.46,1088.97,2,0,0.12,0.12,125,8.33,0.12,0.12,15.2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.46,APPROACH,ILS_TRACK,150.47,152,1.53,457.99,382.15,-1.83,10.03,10.7,270,0.014,0.3412,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.325,0,-1.542,0,270,0,0,1,-0.71,0,0,0,270,0.5889,0,0.8082,0,270,0.05,-105.26,9.331,-0.002,26.445,1,3,667.87,6.418,0,563.32,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.08,1089.32,2,0,0.12,0.12,127,7.69,0.14,0.12,15.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.82,APPROACH,ILS_TRACK,150.58,152,1.42,457.37,381.52,-1.76,10.02,10.68,270,0.012,0.3262,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.292,0,-1.423,0,270,0,0,1,-0.67,0,0,0,270,0.589,-0.0001,0.8082,0,270,0.05,-102.93,9.275,-0.003,25.6,1,3,667.87,6.598,0,560.35,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.6,1089.87,2,0,0.12,0.12,130,8.33,0.12,0.12,15.82,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.18,APPROACH,ILS_TRACK,150.68,152,1.32,456.77,380.96,-1.49,9.96,10.49,270,0.012,0.3276,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.265,0,-1.326,0,270,0,0,1,-0.56,0,0,0,270,0.589,0,0.8081,0,270,0.05,-100.55,9.218,-0.002,24.928,1,3,667.87,6.545,0,557.39,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.99,1090.32,2,0,0.12,0.12,133,8.33,0.12,0.12,16.18,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.54,APPROACH,ILS_TRACK,150.82,152,1.18,456.23,380.44,-1.38,9.89,10.38,270,0.01,0.3026,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.226,0,-1.188,0,270,0,0,1,-0.52,0,0,0,270,0.5891,0,0.8081,0,270,0.05,-98.12,9.161,-0.002,24.05,1,3,667.87,6.733,0,554.42,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.58,1090.94,2,0,0.12,0.12,136,8.33,0.12,0.12,16.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.9,APPROACH,ILS_TRACK,150.95,152,1.05,455.74,379.95,-1.29,9.9,10.36,270,0.009,0.286,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.187,0,-1.052,0,270,0,0,1,-0.49,0,0,0,270,0.5892,-0.0001,0.808,0,270,0.05,-95.65,9.105,-0.003,23.178,1,3,667.87,6.895,0,551.44,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.52,1091.55,2,0,0.12,0.12,139,8.33,0.12,0.12,16.9,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
17.26,APPROACH,ILS_TRACK,151.07,152,0.93,455.28,379.5,-1.15,9.89,10.3,270,0.01,0.2832,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.154,0,-0.935,0,270,0,0,1,-0.44,0,0,0,270,0.5893,-0.0001,0.8079,0,270,0.05,-93.13,9.048,-0.004,22.366,1,3,667.87,6.966,0,548.47,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.18,1092.08,2,0,0.12,0.12,142,8.33,0.12,0.12,17.26,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
17.62,APPROACH,ILS_TRACK,151.18,152,0.82,454.85,379.07,-1.09,9.85,10.25,270,0.011,0.2809,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.124,0,-0.825,0,270,0,0,1,-0.43,0,0,0,270,0.5893,0,0.8079,0,270,0.05,-90.59,8.991,-0.002,21.455,1,3,667.87,7.152,0,545.49,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.39,1092.57,2,0,0.12,0.12,145,8.33,0.12,0.12,17.62,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
17.88,APPROACH,ILS_TRACK,151.25,152,0.75,454.55,378.79,-1.15,9.78,10.2,270,0.011,0.2828,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.104,0,-0.757,0,270,0,0,1,-0.43,0,0,0,270,0.5894,0,0.8078,0,270,0.05,-88.75,8.95,-0.002,20.909,1,3,667.87,7.143,0,543.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.8,1092.89,2,0,0.12,0.12,147,7.69,0.14,0.12,17.88,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
18.24,APPROACH,ILS_TRACK,151.34,152,0.66,454.18,378.4,-1.06,9.82,10.2,270,0.01,0.2877,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.079,0,-0.669,0,270,0,0,1,-0.39,0,0,0,270,0.5895,0,0.8078,0,270,0.05,-86.14,8.893,-0.003,20.081,1,3,667.87,7.203,0,540.36,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.6,1093.29,2,0,0.12,0.12,150,8.33,0.12,0.12,18.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
18.6,APPROACH,ILS_TRACK,151.42,152,0.58,453.82,378.05,-1,9.8,10.17,270,0.01,0.291,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.057,0,-0.589,0,270,0,0,1,-0.38,0,0,0,270,0.5895,0,0.8077,0,270,0.05,-83.53,8.836,-0.002,19.223,1,3,667.87,7.294,0,537.38,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.5,1093.65,2,0,0.12,0.12,153,8.33,0.12,0.12,18.6,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
18.96,APPROACH,ILS_TRACK,151.49,152,0.51,453.48,377.71,-0.92,9.81,10.16,270,0.011,0.2914,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.035,0,-0.512,0,270,0,0,1,-0.36,0,0,0,270,0.5896,0,0.8077,0,270,0.05,-80.88,8.779,-0.001,18.331,1,3,667.87,7.415,0,534.4,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.08,1094,2,0,0.12,0.12,156,8.33,0.12,0.12,18.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
19.32,APPROACH,ILS_TRACK,151.56,152,0.44,453.16,377.39,-0.88,9.79,10.12,270,0.011,0.2933,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.016,0,-0.445,0,270,0,0,1,-0.34,0,0,0,270,0.5897,0,0.8076,0,270,0.05,-78.22,8.722,-0.002,17.491,1,3,667.87,7.468,0,531.41,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.13,1094.31,2,0,0.12,0.12,159,8.33,0.12,0.12,19.32,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
19.68,APPROACH,ILS_TRACK,151.62,152,0.38,452.86,377.09,-0.77,9.81,10.1,270,0.01,0.2928,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.998,0,-0.378,0,270,0,0,1,-0.31,0,0,0,270,0.5898,0,0.8076,0,270,0.05,-75.53,8.665,-0.002,16.637,1,3,667.87,7.527,0,528.43,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.36,1094.61,2,0,0.12,0.12,162,8.33,0.12,0.12,19.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
20.04,APPROACH,ILS_TRACK,151.69,152,0.31,452.57,376.82,-0.72,9.77,10.03,270,0.01,0.2916,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.98,0,-0.315,0,270,0,0,1,-0.28,0,0,0,270,0.5899,0,0.8075,0,270,0.05,-72.83,8.608,-0.003,15.811,1,3,667.87,7.549,0,525.44,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.69,1094.9,2,0,0.12,0.12,165,8.33,0.12,0.12,20.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
20.3,APPROACH,ILS_TRACK,151.74,152,0.26,452.39,376.62,-0.79,9.78,10.09,270,0.01,0.2882,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.966,0,-0.266,0,270,0,0,1,-0.3,0,0,0,270,0.5899,0,0.8075,0,270,0.05,-70.87,8.567,-0.001,15.152,1,3,667.87,7.635,0,523.28,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.01,1095.12,2,0,0.12,0.12,167,7.69,0.14,0.12,20.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
20.66,APPROACH,ILS_TRACK,151.78,152,0.22,452.12,376.38,-0.7,9.7,9.95,270,0.01,0.2959,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.953,0,-0.221,0,270,0,0,1,-0.25,0,0,0,270,0.59,0,0.8074,0,270,0.05,-68.15,8.51,0,14.425,1,3,667.87,7.524,0,520.29,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.11,1095.33,2,0,0.12,0.12,170,8.33,0.12,0.12,20.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
21.02,APPROACH,ILS_TRACK,151.85,152,0.15,451.89,376.13,-0.66,9.76,10.01,270,0.011,0.287,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.934,0,-0.154,0,270,0,0,1,-0.26,0,0,0,270,0.5901,0,0.8074,0,270,0.05,-65.39,8.453,-0.002,13.457,1,3,667.87,7.698,0,517.3,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.5,1095.63,2,0,0.12,0.12,173,8.33,0.12,0.12,21.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
21.38,APPROACH,ILS_TRACK,151.91,152,0.09,451.68,375.9,-0.64,9.79,10.04,270,0.01,0.2844,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.918,0,-0.096,0,270,0,0,1,-0.25,0,0,0,270,0.5901,0,0.8073,0,270,0.05,-62.62,8.396,-0.002,12.564,1,3,667.87,7.776,0,514.31,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.26,1095.9,2,0,0.12,0.12,176,8.33,0.12,0.12,21.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
21.74,APPROACH,ILS_TRACK,151.95,152,0.05,451.45,375.7,-0.63,9.73,9.96,270,0.009,0.2909,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.907,0,-0.057,0,270,0,0,1,-0.23,0,0,0,270,0.5902,0,0.8072,0,270,0.05,-59.85,8.339,-0.001,11.78,1,3,667.87,7.719,0,511.32,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.33,1096.08,2,0,0.12,0.12,179,8.33,0.12,0.12,21.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
22.1,APPROACH,ILS_TRACK,151.99,152,0.01,451.25,375.5,-0.56,9.72,9.92,270,0.01,0.2939,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.896,0,-0.018,0,270,0,0,1,-0.2,0,0,0,269.99,0.5903,0,0.8072,0,270,0.05,-57.06,8.282,0,10.949,1,3,667.87,7.712,0,508.33,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.87,1096.26,2,0,0.12,0.12,182,8.33,0.12,0.12,22.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
22.46,APPROACH,ILS_TRACK,152.03,152,-0.03,451.06,375.32,-0.52,9.72,9.91,270,0.01,0.2891,0,19.994,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.882,0,0.03,0,270,0,0,1,-0.2,0,0,0,270,0.5904,0,0.8071,0,270,0.05,-54.26,8.225,-0.001,10.05,1,3,667.87,7.784,0,505.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.53,1096.48,2,0,0.12,0.12,185,8.33,0.12,0.12,22.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
