t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.1,APPROACH,ILS_TRACK,138.76,73,-65.76,1658.46,1.05,1.39,1,271.42,-0.108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44,0,0,0,90,0,0,0,0,0,0,0,44.442,0,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.62,2,0,0.1,0.1,1,3.7,0.1,0.02,0.1,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.38,APPROACH,ILS_TRACK,138.58,73,-65.58,1658.77,1.05,1.51,1.12,271.42,0.029,0,0,0,1,0.6,0.986,0.75,0.35,0.0168,0.4,269.84,-0.001,0,1,0.43,0,0,1.04,269.84,0.9827,-0.0028,-0.1851,1.1,269.84,-2.8,-738.27,44.402,-0.558,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.69,2,0,0.06,0.06,4,10.71,0.1,0.06,0.38,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.64,APPROACH,ILS_TRACK,138.41,73,-65.41,1659.08,1.19,1.6,1.16,271.42,-0.135,0,0,0,1,0.6,1.755,0.75,0.35,0.0168,0.4,269.79,-0.003,0,1,0.49,0,0,1.16,269.82,0.9829,-0.0037,-0.1841,1.16,269.79,-2.08,-735.87,44.362,-0.611,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.76,2,0,0.1,0.1,7,11.54,0.1,0.06,0.64,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.98,APPROACH,ILS_TRACK,138.13,73,-65.13,1659.52,1.36,1.63,1.13,271.25,-2.754,0,0,0,1,0.6,2.522,0.75,0.35,0.0168,0.4,269.77,-0.005,0,1,0.56,0,0,1.14,269.79,0.9828,-0.0041,-0.1848,1.13,269.77,-1.16,-732.7,44.31,-0.634,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.87,2,0,0.1,0.1,11,11.76,0.1,0.06,0.98,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.3,APPROACH,ILS_TRACK,137.89,73,-64.89,1659.98,1.5,1.63,1.08,271.15,-3.963,0,0,0,1,0.6,3.071,0.75,0.35,0.0168,0.4,269.79,-0.007,0,1,0.62,0,0,1.1,269.76,0.9826,-0.0036,-0.1857,1.08,269.79,-0.34,-729.67,44.261,-0.607,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.96,2,0,0.1,0.1,15,12.5,0.1,0.06,1.3,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.64,APPROACH,ILS_TRACK,137.64,73,-64.64,1660.52,1.62,1.62,1.03,271.11,-4.162,0,0,0,1,0.6,3.465,0.75,0.35,0.0168,0.4,269.81,-0.01,0,1,0.67,0,0,1.04,269.82,0.9824,-0.0033,-0.1868,1.02,269.81,0.46,-726.41,44.209,-0.586,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.05,2,0,0.1,0.1,19,11.76,0.1,0.06,1.64,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.98,APPROACH,ILS_TRACK,137.39,73,-64.39,1661.08,1.72,1.59,0.96,271.05,-4.177,0,0,0,1,0.6,3.748,0.75,0.35,0.0168,0.4,269.84,-0.013,0,1,0.72,0,0,0.98,269.85,0.9821,-0.0029,-0.1882,0.94,269.84,1.17,-723.13,44.157,-0.564,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.14,2,0,0.1,0.1,23,11.76,0.1,0.06,1.98,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.3,APPROACH,ILS_TRACK,137.14,73,-64.14,1661.64,1.76,1.55,0.9,270.99,-4.062,0,0,-6.362,1,0.6,3.951,0.75,0.35,0.0168,0.4,269.9,-0.016,0,1,0.74,0,0,0.91,269.87,0.9819,-0.0018,-0.1895,0.87,269.9,1.75,-720.01,44.108,-0.503,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.23,2,0,0.1,0.1,27,12.5,0.1,0.06,2.3,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.64,APPROACH,ILS_TRACK,136.86,73,-63.86,1662.25,1.84,1.54,0.85,270.92,-3.881,0,0,-6.236,1,0.6,4.097,0.763,0.35,0.0168,0.4,269.94,-0.019,0,1,0.77,0,0,0.87,269.89,0.9817,-0.001,-0.1902,0.84,269.94,2.3,-716.69,44.057,-0.457,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.34,2,0,0.1,0.1,31,11.76,0.1,0.06,2.64,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.96,APPROACH,ILS_TRACK,136.6,73,-63.6,1662.84,1.87,1.52,0.82,270.85,-3.645,0,0,-6.112,1,0.6,4.202,0.781,0.35,0.0168,0.4,269.95,-0.022,0,1,0.78,0,0,0.81,269.95,0.9816,-0.001,-0.1908,0.8,269.95,2.75,-713.55,44.008,-0.454,0,0,0,0,271.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.43,2,0,0.1,0.1,35,12.5,0.1,0.06,2.96,FLYING,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
