t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_round_blend_h,flare_round_blend_ttg,flare_round_blend,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
5.85,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.61,62.48,0,0.04,0.01,276.44,-0.037,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,479.9,2,0,0.315,0.315,1,0.17,0.315,0.02,5.53,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
6.16,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.61,62.48,0,0.06,-7.3,276.95,-0.037,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.01,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,479.9,2,0,0.105,0.105,4,9.52,5.635,0.105,5.88,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
6.44,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.61,62.48,0,0.06,-5.2,276.98,-0.038,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0.07,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66,479.9,2,0,0.105,0.105,7,10.71,0.105,0.07,6.16,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
6.79,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.61,62.48,0,0.05,0,277.01,-0.039,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83,479.9,2,0,0.105,0.105,10,8.57,0.14,0.105,6.51,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
7.07,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.61,62.48,0,0.05,-1.33,277.03,-0.038,0.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0.03,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93,479.89,2,0,0.105,0.105,13,10.71,0.105,0.07,6.79,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
7.42,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.61,62.48,0,0.04,0.33,277.07,-0.037,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41,479.89,2,0,0.105,0.105,16,8.57,0.14,0.105,7.14,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
7.7,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.61,62.48,0,0.03,0.42,277.09,-0.039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.05,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.48,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.32,479.89,2,0,0.105,0.105,19,10.71,0.105,0.07,7.42,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
8.05,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.61,62.47,0,0.02,-0.51,277.12,-0.039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.47,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.54,479.89,2,0,0.105,0.105,22,8.57,0.14,0.105,7.77,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
8.33,TAKEOFF,TO_GROUND_ROLL,0.06,80,79.94,3.6,62.47,0,0.01,0.07,277.14,-0.038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.47,0,0,0,0,0,0,0,0,0,270,1,0,6.441,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8,479.89,2,0,0.105,0.105,25,10.71,0.105,0.07,8.05,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
8.72,TAKEOFF,TO_GROUND_ROLL,0.16,80,79.84,3.62,62.49,-0.01,0.1,1.87,277.15,-0.031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.02,0,1,0,-0.6,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.49,0,0,0,0,0,0,0,0,0,270.02,1,0,7.129,-0.0802,0.25,1,-0.0802,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.7,479.87,2,0,0.105,0.105,28,8.57,0.14,0.105,8.4,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
