t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_round_blend_h,flare_round_blend_ttg,flare_round_blend,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,154.45,152,-2.45,732.95,653.26,-10.53,13.3,17.01,269.94,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.93,0,0,0,90,0,0,0,0,0,6.43,-489.96,21.921,0,0,0,3,732.95,0,0,1223.11,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,653.26,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.81,1082.76,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.46,APPROACH,ILS_TRACK,154.19,152,-2.19,730.1,650.31,-9.4,13.78,17.11,270.01,0.555,0.0007,0,-0.177,1,0.6,2.106,0.75,0.35,0.0168,0.4,0.819,21.267,0.819,2.213,1,269.92,0,0,1,-3.54,0,0,0,269.92,0.1342,-0.0014,-0.9909,0,269.92,6.24,-490.24,21.875,-0.081,0,0,3,732.95,-0.926,0,1220.71,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,650.31,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.63,1081.88,2,0,0.08,0.08,4,10,0.14,0.08,0.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.76,APPROACH,ILS_TRACK,153.83,152,-1.83,727.38,647.65,-8.51,13.63,16.62,269.95,0.478,0.1207,0,-0.768,1,0.6,3.744,0.75,0.35,0.0168,0.4,0,21.369,0,1.852,0,269.91,0,0,1,-3.2,0,0,0,269.9,0.1342,-0.0016,-0.991,0,269.91,6.06,-490.43,21.826,-0.094,0,0,3,732.95,-0.397,0,1218.15,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,647.65,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.16,1080.54,2,0,0.08,0.08,7,10,0.12,0.08,0.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.1,APPROACH,ILS_TRACK,153.42,152,-1.42,724.52,644.93,-7.59,13.18,15.83,269.92,0.44,0.2287,0,-1.307,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.483,0,1.446,0,269.9,0,0,1,-2.87,0,0,0,269.91,0.1341,-0.0017,-0.991,0,269.9,5.87,-490.41,21.771,-0.096,0,0,3,732.95,0.241,0,1215.26,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,644.93,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.17,1079.01,2,0,0.1,0.1,10,8.82,0.12,0.08,1.1,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.38,APPROACH,ILS_TRACK,153.16,152,-1.16,722.38,642.88,-7.14,12.8,15.32,269.92,0.422,0.2316,0,-1.66,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.559,0,1.179,0,269.91,0,0,1,-2.69,0,0,0,269.91,0.134,-0.0016,-0.991,0,269.91,5.72,-490.21,21.726,-0.091,0,0,3,732.95,1.01,0,1212.88,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,642.88,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.61,1078.05,2,0,0.1,0.1,13,10.71,0.1,0.08,1.38,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.72,APPROACH,ILS_TRACK,152.86,152,-0.86,720.06,640.57,-6.5,12.72,15.03,269.93,0.418,0.2341,0,-1.994,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.644,0,0.877,0,269.9,0,0,1,-2.45,0,0,0,269.91,0.1339,-0.0017,-0.991,0,269.9,5.54,-489.68,21.671,-0.096,0,0,3,732.95,1.754,0,1209.99,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,640.57,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.98,1076.93,2,0,0.1,0.1,16,8.82,0.12,0.1,1.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2,APPROACH,ILS_TRACK,152.63,152,-0.63,718.4,638.8,-6.2,13.03,15.29,269.93,0.401,0.2264,0,-2.197,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.708,0,0.648,0,269.9,0,0,1,-2.34,0,0,0,269.91,0.1338,-0.0017,-0.991,0,269.9,5.4,-489,21.625,-0.098,0,0,3,732.95,2.795,0,1207.62,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,638.8,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.37,1076.1,2,0,0.08,0.08,19,10.71,0.1,0.08,2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.3,APPROACH,ILS_TRACK,152.29,152,-0.29,716.93,637.06,-5.41,14.08,16.08,269.94,0.385,0.2907,0,-2.329,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.802,0,0.317,0,269.91,0,0,1,-2.09,0,0,0,269.9,0.1337,-0.0016,-0.991,0,269.91,5.25,-487.96,21.577,-0.091,0,0,3,732.95,3.679,0,1205.09,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,637.06,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.04,1074.79,2,0,0.08,0.08,22,10,0.12,0.08,2.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.6,APPROACH,ILS_TRACK,151.69,152,0.31,715.42,635.61,-4.4,14.03,15.57,269.95,0.382,0.4107,0,-2.309,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.967,0,-0.27,0,269.91,0,0,1,-1.7,0,0,0,269.91,0.1337,-0.0016,-0.991,0,269.91,5.12,-486.93,21.529,-0.091,0,0,3,732.95,3.307,0,1202.56,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,635.61,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.79,1072.39,2,0,0.08,0.08,25,10,0.12,0.08,2.6,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.9,APPROACH,ILS_TRACK,151.24,152,0.76,713.88,634.42,-3.54,12.92,14.08,269.94,0.363,0.5307,0,-2.134,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.098,0,-0.734,0,269.91,0,0,1,-1.38,0,0,0,269.9,0.1336,-0.0016,-0.991,0,269.91,4.99,-485.94,21.481,-0.091,0,0,3,732.95,3.134,0,1200.04,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,634.42,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.76,1070.54,2,0,0.08,0.08,28,10,0.12,0.08,2.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.2,APPROACH,ILS_TRACK,151,152,1,712.24,633.39,-3.3,10.73,11.75,269.93,0.323,0.4713,0,-1.85,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.172,0,-0.997,0,269.91,0,0,1,-1.25,0,0,0,269.9,0.1335,-0.0016,-0.991,0,269.91,4.87,-485.07,21.433,-0.094,0,0,3,732.95,2.906,0,1197.52,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,633.39,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.39,1069.59,2,0,0.08,0.08,31,10,0.12,0.08,3.2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
