t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.84,TAKEOFF,TO_PREFLIGHT,0,80,80,3.69,0,0.21,-0.82,88.08,-0.043,0.2,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.88,LANDED
1.54,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.68,0,0.18,-1.17,88.07,-0.045,0.4,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.58,LANDED
2.16,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,3.64,0.01,0.03,-6.56,88.07,-0.043,0.6,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.2,LANDED
2.84,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.64,0,0.02,-2.07,88.06,-0.044,0.8,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.88,LANDED
3.48,TAKEOFF,TO_PREFLIGHT,0.08,80,79.92,3.62,0,-0.04,-1.42,88.06,-0.045,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.52,LANDED
4.16,TAKEOFF,TO_PREFLIGHT,0.12,80,79.88,3.61,0.01,-0.09,-3.06,88.05,-0.045,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4.2,LANDED
4.76,TAKEOFF,TO_PREFLIGHT,0.15,80,79.85,3.6,0,-0.12,-0.8,88.05,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4.8,LANDED
5.44,TAKEOFF,TO_PREFLIGHT,0.18,80,79.82,3.59,0,-0.17,-0.76,88.04,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5.48,LANDED
6.08,TAKEOFF,TO_PREFLIGHT,0.23,80,79.77,3.59,0,-0.17,0.08,88.04,-0.047,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6.1,LANDED
6.76,TAKEOFF,TO_PREFLIGHT,0.56,80,79.44,3.59,0,-0.17,-0.07,88.05,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6.78,LANDED
7.4,TAKEOFF,TO_PREFLIGHT,0.97,80,79.03,3.58,0,-0.21,-0.32,88.05,-0.047,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.42,LANDED
8.06,TAKEOFF,TO_PREFLIGHT,1.09,80,78.91,3.58,0,-0.22,-0.12,88.05,-0.047,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8.08,LANDED
8.66,TAKEOFF,TO_PREFLIGHT,1.16,80,78.84,3.57,0,-0.23,-0.15,88.06,-0.047,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8.68,LANDED
9.3,TAKEOFF,TO_PREFLIGHT,1.21,80,78.79,3.57,0,-0.24,-0.15,88.06,-0.047,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.32,LANDED
9.86,TAKEOFF,TO_GROUND_ROLL,1.25,80,78.75,3.57,0,-0.25,-0.15,88.07,-0.047,1,0,0,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.9,LANDED
10.58,TAKEOFF,TO_GROUND_ROLL,4.91,80,75.09,3.8,0.25,0.53,-1.92,88.06,-0.045,1,0,90.43,0,0,0,0,0.016,0,0,0,0,90.43,1,0.016,-2.364,0.0675,0.594,0,0.0675,0,0,0,0,0,0,2,2,10.62,LANDED
11.28,TAKEOFF,TO_GROUND_ROLL,9.86,80,70.14,3.91,0.03,0.85,0.65,88.16,-0.037,1,0,90.41,0,0,0,0,0.028,0,0,0,0,90.41,1,0.028,-2.291,0.0686,0.644,0,0.0686,0,0,0,0,0,0,2,2,11.32,LANDED
12.04,TAKEOFF,TO_GROUND_ROLL,15.4,80,64.6,3.75,-0.06,0.32,0.51,88.58,0.002,1,0,90.32,0,0,0,0,0.047,0,0,0,0,90.32,1,0.047,-1.84,0.0498,0.7,0,0.0498,0,0,0,0,0,0,2,2,12.08,LANDED
12.7,TAKEOFF,TO_GROUND_ROLL,20.3,80,59.7,3.65,0,0.11,0.1,89,0.001,1,0,90.3,0,0,0,0,0.066,0,0,0,0,90.3,1,0.066,-1.365,0.0331,0.748,0,0.0331,0,0,0,0,0,0,2,2,12.74,LANDED
13.5,TAKEOFF,TO_GROUND_ROLL,26.37,80,53.63,3.71,-0.05,0.28,0.37,89.25,-0.017,1,0,90.39,0,0,0,0,0.088,0,0,0,0,90.39,1,0.088,-1.173,0.0349,0.809,0,0.0349,0,0,0,0,0,0,2,2,13.54,LANDED
14.18,TAKEOFF,TO_GROUND_ROLL,31.61,80,48.39,3.73,-0.15,0.3,0.56,89.47,-0.011,1,0,90.43,0,0,0,0,0.108,0,0,0,0,90.43,1,0.108,-1.013,0.0335,0.861,0,0.0335,0,0,0,0,0,0,2,2,14.22,LANDED
14.94,TAKEOFF,TO_GROUND_ROLL,37.54,80,42.46,3.72,-0.06,0.24,0.35,89.69,-0.012,1,0,90.45,0,0,0,0,0.128,0,0,0,0,90.45,1,0.128,-0.795,0.0253,0.921,0,0.0253,0,0,0,0,0,0,2,2,14.98,LANDED
15.72,TAKEOFF,TO_GROUND_ROLL,43.69,80,36.31,3.67,-0.17,0.16,0.39,89.87,-0.012,1,0,90.48,0,0,0,0,0.147,0,0,0,0,90.48,1,0.147,-0.638,0.0214,0.982,0,0.0214,0,0,0,0,0,0,2,2,15.76,LANDED
16.46,TAKEOFF,TO_GROUND_ROLL,49.57,80,30.43,3.66,-0.11,0.1,0.22,89.96,-0.024,1,0,90.52,0,0,0,0,0.163,0,0,0,0,90.52,1,0.163,-0.577,0.0226,1,0,0.0226,0,0,0,0,0,0,2,2,16.5,LANDED
17.12,TAKEOFF,TO_GROUND_ROLL,54.85,80,25.15,3.64,-0.1,0.04,0.14,90.01,-0.025,1,0,90.56,0,0,0,0,0.176,0,0,0,0,90.56,1,0.176,-0.554,0.0238,1,0,0.0238,0,0,0,0,0,0,2,2,17.16,LANDED
17.9,TAKEOFF,TO_GROUND_ROLL,61.12,80,18.88,3.64,-0.11,0.04,0.14,90.06,-0.024,1,0,90.57,0,0,0,0,0.192,0,0,0,0,90.57,1,0.192,-0.519,0.0223,1,0,0.0223,0,0,0,0,0,0,2,2,17.94,LANDED
18.54,TAKEOFF,TO_GROUND_ROLL,66.28,80,13.72,3.64,-0.11,0.04,0.13,90.1,-0.025,1,0,90.59,0,0,0,0,0.204,0,0,0,0,90.59,1,0.204,-0.499,0.022,1,0,0.022,0,0,0,0,0,0,2,2,18.58,LANDED
19.28,TAKEOFF,TO_GROUND_ROLL,72.28,80,7.72,3.64,-0.12,0.03,0.12,90.14,-0.026,1,0,90.6,0,0,0,0,0.218,0,0,0,0,90.6,1,0.218,-0.475,0.0209,1,0,0.0209,0,0,0,0,0,0,2,2,19.32,LANDED
19.98,TAKEOFF,TO_GROUND_ROLL,77.98,80,2.02,3.64,-0.12,0.02,0.11,90.17,-0.027,1,0,90.62,0,0,0,0,0.23,0,0,0,0,90.62,1,0.23,-0.457,0.0202,1,0,0.0202,0,0,0,0,0,0,2,2,20.02,LANDED
20.72,TAKEOFF,TO_GROUND_ROLL,84.07,80,-4.07,3.63,-0.12,0.01,0.09,90.2,-0.026,1,0,90.63,0,0,0,0,0.243,0,0,0,0,90.63,1,0.243,-0.436,0.0193,1,0,0.0193,0,0,0,0,0,0,2,2,20.76,LANDED
21.38,TAKEOFF,TO_GROUND_ROLL,89.58,80,-9.58,3.63,-0.12,0.01,0.09,90.23,-0.049,1,0,90.64,0,0,0,0,0.253,0,0,0,0,90.64,1,0.253,-0.414,0.0182,1,0,0.0182,0,0,0,0,0,0,2,2,21.42,LANDED
22.16,TAKEOFF,TO_GROUND_ROLL,96.21,80,-16.21,3.63,-0.11,0,0.06,90.27,-0.064,1,0,90.65,0,0,0,0,0.263,0,0,0,0,90.65,1,0.263,-0.385,0.0166,1,0,0.0166,0,0,0,0,0,0,2,2,22.2,LANDED
22.8,TAKEOFF,TO_GROUND_ROLL,101.77,80,-21.77,3.63,-0.11,-0.01,0.04,90.31,-0.063,1,0,90.66,0,0,0,0,0.27,0,0,0,0,90.66,1,0.27,-0.359,0.0155,1,0,0.0155,0,0,0,0,0,0,2,2,22.84,LANDED
23.54,TAKEOFF,TO_GROUND_ROLL,108.34,80,-28.34,3.61,-0.11,-0.08,-0.01,90.35,-0.014,1,0,90.66,0,0,0,0,0.277,0,0,0,0,90.66,1,0.277,-0.321,0.0134,1,0,0.0134,0,0,0,0,0,0,2,2,23.58,LANDED
24.24,TAKEOFF,TO_GROUND_ROLL,114.72,80,-34.72,3.62,-0.07,-0.04,0,90.4,-0.016,1,0,90.66,0,0,0,0,0.28,0,0,0,0,90.66,1,0.28,-0.278,0.0112,1,0,0.0112,0,0,0,0,0,0,2,2,24.28,LANDED
24.98,TAKEOFF,TO_GROUND_ROLL,121.63,80,-41.63,3.62,-0.07,-0.04,-0.01,90.45,-0.015,1,0,90.66,0,0,0,0,0.28,0,0,0,0,90.66,1,0.28,-0.22,0.008,1,0,0.008,0,0,0,0,0,0,2,2,25.02,LANDED
25.62,TAKEOFF,TO_GROUND_ROLL,127.76,80,-47.76,3.62,-0.06,-0.06,-0.03,90.5,-0.016,1,0,90.66,0,0,0,0,0.276,0,0,0,0,90.66,1,0.276,-0.165,0.0055,1,0,0.0055,0,0,0,0,0,0,2,2,25.66,LANDED
26.4,TAKEOFF,TO_GROUND_ROLL,135.42,80,-55.42,3.61,-0.03,-0.08,-0.06,90.57,-0.011,1,0,90.64,0,0,0,0,0.265,0,0,0,0,90.64,1,0.265,-0.081,0.0008,1,0,0.0008,0,0,0,0,0,0,2,2,26.44,LANDED
