t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
31.82,APPROACH,ILS_TRACK,152.2,152,-0.2,668.25,589.66,0.31,9.62,9.5,269.99,0.063,0.2757,0,16.024,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.833,0,0.205,0,270.01,0,0,1,0.11,0,0,0,270.02,0.7018,0.0002,-0.7124,0,270.01,-0.06,-296.28,16.987,0.01,0,0,3,741.48,8.745,0,964.52,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,589.66,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.68,1078,2,0,0.08,0.08,316,10,0.12,0.08,31.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
32.12,APPROACH,ILS_TRACK,152.19,152,-0.19,668.34,589.75,0.3,9.6,9.5,270,0.063,0.2756,0,15.966,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.838,0,0.187,0,270.02,0,0,1,0.11,0,0,0,270.01,0.7017,0.0003,-0.7125,0,270.02,-0.08,-293.66,16.938,0.018,0,0,3,741.48,8.732,0,961.99,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,589.75,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.89,1077.92,2,0,0.08,0.08,319,10,0.12,0.08,32.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
32.42,APPROACH,ILS_TRACK,152.17,152,-0.17,668.43,589.83,0.28,9.6,9.5,270,0.064,0.2735,0,15.913,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.842,0,0.173,0,270.02,0,0,1,0.11,0,0,0,270.02,0.7017,0.0003,-0.7125,0,270.02,-0.09,-291.05,16.89,0.018,0,0,3,741.48,8.713,0,959.46,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,589.83,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.04,1077.85,2,0,0.08,0.08,322,10,0.12,0.08,32.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
32.72,APPROACH,ILS_TRACK,152.16,152,-0.16,668.51,589.92,0.33,9.61,9.48,270,0.061,0.2731,0,15.864,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.846,0,0.159,0,270.01,0,0,1,0.12,0,0,0,270.02,0.7016,0.0002,-0.7126,0,270.01,-0.1,-288.43,16.842,0.01,0,0,3,741.48,8.711,0,956.93,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,589.92,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.05,1077.78,2,0,0.08,0.08,325,10,0.12,0.08,32.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.02,APPROACH,ILS_TRACK,152.14,152,-0.14,668.61,590.01,0.3,9.61,9.51,270,0.061,0.2731,0,15.82,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.85,0,0.144,0,270.01,0,0,1,0.11,0,0,0,270.02,0.7015,0.0002,-0.7126,0,270.01,-0.11,-285.81,16.794,0.013,0,0,3,741.48,8.784,0,954.41,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.01,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.06,1077.71,2,0,0.08,0.08,328,10,0.12,0.08,33.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.32,APPROACH,ILS_TRACK,152.12,152,-0.12,668.69,590.1,0.3,9.61,9.5,270,0.059,0.2749,0,15.78,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.855,0,0.126,0,270.01,0,0,1,0.12,0,0,0,270.01,0.7015,0.0002,-0.7127,0,270.01,-0.12,-283.2,16.745,0.009,0,0,3,741.48,8.696,0,951.88,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.1,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.12,1077.63,2,0,0.08,0.08,331,10,0.12,0.08,33.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.62,APPROACH,ILS_TRACK,152.11,152,-0.11,668.78,590.19,0.29,9.61,9.5,270,0.058,0.2735,0,15.746,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.859,0,0.113,0,270.01,0,0,1,0.11,0,0,0,270.02,0.7014,0.0001,-0.7127,0,270.01,-0.12,-280.58,16.697,0.006,0,0,3,741.48,8.717,0,949.35,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.19,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.21,1077.57,2,0,0.08,0.08,334,10,0.12,0.08,33.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
33.92,APPROACH,ILS_TRACK,152.1,152,-0.1,668.87,590.28,0.31,9.61,9.49,270,0.054,0.2727,0,15.714,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.863,0,0.1,0,270.01,0,0,1,0.12,0,0,0,270.01,0.7014,0.0002,-0.7128,0,270.01,-0.13,-277.96,16.649,0.013,0,0,3,741.48,8.713,0,946.82,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.28,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.2,1077.51,2,0,0.08,0.08,337,10,0.12,0.08,33.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
34.22,APPROACH,ILS_TRACK,152.08,152,-0.08,668.97,590.37,0.32,9.61,9.5,270,0.053,0.2748,0,15.687,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.867,0,0.085,0,270.01,0,0,1,0.12,0,0,0,270.01,0.7013,0.0002,-0.7129,0,270.01,-0.14,-275.34,16.601,0.014,0,0,3,741.48,8.693,0,944.3,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.37,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.07,1077.44,2,0,0.08,0.08,340,10,0.12,0.08,34.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
34.52,APPROACH,ILS_TRACK,152.07,152,-0.07,669.06,590.46,0.3,9.62,9.52,270,0.052,0.2756,0,15.664,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.871,0,0.07,0,270.01,0,0,1,0.12,0,0,0,270.01,0.7013,0.0002,-0.7129,0,270.01,-0.15,-272.72,16.552,0.013,0,0,3,741.48,8.73,0,941.77,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.46,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.18,1077.37,2,0,0.08,0.08,343,10,0.12,0.08,34.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
34.82,APPROACH,ILS_TRACK,152.05,152,-0.05,669.16,590.56,0.32,9.63,9.52,270,0.05,0.2763,0,15.646,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.875,0,0.055,0,270.01,0,0,1,0.11,0,0,0,270.01,0.7012,0.0002,-0.713,0,270.01,-0.15,-270.1,16.504,0.012,0,0,3,741.48,8.792,0,939.24,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.56,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.34,1077.3,2,0,0.08,0.08,346,10,0.12,0.08,34.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
35.12,APPROACH,ILS_TRACK,152.04,152,-0.04,669.25,590.65,0.31,9.65,9.55,270,0.048,0.278,0,15.634,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.88,0,0.038,0,270.01,0,0,1,0.11,0,0,0,270.01,0.7011,0.0002,-0.713,0,270.01,-0.16,-267.47,16.456,0.013,0,0,3,741.48,8.822,0,936.71,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.65,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.58,1077.22,2,0,0.08,0.08,349,10,0.12,0.08,35.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
35.42,APPROACH,ILS_TRACK,152.02,152,-0.02,669.34,590.74,0.3,9.62,9.52,270,0.047,0.281,0,15.627,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.886,0,0.018,0,270.01,0,0,1,0.11,0,0,0,270.01,0.7011,0.0003,-0.7131,0,270.01,-0.16,-264.86,16.408,0.015,0,0,3,741.48,8.765,0,934.19,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.74,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.95,1077.13,2,0,0.08,0.08,352,10,0.12,0.08,35.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
35.72,APPROACH,ILS_TRACK,152.01,152,-0.01,669.44,590.84,0.32,9.63,9.51,270,0.046,0.2786,0,15.624,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.889,0,0.006,0,270.01,0,0,1,0.12,0,0,0,270.02,0.701,0.0002,-0.7131,0,270.01,-0.17,-262.24,16.36,0.01,0,0,3,741.48,8.733,0,931.66,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.84,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.36,1077.07,2,0,0.08,0.08,355,10,0.12,0.08,35.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.02,APPROACH,ILS_TRACK,152,152,0,669.53,590.93,0.33,9.63,9.52,270,0.044,0.2754,0,15.623,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.891,0,-0.002,0,270.01,0,0,1,0.12,0,0,0,270.01,0.701,0.0002,-0.7132,0,270.01,-0.17,-259.62,16.311,0.01,0,0,3,741.48,8.756,0,929.14,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,590.93,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.57,1077.03,2,0,0.08,0.08,358,10,0.12,0.08,36.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.32,APPROACH,ILS_TRACK,151.99,152,0.01,669.63,591.03,0.33,9.63,9.52,270,0.043,0.275,0,15.626,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.894,0,-0.011,0,270.01,0,0,1,0.12,0,0,0,270,0.7009,0.0002,-0.7132,0,270.01,-0.18,-256.99,16.263,0.013,0,0,3,741.48,8.74,0,926.61,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.03,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.62,1076.98,2,0,0.08,0.08,361,10,0.12,0.08,36.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.62,APPROACH,ILS_TRACK,151.98,152,0.02,669.73,591.13,0.31,9.63,9.52,270,0.041,0.2756,0,15.631,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.897,0,-0.02,0,270,0,0,1,0.12,0,0,0,270.01,0.7009,0.0001,-0.7133,0,270,-0.18,-254.37,16.215,0.004,0,0,3,741.48,8.727,0,924.08,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.13,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.65,1076.93,2,0,0.08,0.08,364,10,0.12,0.08,36.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
36.92,APPROACH,ILS_TRACK,151.97,152,0.03,669.83,591.23,0.33,9.63,9.52,270,0.039,0.2755,0,15.639,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.899,0,-0.029,0,270.01,0,0,1,0.12,0,0,0,270.01,0.7008,0.0001,-0.7134,0,270.01,-0.18,-251.75,16.167,0.006,0,0,3,741.48,8.74,0,921.56,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.23,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.7,1076.89,2,0,0.08,0.08,367,10,0.12,0.08,36.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
37.22,APPROACH,ILS_TRACK,151.96,152,0.04,669.92,591.33,0.33,9.63,9.52,270,0.036,0.2749,0,15.649,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.901,0,-0.036,0,270.02,0,0,1,0.12,0,0,0,270,0.7007,0.0003,-0.7134,0,270.02,-0.19,-249.12,16.119,0.016,0,0,3,741.48,8.754,0,919.03,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.33,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.74,1076.85,2,0,0.08,0.08,370,10,0.12,0.08,37.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
37.52,APPROACH,ILS_TRACK,151.96,152,0.04,670.02,591.42,0.34,9.64,9.52,270,0.034,0.2752,0,15.661,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.903,0,-0.043,0,270.01,0,0,1,0.13,0,0,0,270.01,0.7007,0.0001,-0.7135,0,270.01,-0.19,-246.5,16.07,0.006,0,0,3,741.48,8.749,0,916.51,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.42,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.75,1076.82,2,0,0.08,0.08,373,10,0.12,0.08,37.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
37.82,APPROACH,ILS_TRACK,151.95,152,0.05,670.12,591.52,0.33,9.63,9.51,270,0.033,0.2754,0,15.675,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.905,0,-0.05,0,270.01,0,0,1,0.13,0,0,0,270.01,0.7006,0.0002,-0.7135,0,270.01,-0.19,-243.87,16.022,0.01,0,0,3,741.48,8.75,0,913.98,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.52,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.78,1076.78,2,0,0.08,0.08,376,10,0.12,0.08,37.82,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
38.12,APPROACH,ILS_TRACK,151.94,152,0.06,670.22,591.62,0.32,9.63,9.52,270,0.032,0.2755,0,15.692,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.907,0,-0.056,0,270.01,0,0,1,0.13,0,0,0,270.01,0.7006,0.0001,-0.7136,0,270.01,-0.19,-241.25,15.974,0.006,0,0,3,741.48,8.745,0,911.46,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.62,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.81,1076.74,2,0,0.08,0.08,379,10,0.12,0.08,38.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
38.42,APPROACH,ILS_TRACK,151.94,152,0.06,670.32,591.72,0.33,9.64,9.53,270,0.031,0.2771,0,15.71,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.909,0,-0.064,0,270.01,0,0,1,0.12,0,0,0,270.01,0.7005,0.0002,-0.7136,0,270.01,-0.19,-238.62,15.926,0.011,0,0,3,741.48,8.785,0,908.93,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.72,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.87,1076.7,2,0,0.08,0.08,382,10,0.12,0.08,38.42,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
38.72,APPROACH,ILS_TRACK,151.93,152,0.07,670.42,591.82,0.35,9.65,9.52,270,0.03,0.2793,0,15.731,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.912,0,-0.074,0,270,0,0,1,0.13,0,0,0,270.01,0.7005,0,-0.7137,0,270,-0.19,-236,15.878,-0.002,0,0,3,741.48,8.759,0,906.41,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.82,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.05,1076.65,2,0,0.08,0.08,385,10,0.12,0.08,38.72,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
39.02,APPROACH,ILS_TRACK,151.92,152,0.08,670.52,591.92,0.34,9.64,9.52,270,0.028,0.2798,0,15.755,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.914,0,-0.082,0,270.01,0,0,1,0.13,0,0,0,270.01,0.7004,0.0001,-0.7138,0,270.01,-0.19,-233.37,15.83,0.007,0,0,3,741.48,8.75,0,903.88,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,591.92,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.34,1076.61,2,0,0.08,0.08,388,10,0.12,0.08,39.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
39.32,APPROACH,ILS_TRACK,151.91,152,0.09,670.63,592.02,0.33,9.64,9.53,270,0.028,0.2795,0,15.781,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.916,0,-0.088,0,270.01,0,0,1,0.12,0,0,0,270.01,0.7003,0.0002,-0.7138,0,270.01,-0.19,-230.75,15.781,0.01,0,0,3,741.48,8.751,0,901.36,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,592.02,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.61,1076.58,2,0,0.08,0.08,391,10,0.12,0.08,39.32,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
39.62,APPROACH,ILS_TRACK,151.91,152,0.09,670.72,592.13,0.35,9.64,9.52,270,0.027,0.2793,0,15.809,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.917,0,-0.094,0,270.01,0,0,1,0.13,0,0,0,270,0.7003,0.0002,-0.7139,0,270.01,-0.19,-228.12,15.733,0.013,0,0,3,741.48,8.751,0,898.83,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,592.13,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.86,1076.55,2,0,0.08,0.08,394,10,0.12,0.08,39.62,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
39.92,APPROACH,ILS_TRACK,151.9,152,0.1,670.83,592.23,0.36,9.64,9.51,270,0.027,0.2803,0,15.838,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.919,0,-0.099,0,270.01,0,0,1,0.14,0,0,0,270.01,0.7002,0.0002,-0.7139,0,270.01,-0.2,-225.49,15.685,0.013,0,0,3,741.48,8.729,0,896.31,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,592.23,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.07,1076.52,2,0,0.08,0.08,397,10,0.12,0.08,39.92,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
40.22,APPROACH,ILS_TRACK,151.89,152,0.11,670.93,592.33,0.36,9.64,9.51,270,0.027,0.2835,0,15.869,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.921,0,-0.108,0,270,0,0,1,0.14,0,0,0,270.01,0.7002,0.0001,-0.714,0,270,-0.19,-222.87,15.637,0.004,0,0,3,741.48,8.714,0,893.78,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,592.33,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.36,1076.47,2,0,0.08,0.08,400,10,0.12,0.08,40.22,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
40.52,APPROACH,ILS_TRACK,151.88,152,0.12,671.03,592.43,0.34,9.64,9.51,270,0.028,0.284,0,15.904,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.924,0,-0.116,0,270,0,0,1,0.13,0,0,0,270.01,0.7001,0,-0.714,0,270,-0.19,-220.24,15.589,0,0,0,3,741.48,8.725,0,891.26,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,592.43,0,0,0,0,0,0,0,0,0,269.81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.83,1076.43,2,0,0.08,0.08,403,10,0.12,0.08,40.52,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
