t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
1.1,TAKEOFF,TO_PREFLIGHT,0,80,80,3.61,0,-0.35,11.4,91.58,0.097,0.2,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.32,2,0,0.92,0.5,1,2.44,0.92,0.02,0.22,LANDED
1.8,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.6,0,-0.35,1.15,91.58,0.099,0.4,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.04,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,887.32,2,0,0.74,0.5,2,1.47,0.92,0.74,0.9,LANDED
2.48,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.6,0,-0.36,0.02,91.59,0.098,0.6,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.05,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.94,887.32,2,0,0.7,0.5,3,1.47,0.74,0.7,1.58,LANDED
3.16,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.6,0,-0.38,-0.71,91.59,0.098,0.8,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.06,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.58,887.32,2,0,0.64,0.5,4,1.47,0.7,0.64,2.26,LANDED
3.84,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.59,0,-0.4,-0.8,91.6,0.099,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.85,887.31,2,0,0.68,0.5,5,1.47,0.68,0.64,2.94,LANDED
4.52,TAKEOFF,TO_PREFLIGHT,0.08,80,79.92,3.58,0,-0.42,-0.32,91.61,0.099,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.01,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.43,887.31,2,0,0.68,0.5,6,1.47,0.68,0.68,3.62,LANDED
5.2,TAKEOFF,TO_PREFLIGHT,0.11,80,79.89,3.58,0,-0.44,-0.24,91.63,0.098,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.05,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.85,887.31,2,0,0.68,0.5,7,1.47,0.68,0.68,4.3,LANDED
5.88,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,3.58,0,-0.45,-0.34,91.65,0.099,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.08,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.7,887.31,2,0,0.68,0.5,8,1.47,0.68,0.68,4.98,LANDED
6.56,TAKEOFF,TO_PREFLIGHT,0.15,80,79.85,3.57,0,-0.46,-0.23,91.67,0.099,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.04,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.13,887.3,2,0,0.68,0.5,9,1.47,0.68,0.68,5.66,LANDED
7.24,TAKEOFF,TO_PREFLIGHT,0.17,80,79.83,3.57,0,-0.47,-0.06,91.7,0.098,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,1.177,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.11,887.3,2,0,0.68,0.5,10,1.47,0.68,0.68,6.34,LANDED
