t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.12,TAKEOFF,TO_PREFLIGHT,0.47,80,79.53,3.64,-0.05,0.09,4.63,90.37,0.1,0.04,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-2.23,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.032,0,0,1,0,0,0,0,0,0,0,0,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.91,2,0,0.1,0.1,1,3.45,0.1,0.02,0.02,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.38,TAKEOFF,TO_PREFLIGHT,0.47,80,79.53,3.69,0.16,0.39,-13.32,90.37,0.096,0.112,0,0,0,0,0,0,0,0,0,90.4,0,1,0,8.96,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,519.9,2,0,0.04,0.04,6,19.23,0.1,0.04,0.28,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.64,TAKEOFF,TO_PREFLIGHT,0.39,80,79.61,3.68,-0.12,0.29,18.58,90.38,0.1,0.216,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-6.72,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,519.92,2,0,0.04,0.04,11,19.23,0.08,0.04,0.54,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.9,TAKEOFF,TO_PREFLIGHT,0.2,80,79.8,3.6,0.03,-0.13,-10.07,90.39,0.107,0.32,0,0,0,0,0,0,0,0,0,90.4,0,1,0,1.67,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,519.97,2,0,0.04,0.04,16,19.23,0.08,0.04,0.8,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.16,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.64,-0.1,0.11,38.81,90.4,0.108,0.424,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-5.58,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,520,2,0,0.04,0.04,21,19.23,0.08,0.04,1.06,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.42,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.68,0.09,0.37,-38.41,90.4,0.105,0.528,0,0,0,0,0,0,0,0,0,90.4,0,1,0,4.94,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61,520,2,0,0.04,0.04,26,19.23,0.08,0.04,1.32,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.68,TAKEOFF,TO_PREFLIGHT,0.07,80,79.93,3.71,-0.11,0.43,89.48,90.4,0.101,0.632,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-6.07,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91,520,2,0,0.04,0.04,31,19.23,0.08,0.04,1.58,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.94,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.68,0.07,0.28,-47.53,90.4,0.1,0.736,0,0,0,0,0,0,0,0,0,90.4,0,1,0,3.76,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.99,520,2,0,0.04,0.04,36,19.23,0.08,0.04,1.84,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.26,TAKEOFF,TO_PREFLIGHT,0.12,80,79.88,3.61,-0.04,-0.03,34.06,90.4,0.102,0.864,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-2.1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,519.98,2,0,0.08,0.08,41,15.63,0.08,0.04,2.16,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.54,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.64,-0.05,0.1,45.84,90.41,0.105,0.976,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-2.61,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.55,520,2,0,0.08,0.08,45,14.29,0.08,0.06,2.44,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.82,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.64,0.03,0.13,-38.63,90.41,0.106,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,1.55,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.54,520.01,2,0,0.08,0.08,49,14.29,0.08,0.06,2.72,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.1,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.63,0,0.03,-2.42,90.42,0.105,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.11,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.03,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.52,520,2,0,0.08,0.08,53,14.29,0.08,0.06,3,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.38,TAKEOFF,TO_GROUND_ROLL,0.03,80,79.97,3.63,-0.01,0.08,13.03,90.42,0.103,1,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.86,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,0.023,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.36,520,2,0,0.08,0.08,57,14.29,0.08,0.06,3.3,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.66,TAKEOFF,TO_GROUND_ROLL,0.21,80,79.79,3.65,0,0.2,-0.29,90.43,0.102,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,0.28,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,0.033,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.07,519.96,2,0,0.08,0.08,61,14.29,0.08,0.06,3.58,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
3.94,TAKEOFF,TO_GROUND_ROLL,0.48,80,79.52,3.66,-0.01,0.24,0.85,90.44,0.104,1,0,0,0,0,0,0,0,0,0,90.39,0,1,0,-0.42,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.39,1,0,0.045,0,0,3,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.64,519.89,2,0,0.08,0.08,65,14.29,0.08,0.06,3.86,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
