t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.24,APPROACH,FLY_TO_FIX,219.43,200.1,-19.32,2715.84,-18.01,-7.93,-3.66,270,0.744,0.032,-1.543,191.31,1.415,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,FLYING
0.5,APPROACH,FLY_TO_FIX,219.84,200.44,-19.4,2710.18,-22.09,-9.18,-4.2,270,0.538,0,-6.58,192.57,1.442,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.54,FLYING
0.74,APPROACH,FLY_TO_FIX,220.06,200.78,-19.28,2704.13,-25.98,-8.32,-2.63,269.97,0.388,0,-11.589,193.73,1.47,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.78,FLYING
0.98,APPROACH,FLY_TO_FIX,220.27,201.09,-19.17,2698.31,-28.57,-5.61,0.57,269.95,0.302,0,-16.186,194.89,1.499,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.02,FLYING
1.3,APPROACH,FLY_TO_FIX,220.71,201.51,-19.2,2689.92,-29.53,-2.27,4.27,269.82,2.829,0,-20,196.44,1.54,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.34,FLYING
1.54,APPROACH,FLY_TO_FIX,220.88,201.82,-19.06,2683.2,-29.48,-1.01,5.62,269.45,9.178,0,-20,197.61,1.573,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.58,FLYING
1.78,APPROACH,FLY_TO_FIX,220.86,202.13,-18.73,2676.17,-29.22,-1,5.64,268.96,19.302,0,-20,198.77,1.607,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.82,FLYING
2.02,APPROACH,FLY_TO_FIX,220.86,202.44,-18.41,2668.99,-29.53,-1.5,5.2,268.34,28.859,0,-20,199.94,1.643,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.06,FLYING
2.32,APPROACH,FLY_TO_FIX,220.79,202.83,-17.96,2659.99,-30.27,-1.59,5.64,266.91,37.438,0,-20,201.41,1.688,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.36,FLYING
2.56,APPROACH,FLY_TO_FIX,220.61,203.15,-17.46,2652.83,-30.76,-1.04,7.01,265.02,41.939,0,-20,202.58,1.724,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.6,FLYING
2.8,APPROACH,FLY_TO_FIX,220.27,203.46,-16.82,2645.68,-30.79,-0.17,8.85,262.81,44.481,0,-20,203.77,1.76,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.84,FLYING
3.04,APPROACH,FLY_TO_FIX,219.79,203.77,-16.02,2638.45,-30.51,0.27,9.88,261.21,45.117,0,-20,204.96,1.796,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.08,FLYING
3.34,APPROACH,FLY_TO_FIX,218.96,204.16,-14.8,2629.42,-30.07,0.45,10.37,259.91,45.288,0,-20,206.46,1.841,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.38,FLYING
3.58,APPROACH,FLY_TO_FIX,218.2,204.47,-13.72,2622.27,-29.72,0.51,10.45,259.19,45.134,0,-20,207.68,1.877,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.62,FLYING
3.82,APPROACH,FLY_TO_FIX,217.37,204.78,-12.59,2615.21,-29.35,0.6,10.46,258.59,44.87,0,-20,208.9,1.912,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.86,FLYING
4.06,APPROACH,FLY_TO_FIX,216.51,205.1,-11.41,2608.24,-28.97,0.72,10.48,258,44.576,0,-20,210.13,1.947,0,0,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.1,FLYING
