t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
424.36,APPROACH,ILS_TRACK,79.99,80,0.01,410.62,-4.43,4.24,7.24,88.98,-0.031,0.2388,0,19.964,89.05,-3.272,-0.82,0.76,5.311,0.045,-0.272,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,424.52,FLYING
427.56,APPROACH,ILS_TRACK,79.98,80,0.02,396.44,-4.43,4.24,7.25,88.98,-0.035,0.2404,0,19.972,89.05,-3.191,-0.86,0.74,5.041,0.053,-0.191,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,427.72,FLYING
430.76,APPROACH,ILS_TRACK,80.01,80,-0.01,382.29,-4.41,4.25,7.24,88.98,-0.033,0.2372,0,19.969,89.06,-3.201,-0.9,0.73,4.771,0.055,-0.201,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,430.92,FLYING
433.96,APPROACH,ILS_TRACK,80.06,80,-0.06,368.2,-4.39,4.22,7.2,88.98,-0.036,0.2298,0,19.941,89.06,-3.311,-0.94,0.78,4.501,0.06,-0.311,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,434.12,FLYING
437.14,APPROACH,ILS_TRACK,80.12,80,-0.12,354.17,-4.43,4.19,7.19,88.99,-0.049,0.2213,0,19.883,89.06,-3.283,-0.99,0.8,4.231,0.062,-0.283,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,437.29,FLYING
438.8,APPROACH,ILS_TRACK,80.12,80,-0.12,347.05,-4.43,4.16,7.17,88.99,-0.053,0.223,0,19.825,89.05,-3.196,-1.01,0.78,4.062,0.051,-0.196,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,438.84,FLYING
439.62,APPROACH,ILS_TRACK,80.1,80,-0.1,343.42,-4.43,4.17,7.18,88.99,-0.052,0.226,0,19.773,89.04,-3.218,-1.01,0.77,3.993,0.043,-0.218,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,439.66,FLYING
440.44,APPROACH,ILS_TRACK,80.09,80,-0.09,339.79,-4.43,4.18,7.19,88.99,-0.051,0.2291,0,19.729,89.04,-3.21,-1.02,0.76,3.924,0.042,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,440.48,FLYING
441.26,APPROACH,ILS_TRACK,80.07,80,-0.07,336.16,-4.43,4.18,7.19,89,-0.05,0.2319,0,19.694,89.04,-3.207,-1.02,0.75,3.855,0.041,-0.207,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,441.3,FLYING
442.08,APPROACH,ILS_TRACK,80.05,80,-0.05,332.53,-4.42,4.19,7.2,89,-0.048,0.2342,0,19.667,89.04,-3.203,-1.02,0.74,3.786,0.041,-0.203,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,442.12,FLYING
442.9,APPROACH,ILS_TRACK,80.04,80,-0.04,328.9,-4.42,4.19,7.2,89,-0.047,0.2359,0,19.647,89.04,-3.201,-1.02,0.73,3.717,0.04,-0.201,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,442.94,FLYING
443.72,APPROACH,ILS_TRACK,80.03,80,-0.03,325.28,-4.42,4.2,7.2,89,-0.045,0.2372,0,19.634,89.04,-3.199,-1.01,0.72,3.648,0.039,-0.199,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,443.76,FLYING
444.54,APPROACH,ILS_TRACK,80.02,80,-0.02,321.66,-4.42,4.2,7.21,89,-0.044,0.2379,0,19.625,89.04,-3.198,-1.01,0.71,3.579,0.038,-0.198,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,444.58,FLYING
445.36,APPROACH,ILS_TRACK,80.01,80,-0.01,318.04,-4.41,4.2,7.21,89,-0.043,0.2382,0,19.619,89.04,-3.197,-1,0.7,3.51,0.037,-0.197,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,445.4,FLYING
446.18,APPROACH,ILS_TRACK,80.01,80,-0.01,314.42,-4.41,4.2,7.21,89,-0.042,0.238,0,19.615,89.04,-3.196,-1,0.69,3.441,0.037,-0.196,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,446.22,FLYING
447,APPROACH,ILS_TRACK,80.01,80,-0.01,310.8,-4.41,4.2,7.21,89,-0.041,0.2375,0,19.611,89.04,-3.196,-0.99,0.69,3.372,0.036,-0.196,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,447.04,FLYING
447.82,APPROACH,ILS_TRACK,80.01,80,-0.01,307.19,-4.41,4.2,7.21,89,-0.04,0.2366,0,19.607,89.04,-3.196,-0.98,0.68,3.303,0.036,-0.196,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,447.86,FLYING
448.64,APPROACH,ILS_TRACK,80.01,80,-0.01,303.57,-4.4,4.2,7.2,89,-0.039,0.2355,0,19.6,89.04,-3.197,-0.98,0.68,3.234,0.035,-0.197,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,448.68,FLYING
449.46,APPROACH,ILS_TRACK,80.02,80,-0.02,299.96,-4.4,4.2,7.2,89,-0.038,0.2341,0,19.59,89.03,-3.198,-0.97,0.67,3.166,0.034,-0.198,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,449.5,FLYING
450.28,APPROACH,ILS_TRACK,80.03,80,-0.03,296.35,-4.4,4.2,7.2,89,-0.037,0.2326,0,19.575,89.03,-3.198,-0.96,0.67,3.097,0.034,-0.198,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,450.32,FLYING
451.1,APPROACH,ILS_TRACK,80.04,80,-0.04,292.74,-4.4,4.19,7.19,89,-0.035,0.231,0,19.555,89.03,-3.199,-0.95,0.67,3.028,0.033,-0.199,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,451.14,FLYING
451.92,APPROACH,ILS_TRACK,80.05,80,-0.05,289.13,-4.4,4.19,7.19,89,-0.033,0.2294,0,19.53,89.03,-3.2,-0.94,0.67,2.959,0.033,-0.2,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,451.96,FLYING
452.74,APPROACH,ILS_TRACK,80.06,80,-0.06,285.52,-4.4,4.19,7.19,89,-0.033,0.2278,0,19.499,89.03,-3.201,-0.93,0.67,2.89,0.033,-0.201,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,452.78,FLYING
453.56,APPROACH,ILS_TRACK,80.07,80,-0.07,281.92,-4.4,4.19,7.18,89,-0.031,0.2265,0,19.463,89.03,-3.202,-0.92,0.67,2.821,0.033,-0.202,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,453.6,FLYING
454.38,APPROACH,ILS_TRACK,80.08,80,-0.08,278.31,-4.4,4.18,7.18,89,-0.029,0.2257,0,19.424,89.03,-3.204,-0.92,0.67,2.753,0.033,-0.204,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,454.42,FLYING
455.2,APPROACH,ILS_TRACK,80.08,80,-0.08,274.71,-4.39,4.18,7.18,89,-0.029,0.2254,0,19.383,89.03,-3.205,-0.91,0.67,2.684,0.033,-0.205,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,455.24,FLYING
456.02,APPROACH,ILS_TRACK,80.08,80,-0.08,271.1,-4.39,4.19,7.18,89,-0.029,0.2254,0,19.341,89.03,-3.206,-0.9,0.68,2.615,0.033,-0.206,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,456.06,FLYING
456.84,APPROACH,ILS_TRACK,80.08,80,-0.08,267.5,-4.39,4.19,7.19,89,-0.029,0.2258,0,19.301,89.03,-3.207,-0.9,0.68,2.546,0.033,-0.207,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,456.88,FLYING
457.66,APPROACH,ILS_TRACK,80.08,80,-0.08,263.9,-4.39,4.19,7.19,89,-0.029,0.2264,0,19.264,89.03,-3.208,-0.89,0.68,2.477,0.033,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,457.7,FLYING
458.48,APPROACH,ILS_TRACK,80.07,80,-0.07,260.3,-4.39,4.19,7.19,89,-0.029,0.227,0,19.229,89.03,-3.208,-0.89,0.68,2.409,0.033,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,458.52,FLYING
459.3,APPROACH,ILS_TRACK,80.06,80,-0.06,256.7,-4.39,4.19,7.19,89,-0.029,0.2276,0,19.197,89.03,-3.209,-0.88,0.68,2.34,0.034,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,459.34,FLYING
460.12,APPROACH,ILS_TRACK,80.06,80,-0.06,253.1,-4.39,4.19,7.19,89,-0.03,0.228,0,19.168,89.03,-3.209,-0.88,0.69,2.271,0.034,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,460.16,FLYING
460.94,APPROACH,ILS_TRACK,80.05,80,-0.05,249.5,-4.39,4.19,7.19,89,-0.03,0.2283,0,19.141,89.03,-3.209,-0.88,0.69,2.202,0.034,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,460.98,FLYING
461.76,APPROACH,ILS_TRACK,80.05,80,-0.05,245.9,-4.39,4.2,7.19,89,-0.03,0.2284,0,19.117,89.03,-3.209,-0.88,0.69,2.134,0.034,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,461.8,FLYING
462.58,APPROACH,ILS_TRACK,80.05,80,-0.05,242.31,-4.39,4.2,7.19,89,-0.031,0.2283,0,19.094,89.03,-3.209,-0.88,0.69,2.065,0.034,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,462.62,FLYING
463.4,APPROACH,ILS_TRACK,80.04,80,-0.04,238.71,-4.39,4.2,7.2,89,-0.03,0.2281,0,19.073,89.03,-3.21,-0.87,0.69,1.996,0.035,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,463.44,FLYING
464.22,APPROACH,ILS_TRACK,80.04,80,-0.04,235.11,-4.38,4.2,7.2,89,-0.03,0.2278,0,19.052,89.03,-3.21,-0.87,0.69,1.928,0.035,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,464.26,FLYING
465.04,APPROACH,ILS_TRACK,80.04,80,-0.04,231.52,-4.38,4.2,7.19,89,-0.03,0.2274,0,19.031,89.04,-3.21,-0.88,0.69,1.859,0.035,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,465.08,FLYING
465.86,APPROACH,ILS_TRACK,80.04,80,-0.04,227.92,-4.38,4.2,7.19,89,-0.03,0.2269,0,19.011,89.04,-3.21,-0.88,0.69,1.791,0.035,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,465.9,FLYING
466.68,APPROACH,ILS_TRACK,80.04,80,-0.04,224.33,-4.38,4.2,7.2,89,-0.03,0.2263,0,18.99,89.04,-3.209,-0.88,0.7,1.722,0.036,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,466.72,FLYING
467.5,APPROACH,ILS_TRACK,80.04,80,-0.04,220.74,-4.38,4.2,7.2,89,-0.03,0.2258,0,18.968,89.04,-3.21,-0.88,0.7,1.653,0.036,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,467.54,FLYING
468.32,APPROACH,ILS_TRACK,80.04,80,-0.04,217.15,-4.38,4.2,7.19,89,-0.03,0.2255,0,18.946,89.04,-3.21,-0.88,0.7,1.585,0.037,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,468.36,FLYING
469.14,APPROACH,ILS_TRACK,80.04,80,-0.04,213.55,-4.38,4.2,7.19,89,-0.031,0.2252,0,18.925,89.04,-3.21,-0.89,0.7,1.516,0.037,-0.21,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,469.18,FLYING
469.96,APPROACH,ILS_TRACK,80.04,80,-0.04,209.96,-4.38,4.2,7.2,89,-0.031,0.2252,0,18.904,89.04,-3.209,-0.89,0.7,1.448,0.037,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,470,FLYING
470.78,APPROACH,ILS_TRACK,80.04,80,-0.04,206.37,-4.38,4.2,7.2,89,-0.031,0.2252,0,18.885,89.04,-3.209,-0.89,0.7,1.379,0.038,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,470.82,FLYING
471.6,APPROACH,ILS_TRACK,80.04,80,-0.04,202.78,-4.38,4.2,7.2,89,-0.032,0.2254,0,18.867,89.04,-3.209,-0.9,0.7,1.311,0.038,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,471.64,FLYING
472.42,APPROACH,ILS_TRACK,80.03,80,-0.03,199.19,-4.38,4.2,7.2,89,-0.032,0.2255,0,18.851,89.04,-3.209,-0.9,0.7,1.242,0.039,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,472.46,FLYING
473.24,APPROACH,ILS_TRACK,80.03,80,-0.03,195.61,-4.38,4.2,7.2,89,-0.031,0.2257,0,18.837,89.04,-3.209,-0.91,0.7,1.174,0.039,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,473.28,FLYING
474.06,APPROACH,ILS_TRACK,80.03,80,-0.03,192.02,-4.37,4.2,7.2,89,-0.032,0.2258,0,18.824,89.04,-3.209,-0.92,0.7,1.105,0.039,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,474.1,FLYING
474.88,APPROACH,ILS_TRACK,80.02,80,-0.02,188.43,-4.37,4.2,7.2,89,-0.031,0.2258,0,18.812,89.04,-3.209,-0.92,0.7,1.037,0.04,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,474.92,FLYING
475.7,APPROACH,ILS_TRACK,80.02,80,-0.02,184.85,-4.37,4.2,7.2,89,-0.031,0.2257,0,18.802,89.04,-3.209,-0.93,0.7,0.969,0.04,-0.209,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,475.74,FLYING
476.52,APPROACH,ILS_TRACK,80.02,80,-0.02,181.26,-4.37,4.2,7.2,88.99,-0.031,0.2256,0,18.792,89.04,-3.208,-0.94,0.7,0.9,0.041,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,476.56,FLYING
477.34,APPROACH,ILS_TRACK,80.02,80,-0.02,176.86,-4.37,4.2,7.2,88.99,-0.032,0.2256,0,18.783,89.04,-3.208,-0.94,0.7,0.832,0.042,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,477.38,FLYING
478.16,APPROACH,ILS_TRACK,80.02,80,-0.02,151.58,-4.37,4.2,7.2,88.99,-0.031,0.2255,0,18.775,89.04,-3.208,-0.95,0.7,0.763,0.042,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,478.2,FLYING
478.98,APPROACH,ILS_TRACK,80.01,80,-0.01,143.65,-4.37,4.2,7.2,88.99,-0.032,0.2254,0,18.767,89.04,-3.208,-0.96,0.7,0.695,0.043,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,479.02,FLYING
479.8,APPROACH,ILS_TRACK,80.01,80,-0.01,125.95,-4.37,4.21,7.21,88.99,-0.033,0.2253,0,18.761,89.04,-3.208,-0.97,0.69,0.627,0.043,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,479.84,FLYING
480.62,APPROACH,ILS_TRACK,80.01,80,-0.01,107.28,-4.37,4.2,7.21,88.99,-0.033,0.2253,0,18.754,89.04,-3.208,-0.98,0.69,0.558,0.044,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,480.66,FLYING
481.44,APPROACH,ILS_TRACK,80.01,80,-0.01,94.58,-4.36,4.2,7.2,88.99,-0.034,0.2252,0,18.749,89.04,-3.208,-0.99,0.69,0.49,0.044,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,481.48,FLYING
482.28,APPROACH,ILS_TRACK,80.01,80,-0.01,83.41,-4.36,4.21,7.21,88.99,-0.034,0.2251,0,18.743,89.04,-3.208,-1,0.69,0.422,0.045,-0.208,0,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,482.3,FLYING
483.1,FLARE,,80.01,80,-0.01,72.32,-4.36,4.21,7.21,88.99,-0.035,0.225,0,18.739,89.05,-3.208,-1.01,0.69,0.354,0.045,-0.208,-3.122,0,0,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.04,FLYING
483.8,FLARE,,80.01,80,-0.01,48.29,-4.36,4.21,7.21,89,-0.034,0.0569,0,17.234,89,-2.385,-1.01,0.69,0.354,0.045,-0.208,-2.385,-2.5,0.145,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.74,FLYING
484.44,FLARE,,79.96,80,0.04,19.01,-4.32,4.44,7.4,88.99,-0.033,0.044,0,15.746,89,-1.79,-1.01,0.69,0.354,0.045,-0.208,-1.79,-2.5,0.292,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.38,FLYING
485.08,FLARE,,79.77,80,0.23,10.84,-4.2,4.72,7.61,88.99,-0.031,0.0511,0,14.341,89,-1.794,-1.01,0.69,0.354,0.045,-0.208,-1.794,-2.5,0.436,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.02,FLYING
485.72,FLARE,,79.47,80,0.53,8.27,-4.07,4.91,7.72,88.99,-0.03,0.0754,0,13.08,89,-1.471,-1.01,0.69,0.354,0.045,-0.208,-1.471,-2.042,0.577,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.66,FLYING
486.38,FLARE,,79.05,80,0.95,5.73,-3.92,5.21,7.93,88.99,-0.028,0.1137,0,12.019,89,-1.062,-1.01,0.69,0.354,0.045,-0.208,-1.062,-1.466,0.716,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.32,FLYING
487.04,FLARE,,77.93,80,2.07,4.2,0.95,2.58,1.9,89.02,-0.082,0.2361,0,11.44,89,-1.778,-1.01,0.69,0.354,0.045,-0.208,-1.778,-1.042,0.818,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.98,FLYING
487.7,TOUCHDOWN,,77.83,80,2.17,3.74,1.1,1.03,0.26,88.9,-0.052,0.2443,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,270.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.04,LANDED
488.48,ROLLOUT,,77.81,80,2.19,4.08,-0.22,2.69,2.72,88.89,-0.026,0,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,270.02,0,0,0,0,0,0,0,0,-0.2043,0,-2.553,0,0,3,3,0.06,LANDED
489.36,ROLLOUT,,77.08,80,2.92,4.09,-0.08,2.82,2.91,88.9,-0.015,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.94,0.353,0.029,-0.04,0.0007,0.353,0,0.0007,0,-0.2303,0,-2.879,0,0,3,3,0.94,LANDED
490.2,ROLLOUT,,75.85,80,4.15,3.63,-0.14,0.42,0.44,88.94,-0.003,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.94,0.377,0.031,-0.015,0.0003,0.377,0,0.0003,0,-0.0283,0,-0.354,0,0,3,3,1.78,LANDED
491.04,ROLLOUT,,74.12,80,5.88,3.67,-0.06,0.69,0.76,89.06,0,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.95,0.408,0.031,0.11,-0.0023,0.408,0,-0.0023,0,-0.0576,0,-0.72,0,0,3,3,2.62,LANDED
491.86,ROLLOUT,,72.2,80,7.8,3.65,0,0.66,0.67,88.92,-0.169,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.95,0.446,0.03,-0.022,0.0005,0.446,0,0.0005,0,-0.0532,0,-0.665,0,0,3,3,3.44,LANDED
492.7,ROLLOUT,,70.18,80,9.82,3.64,0,0.62,0.62,88.83,-0.012,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.96,0.487,0.033,-0.125,0.003,0.487,0,0.003,0,-0.0499,0,-0.623,0,0,3,3,4.28,LANDED
493.54,ROLLOUT,,68.18,80,11.82,3.64,0.01,0.63,0.62,88.91,0.024,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.97,0.527,0.037,-0.068,0.0018,0.527,0,0.0018,0,-0.0501,0,-0.626,0,0,3,3,5.12,LANDED
494.4,ROLLOUT,,65.58,80,14.42,3.62,0.01,0.5,0.49,88.99,0.011,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.97,0.574,0.038,0.017,-0.0005,0.574,0,-0.0005,0,-0.0398,0,-0.498,0,0,3,3,5.98,LANDED
495.26,ROLLOUT,,62.23,80,17.77,3.62,0.02,0.5,0.49,88.97,-0.062,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.98,0.64,0.038,-0.016,0.0005,0.64,0,0.0005,0,-0.0403,0,-0.504,0,0,3,3,6.84,LANDED
496.12,ROLLOUT,,58.93,80,21.07,3.62,0.02,0.51,0.49,89,0.017,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,88.99,0.706,0.039,0.007,-0.0002,0.706,0,-0.0002,0,-0.0408,0,-0.51,0,0,3,3,7.7,LANDED
496.98,ROLLOUT,,55.68,80,24.32,3.62,0.03,0.52,0.49,89,-0.051,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89,0.771,0.039,-0.002,0.0001,0.771,0,0.0001,0,-0.0412,0,-0.515,0,0,3,3,8.56,LANDED
497.84,ROLLOUT,,52.49,80,27.51,3.62,0.07,0.53,0.45,89.01,-0.001,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.01,0.836,0.039,-0.006,0.0003,0.836,0,0.0003,0,-0.042,0,-0.524,0,0,3,3,9.42,LANDED
498.7,ROLLOUT,,49.33,80,30.67,3.61,0.03,0.52,0.48,89.02,-0.049,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.02,0.899,0.039,-0.002,0.0001,0.899,0,0.0001,0,-0.0418,0,-0.523,0,0,3,3,10.28,LANDED
499.56,ROLLOUT,,46.21,80,33.79,3.61,0.03,0.53,0.49,89.01,-0.009,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.03,0.961,0.039,-0.022,0.0011,0.961,0,0.0011,0,-0.0421,0,-0.526,0,0,3,3,11.14,LANDED
500.42,ROLLOUT,,43.1,80,36.9,3.61,0.03,0.53,0.49,89.06,-0.005,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.039,0.018,-0.0009,1,0,-0.0009,0,-0.0424,0,-0.53,0,0,3,3,12,LANDED
501.28,ROLLOUT,,40,80,40,3.61,0.03,0.53,0.49,89.03,-0.057,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.038,-0.011,0.0005,1,0,0.0005,0,-0.0427,0,-0.534,0,0,3,3,12.86,LANDED
502.14,ROLLOUT,,36.91,80,43.09,3.61,0.03,0.54,0.49,89.05,0,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.038,0.011,-0.0005,1,0,-0.0005,0,-0.0429,0,-0.537,0,0,3,3,13.72,LANDED
503,ROLLOUT,,33.81,80,46.19,3.61,0.03,0.54,0.49,89.01,-0.056,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.037,-0.027,0.0013,1,0,0.0013,0,-0.0432,0,-0.54,0,0,3,3,14.58,LANDED
503.86,ROLLOUT,,30.72,80,49.28,3.61,0.03,0.54,0.49,89.06,0.013,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.037,0.018,-0.0009,1,0,-0.0009,0,-0.0434,0,-0.542,0,0,3,3,15.44,LANDED
504.72,ROLLOUT,,27.63,80,52.37,3.61,0.03,0.54,0.49,89.04,-0.061,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.037,0.006,-0.0003,1,0,-0.0003,0,-0.0435,0,-0.544,0,0,3,3,16.3,LANDED
505.58,ROLLOUT,,24.55,80,55.45,3.61,0.03,0.55,0.49,89.04,-0.007,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.037,0.005,-0.0003,1,0,-0.0003,0,-0.0436,0,-0.546,0,0,3,3,17.16,LANDED
506.42,ROLLOUT,,22.24,80,57.76,6.93,-4.08,-3.66,6.14,89.04,-0.038,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.036,0.001,0,0,3,0,0,0.2716,0,3.395,0,0,3,3,18,FLYING
507.26,ROLLOUT,,22.71,80,57.29,8.67,-11.23,-9.02,18.57,89.05,-0.032,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.036,0.017,0,0,3,0,0,0.35,0,8.766,0,0,3,3,18.84,FLYING
508.1,ROLLOUT,,23.65,80,56.35,4.87,-11.01,-23.59,2.75,89.05,-0.103,1,0,11.009,89,-1.065,-1.01,0.69,0.354,0.045,-0.208,-1.065,-0.907,0.851,89.04,1,0.036,0.015,0,0,3,0,0,0.35,0,22.411,0,0,3,3,19.68,FLYING
