t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
8.88,APPROACH,FLY_TO_FIX,241.99,148.8,-93.19,1121.06,-13.62,1.62,4.96,260.68,-2.727,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.81,1.092,0,1,-3.29,4.87,0,1.05,255.89,0.6825,-0.2449,0.6887,1.09,255.81,0,0,54.596,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.93,3882.39,6,0,0.78,0.5,11,1.28,0.78,0.78,8.94,FLYING
9.64,APPROACH,FLY_TO_FIX,241.65,149,-92.65,1110.96,-13.1,1.73,4.79,260.49,-1.261,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.74,1.143,0,1,-3.14,4.76,0,1.11,255.81,0.6818,-0.2461,0.6889,1.14,255.74,0,0,54.407,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,3879.61,6,0,0.76,0.5,12,1.32,0.78,0.76,9.7,FLYING
10.4,APPROACH,FLY_TO_FIX,241.34,149,-92.34,1101.13,-12.84,1.74,4.68,260.31,-0.242,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.66,1.193,0,1,-3.07,4.65,0,1.16,255.74,0.6812,-0.2474,0.689,1.19,255.66,0,0,54.218,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,3877.14,6,0,0.76,0.5,13,1.32,0.76,0.76,10.46,FLYING
11.16,APPROACH,FLY_TO_FIX,241.05,149,-92.05,1091.33,-12.81,1.71,4.52,260.12,0.396,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.59,1.242,0,1,-3.03,4.53,0,1.21,255.66,0.6806,-0.2486,0.6892,1.24,255.59,0,0,54.03,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,3874.97,6,0,0.76,0.5,14,1.32,0.76,0.76,11.22,FLYING
11.94,APPROACH,FLY_TO_FIX,240.8,149,-91.8,1081.26,-12.95,1.58,4.49,259.9,0.681,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.52,1.292,0,1,-3.06,4.38,0,1.26,255.59,0.6799,-0.2498,0.6894,1.29,255.52,0,0,53.837,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96,3873.2,6,0,0.78,0.5,15,1.28,0.78,0.76,12,FLYING
12.72,APPROACH,FLY_TO_FIX,240.55,149,-91.55,1071.06,-13.13,1.53,4.47,259.65,0.625,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.44,1.343,0,1,-3.1,4.2,0,1.31,255.52,0.6793,-0.251,0.6896,1.34,255.44,0,0,53.644,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,3871.44,6,0,0.78,0.5,16,1.28,0.78,0.78,12.78,FLYING
13.48,APPROACH,FLY_TO_FIX,240.32,149,-91.32,1060.92,-13.37,1.46,4.44,259.39,0.509,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.37,1.393,0,1,-3.15,4.02,0,1.36,255.44,0.6787,-0.2522,0.6898,1.39,255.37,0,0,53.456,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,3869.97,6,0,0.76,0.5,17,1.32,0.78,0.76,13.54,FLYING
14.24,APPROACH,FLY_TO_FIX,240.1,149,-91.1,1050.64,-13.63,1.37,4.49,259.13,0.365,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.31,1.445,0,1,-3.23,3.82,0,1.41,255.37,0.678,-0.2533,0.69,1.44,255.31,0,0,53.269,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,3868.71,6,0,0.76,0.5,18,1.32,0.76,0.76,14.3,FLYING
15.02,APPROACH,FLY_TO_FIX,239.88,149,-90.88,1039.94,-13.79,1.37,4.53,258.86,0.258,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.24,1.498,0,1,-3.27,3.62,0,1.46,255.31,0.6774,-0.2545,0.6902,1.49,255.24,0,0,53.077,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,3867.41,6,0,0.78,0.5,19,1.28,0.78,0.76,15.08,FLYING
15.78,APPROACH,FLY_TO_FIX,239.66,149,-90.66,1029.5,-13.93,1.42,4.71,258.6,0.216,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.17,1.55,0,1,-3.31,3.43,0,1.51,255.24,0.6767,-0.2556,0.6904,1.55,255.17,0,0,52.891,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,3866.15,6,0,0.76,0.5,20,1.32,0.78,0.76,15.84,FLYING
16.54,APPROACH,FLY_TO_FIX,239.39,149,-90.39,1019.02,-13.8,1.53,4.74,258.34,0.173,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.1,1.603,0,1,-3.31,3.24,0,1.56,255.17,0.6761,-0.2567,0.6907,1.6,255.1,0,0,52.705,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,3864.3,6,0,0.76,0.5,21,1.32,0.76,0.76,16.6,FLYING
17.3,APPROACH,FLY_TO_FIX,239.11,149,-90.11,1008.65,-13.63,1.6,4.78,258.09,0.157,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,255.04,1.654,0,1,-3.28,3.05,0,1.62,255.1,0.6754,-0.2578,0.6909,1.65,255.04,0,0,52.519,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,3862.31,6,0,0.76,0.5,22,1.32,0.76,0.76,17.36,FLYING
18.08,APPROACH,FLY_TO_FIX,238.8,149,-89.8,998.16,-13.39,1.7,4.79,257.82,0.093,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.97,1.707,0,1,-3.23,2.85,0,1.67,255.04,0.6748,-0.2588,0.6911,1.7,254.97,0,0,52.329,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,3860.01,6,0,0.78,0.5,23,1.28,0.78,0.76,18.14,FLYING
18.84,APPROACH,FLY_TO_FIX,238.5,149,-89.5,988.08,-13.18,1.7,4.78,257.57,0.123,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.91,1.758,0,1,-3.18,2.66,0,1.72,254.97,0.6742,-0.2599,0.6913,1.75,254.91,0,0,52.144,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,3857.86,6,0,0.76,0.5,24,1.32,0.78,0.76,18.9,FLYING
19.6,APPROACH,FLY_TO_FIX,238.2,149,-89.2,978.16,-13,1.7,4.77,257.32,0.13,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.85,1.808,0,1,-3.14,2.47,0,1.77,254.91,0.6736,-0.2609,0.6916,1.8,254.85,0,0,51.96,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,3855.62,6,0,0.76,0.5,25,1.32,0.76,0.76,19.66,FLYING
20.38,APPROACH,FLY_TO_FIX,237.86,149,-88.86,968.14,-12.84,1.82,4.84,257.06,0.074,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.79,1.858,0,1,-3.1,2.27,0,1.82,254.85,0.673,-0.2619,0.6918,1.85,254.79,0,0,51.771,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852.96,6,0,0.78,0.5,26,1.28,0.78,0.76,20.44,FLYING
21.14,APPROACH,FLY_TO_FIX,237.53,149,-88.53,958.51,-12.6,1.87,4.85,256.8,0.082,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.73,1.906,0,1,-3.06,2.07,0,1.87,254.79,0.6724,-0.2629,0.692,1.9,254.73,0,0,51.587,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850.43,6,0,0.76,0.5,27,1.32,0.78,0.76,21.2,FLYING
21.9,APPROACH,FLY_TO_FIX,237.18,149,-88.18,949.05,-12.33,1.92,4.83,256.55,0.066,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.67,1.954,0,1,-3,1.88,0,1.92,254.73,0.6718,-0.2638,0.6921,1.95,254.67,0,0,51.404,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847.61,6,0,0.76,0.5,28,1.32,0.76,0.76,21.96,FLYING
22.66,APPROACH,FLY_TO_FIX,236.83,149,-87.83,939.78,-12.15,1.96,4.87,256.29,0.037,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.62,2,0,1,-2.96,1.68,0,1.97,254.67,0.6713,-0.2648,0.6923,2,254.62,0,0,51.221,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844.76,6,0,0.76,0.5,29,1.32,0.76,0.76,22.72,FLYING
23.42,APPROACH,FLY_TO_FIX,236.45,149,-87.45,930.65,-11.92,2.03,4.84,256.05,0.065,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.56,2.046,0,1,-2.9,1.48,0,2.01,254.62,0.6707,-0.2657,0.6925,2.04,254.56,0,0,51.039,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3841.61,6,0,0.76,0.5,30,1.32,0.76,0.76,23.48,FLYING
24.2,APPROACH,FLY_TO_FIX,236.07,149,-87.07,921.43,-11.74,2.06,4.81,255.78,0.033,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.51,2.092,0,1,-2.86,1.28,0,2.06,254.56,0.6702,-0.2666,0.6927,2.09,254.51,0,0,50.852,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3838.34,6,0,0.78,0.5,31,1.28,0.78,0.76,24.26,FLYING
24.98,APPROACH,FLY_TO_FIX,235.72,149,-86.72,912.32,-11.73,2.03,4.86,255.53,0.064,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.45,2.138,0,1,-2.85,1.07,0,2.11,254.51,0.6696,-0.2675,0.6928,2.13,254.45,0,0,50.666,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3835.4,6,0,0.78,0.5,32,1.28,0.78,0.78,25.04,FLYING
25.74,APPROACH,FLY_TO_FIX,235.35,149,-86.35,903.57,-11.53,2.19,4.96,255.28,0.077,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.4,2.182,0,1,-2.83,0.88,0,2.15,254.45,0.6691,-0.2683,0.693,2.18,254.4,0,0,50.485,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832.19,6,0,0.76,0.5,33,1.32,0.78,0.76,25.8,FLYING
26.5,APPROACH,FLY_TO_FIX,234.95,149,-85.95,894.93,-11.31,2.28,4.96,255.03,0.061,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.35,2.225,0,1,-2.77,0.68,0,2.2,254.4,0.6686,-0.2692,0.6932,2.22,254.35,0,0,50.305,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828.61,6,0,0.76,0.5,34,1.32,0.76,0.76,26.56,FLYING
27.28,APPROACH,FLY_TO_FIX,234.53,149,-85.53,886.21,-11.15,2.32,4.97,254.77,-0.063,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.3,2.269,0,1,-2.73,0.46,0,2.24,254.35,0.6681,-0.27,0.6933,2.27,254.3,0,0,50.12,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824.8,6,0,0.78,0.5,35,1.28,0.78,0.76,27.34,FLYING
28.06,APPROACH,FLY_TO_FIX,234.12,149,-85.12,877.82,-10.94,2.36,4.96,254.52,0.013,0,0,-20,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.26,2.311,0,1,-2.71,0.27,0,2.28,254.3,0.6677,-0.2707,0.6935,2.31,254.26,0,0,49.941,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821.04,6,0,0.76,0.5,36,1.32,0.78,0.76,28.1,FLYING
28.82,APPROACH,FLY_TO_FIX,233.71,149,-84.71,869.41,-10.81,2.33,5.04,254.26,-0.005,0,0,-19.9,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.21,2.353,0,1,-2.66,0.05,0,2.32,254.26,0.6672,-0.2715,0.6936,2.35,254.21,0,0,49.757,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817.26,6,0,0.78,0.5,37,1.28,0.78,0.76,28.88,FLYING
29.58,APPROACH,FLY_TO_FIX,233.28,149,-84.28,861.26,-10.59,2.46,4.95,254.01,-0.04,0,0,-19.8,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.17,2.394,0,1,-2.61,0.15,0,2.37,254.21,0.6668,-0.2722,0.6938,2.39,254.17,0,0,49.579,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3813.11,6,0,0.76,0.5,38,1.32,0.78,0.76,29.64,FLYING
30.34,APPROACH,FLY_TO_FIX,232.85,149,-83.85,853.35,-10.42,2.47,5.03,253.77,-0.033,0,0,-19.701,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.13,2.434,0,1,-2.58,0.36,0,2.41,254.17,0.6663,-0.2729,0.6939,2.43,254.13,0,0,49.401,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808.99,6,0,0.76,0.5,39,1.32,0.76,0.76,30.4,FLYING
31.1,APPROACH,FLY_TO_FIX,232.4,149,-83.4,845.55,-10.21,2.59,5.05,253.52,-0.054,0,0,-19.603,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.09,2.473,0,1,-2.54,0.57,0,2.45,254.13,0.6659,-0.2736,0.6941,2.47,254.09,0,0,49.223,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3804.72,6,0,0.76,0.5,40,1.32,0.76,0.76,31.16,FLYING
31.86,APPROACH,FLY_TO_FIX,231.94,149,-82.94,837.89,-9.97,2.61,4.99,253.27,-0.028,0,0,-19.505,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.05,2.512,0,1,-2.49,0.78,0,2.49,254.08,0.6655,-0.2742,0.6942,2.51,254.05,0,0,49.047,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800.17,6,0,0.76,0.5,41,1.32,0.76,0.76,31.92,FLYING
32.62,APPROACH,FLY_TO_FIX,231.52,149,-82.52,830.17,-10.07,2.43,4.83,253.03,-0.047,0,0,-19.407,1,0.6,4.5,0.75,0.35,0.0168,0.4,254.01,2.55,0,1,-2.47,0.98,0,2.53,254.05,0.6651,-0.2748,0.6943,2.55,254.01,0,0,48.87,0,0,0,0,0,268.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795.94,6,0,0.76,0.5,42,1.32,0.76,0.76,32.68,FLYING
