t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
4.08,APPROACH,ILS_TRACK,154.92,152,-2.92,583.25,502.76,-22.01,9.16,17.08,270,0.079,0.2502,0,-3.656,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.055,0,2.966,0,270.03,0,0,1,-8.12,0,0,0,270.02,0.4127,0.0004,0.9108,0,270.03,-0.19,-74.21,11.143,0.025,31.945,1,3,672.14,-12.102,0,658.28,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.65,1098.08,2,0,0.12,0.12,33,8.33,0.12,0.12,4.08,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,153.88,152,-1.88,576.09,495.05,-20.46,11.09,18.47,270.01,0.078,0.3942,0,-4.49,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.342,0,1.947,0,270.02,0,0,1,-7.65,0,0,0,270.02,0.4128,0.0004,0.9108,0,270.02,-0.21,-78.36,11.085,0.023,32.594,1,3,672.14,-11.355,0,655.25,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.53,1094.25,2,0,0.12,0.12,36,8.33,0.12,0.12,4.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.81,APPROACH,ILS_TRACK,152.73,152,-0.73,569.01,487.9,-18.83,11.43,18.22,270,0.062,0.5324,0,-4.891,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.662,0,0.811,0,270.02,0,0,1,-7.1,0,0,0,270.02,0.4129,0.0004,0.9108,0,270.02,-0.23,-82.21,11.03,0.021,33.347,1,3,672.14,-10.857,0,652.36,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.34,1089.92,2,0,0.132,0.132,39,8.19,0.132,0.101,4.81,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.12,APPROACH,ILS_TRACK,151.89,152,0.11,563.28,482.18,-17.92,11.4,17.89,270,0.074,0.6562,0,-4.948,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.898,0,-0.025,0,270.02,0,0,1,-6.79,0,0,0,270.02,0.413,0.0004,0.9107,0,270.02,-0.24,-85.37,10.981,0.022,33.614,1,3,672.14,-10.005,0,649.79,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.73,1086.81,2,0,0.157,0.157,41,6.4,0.157,0.132,5.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.45,APPROACH,ILS_TRACK,151.05,152,0.95,557.53,476.44,-17.11,11.36,17.59,270.01,0.081,0.7864,0,-4.732,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.136,0,-0.87,0,270.02,0,0,1,-6.51,0,0,0,270.02,0.4131,0.0004,0.9107,0,270.02,-0.26,-88.42,10.93,0.021,33.891,1,3,672.14,-9.204,0,647.1,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.13,1083.72,2,0,0.165,0.165,43,6.09,0.165,0.157,5.45,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.79,APPROACH,ILS_TRACK,150.29,152,1.71,551.79,470.68,-16.36,11.39,17.39,270.01,0.07,0.9232,0,-4.234,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.353,0,-1.641,0,270.02,0,0,1,-6.26,0,0,0,270.02,0.4131,0.0004,0.9107,0,270.02,-0.27,-91.36,10.876,0.021,34.112,1,3,672.14,-8.38,0,644.29,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.19,1080.98,2,0,0.173,0.173,45,5.8,0.173,0.165,5.79,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.14,APPROACH,ILS_TRACK,149.65,152,2.35,546.25,465.12,-15.52,11.47,17.17,270,0.046,0.8984,0,-3.486,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.537,0,-2.291,0,270.02,0,0,1,-5.97,0,0,0,270.02,0.4132,0.0003,0.9106,0,270.02,-0.28,-94.09,10.822,0.019,34.325,1,3,672.14,-7.623,0,641.42,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.43,1078.77,2,0,0.175,0.175,47,5.71,0.175,0.173,6.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.53,APPROACH,ILS_TRACK,149.15,152,2.85,540.51,459.31,-14.74,11.65,17.12,270,0.052,0.833,0,-2.447,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.684,0,-2.813,0,270.02,0,0,1,-5.69,0,0,0,270.02,0.4133,0.0004,0.9106,0,270.02,-0.3,-96.76,10.762,0.021,34.347,1,3,672.14,-6.65,0,638.28,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.89,1077.14,2,0,0.175,0.175,49,5.19,0.21,0.175,6.53,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.88,APPROACH,ILS_TRACK,148.82,152,3.18,535.67,454.28,-13.98,12.19,17.43,270,0.068,0.7515,0,-1.372,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.779,0,-3.15,0,270.03,0,0,1,-5.43,0,0,0,270.02,0.4134,0.0004,0.9105,0,270.03,-0.32,-98.82,10.707,0.025,34.157,1,3,672.14,-5.638,0,635.42,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.53,1076.19,2,0,0.175,0.175,51,5.71,0.175,0.175,6.88,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.23,APPROACH,ILS_TRACK,148.53,152,3.47,531.14,449.59,-12.84,12.85,17.65,270.01,0.068,0.6984,0,-0.193,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.862,0,-3.444,0,270.02,0,0,1,-5.02,0,0,0,270.02,0.4135,0.0004,0.9105,0,270.02,-0.33,-100.55,10.653,0.021,33.97,1,3,672.14,-4.757,0,632.58,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.97,1075.35,2,0,0.175,0.175,53,5.71,0.175,0.175,7.23,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.58,APPROACH,ILS_TRACK,148.26,152,3.74,526.91,445.27,-11.89,13.1,17.55,270.01,0.077,0.6712,0,1.086,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.939,0,-3.719,0,270.02,0,0,1,-4.65,0,0,0,270.02,0.4136,0.0004,0.9105,0,270.02,-0.34,-102.01,10.598,0.024,33.748,1,3,672.14,-3.932,0,629.73,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.06,1074.59,2,0,0.175,0.175,55,5.71,0.175,0.175,7.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.93,APPROACH,ILS_TRACK,148.05,152,3.95,523.04,441.29,-10.86,13.5,17.61,270.01,0.088,0.6432,0,2.444,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.998,0,-3.93,0,270.03,0,0,1,-4.31,0,0,0,270.02,0.4137,0.0005,0.9104,0,270.03,-0.36,-103.1,10.544,0.026,33.221,1,3,672.14,-2.863,0,626.89,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.5,1074.06,2,0,0.175,0.175,57,5.71,0.175,0.175,7.93,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.28,APPROACH,ILS_TRACK,147.85,152,4.15,519.46,437.7,-9.82,13.58,17.24,270.01,0.069,0.6375,0,3.874,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.056,0,-4.135,0,270.02,0,0,1,-3.87,0,0,0,270.02,0.4137,0.0004,0.9104,0,270.02,-0.37,-103.91,10.49,0.023,32.848,1,3,672.14,-2.095,0,624.05,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.88,1073.52,2,0,0.175,0.175,59,5.71,0.175,0.175,8.28,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.63,APPROACH,ILS_TRACK,147.73,152,4.27,516.22,434.42,-8.99,13.68,17.05,270.01,0.092,0.6123,0,5.355,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.091,0,-4.258,0,270.02,0,0,1,-3.54,0,0,0,270.02,0.4138,0.0004,0.9104,0,270.02,-0.38,-104.38,10.436,0.024,32.182,1,3,672.14,-1.086,0,621.22,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.58,1073.32,2,0,0.175,0.175,61,5.71,0.175,0.175,8.63,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.98,APPROACH,ILS_TRACK,147.68,152,4.32,513.36,431.42,-8.18,14.07,17.19,270.02,0.117,0.5828,0,6.862,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.108,0,-4.319,0,270.03,0,0,1,-3.23,0,0,0,270.02,0.4139,0.0004,0.9103,0,270.03,-0.39,-104.48,10.382,0.026,31.354,1,3,672.14,-0.014,0,618.38,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.47,1073.33,2,0,0.175,0.175,63,5.71,0.175,0.175,8.98,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.33,APPROACH,ILS_TRACK,147.61,152,4.39,510.84,428.76,-7.08,14.6,17.28,270.03,0.124,0.5755,0,8.389,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.125,0,-4.379,0,270.02,0,0,1,-2.82,0,0,0,270.02,0.414,0.0004,0.9103,0,270.02,-0.4,-104.22,10.328,0.022,30.541,1,3,672.14,0.908,0,615.54,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.59,1073.29,2,0,0.175,0.175,65,5.71,0.175,0.175,9.33,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.68,APPROACH,ILS_TRACK,147.54,152,4.46,508.59,426.48,-5.85,14.83,17.05,270.03,0.137,0.5845,0,9.94,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.144,0,-4.448,0,270.02,0,0,1,-2.41,0,0,0,270.02,0.4141,0.0004,0.9102,0,270.02,-0.41,-103.68,10.274,0.023,29.681,1,3,672.14,1.78,0,612.71,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.86,1073.2,2,0,0.175,0.175,67,5.71,0.175,0.175,9.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.03,APPROACH,ILS_TRACK,147.43,152,4.57,506.43,424.8,-4.12,13.64,14.97,270.03,0.135,0.6225,0,11.526,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.177,0,-4.562,0,270.02,0,0,1,-1.7,0,0,0,270.02,0.4141,0.0004,0.9102,0,270.02,-0.41,-103.01,10.22,0.02,29.335,1,3,672.14,1.961,0,609.88,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.39,1072.84,2,0,0.175,0.175,69,5.71,0.175,0.175,10.03,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.38,APPROACH,ILS_TRACK,147.62,152,4.38,504.43,423.53,-3.58,11.18,12.28,270.03,0.109,0.5448,0,13.099,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.138,0,-4.424,0,270.02,0,0,1,-1.4,0,0,0,270.02,0.4142,0.0003,0.9102,0,270.02,-0.42,-102.23,10.165,0.019,28.73,1,3,672.14,2.424,0,607.04,0,0,0,,0,0,0,0,0,0,269.98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.72,1073.72,2,0,0.175,0.175,71,5.71,0.175,0.175,10.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
