t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,phase_el_s,status
156.98,ASCENT,RKT_SUSTAIN,308.94,80,-228.94,10292.57,222.06,28.92,3.7,90.39,-0.001,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,39.8,1.753,12704,0,1,0,-2911.02,7.057,1,0,103.5,FLYING
159.44,ASCENT,RKT_SUSTAIN,283.99,80,-203.99,10831.14,215.76,29.52,4.28,90.39,0,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,33.9,1.705,13085,0,1,0,-2675.58,6.846,1,0,105.96,FLYING
161.9,ASCENT,RKT_SUSTAIN,261.38,80,-181.38,11354.49,209.66,30.19,4.95,90.39,0.001,1,0,0,0,0,0,0,0,0,0,90.39,25,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,28.9,1.659,13462,0,1,0,-2469.72,6.641,1,0,108.42,FLYING
164.34,ASCENT,RKT_SUSTAIN,240.95,80,-160.95,11858.93,203.71,30.88,5.63,90.39,0.001,1,0,0,0,0,0,0,0,0,0,90.39,24.9,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,24.7,1.613,13832,0,1,0,-2292.13,6.444,1,0,110.86,FLYING
166.76,ASCENT,RKT_SUSTAIN,222.49,80,-142.49,12343.77,196.65,30.62,5.52,90.39,0,1,0,0,0,0,0,0,0,0,0,90.39,24.396,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,21.2,1.569,14183,0,1,0,-2109.09,6.213,1,0,113.28,FLYING
169.16,ASCENT,RKT_SUSTAIN,206.07,80,-126.07,12805.03,187.5,29.16,4.63,90.39,-0.011,1,0,0,0,0,0,0,0,0,0,90.39,23.588,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,18.3,1.527,14494,0,1,0,-1853.54,5.922,1,0,115.68,FLYING
171.56,ASCENT,RKT_SUSTAIN,191.27,80,-111.27,13243.02,178.16,31.06,7.11,90.39,0.001,1,0,0,0,0,0,0,0,0,0,90.39,22.703,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,15.9,1.487,14760,0,1,0,-1683.35,5.619,1,0,118.08,FLYING
173.98,ASCENT,RKT_SUSTAIN,177.54,80,-97.54,13664.42,169.96,31.64,8.15,90.39,-0.001,1,0,0,0,0,0,0,0,0,0,90.39,21.959,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,13.8,1.446,15023,0,1,0,-1626.66,5.353,1,0,120.5,FLYING
176.4,ASCENT,RKT_SUSTAIN,164.74,80,-84.74,14066.83,161.9,34.53,11.45,90.38,0.006,1,0,0,0,0,0,0,0,0,0,90.38,21.235,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,12,1.404,15280,0,1,0,-1658.15,5.095,1,0,122.92,FLYING
178.8,ASCENT,RKT_SUSTAIN,152.8,80,-72.8,14445.25,152.93,34.64,12.19,90.4,-0.056,1,0,0,0,0,0,0,0,0,0,90.4,20.377,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.4,1.36,15522,0,1,0,-1718.61,4.809,1,0,125.32,FLYING
181.24,ASCENT,RKT_SUSTAIN,141.8,80,-61.8,14804.62,141.98,32.85,11.44,90.41,-0.048,1,0,0,0,0,0,0,0,0,0,90.41,19.212,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.1,1.316,15731,0,1,0,-1713.05,4.462,1,0,127.76,FLYING
183.66,ASCENT,RKT_SUSTAIN,132.83,80,-52.83,15129.79,127.34,29.16,9.37,90.42,-0.041,1,0,0,0,0,0,0,0,0,0,90.42,17.429,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,8,1.281,15893,0,1,0,-1361.56,4.002,1,0,130.18,FLYING
186.12,ASCENT,RKT_SUSTAIN,124.59,80,-44.59,15425.85,112.83,31.68,13.71,90.43,-0.04,1,0,0,0,0,0,0,0,0,0,90.43,15.631,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,7.1,1.245,16017,0,1,0,-1264.03,3.545,1,0,132.64,FLYING
188.56,ASCENT,RKT_SUSTAIN,116.71,80,-36.71,15683.61,97.97,35.97,19.92,90.44,-0.04,1,0,0,0,0,0,0,0,0,0,90.44,13.762,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,6.4,1.205,16117,0,1,0,-1440.31,3.075,1,0,135.08,FLYING
191.02,ASCENT,RKT_SUSTAIN,109.36,80,-29.36,15905.76,83.11,34.06,20.01,90.45,-0.047,1,0,0,0,0,0,0,0,0,0,90.45,11.855,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,5.7,1.164,16203,0,1,0,-1618.99,2.606,1,0,137.54,FLYING
193.48,ASCENT,RKT_SUSTAIN,103.2,80,-23.2,16091.03,68.09,31.86,20.01,90.46,-0.046,1,0,0,0,0,0,0,0,0,0,90.46,9.849,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,5.1,1.127,16274,0,1,0,-1607.38,2.134,1,0,140,FLYING
195.94,ASCENT,RKT_SUSTAIN,98.08,80,-18.08,16239.16,52.98,29.47,20.01,90.46,-0.042,1,0,0,0,0,0,0,0,0,0,90.46,7.764,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,4.6,1.095,16333,0,1,0,-1517.81,1.661,1,0,142.46,FLYING
198.4,ASCENT,RKT_SUSTAIN,93.95,80,-13.95,16350.01,37.83,26.92,20.01,90.46,-0.038,1,0,0,0,0,0,0,0,0,0,90.46,5.613,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,4.3,1.067,16379,0,1,0,-1403.34,1.186,1,0,144.92,FLYING
200.86,ASCENT,RKT_SUSTAIN,90.75,80,-10.75,16423.5,22.67,24.24,20.01,90.46,-0.035,1,0,0,0,0,0,0,0,0,0,90.46,3.408,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,4,1.043,16414,0,1,0,-1288.77,0.713,1,0,147.38,FLYING
203.32,ASCENT,RKT_SUSTAIN,88.41,80,-8.41,16459.68,7.53,21.44,20.01,90.46,-0.03,1,0,0,0,0,0,0,0,0,0,90.46,1.165,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,3.8,1.025,16437,0,1,0,-1185.05,0.241,1,0,149.84,FLYING
205.78,ASCENT,RKT_SUSTAIN,86.89,80,-6.89,16458.65,-7.53,18.57,20.01,90.46,-0.024,1,0,0,0,0,0,0,0,0,0,90.46,0.126,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,3.7,1.01,16449,0,1,0,-1096.3,1,1,0,152.3,FLYING
208.24,ASCENT,RKT_SUSTAIN,86.14,80,-6.14,16420.69,-22.48,15.65,20.01,90.46,-0.02,1,0,0,0,0,0,0,0,0,0,90.46,0.315,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,3.6,1,16449,0,1,0,-1023.49,3,1,0,154.76,FLYING
210.7,ASCENT,RKT_SUSTAIN,86.26,80,-6.26,16346.12,-37.27,12.73,20.01,90.46,-0.019,1,0,0,0,0,0,0,0,0,0,90.46,0.506,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,3.6,0.995,16437,0,1,0,-923.67,5,1,0,157.22,FLYING
213.16,ASCENT,RKT_SUSTAIN,87.11,80,-7.11,16235.43,-51.83,9.84,20.01,90.46,-0.018,1,0,0,0,0,0,0,0,0,0,90.46,0.717,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,3.6,0.994,16413,0,1,0,-857.81,7,1,0,159.68,FLYING
215.62,ASCENT,RKT_SUSTAIN,88.66,80,-8.66,16089.3,-66.09,7.04,20.01,90.46,-0.018,1,0,0,0,0,0,0,0,0,0,90.46,0.963,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,3.7,0.997,16376,0,1,0,-817.78,9,1,0,162.14,FLYING
218.08,ASCENT,RKT_SUSTAIN,90.79,80,-10.79,15908.62,-79.92,4.34,20.01,90.46,-0.017,1,0,0,0,0,0,0,0,0,0,90.46,1.262,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,3.9,1.002,16324,0,1,0,-817.78,11,1,0,164.6,FLYING
220.56,ASCENT,RKT_SUSTAIN,93.49,80,-13.49,15692.76,-93.32,1.75,20.01,90.47,-0.017,1,0,0,0,0,0,0,0,0,0,90.46,1.614,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,4.1,1.009,16256,0,1,0,-852.54,13,1,0,167.08,FLYING
223.02,ASCENT,RKT_SUSTAIN,96.82,80,-16.82,15446.52,-106.05,-0.65,20.01,90.47,-0.017,1,0,0,0,0,0,0,0,0,0,90.47,2.058,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,4.3,1.017,16170,0,1,0,-879.33,15,1,0,169.54,FLYING
225.48,ASCENT,RKT_SUSTAIN,100.77,80,-20.77,15169.81,-118.14,-2.88,20.01,90.47,-0.016,1,0,0,0,0,0,0,0,0,0,90.47,2.594,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,4.6,1.028,16065,0,1,0,-910.83,17,1,0,172,FLYING
227.94,ASCENT,RKT_SUSTAIN,105.32,80,-25.32,14864.35,-129.46,-4.9,20.01,90.47,-0.015,1,0,0,0,0,0,0,0,0,0,90.47,3.236,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,5,1.04,15939,0,1,0,-951.44,19,1,0,174.46,FLYING
230.4,ASCENT,RKT_SUSTAIN,110.43,80,-30.43,14532.18,-139.9,-6.72,20.01,90.47,-0.014,1,0,0,0,0,0,0,0,0,0,90.47,3.997,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,5.5,1.052,15788,0,1,0,-1003.75,21,1,0,176.92,FLYING
232.84,ASCENT,RKT_SUSTAIN,116.02,80,-36.02,14178.58,-149.28,-8.29,20.01,90.48,-0.014,1,0,0,0,0,0,0,0,0,0,90.48,4.9,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,6,1.065,15612,0,1,0,-1065.29,23,1,0,179.36,FLYING
235.3,ASCENT,RKT_SUSTAIN,122.12,80,-42.12,13800.34,-157.62,-9.64,20.01,90.48,-0.014,1,0,0,0,0,0,0,0,0,0,90.48,5.938,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,6.6,1.077,15407,0,1,0,-1147.36,25,1,0,181.82,FLYING
237.76,ASCENT,RKT_SUSTAIN,128.58,80,-48.58,13403.21,-164.69,-10.75,20.01,90.49,-0.012,1,0,0,0,0,0,0,0,0,0,90.49,5.134,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,7.2,1.087,15169,0,1,0,-1244.03,25,1,0,184.28,FLYING
240.22,ASCENT,RKT_SUSTAIN,135.31,80,-55.31,12990.47,-170.36,-11.61,20.01,90.49,-0.012,1,0,0,0,0,0,0,0,0,0,90.49,4.499,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,8,1.097,14897,0,1,0,-1355.96,25,1,0,186.74,FLYING
242.68,ASCENT,RKT_SUSTAIN,142.19,80,-62.19,12565.75,-174.48,-12.21,20.01,90.5,-0.01,1,0,0,0,0,0,0,0,0,0,90.5,4.044,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,8.8,1.104,14588,0,1,0,-1483.05,25,1,0,189.2,FLYING
245.14,ASCENT,RKT_SUSTAIN,149.07,80,-69.07,12133.03,-176.92,-12.54,20.01,90.5,-0.009,1,0,0,0,0,0,0,0,0,0,90.5,3.781,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.7,1.108,14240,0,1,0,-1624.43,25,1,0,191.66,FLYING
247.6,ASCENT,RKT_SUSTAIN,155.79,80,-75.79,11696.56,-177.62,-12.69,19.93,90.51,-0.009,1,0,0,0,0,0,0,0,0,0,90.51,3.709,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.6,1.109,13854,0,1,0,-1777.1,25,1,0,194.12,FLYING
250.06,ASCENT,RKT_SUSTAIN,162.18,80,-82.18,11260.75,-176.43,-12.61,19.82,90.52,-0.008,1,0,0,0,0,0,0,0,0,0,90.52,3.844,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,11.5,1.107,13430,0,1,0,-1935.08,25,1,0,196.58,FLYING
252.52,ASCENT,RKT_SUSTAIN,168.02,80,-88.02,10830.3,-173.32,-12.01,19.94,90.53,-0.008,1,0,0,0,0,0,0,0,0,0,90.53,4.183,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,12.4,1.101,12972,0,1,0,-2099.6,25,1,0,199.04,FLYING
254.98,ASCENT,RKT_SUSTAIN,173.05,80,-93.05,10410.21,-168.15,-11.25,19.92,90.54,-0.008,1,0,0,0,0,0,0,0,0,0,90.54,4.744,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,13.3,1.091,12482,0,1,0,-2267.81,25,1,0,201.5,FLYING
257.44,ASCENT,RKT_SUSTAIN,177.34,80,-97.34,10005.19,-161.26,-10.23,19.91,90.56,-0.008,1,0,0,0,0,0,0,0,0,0,90.55,5.497,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,14.1,1.078,11969,0,1,0,-2389.06,25,1,0,203.96,FLYING
259.9,ASCENT,RKT_SUSTAIN,181.24,80,-101.24,9618.5,-153.31,-8.89,19.99,90.56,-0.007,1,0,0,0,0,0,0,0,0,0,90.56,6.388,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,14.9,1.064,11447,0,1,0,-2418.1,25,1,0,206.42,FLYING
262.36,ASCENT,RKT_SUSTAIN,183.5,80,-103.5,9254.41,-142.87,-6.33,20.95,90.57,-0.005,1,0,0,0,0,0,0,0,0,0,90.57,7.532,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,15.5,1.045,10920,0,1,0,-2559.71,25,1,0,208.88,FLYING
264.82,ASCENT,RKT_SUSTAIN,182.9,80,-102.9,8920.49,-129.08,-3.25,21.96,90.58,-0.014,1,0,0,0,0,0,0,0,0,0,90.58,9.02,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,15.9,1.015,10384,0,1,0,-2863.71,25,1,0,211.34,FLYING
267.28,ASCENT,RKT_SUSTAIN,179.76,80,-99.76,8623.31,-113.63,-0.32,22.48,90.59,-0.015,1,0,0,0,0,0,0,0,0,0,90.59,10.724,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,15.8,0.978,9856,0,1,0,-3040.12,25,1,0,213.8,FLYING
269.74,ASCENT,RKT_SUSTAIN,175.17,80,-95.17,8364.99,-97.14,3.6,23.76,90.6,-0.013,1,0,0,0,0,0,0,0,0,0,90.6,12.582,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,15.4,0.938,9366,0,1,0,-3110.25,25,1,0,216.26,FLYING
272.2,ASCENT,RKT_SUSTAIN,169.5,80,-89.5,8146.93,-81.03,6.91,24.3,90.61,-0.016,1,0,0,0,0,0,0,0,0,0,90.61,14.441,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,14.8,0.897,8927,0,1,0,-3127.85,25,1,0,218.72,FLYING
274.66,ASCENT,RKT_SUSTAIN,163.96,80,-83.96,7965.86,-67.63,8.19,23.19,90.61,-0.02,1,0,0,0,0,0,0,0,0,0,90.61,16.023,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,14.1,0.859,8558,0,1,0,-2968.28,25,1,0,221.18,FLYING
277.12,ASCENT,RKT_SUSTAIN,158.39,80,-78.39,7815.31,-55.99,11.15,24.04,90.62,-0.022,1,0,0,0,0,0,0,0,0,0,90.62,17.416,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,13.4,0.824,8261,0,1,0,-2801.16,25,1,0,223.64,FLYING
279.58,ASCENT,RKT_SUSTAIN,153.56,80,-73.56,7688.07,-48.6,8.37,19.93,90.63,-0.027,1,0,0,0,0,0,0,0,0,0,90.63,18.312,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,12.7,0.794,8026,0,1,0,-2514.83,25,1,0,226.1,FLYING
282.04,ASCENT,RKT_SUSTAIN,150.85,80,-70.85,7573.01,-45.24,8.98,19.97,90.63,-0.023,1,0,0,0,0,0,0,0,0,0,90.63,18.699,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,12.2,0.774,7848,0,1,0,-2088.82,25,1,0,228.56,FLYING
284.5,ASCENT,RKT_SUSTAIN,148.14,80,-68.14,7465.16,-42.71,9.4,20,90.63,-0.021,1,0,0,0,0,0,0,0,0,0,90.63,18.979,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,11.9,0.755,7702,0,1,0,-1837.5,25,1,0,231.02,FLYING
286.96,ASCENT,RKT_SUSTAIN,145.5,80,-65.5,7362.5,-40.96,9.62,20.01,90.63,-0.021,1,0,0,0,0,0,0,0,0,0,90.63,19.156,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,11.5,0.737,7575,0,1,0,-1674.52,25,1,0,233.48,FLYING
289.42,ASCENT,RKT_SUSTAIN,143.02,80,-63.02,7263.11,-39.99,9.65,20.01,90.64,-0.021,1,0,0,0,0,0,0,0,0,0,90.64,19.228,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,11.2,0.72,7460,0,1,0,-1554.99,25,1,0,235.94,FLYING
291.88,ASCENT,RKT_SUSTAIN,140.74,80,-60.74,7165.14,-39.73,9.5,20.01,90.64,-0.02,1,0,0,0,0,0,0,0,0,0,90.64,19.2,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.9,0.704,7354,0,1,0,-1459.7,25,1,0,238.4,FLYING
294.34,ASCENT,RKT_SUSTAIN,138.7,80,-58.7,7066.95,-40.11,9.19,20.01,90.64,-0.021,1,0,0,0,0,0,0,0,0,0,90.64,19.083,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.6,0.689,7253,0,1,0,-1378.35,25,1,0,240.86,FLYING
296.8,ASCENT,RKT_SUSTAIN,136.92,80,-56.92,6967.11,-41.02,8.74,20.01,90.64,-0.018,1,0,0,0,0,0,0,0,0,0,90.64,18.887,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.4,0.676,7155,0,1,0,-1305.87,25,1,0,243.32,FLYING
299.26,ASCENT,RKT_SUSTAIN,135.44,80,-55.44,6864.42,-42.38,8.17,20.01,90.65,-0.017,1,0,0,0,0,0,0,0,0,0,90.65,18.626,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.2,0.663,7058,0,1,0,-1239.9,25,1,0,245.78,FLYING
301.72,ASCENT,RKT_SUSTAIN,134.26,80,-54.26,6757.9,-44.08,7.51,20.01,90.65,-0.02,1,0,0,0,0,0,0,0,0,0,90.65,18.312,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10,0.652,6961,0,1,0,-1179.61,25,1,0,248.24,FLYING
304.18,ASCENT,RKT_SUSTAIN,133.38,80,-53.38,6646.84,-46.04,6.77,20.01,90.65,-0.018,1,0,0,0,0,0,0,0,0,0,90.65,17.961,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.9,0.642,6861,0,1,0,-1124.73,25,1,0,250.7,FLYING
306.64,ASCENT,RKT_SUSTAIN,132.82,80,-52.82,6530.73,-48.16,6,20.01,90.65,-0.019,1,0,0,0,0,0,0,0,0,0,90.65,17.586,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.8,0.634,6759,0,1,0,-1075.22,25,1,0,253.16,FLYING
309.1,ASCENT,RKT_SUSTAIN,132.55,80,-52.55,6409.3,-50.35,5.21,20.01,90.66,-0.019,1,0,0,0,0,0,0,0,0,0,90.66,17.2,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.8,0.626,6654,0,1,0,-1031.12,25,1,0,255.62,FLYING
311.56,ASCENT,RKT_SUSTAIN,132.55,80,-52.55,6282.47,-52.54,4.43,20.01,90.66,-0.017,1,0,0,0,0,0,0,0,0,0,90.66,16.818,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.8,0.62,6544,0,1,0,-992.47,25,1,0,258.08,FLYING
314.02,ASCENT,RKT_SUSTAIN,132.8,80,-52.8,6150.37,-54.64,3.68,20.01,90.66,-0.018,1,0,0,0,0,0,0,0,0,0,90.66,16.45,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.8,0.614,6429,0,1,0,-959.25,25,1,0,260.54,FLYING
316.48,ASCENT,RKT_SUSTAIN,133.27,80,-53.27,6013.28,-56.59,2.99,20.01,90.66,-0.018,1,0,0,0,0,0,0,0,0,0,90.66,16.108,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,9.9,0.609,6309,0,1,0,-931.4,25,1,0,263,FLYING
318.94,ASCENT,RKT_SUSTAIN,133.91,80,-53.91,5871.66,-58.34,2.37,20.01,90.67,-0.018,1,0,0,0,0,0,0,0,0,0,90.67,15.801,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10,0.605,6184,0,1,0,-908.79,25,1,0,265.46,FLYING
321.4,ASCENT,RKT_SUSTAIN,134.69,80,-54.69,5726.06,-59.84,1.84,20.01,90.67,-0.018,1,0,0,0,0,0,0,0,0,0,90.67,15.537,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.1,0.601,6053,0,1,0,-891.19,25,1,0,267.92,FLYING
323.86,ASCENT,RKT_SUSTAIN,135.57,80,-55.57,5577.14,-61.06,1.4,20.01,90.67,-0.018,1,0,0,0,0,0,0,0,0,0,90.67,15.319,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.2,0.597,5917,0,1,0,-878.36,25,1,0,270.38,FLYING
326.32,ASCENT,RKT_SUSTAIN,136.51,80,-56.51,5425.65,-61.96,1.05,20.01,90.67,-0.017,1,0,0,0,0,0,0,0,0,0,90.67,15.153,0,0,0,0,0,0,0,0,90.4,1,0,0.003,0,0,3,0,0,0,11.5,-9.975,0,0,1,1,0,0,VALID,10.4,0.594,5776,0,1,0,-870,25,1,0,272.84,FLYING
