t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,yaw_cmd,roll_cmd,flaps_cur,flaps_tgt,phase_el_s,status
132.28,ROLLOUT,ILS_TRACK,62.58,76,13.42,1.74,-0.21,-2.01,-1.65,272.27,7.214,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.647,0.124,1.658,-0.0537,-0.0537,-0.7022,1,1,12.26,LANDED
132.46,ROLLOUT,ILS_TRACK,62.49,76,13.51,1.62,-0.12,-3.54,-3.41,272.77,7.951,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.649,0.118,2.249,-0.073,-0.073,-0.7766,1,1,12.44,LANDED
132.64,ROLLOUT,ILS_TRACK,62.38,76,13.62,1.61,-0.06,-3.1,-3.18,273.29,8.001,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.651,0.11,2.717,-0.0885,-0.0885,-0.7843,1,1,12.62,LANDED
132.84,ROLLOUT,ILS_TRACK,62.27,76,13.73,1.65,0.01,-2.45,-2.49,273.83,7.778,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.654,0.099,3.339,-0.1092,-0.1092,-0.7657,1,1,12.82,LANDED
133.02,ROLLOUT,ILS_TRACK,62.17,76,13.83,1.64,-0.05,-2.47,-2.44,273.71,6.913,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.656,0.086,3.384,-0.111,-0.111,-0.683,1,1,13,LANDED
133.2,ROLLOUT,ILS_TRACK,62.07,76,13.93,1.64,-0.26,-1.98,-1.83,272.87,4.5,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.658,0.073,2.706,-0.089,-0.089,-0.4462,1,1,13.18,LANDED
133.38,ROLLOUT,ILS_TRACK,61.97,76,14.03,1.65,-0.24,-0.69,-0.63,271.51,0.034,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.66,0.06,1.437,-0.0474,-0.0474,-0.0034,1,1,13.36,LANDED
133.56,ROLLOUT,ILS_TRACK,61.86,76,14.14,1.68,0.1,-0.3,-0.46,270.01,-3.022,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.662,0.051,-0.061,0.002,0.002,0.3018,1,1,13.54,LANDED
133.74,ROLLOUT,ILS_TRACK,61.74,76,14.26,1.68,0.37,-0.77,-1.06,268.73,-3.579,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.39,0.664,0.048,-1.407,0.0467,0.0467,0.3588,1,1,13.72,LANDED
133.94,ROLLOUT,ILS_TRACK,61.62,76,14.38,1.66,0.04,-1.69,-1.71,267.66,-3.629,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.667,0.052,-2.551,0.085,0.085,0.3656,1,1,13.92,LANDED
134.12,ROLLOUT,ILS_TRACK,61.53,76,14.47,1.65,0.02,-1.8,-1.85,266.93,-3.896,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.669,0.062,-3.328,0.1112,0.1112,0.3938,1,1,14.1,LANDED
134.3,ROLLOUT,ILS_TRACK,61.44,76,14.56,1.66,-0.04,-1.68,-1.66,266.66,-3.633,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.67,0.075,-3.76,0.126,0.126,0.3684,1,1,14.28,LANDED
134.48,ROLLOUT,ILS_TRACK,61.36,76,14.64,1.65,-0.24,-1.31,-1.18,267.13,-1.907,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.672,0.09,-3.455,0.1161,0.1161,0.194,1,1,14.46,LANDED
134.66,ROLLOUT,ILS_TRACK,61.27,76,14.73,1.65,-0.14,-0.63,-0.53,268.14,1.098,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.674,0.105,-2.541,0.0856,0.0856,-0.112,1,1,14.64,LANDED
134.84,ROLLOUT,ILS_TRACK,61.18,76,14.82,1.66,0.06,-0.5,-0.58,269.34,3.068,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.676,0.117,-1.386,0.0468,0.0468,-0.3139,1,1,14.82,LANDED
135.04,ROLLOUT,ILS_TRACK,61.06,76,14.94,1.66,0.13,-0.69,-0.85,270.9,3.709,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.678,0.126,0.118,-0.004,-0.004,-0.381,1,1,15.02,LANDED
135.22,ROLLOUT,ILS_TRACK,60.96,76,15.04,1.68,0.2,-1.25,-1.45,272.41,3.848,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.68,0.127,1.631,-0.0555,-0.0555,-0.3967,1,1,15.2,LANDED
135.4,ROLLOUT,ILS_TRACK,60.85,76,15.15,1.66,0.07,-1.74,-1.85,273.72,4.336,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.682,0.123,2.991,-0.102,-0.102,-0.4487,1,1,15.38,LANDED
135.58,ROLLOUT,ILS_TRACK,60.75,76,15.25,1.66,0.08,-1.82,-1.96,274.87,4.986,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.684,0.113,4.19,-0.1433,-0.1433,-0.5178,1,1,15.56,LANDED
135.76,ROLLOUT,ILS_TRACK,60.65,76,15.35,1.66,0.08,-1.93,-2.03,275.78,5.527,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.686,0.099,5.178,-0.1776,-0.1776,-0.5759,1,1,15.74,LANDED
135.94,ROLLOUT,ILS_TRACK,60.55,76,15.45,1.66,0.04,-2.09,-2.12,276.15,5.775,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.688,0.079,5.721,-0.1968,-0.1968,-0.6038,1,1,15.92,LANDED
136.14,ROLLOUT,ILS_TRACK,60.45,76,15.55,1.64,-0.15,-2.04,-1.95,275.62,4.472,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.69,0.055,5.395,-0.1862,-0.1862,-0.4691,1,1,16.12,LANDED
136.32,ROLLOUT,ILS_TRACK,60.36,76,15.64,1.65,-0.25,-1.01,-0.86,274.38,0.939,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.39,0.692,0.033,4.319,-0.1494,-0.1494,-0.0988,1,1,16.3,LANDED
136.5,ROLLOUT,ILS_TRACK,60.26,76,15.74,1.67,0.07,-0.3,-0.44,272.74,-2.633,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.38,0.694,0.013,2.746,-0.0953,-0.0953,0.278,1,1,16.48,LANDED
136.68,ROLLOUT,ILS_TRACK,60.15,76,15.85,1.68,0.37,-0.53,-0.77,271,-3.81,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.37,0.696,-0.001,1.015,-0.0353,-0.0353,0.4037,1,1,16.66,LANDED
136.86,ROLLOUT,ILS_TRACK,60.02,76,15.98,1.68,0.19,-1.56,-1.73,269.43,-4.225,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.36,0.699,-0.008,-0.613,0.0214,0.0214,0.4496,1,1,16.84,LANDED
137.04,ROLLOUT,ILS_TRACK,59.91,76,16.09,1.65,0.1,-2.18,-2.32,268.04,-5.112,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.36,0.701,-0.008,-2.004,0.0702,0.0702,0.546,1,1,17.02,LANDED
137.24,ROLLOUT,ILS_TRACK,59.8,76,16.2,1.66,0.12,-2.32,-2.53,266.4,-6.349,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.37,0.703,-0.001,-3.644,0.1281,0.1281,0.6808,1,1,17.22,LANDED
137.42,ROLLOUT,ILS_TRACK,59.69,76,16.31,1.66,0.11,-2.58,-2.76,265.17,-7.343,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.38,0.705,0.011,-4.966,0.1751,0.1751,0.7902,1,1,17.4,LANDED
137.6,ROLLOUT,ILS_TRACK,59.59,76,16.41,1.65,0.11,-2.91,-3.04,264.36,-8.282,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.39,0.707,0.027,-5.892,0.2084,0.2084,0.8943,1,1,17.58,LANDED
137.78,ROLLOUT,ILS_TRACK,59.49,76,16.51,1.63,0.03,-3.32,-3.36,264.27,-8.651,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.709,0.049,-6.189,0.2195,0.2195,0.9372,1,1,17.76,LANDED
137.96,ROLLOUT,ILS_TRACK,59.39,76,16.61,1.62,-0.14,-3.11,-3.04,265.11,-7.261,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.711,0.071,-5.577,0.1983,0.1983,0.7891,1,1,17.94,LANDED
138.14,ROLLOUT,ILS_TRACK,59.28,76,16.72,1.64,-0.44,-1.86,-1.62,266.75,-3.368,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.713,0.092,-4.092,0.146,0.146,0.3673,1,1,18.12,LANDED
138.34,ROLLOUT,ILS_TRACK,59.16,76,16.84,1.67,-0.01,-0.1,-0.2,268.94,2.702,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.716,0.112,-1.963,0.0702,0.0702,-0.2958,1,1,18.32,LANDED
138.52,ROLLOUT,ILS_TRACK,59.03,76,16.97,1.7,0.53,-0.18,-0.64,270.77,4.729,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.718,0.125,-0.052,0.0019,0.0019,-0.5197,1,1,18.5,LANDED
138.7,ROLLOUT,ILS_TRACK,58.89,76,17.11,1.74,0.48,-1.49,-1.98,271.96,5.028,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.721,0.128,1.301,-0.0469,-0.0469,-0.5552,1,1,18.68,LANDED
138.88,ROLLOUT,ILS_TRACK,58.8,76,17.2,1.64,-0.26,-2.85,-2.57,272.57,5.976,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.723,0.124,1.998,-0.0722,-0.0722,-0.6622,1,1,18.86,LANDED
139.06,ROLLOUT,ILS_TRACK,58.71,76,17.29,1.63,0.07,-2.44,-2.6,273.25,6.371,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.725,0.117,2.611,-0.0946,-0.0946,-0.7078,1,1,19.04,LANDED
139.24,ROLLOUT,ILS_TRACK,58.62,76,17.38,1.66,0.08,-2.08,-2.19,274.05,6.595,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.727,0.107,3.449,-0.1253,-0.1253,-0.7349,1,1,19.22,LANDED
139.44,ROLLOUT,ILS_TRACK,58.53,76,17.47,1.65,0.03,-2.27,-2.29,274.31,6.38,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.729,0.093,3.897,-0.142,-0.142,-0.7131,1,1,19.42,LANDED
139.62,ROLLOUT,ILS_TRACK,58.44,76,17.56,1.64,-0.13,-2.05,-1.98,273.72,4.857,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.73,0.078,3.493,-0.1276,-0.1276,-0.5444,1,1,19.6,LANDED
139.8,ROLLOUT,ILS_TRACK,58.35,76,17.65,1.65,-0.23,-0.97,-0.79,272.47,1.232,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.732,0.064,2.372,-0.0868,-0.0868,-0.1385,1,1,19.78,LANDED
139.98,ROLLOUT,ILS_TRACK,58.25,76,17.75,1.67,0.11,-0.28,-0.43,270.95,-2.453,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.734,0.052,0.888,-0.0326,-0.0326,0.2765,1,1,19.96,LANDED
140.16,ROLLOUT,ILS_TRACK,58.15,76,17.85,1.68,0.21,-0.52,-0.73,269.49,-3.509,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.736,0.045,-0.609,0.0224,0.0224,0.3968,1,1,20.14,LANDED
140.34,ROLLOUT,ILS_TRACK,58.04,76,17.96,1.68,0.21,-1.35,-1.53,268.25,-3.61,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.738,0.045,-1.912,0.0706,0.0706,0.4096,1,1,20.32,LANDED
140.54,ROLLOUT,ILS_TRACK,57.94,76,18.06,1.66,0.09,-1.84,-2,267.19,-4.019,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.74,0.051,-3.021,0.1119,0.1119,0.4576,1,1,20.52,LANDED
140.72,ROLLOUT,ILS_TRACK,57.85,76,18.15,1.65,0.05,-1.88,-1.95,266.47,-4.435,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.742,0.062,-3.835,0.1423,0.1423,0.5064,1,1,20.7,LANDED
140.9,ROLLOUT,ILS_TRACK,57.77,76,18.23,1.66,0,-1.74,-1.75,266.46,-4.033,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.744,0.076,-4.033,0.15,0.15,0.4616,1,1,20.88,LANDED
141.08,ROLLOUT,ILS_TRACK,57.7,76,18.3,1.66,-0.23,-1.22,-1.14,267.17,-1.731,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.745,0.091,-3.484,0.1299,0.1299,0.1986,1,1,21.06,LANDED
141.26,ROLLOUT,ILS_TRACK,57.61,76,18.39,1.65,-0.07,-0.5,-0.46,268.37,1.448,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.747,0.106,-2.369,0.0885,0.0885,-0.1666,1,1,21.24,LANDED
141.44,ROLLOUT,ILS_TRACK,57.52,76,18.48,1.66,0.13,-0.39,-0.57,269.76,3.316,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.749,0.118,-1.028,0.0385,0.0385,-0.3824,1,1,21.42,LANDED
141.64,ROLLOUT,ILS_TRACK,57.41,76,18.59,1.68,0.44,-0.77,-1.19,271.49,3.891,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.47,0.751,0.125,0.673,-0.0253,-0.0253,-0.4503,1,1,21.62,LANDED
141.82,ROLLOUT,ILS_TRACK,57.3,76,18.7,1.67,0.15,-1.6,-1.75,272.9,4.216,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.47,0.753,0.124,2.145,-0.0808,-0.0808,-0.4894,1,1,21.8,LANDED
142,ROLLOUT,ILS_TRACK,57.21,76,18.79,1.65,0.12,-1.94,-2.11,274.08,4.93,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.755,0.118,3.366,-0.1271,-0.1271,-0.5741,1,1,21.98,LANDED
142.18,ROLLOUT,ILS_TRACK,57.11,76,18.89,1.66,0.13,-2.02,-2.19,275.1,5.712,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.757,0.108,4.438,-0.168,-0.168,-0.667,1,1,22.16,LANDED
142.36,ROLLOUT,ILS_TRACK,57.03,76,18.97,1.66,0.11,-2.2,-2.31,275.71,6.305,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.759,0.092,5.195,-0.1971,-0.1971,-0.7384,1,1,22.34,LANDED
142.54,ROLLOUT,ILS_TRACK,56.94,76,19.06,1.64,0,-2.4,-2.42,275.54,6.004,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.76,0.074,5.217,-0.1983,-0.1983,-0.7048,1,1,22.52,LANDED
142.74,ROLLOUT,ILS_TRACK,56.85,76,19.15,1.64,-0.26,-1.73,-1.6,274.42,3.367,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.762,0.053,4.301,-0.1639,-0.1639,-0.3963,1,1,22.72,LANDED
142.92,ROLLOUT,ILS_TRACK,56.75,76,19.25,1.66,-0.13,-0.43,-0.39,272.82,-1.063,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.764,0.035,2.804,-0.1071,-0.1071,0.1255,1,1,22.9,LANDED
143.1,ROLLOUT,ILS_TRACK,56.65,76,19.35,1.68,0.2,-0.22,-0.47,271.05,-3.496,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.39,0.766,0.021,1.051,-0.0402,-0.0402,0.414,1,1,23.08,LANDED
143.28,ROLLOUT,ILS_TRACK,56.52,76,19.48,1.69,0.41,-1,-1.37,269.49,-3.982,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.38,0.768,0.013,-0.585,0.0225,0.0225,0.4732,1,1,23.26,LANDED
143.46,ROLLOUT,ILS_TRACK,56.42,76,19.58,1.66,0.12,-1.99,-2.11,268.31,-4.494,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.39,0.771,0.014,-1.83,0.0705,0.0705,0.5359,1,1,23.44,LANDED
143.64,ROLLOUT,ILS_TRACK,56.33,76,19.67,1.65,0.14,-2.18,-2.36,267.21,-5.386,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.39,0.773,0.019,-2.935,0.1134,0.1134,0.644,1,1,23.62,LANDED
143.84,ROLLOUT,ILS_TRACK,56.23,76,19.77,1.66,0.14,-2.3,-2.45,266.14,-6.328,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.4,0.775,0.03,-4.074,0.1578,0.1578,0.7589,1,1,23.82,LANDED
144.02,ROLLOUT,ILS_TRACK,56.15,76,19.85,1.65,0.08,-2.63,-2.71,265.73,-6.688,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.776,0.044,-4.658,0.1808,0.1808,0.804,1,1,24,LANDED
144.2,ROLLOUT,ILS_TRACK,56.07,76,19.93,1.64,-0.05,-2.57,-2.56,266.18,-5.867,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.778,0.06,-4.417,0.1718,0.1718,0.7069,1,1,24.18,LANDED
144.38,ROLLOUT,ILS_TRACK,55.99,76,20.01,1.64,-0.33,-1.67,-1.49,267.42,-2.953,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.779,0.076,-3.341,0.1302,0.1302,0.3567,1,1,24.36,LANDED
144.56,ROLLOUT,ILS_TRACK,55.9,76,20.1,1.66,-0.1,-0.3,-0.28,269.05,1.742,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.781,0.09,-1.773,0.0693,0.0693,-0.2109,1,1,24.54,LANDED
144.74,ROLLOUT,ILS_TRACK,55.79,76,20.21,1.68,0.21,-0.13,-0.37,270.69,3.937,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.783,0.1,-0.111,0.0043,0.0043,-0.4782,1,1,24.72,LANDED
144.94,ROLLOUT,ILS_TRACK,55.67,76,20.33,1.69,0.35,-1.12,-1.43,272.09,4.339,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.786,0.104,1.398,-0.0549,-0.0549,-0.5289,1,1,24.92,LANDED
145.12,ROLLOUT,ILS_TRACK,55.58,76,20.42,1.65,0.13,-2,-2.12,272.91,4.78,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.788,0.1,2.291,-0.0902,-0.0902,-0.5844,1,1,25.1,LANDED
145.3,ROLLOUT,ILS_TRACK,55.5,76,20.5,1.65,0.11,-2.16,-2.29,273.58,5.361,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.789,0.093,2.995,-0.1182,-0.1182,-0.657,1,1,25.28,LANDED
145.48,ROLLOUT,ILS_TRACK,55.42,76,20.58,1.65,0.06,-2.09,-2.17,273.85,5.313,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.44,0.791,0.082,3.403,-0.1346,-0.1346,-0.6526,1,1,25.46,LANDED
145.66,ROLLOUT,ILS_TRACK,55.35,76,20.65,1.65,-0.08,-1.78,-1.76,273.41,4.093,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.792,0.07,3.138,-0.1243,-0.1243,-0.5038,1,1,25.64,LANDED
145.84,ROLLOUT,ILS_TRACK,55.27,76,20.73,1.65,-0.16,-0.89,-0.79,272.36,0.927,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.794,0.058,2.209,-0.0877,-0.0877,-0.1144,1,1,25.82,LANDED
146.04,ROLLOUT,ILS_TRACK,55.18,76,20.82,1.67,0.15,-0.33,-0.52,270.86,-2.421,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.796,0.047,0.75,-0.0298,-0.0298,0.2995,1,1,26.02,LANDED
146.22,ROLLOUT,ILS_TRACK,55.08,76,20.92,1.67,0.18,-0.57,-0.76,269.49,-3.194,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.798,0.041,-0.62,0.0247,0.0247,0.3961,1,1,26.2,LANDED
146.4,ROLLOUT,ILS_TRACK,54.99,76,21.01,1.68,0.29,-1.09,-1.39,268.22,-3.17,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.41,0.799,0.041,-1.926,0.077,0.077,0.3941,1,1,26.38,LANDED
146.58,ROLLOUT,ILS_TRACK,54.9,76,21.1,1.66,0.09,-1.57,-1.68,267.16,-3.318,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.801,0.046,-3.04,0.1218,0.1218,0.4136,1,1,26.56,LANDED
146.76,ROLLOUT,ILS_TRACK,54.82,76,21.18,1.66,0.11,-1.55,-1.7,266.29,-3.61,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.42,0.803,0.056,-3.971,0.1594,0.1594,0.451,1,1,26.74,LANDED
146.94,ROLLOUT,ILS_TRACK,54.74,76,21.26,1.66,0.05,-1.48,-1.55,265.96,-3.454,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.43,0.804,0.069,-4.469,0.1798,0.1798,0.4326,1,1,26.92,LANDED
147.14,ROLLOUT,ILS_TRACK,54.67,76,21.33,1.65,-0.17,-1.23,-1.14,266.47,-1.815,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.45,0.806,0.087,-4.144,0.167,0.167,0.2278,1,1,27.12,LANDED
147.32,ROLLOUT,ILS_TRACK,54.59,76,21.41,1.65,-0.06,-0.55,-0.52,267.52,1.041,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.807,0.103,-3.206,0.1294,0.1294,-0.1309,1,1,27.3,LANDED
147.5,ROLLOUT,ILS_TRACK,54.51,76,21.49,1.66,0.11,-0.43,-0.6,268.89,2.941,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.47,0.809,0.116,-1.911,0.0773,0.0773,-0.3707,1,1,27.48,LANDED
147.68,ROLLOUT,ILS_TRACK,54.42,76,21.58,1.66,0.21,-0.61,-0.86,270.56,3.673,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.48,0.811,0.125,-0.322,0.0131,0.0131,-0.4641,1,1,27.66,LANDED
147.86,ROLLOUT,ILS_TRACK,54.31,76,21.69,1.68,0.31,-1.2,-1.55,272.42,4.084,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.48,0.813,0.128,1.533,-0.0623,-0.0623,-0.5175,1,1,27.84,LANDED
148.04,ROLLOUT,ILS_TRACK,54.21,76,21.79,1.66,0.18,-1.85,-2.1,274.09,4.944,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.48,0.815,0.125,3.255,-0.1326,-0.1326,-0.6283,1,1,28.02,LANDED
148.24,ROLLOUT,ILS_TRACK,54.1,76,21.9,1.66,0.2,-2.15,-2.46,275.76,6.338,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.47,0.817,0.115,4.974,-0.2032,-0.2032,-0.8079,1,1,28.22,LANDED
148.42,ROLLOUT,ILS_TRACK,54,76,22,1.66,0.2,-2.52,-2.8,276.92,7.641,0,14.227,270.4,-0.487,0.5,0.16,0.28,-0.02,-0.037,-0.487,-0.612,0.875,270.46,0.819,0.1,6.237,-0.2554,-0.2554,-0.9768,1,1,28.4,LANDED
