t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_round_blend_h,flare_round_blend_ttg,flare_round_blend,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.22,APPROACH,FLY_TO_FIX,165.17,70,-95.17,2094.79,1960.79,-11.73,-1.97,4.05,60.35,66.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.07,0,0,0,90,0,0,0,0,0,0,0,22.749,0,0,0,3,0,0,0,1326.24,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1960.79,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.85,2,0,0.2,0.2,1,3.7,0.2,0.02,0.22,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.52,APPROACH,FLY_TO_FIX,164.66,70.22,-94.44,2091.29,1957.29,-11.22,-2.22,2.91,61.73,67.044,0,0,-7.558,1,0.6,1.047,0.765,0.35,0.0168,0.4,7,18.313,18.313,94.472,1,90.96,-2.48,0,0,-3.91,29.22,1,-2.44,90.9,0,0,0,0,0,0,0,22.704,0,0,0,3,0,0,0,1323.89,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1957.29,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.07,2,0,0.08,0.08,4,10,0.2,0.08,0.52,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
0.8,APPROACH,FLY_TO_FIX,164.33,70.45,-93.88,2087.76,1953.76,-12.27,-4.1,-1.13,59.49,69.47,0,0,-7.445,1,0.6,1.863,0.808,0.35,0.0168,0.4,14,18.412,18.412,93.897,1,91.16,-2.25,0,0,-4.17,31.67,1,-2.43,91.09,0,0,0,0,0,0,0,22.659,0,0,0,3,0,0,0,1321.5,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1953.76,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.25,2,0,0.1,0.1,7,10.71,0.1,0.08,0.8,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.06,APPROACH,FLY_TO_FIX,164.23,70.66,-93.58,2084.1,1950.1,-14.56,-5.32,-2.17,58.54,73.682,0,0,-7.334,1,0.6,2.499,0.819,0.35,0.0168,0.4,18.442,18.442,18.442,93.583,1,91.34,-1.562,0,0,-4.94,32.8,1,-1.79,91.29,0,0,0,0,0,0,0,22.616,0,0,0,3,0,0,0,1319.27,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1950.1,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.4,2,0,0.08,0.08,10,11.54,0.1,0.08,1.06,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.34,APPROACH,FLY_TO_FIX,164.13,70.88,-93.25,2079.53,1945.53,-17.09,-6.2,-2.41,58.5,78.982,0,0,-7.224,1,0.6,2.995,0.8,0.35,0.0168,0.4,18.471,18.471,18.471,93.254,1,91.55,-0.785,0,0,-5.82,33.04,1,-1.07,91.47,0,0,0,0,0,0,0,22.57,0,0,0,3,0,0,0,1316.86,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1945.53,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.58,2,0,0.1,0.1,13,10.71,0.1,0.08,1.34,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.6,APPROACH,FLY_TO_FIX,164.05,71.09,-92.96,2074.66,1940.66,-19.57,-6.91,-1.86,58.79,82.583,0,0,-7.117,1,0.6,3.382,0.768,0.35,0.0168,0.4,18.493,18.493,18.493,92.968,1,91.73,-0.019,0,0,-6.67,32.94,1,-0.26,91.68,0,0,0,0,0,0,0,22.528,0,0,0,3,0,0,0,1314.63,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1940.66,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.77,2,0,0.08,0.08,16,11.54,0.1,0.08,1.6,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
1.88,APPROACH,FLY_TO_FIX,164,71.31,-92.69,2068.68,1934.68,-22.28,-7.69,0.9,62.24,81.328,0,0,-7.01,1,0.6,3.684,0.75,0.35,0.0168,0.4,18.507,18.507,18.507,92.695,1,91.94,0.811,0,0,-7.59,29.7,1,0.51,91.86,0,0,0,0,0,0,0,22.482,0,0,0,3,0,0,0,1312.22,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1934.68,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.99,2,0,0.1,0.1,19,10.71,0.1,0.08,1.88,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.14,APPROACH,FLY_TO_FIX,163.94,71.52,-92.42,2062.35,1928.35,-25.28,-8.63,1.21,63.93,76.749,0,0,-6.906,1,0.6,3.919,0.75,0.35,0.0168,0.4,18.527,18.527,18.527,92.417,1,92.12,1.721,0,0,-8.6,28.19,1,1.43,92.06,0,0,0,0,0,0,0,22.439,0,0,0,3,0,0,0,1309.97,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1928.35,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.23,2,0,0.08,0.08,22,11.54,0.1,0.08,2.14,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.42,APPROACH,FLY_TO_FIX,164,71.74,-92.26,2054.58,1920.58,-28.96,-9.67,1.19,65.31,72.799,0,0,-6.803,1,0.6,4.104,0.75,0.35,0.0168,0.4,18.511,18.511,18.511,92.251,1,92.31,2.845,0,0,-9.83,27,1,2.43,92.24,0,0,0,0,0,0,0,22.392,0,0,0,3,0,0,0,1307.53,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1920.58,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.49,2,0,0.1,0.1,25,10.71,0.1,0.08,2.42,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
2.68,APPROACH,FLY_TO_FIX,164.14,71.95,-92.19,2046.43,1912.43,-32.49,-10.51,1.02,66.44,71.508,0,0,-6.701,1,0.6,4.249,0.75,0.35,0.0168,0.4,18.473,18.473,18.473,92.177,1,92.48,3.946,0,0,-11.02,26.04,1,3.61,92.43,0,0,0,0,0,0,0,22.348,0,0,0,3,0,0,0,1305.24,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,1912.43,0,0,0,0,0,0,0,0,0,58.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.76,2,0,0.08,0.08,28,11.54,0.1,0.08,2.68,FLYING,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
