t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
0.94,TAKEOFF,TO_PREFLIGHT,0.35,80,79.65,4.34,-0.28,2.11,65.78,88.92,-0.046,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.487,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888.41,2,0,0.78,0.5,1,0.19,0.78,0.02,0.22,LANDED
6.36,TAKEOFF,TO_PREFLIGHT,0.16,80,79.84,3.59,0,-0.23,-0.94,89.16,-0.061,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-1.487,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.11,888.39,2,0,0.62,0.5,10,1.66,0.78,0.52,5.64,LANDED
11.38,TAKEOFF,TO_GROUND_ROLL,6.04,80,73.96,3.62,0,-0.11,-0.1,89.69,-0.048,1,0,0,0,0,0,0,0,0,0,90.41,0,0,0,0,0.02,0,0,0,0,90.41,1,0.02,-0.732,0.02,0.607,0,0.02,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.98,888.18,2,0,0.66,0.5,18,1.59,0.66,0.58,10.66,LANDED
16.64,TAKEOFF,TO_GROUND_ROLL,32.11,80,47.89,3.62,-0.07,-0.09,0.02,90.57,-0.033,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0.05,0,0,0,0,90.4,1,0.05,0.133,-0.0107,0.867,0,-0.0107,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834.62,884.29,2,0,0.68,0.5,26,1.53,0.72,0.62,15.92,LANDED
21.94,TAKEOFF,TO_GROUND_ROLL,60.15,80,19.85,3.62,-0.1,-0.08,0.01,91.61,-0.028,1,0,0,0,0,0,0,0,0,0,90.26,0,0,0,0,-0.094,0,0,0,0,90.26,1,-0.094,1.322,-0.0684,1,0,-0.0684,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.77,879.85,2,0,0.68,0.5,34,1.52,0.72,0.62,21.22,LANDED
27.24,TAKEOFF,TO_GROUND_ROLL,88.99,80,-8.99,3.63,-0.07,0,0.05,92.2,-0.04,1,0,0,0,0,0,0,0,0,0,89.75,0,0,0,0,-0.621,0,0,0,0,89.75,1,-0.621,2.442,-0.1199,1,0,-0.1199,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.49,909.89,2,0,0.68,0.5,42,1.52,0.72,0.62,26.52,LANDED
32.54,TAKEOFF,TO_GROUND_ROLL,120.46,80,-40.46,3.62,0.03,0,-0.01,90.56,-0.184,1,0,0,0,0,0,0,0,0,0,89.27,0,0,0,0,-1.3,0,0,0,0,89.27,1,-1.3,1.397,-0.0449,1,0,-0.0449,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.59,1021.46,2,0,0.68,0.5,50,1.52,0.72,0.62,31.82,LANDED
37.86,TAKEOFF,TO_GROUND_ROLL,156.6,80,-76.6,3.63,0.23,0.1,0.02,89.84,0.005,1,0,0,0,0,0,0,0,0,0,89.38,0,0,0,0,-1.033,0,0,0,0,89.38,1,-1.033,0.461,-0.0208,1,0,-0.0208,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164.78,1166.35,2,0,0.68,0.5,58,1.51,0.72,0.62,37.14,LANDED
42.98,TAKEOFF,TO_CLIMB,186.2,80,-106.2,37.6,5.91,21.33,19.53,90.41,-1.777,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,0.009,0,0,3,0,0,0,11.5,-9.707,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304.32,1304.89,2,0,0.6,0.5,66,1.57,0.72,0.56,42.24,FLYING
48.22,TAKEOFF,TO_CLIMB,202.84,80,-122.84,172.43,24.14,16.88,10.08,90.44,-0.502,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.042,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201.8,1380.4,2,0,0.54,0.5,75,1.72,0.7,0.54,47.5,FLYING
53.56,ASCENT,,229.27,80,-149.27,311.45,28.14,14.96,7.94,90.39,-0.043,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.89,1509.21,2,0,0.6,0.5,84,1.69,0.68,0.54,0.1,FLYING
58.68,ASCENT,AB_CORRIDOR,261.52,80,-181.52,467.62,34.18,14.4,6.87,90.4,-0.09,0.9408,0,0,0,0,0,0,0,0,0,90.4,8.42,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,18.747,3.303,VALID,33944.5,36061.2,0.738,435,0,1.1169,2377.14,2631.54,0.891,0,0,0.908,1511.43,1664.56,2,0,1512.91,416.32,2,0,1528.32,1677.58,2,0,0.82,0.5,90,1.17,0.98,0.6,5.22,FLYING
64.4,ASCENT,AB_CORRIDOR,300.12,80,-220.12,728.34,60.7,19.82,8.05,90.4,0.008,0.7984,0,0,0,0,0,0,0,0,0,90.4,14.018,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,15.141,2.822,VALID,43439.1,45867.3,0.848,686,0,1.1179,3948.72,4451.06,2.322,0,0,0.8698,1628.83,1872.72,2,0,1628.5,468.31,2,0,1623.9,1880.66,2,0,0.78,0.5,97,1.22,0.86,0.78,10.94,FLYING
70.2,ASCENT,AB_CORRIDOR,321.62,80,-241.62,1207.28,105.54,27.64,8.54,90.4,0.01,0.6971,0,0,0,0,0,0,0,0,0,90.4,21.976,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,14.028,2.763,VALID,50194.9,51280.1,0.928,1285,0,1.119,4456.67,4231.27,3.008,0,0,0.7539,1483.71,1967.98,2,0,1482.54,491.96,2,0,1472.43,1967.86,2,0,0.84,0.5,104,1.21,0.94,0.78,16.74,FLYING
75.92,ASCENT,AB_CORRIDOR,324.65,80,-244.65,1933.24,140.73,29.64,4.92,90.4,0.016,0.6844,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,14.271,2.927,VALID,51043,51083.5,0.979,2317,0,1.1199,4349.85,3747.73,3.056,0,0,0.6953,1346.49,1936.68,2,0,1346.25,484.16,2,0,1343.93,1936.32,2,0,0.78,0.5,111,1.22,0.88,0.78,22.46,FLYING
81.72,ASCENT,AB_CORRIDOR,330.69,80,-250.69,2778.75,150.39,29.45,4.42,90.4,0,0.6804,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,15.29,3.342,VALID,51307.4,51316.1,1.049,3358,0,1.1208,4335.2,4628.82,3.083,0,0,0.6834,1321.16,1933.2,2,0,1321.1,483.3,2,0,1320.59,1933.32,2,0,0.84,0.5,118,1.21,0.94,0.78,28.26,FLYING
87.46,ASCENT,AB_CORRIDOR,334.4,80,-254.4,3666.66,158.9,29.37,4.23,90.4,-0.014,0.6859,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,16.134,3.785,VALID,50939.6,50774.4,1.121,4386,0,1.1217,4433.05,5034.34,3.101,0,0,0.6822,1325.78,1943.27,2,0,1325.87,485.84,2,0,1326.94,1944.5,2,0,0.78,0.5,125,1.22,0.88,0.78,34,FLYING
93.2,ASCENT,AB_CORRIDOR,336.46,80,-256.46,4602.66,167.36,29.23,4.04,90.4,-0.037,0.6995,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,11.885,4.267,DEGRADED,50031.1,49744.8,1.2,5449,0,1.1226,4639.36,5413.75,2.966,0,0,0.6887,1360.56,1975.51,2,0,1360.83,493.92,2,0,1363.62,1978.28,2,0,0.82,0.5,132,1.22,0.92,0.78,39.74,FLYING
98.9,ASCENT,AB_CORRIDOR,336.85,80,-256.85,5582.16,176.92,28.19,2.86,90.4,-0.078,0.7197,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,12.545,4.804,DEGRADED,48688.6,48291.8,1.286,6575,0,1.1235,4978.99,5762.48,2.837,0,0,0.702,1427.25,2033.08,2,0,1427.73,508.34,2,0,1432.82,2038.18,2,0,0.78,0.5,139,1.23,0.88,0.78,45.44,FLYING
104.68,ASCENT,AB_CORRIDOR,338.17,80,-258.17,6631.73,186.95,28.51,3.3,90.4,-0.038,0.7391,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,13.316,5.424,DEGRADED,47396.3,47070.8,1.394,7781,0,1.1245,5495.54,6733.42,2.713,0,0,0.7205,1543.12,2141.85,2,0,1543.82,535.58,2,0,1551.08,2149.7,2,0,0.84,0.5,146,1.21,0.92,0.78,51.22,FLYING
110.38,ASCENT,AB_CORRIDOR,338.77,80,-258.77,7731.78,199.48,28.96,3.75,90.4,-0.022,0.7584,0,0,0,0,0,0,0,0,0,90.4,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.011,0,0,3,0,0,0,11.5,-9.707,0,0,1,1,14.108,6.105,DEGRADED,46108.4,45763.5,1.521,9101,0,1.1256,6231.02,7719.55,2.567,0,0,0.7391,1695.61,2294.22,2,0,1696.51,573.71,2,0,1705.77,2304.51,2,0,0.78,0.5,153,1.23,0.88,0.78,56.92,FLYING
