t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.22,TAKEOFF,TO_PREFLIGHT,0.21,80,79.79,4.83,-0.07,4.02,41.71,89.8,-0.045,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.605,0,0,1,0,0,0,0,0,0,0,0,1,0.26,LANDED
0.4,TAKEOFF,TO_PREFLIGHT,0.18,80,79.82,4.88,-0.18,4.27,78.7,89.8,-0.048,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.6,0,0,1,0,0,0,0,0,0,0,0,1,0.44,LANDED
0.58,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,4.9,0.17,4.3,-87.69,89.8,-0.037,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.597,0,0,1,0,0,0,0,0,0,0,1,1,0.64,LANDED
0.78,TAKEOFF,TO_PREFLIGHT,0.11,80,79.89,4.85,-0.02,4.08,-35.28,89.81,-0.053,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.594,0,0,1,0,0,0,0,0,0,0,1,1,0.82,LANDED
0.96,TAKEOFF,TO_PREFLIGHT,0.08,80,79.92,4.72,-0.05,3.67,37.98,89.82,-0.049,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.585,0,0,1,0,0,0,0,0,0,0,1,1,1,LANDED
1.14,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,4.57,0.08,3.15,-20.61,89.83,-0.048,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.574,0,0,1,0,0,0,0,0,0,0,1,1,1.18,LANDED
1.36,TAKEOFF,TO_PREFLIGHT,0.19,80,79.81,4.35,-0.04,2.39,10.24,89.84,-0.044,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.56,0,0,1,0,0,0,0,0,0,0,1,1,1.4,LANDED
1.54,TAKEOFF,TO_PREFLIGHT,0.23,80,79.77,4.15,0.02,1.72,0.18,89.85,-0.047,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.552,0,0,1,0,0,0,0,0,0,0,1,1,1.58,LANDED
1.72,TAKEOFF,TO_PREFLIGHT,0.24,80,79.76,3.96,0.02,1.05,-3.51,89.86,-0.043,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.546,0,0,1,0,0,0,0,0,0,0,1,1,1.76,LANDED
1.9,TAKEOFF,TO_PREFLIGHT,0.22,80,79.78,3.78,-0.04,0.43,9.11,89.86,-0.055,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.543,0,0,1,0,0,0,0,0,0,0,1,1,1.94,LANDED
2.1,TAKEOFF,TO_GROUND_ROLL,0.21,80,79.79,3.61,-0.04,-0.14,7.62,89.86,-0.049,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,-0.54,0,0,1,0,0,0,0,0,0,0,1,1,2.14,LANDED
