t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_round_blend_h,flare_round_blend_ttg,flare_round_blend,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
8.02,TAKEOFF,TO_PREFLIGHT,0,80,80,3.61,62.53,0,0.08,-6.8,268.94,-0.03,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0.04,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,0,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.89,2,0,0.35,0.35,1,0.13,0.35,0.02,7.67,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
8.33,TAKEOFF,TO_PREFLIGHT,0,80,80,3.61,62.53,0,0.08,55.24,268.85,-0.031,0.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,479.89,2,0,0.105,0.105,4,9.52,7.77,0.105,8.02,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
8.61,TAKEOFF,TO_PREFLIGHT,0,80,80,3.61,62.53,0,0.08,-4.45,268.85,-0.031,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,479.89,2,0,0.105,0.105,7,10.71,0.105,0.07,8.3,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
8.96,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.61,62.53,0,0.07,-1.82,268.84,-0.031,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0.02,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,479.89,2,0,0.105,0.105,10,8.57,0.14,0.105,8.65,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
9.24,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.61,62.53,0,0.07,0.57,268.84,-0.03,0.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.03,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12,479.89,2,0,0.105,0.105,13,10.71,0.105,0.07,8.93,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
9.59,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.61,62.53,0,0.06,-2.08,268.83,-0.031,0.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0.03,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.84,479.88,2,0,0.105,0.105,16,8.57,0.14,0.105,9.28,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
9.87,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.61,62.53,0,0.05,-0.61,268.83,-0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.94,479.88,2,0,0.105,0.105,19,10.71,0.105,0.07,9.56,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
10.22,TAKEOFF,TO_GROUND_ROLL,0.04,80,79.96,3.61,62.53,0,0.04,-0.34,268.83,-0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.01,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0,-1.065,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.27,479.88,2,0,0.105,0.105,22,8.57,0.14,0.105,9.91,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
10.54,TAKEOFF,TO_GROUND_ROLL,0.09,80,79.91,3.62,62.53,-0.01,0.1,2.29,268.83,-0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,-0.46,0,0,0,90,0,0,0,0,0,0,0,0,0.001,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0.001,-1.176,0.0132,0.25,1,0.0132,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,479.87,2,0,0.105,0.105,25,10.71,0.105,0.07,10.19,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
10.89,TAKEOFF,TO_GROUND_ROLL,0.33,80,79.67,3.61,62.53,0.01,0.1,-0.49,268.83,-0.032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0.32,0,0,0,90,0,0,0,0,0,0,0,0,0.001,0,0,3,0,0,0,69,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,62.53,0,0,0,0,0,0,0,0,0,270,1,0.001,-1.172,0.0132,0.25,1,0.0132,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.59,479.81,2,0,0.105,0.105,28,8.57,0.14,0.105,10.54,LANDED,CF1-J,0:/Integrated Flight Computer/aircraft/cf1_j_cfg.ks (inferred preloaded)
