t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
91.91,FLARE,,93.69,152,58.31,287.45,270.36,10.34,31.02,24.98,270.17,0.15,0.45,0,-1.087,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,6.32,0,0,14,270,0.2248,0.0002,0.9744,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-12.844,-12.324,-17.024,0.186,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.82,884.92,2,0,0.1,0.1,727,10.71,0.12,0.06,22.9,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
92.19,FLARE,,93.4,152,58.6,290.14,273.17,9.77,30.71,24.98,270.18,0.156,0.45,0,-1.071,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,6,0,0,14,270,0.2249,0.0002,0.9744,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-12.274,-11.998,-16.708,0.163,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.39,883.79,2,0,0.1,0.1,730,10.71,0.12,0.06,23.18,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
92.47,FLARE,,93.13,152,58.87,292.71,275.82,9.2,30.38,24.98,270.18,0.163,0.45,0,-1.055,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,5.66,0,0,14,270,0.2249,0.0002,0.9744,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-11.695,-11.663,-16.384,0.142,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.99,882.74,2,0,0.1,0.1,733,10.71,0.12,0.06,23.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
92.75,FLARE,,92.88,152,59.12,295.07,278.31,8.61,30.05,24.99,270.19,0.169,0.45,0,-1.039,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,5.32,0,0,14,270,0.225,0.0002,0.9744,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-11.11,-11.32,-16.053,0.122,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.62,881.78,2,0,0.1,0.1,736,10.71,0.12,0.06,23.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
93.03,FLARE,,92.66,152,59.34,297.26,280.63,8.01,29.71,24.98,270.2,0.176,0.45,0,-1.024,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,4.97,0,0,14,270,0.225,0.0002,0.9744,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-10.514,-10.97,-15.715,0.103,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.29,880.89,2,0,0.1,0.1,739,10.71,0.12,0.06,24.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
93.31,FLARE,,92.45,152,59.55,299.34,282.78,7.41,29.37,24.99,270.2,0.181,0.45,0,-1.009,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,4.61,0,0,14,270,0.225,0.0002,0.9743,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-9.915,-10.611,-15.371,0.086,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.99,880.08,2,0,0.1,0.1,742,10.71,0.12,0.06,24.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
93.59,FLARE,,92.27,152,59.73,301.2,284.76,6.81,29.02,24.99,270.21,0.186,0.45,0,-0.993,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,4.25,0,0,14,270,0.2251,0.0002,0.9743,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-9.309,-10.247,-15.022,0.07,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.72,879.35,2,0,0.1,0.1,745,10.71,0.12,0.06,24.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
93.87,FLARE,,92.1,152,59.9,302.85,286.58,6.2,28.67,24.99,270.22,0.192,0.45,0,-0.979,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,3.88,0,0,14,270,0.2251,0.0002,0.9743,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-8.697,-9.876,-14.667,0.056,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.48,878.7,2,0,0.1,0.1,748,10.71,0.12,0.06,24.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
94.15,FLARE,,91.96,152,60.04,304.38,288.22,5.58,28.31,24.99,270.22,0.199,0.45,0,-0.964,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,3.5,0,0,14,270,0.2252,0.0002,0.9743,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-8.08,-9.5,-14.308,0.043,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.27,878.12,2,0,0.1,0.1,751,10.71,0.12,0.06,25.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
94.43,FLARE,,91.83,152,60.17,305.72,289.69,4.96,27.94,24.99,270.23,0.205,0.45,0,-0.95,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.427,0,0,0,270,-6,0,1,3.12,0,0,14,270,0.2252,0.0002,0.9743,14,270,0.74,0.29,0.904,-0.03,-0.076,1,3,669.44,-0.014,-3.076,121.68,-6,-2.5,0,FLARE_TRACK,0,-7.46,-9.119,-13.944,0.032,1,269.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.09,877.62,2,0,0.1,0.1,754,10.71,0.12,0.06,25.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
