t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,154.85,152,-2.85,673.03,598.27,-21.32,6.52,14.01,270.02,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.84,0,0,0,90,0,0,0,0,0,-0.01,-18.69,11.781,0,0,0,3,673.03,0,0,691.71,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.91,1090.7,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,155.16,152,-3.16,667.46,592.74,-21.16,6.46,13.86,270.02,0.044,0,0,0,1,0.6,1.484,0.75,0.35,0.0168,0.4,1.866,21.005,1.866,3.144,1,269.99,0,0,1,-7.78,0,0,0,270.02,0.7628,-0.0001,0.6466,0,269.99,-0.01,-21.52,11.745,-0.007,16.763,1,3,673.03,-12.885,0,689.84,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.79,1092.46,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,155.38,152,-3.38,661.81,587.27,-20.99,5.95,13.24,270.01,0.025,0,0,0,1,0.6,2.742,0.75,0.35,0.0168,0.4,2.107,20.944,2.107,3.361,1,269.99,0,0,1,-7.71,0,0,0,269.99,0.7628,-0.0001,0.6466,0,269.99,0,-24.94,11.703,-0.006,18.086,1,3,673.03,-13.254,0,687.63,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.48,1093.79,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.94,APPROACH,ILS_TRACK,155.58,152,-3.58,656.02,581.84,-21.04,4.88,12.13,270.01,0.018,0,0,0,1,0.6,3.809,0.75,0.35,0.0168,0.4,2.324,20.888,2.324,3.559,1,270,0,0,1,-7.69,0,0,0,269.99,0.7629,-0.0001,0.6465,0,270,0.01,-28.49,11.661,-0.004,19.565,1,3,673.03,-13.771,0,685.41,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.9,1095.06,2,0,0.12,0.12,7,7.69,0.14,0.12,0.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.3,APPROACH,ILS_TRACK,155.99,152,-3.99,647.96,574.17,-21.75,3.51,11.05,270.01,0.038,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.772,20.773,2.772,3.968,1,269.99,0,0,1,-7.91,0,0,0,269.99,0.763,-0.0001,0.6465,0,269.99,0.02,-33.49,11.602,-0.007,21.084,1,3,673.03,-13.798,0,682.34,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.88,1097.43,2,0,0.12,0.12,10,8.33,0.12,0.12,1.3,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.66,APPROACH,ILS_TRACK,156.37,152,-4.37,640.06,566.17,-22.61,3.64,11.56,270.02,0.039,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.189,20.664,3.189,4.355,1,269.99,0,0,1,-8.2,0,0,0,269.99,0.763,-0.0001,0.6464,0,269.99,0.02,-38.34,11.544,-0.006,22.132,1,3,673.03,-13.288,0,679.26,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.55,1099.69,2,0,0.12,0.12,13,8.33,0.12,0.12,1.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.98,APPROACH,ILS_TRACK,156.54,152,-4.54,633.18,558.74,-23.03,5.21,13.38,270.02,0.041,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.386,20.612,3.386,4.539,1,270,0,0,1,-8.36,0,0,0,269.99,0.7631,-0.0001,0.6463,0,270,0.03,-42.47,11.491,-0.003,22.81,1,3,673.03,-12.588,0,676.51,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.26,1101.02,2,0,0.101,0.101,16,9.29,0.12,0.1,1.98,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.24,APPROACH,ILS_TRACK,156.5,152,-4.5,627.84,552.73,-22.79,7.16,15.39,270.02,0.039,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.363,20.618,3.363,4.518,1,269.99,0,0,1,-8.34,0,0,0,269.99,0.7631,-0.0002,0.6463,0,269.99,0.04,-45.38,11.452,-0.009,23.196,1,3,673.03,-11.976,0,674.46,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.34,1101.32,2,0,0.128,0.128,18,7.71,0.128,0.101,2.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.55,APPROACH,ILS_TRACK,156.12,152,-4.12,621.46,545.81,-21.74,9.13,16.92,270.02,0.024,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.002,20.713,3.002,4.181,1,269.99,0,0,1,-7.99,0,0,0,269.99,0.7632,-0.0002,0.6462,0,269.99,0.05,-49.08,11.402,-0.012,24.396,1,3,673.03,-12.091,0,671.84,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.28,1100.24,2,0,0.156,0.156,20,6.44,0.156,0.128,2.55,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.88,APPROACH,ILS_TRACK,155.47,152,-3.47,614.95,538.87,-20.75,10.52,18,270.01,0.005,0.0181,0,-0.58,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.309,20.892,2.309,3.544,1,269.99,0,0,1,-7.67,0,0,0,269.99,0.7632,-0.0002,0.6461,0,269.99,0.06,-52.84,11.349,-0.01,24.992,1,3,673.03,-11.424,0,669.09,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,1097.98,2,0,0.164,0.164,22,6.13,0.164,0.156,2.88,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
