t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
28.34,APPROACH,FLY_TO_FIX,71.16,80,8.84,1034.4,-22.87,-5.31,12.9,5.13,26.249,0,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.71,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28.38,FLYING
29.12,APPROACH,FLY_TO_FIX,72.68,80,7.32,1016.64,-22.75,-5.08,12.86,1.72,27.483,0,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.67,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29.16,FLYING
29.92,APPROACH,FLY_TO_FIX,73.84,80,6.16,998.63,-22.41,-4.72,12.88,358.11,28.654,0,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.63,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29.96,FLYING
30.7,APPROACH,FLY_TO_FIX,74.64,80,5.36,981.41,-21.93,-4.29,12.92,354.5,29.576,0,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.6,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30.74,FLYING
31.48,APPROACH,FLY_TO_FIX,75.15,80,4.85,964.62,-21.33,-3.79,13,350.83,30.228,0,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.56,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31.52,FLYING
32.4,APPROACH,FLY_TO_FIX,75.44,80,4.56,945.55,-20.53,-3.14,13.1,346.47,30.626,0,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.52,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32.47,FLYING
33.73,APPROACH,FLY_TO_FIX,75.41,80,4.59,919.29,-19.23,-2.09,13.27,340.33,30.571,0,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.46,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,33.8,FLYING
35.06,APPROACH,FLY_TO_FIX,74.93,80,5.07,894.83,-17.86,-0.96,13.45,334.44,29.797,0.136,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.41,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35.13,FLYING
36.39,APPROACH,FLY_TO_FIX,74.15,80,5.85,872.22,-16.47,0.2,13.61,329.04,28.478,0.336,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.35,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36.46,FLYING
37.72,APPROACH,FLY_TO_FIX,73.31,80,6.69,851.47,-15.06,1.42,13.75,323.94,26.557,0.536,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.3,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37.79,FLYING
39.05,APPROACH,FLY_TO_FIX,72.53,80,7.47,832.59,-13.65,2.61,13.86,319.18,24.936,0.736,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.25,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39.12,FLYING
40.38,APPROACH,FLY_TO_FIX,71.9,80,8.1,815.6,-12.23,3.78,13.93,314.69,23.517,0.936,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.21,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40.45,FLYING
41.71,APPROACH,FLY_TO_FIX,71.52,80,8.48,800.51,-10.78,4.94,13.96,310.4,22.38,1,0,19.9,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.17,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41.78,FLYING
43.04,APPROACH,FLY_TO_FIX,71.4,80,8.6,787.4,-9.24,6.14,13.96,306.19,21.666,1,0,19.8,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.13,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43.11,FLYING
44.37,APPROACH,FLY_TO_FIX,71.55,80,8.45,776.3,-7.71,6.81,13.38,302.35,20.767,1,0,19.701,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.1,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44.44,FLYING
45.7,APPROACH,FLY_TO_FIX,72.06,80,7.94,767.11,-6.29,7.41,12.76,298.96,19.316,0.8943,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.07,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45.77,FLYING
47.03,APPROACH,FLY_TO_FIX,72.85,80,7.15,759.73,-4.96,7.84,12.02,295.95,17.732,0.7339,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.05,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47.1,FLYING
48.36,APPROACH,FLY_TO_FIX,73.85,80,6.15,754.06,-3.68,8.12,11.21,293.28,16.309,0.5494,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.03,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48.43,FLYING
49.69,APPROACH,FLY_TO_FIX,74.93,80,5.07,750.03,-2.5,8.38,10.5,290.93,14.719,0.368,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,278.01,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49.76,FLYING
51.02,APPROACH,FLY_TO_FIX,75.89,80,4.11,747.51,-1.41,8.7,9.94,288.88,13.084,0.2267,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,277.99,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51.09,FLYING
52.08,APPROACH,FLY_TO_FIX,76.4,80,3.6,746.51,-0.62,9.06,9.69,287.42,11.787,0.1867,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,277.98,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52.12,FLYING
52.86,APPROACH,FLY_TO_FIX,76.5,80,3.5,746.3,-0.08,9.38,9.61,286.44,10.835,0.2426,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,277.97,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52.9,FLYING
53.64,APPROACH,FLY_TO_FIX,76.41,80,3.59,746.5,0.43,9.72,9.57,285.55,9.903,0.3254,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,277.96,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53.68,FLYING
54.42,APPROACH,FLY_TO_FIX,76.23,80,3.77,747.08,0.89,10.04,9.54,284.76,9.004,0.4144,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,277.96,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,54.46,FLYING
55.2,APPROACH,FLY_TO_FIX,76.02,80,3.98,748,1.33,10.34,9.52,284.05,8.149,0.4944,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,277.95,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55.24,FLYING
55.74,DONE,FLY_TO_FIX,75.88,76,0.12,748.83,1.61,10.54,9.5,283.58,7.586,0.4944,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,277.95,5,0,0,0,0,0,0,0,0,90.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55.78,FLYING
# end T+56.3  IAS 75.7 m/s
