t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
138.38,ROLLOUT,ILS_TRACK,21.88,76,54.12,1,0.02,-18.39,-18.57,297.61,47.076,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.08,1,-0.32,28.593,-0.7148,1,0,-0.7148,0,-0.094,0,1,1,14.8,LANDED
138.58,ROLLOUT,ILS_TRACK,20.87,76,55.13,0.97,-1.15,-16.72,-13.02,294.09,48.289,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.05,1,-0.349,25.082,-0.627,1,0,-0.627,0,-0.0881,0,1,1,15,LANDED
138.82,ROLLOUT,ILS_TRACK,19.77,76,56.23,0.93,0.19,-14.76,-13.69,290.16,50.81,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.02,1,-0.38,20.86,-0.5215,1,0,-0.5215,0,-0.0835,0,1,1,15.24,LANDED
139.02,ROLLOUT,ILS_TRACK,17.9,76,58.1,1.17,0.98,-13.99,-21.24,288.16,39.941,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270,1,-0.396,18.957,-0.4739,1,0,-0.4739,0,-0.0759,0,1,1,15.44,LANDED
139.22,ROLLOUT,ILS_TRACK,16.9,76,59.1,1.37,-0.24,-11.25,-14.23,285.76,31.787,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270,1,-0.403,16.389,-0.4097,1,0,-0.4097,0,-0.0685,0,1,1,15.64,LANDED
139.42,ROLLOUT,ILS_TRACK,16.16,76,59.84,1.36,-0.02,-10.67,-12.22,283.45,32.001,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,269.99,1,-0.411,14.213,-0.3553,1,0,-0.3553,0,-0.0652,0,1,1,15.84,LANDED
139.62,ROLLOUT,ILS_TRACK,15.14,76,60.86,1.29,0.13,-12.18,-13.86,280.28,33.258,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,269.98,1,-0.418,11.429,-0.2857,1,0,-0.2857,0,-0.0607,0,1,1,16.04,LANDED
139.86,ROLLOUT,ILS_TRACK,13.95,76,62.05,1.26,-0.06,-12.71,-12.71,273.57,35.183,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,269.98,1,-0.421,5.585,-0.1396,1,0,-0.1396,0,-0.0549,0,1,1,16.28,LANDED
140.06,ROLLOUT,ILS_TRACK,12.97,76,63.03,1.29,0.08,-12.2,-11.54,266.03,34.114,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,269.98,1,-0.419,-1.613,0.0403,1,0,0.0403,0,-0.0503,0,1,1,16.48,LANDED
140.26,ROLLOUT,ILS_TRACK,11.91,76,64.09,1.36,0.02,-11.15,-8.52,258.72,31.098,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,269.99,1,-0.414,-9.174,0.2294,1,0,0.2294,0,-0.0454,0,1,1,16.68,LANDED
140.46,ROLLOUT,ILS_TRACK,10.82,76,65.18,1.44,-0.05,-9.69,-5.78,252.64,26.403,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,269.99,1,-0.406,-15.683,0.3921,1,0,0.3921,0,-0.0402,0,1,1,16.88,LANDED
140.66,ROLLOUT,ILS_TRACK,9.74,76,66.26,1.53,-0.25,-7.66,-2.59,248,20.219,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270,1,-0.398,-20.753,0.5188,1,0,0.5188,0,-0.0349,0,1,1,17.08,LANDED
140.9,ROLLOUT,ILS_TRACK,8.48,76,67.52,1.62,-0.64,-4.42,2.39,244.18,10.796,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.01,1,-0.389,-25.06,0.6265,1,0,0.6265,0,-0.0288,0,1,1,17.32,LANDED
141.1,ROLLOUT,ILS_TRACK,7.49,76,68.51,1.66,-1.04,-1.02,8.05,242.49,0.95,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.02,1,-0.383,-27.163,0.6791,1,0,0.6791,0,-0.0239,0,1,1,17.52,LANDED
141.3,ROLLOUT,ILS_TRACK,6.29,76,69.71,1.7,0.09,0.48,-0.61,241.59,-3.057,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.02,1,-0.379,-28.225,0.7056,1,0,0.7056,0,-0.0191,0,1,1,17.72,LANDED
141.5,ROLLOUT,ILS_TRACK,5.13,76,70.87,1.66,0.09,-0.61,-1.41,241.59,-2.438,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.03,1,-0.37,-28.572,0.7143,1,0,0.7143,0,-0.0124,0,1,1,17.92,LANDED
141.7,ROLLOUT,ILS_TRACK,4.16,76,71.84,1.6,0.07,-1.87,-3.36,243.1,0,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.04,1,-0.36,-27.619,0.6905,1,0,0.6905,0,-0.0083,0,1,1,18.12,LANDED
141.94,ROLLOUT,ILS_TRACK,2.51,76,73.49,1.63,-0.08,-1.18,0.88,247.05,0.918,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.05,1,-0.353,-24.039,0.601,1,0,0.601,0,-0.0008,0,1,1,18.36,LANDED
142.16,DONE,ILS_TRACK,1.12,76,74.88,1.65,-0.01,-0.85,0.77,250,0.48,0,13.223,270.4,-0.152,0.51,0.19,0.407,-0.02,-0.047,-0.152,-0.171,0.932,270.05,1,-0.35,-20.81,0.5203,1,0,0,0,0,0,1,1,0.04,LANDED
# end T+142.3  IAS 0.5 m/s
