t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.18,TAKEOFF,TO_PREFLIGHT,0.52,80,79.48,4.98,0.11,4.54,-43.62,90.1,-0.067,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,LANDED
0.34,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,4.68,0.13,3.42,-66.14,90.07,-0.068,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,LANDED
0.5,TAKEOFF,TO_PREFLIGHT,0.08,80,79.92,4.29,-0.18,2.13,55.88,90.04,-0.043,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.54,LANDED
0.66,TAKEOFF,TO_PREFLIGHT,0.19,80,79.81,3.91,0.09,0.84,-8.4,90.01,-0.046,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.68,LANDED
0.82,TAKEOFF,TO_PREFLIGHT,0.33,80,79.67,3.61,0.15,-0.25,-19.02,89.99,-0.051,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,LANDED
0.98,TAKEOFF,TO_PREFLIGHT,0.44,80,79.56,3.5,0.05,-0.67,-8.5,89.97,-0.054,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,LANDED
1.16,TAKEOFF,TO_PREFLIGHT,0.29,80,79.71,3.66,-0.37,-0.04,68.62,89.96,-0.052,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.18,LANDED
1.32,TAKEOFF,TO_PREFLIGHT,0.3,80,79.7,3.75,-0.06,0.42,29.46,89.96,-0.055,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.34,LANDED
1.48,TAKEOFF,TO_PREFLIGHT,0.26,80,79.74,3.95,0.42,0.92,-64.52,89.97,-0.051,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5,LANDED
1.64,TAKEOFF,TO_PREFLIGHT,0.32,80,79.68,4.11,-0.27,1.46,43.52,89.99,-0.045,0,0,0,0,0,0,0,0,0,0,0,0,90.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.66,LANDED
