t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1.57,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.62,-26.94,90.47,-0.033,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.067,0,0,1,0,0,0,0,0,0,0,1,1,0.31,LANDED
2.73,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,0,0.62,1.35,90.45,-0.033,0.4,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.067,0,0,1,0,0,0,0,0,0,0,1,1,1.47,LANDED
3.85,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.63,0,0.61,1.8,90.43,-0.033,0.6,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.067,0,0,1,0,0,0,0,0,0,0,1,1,2.59,LANDED
4.97,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.63,0,0.6,0.18,90.41,-0.033,0.8,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.067,0,0,1,0,0,0,0,0,0,0,1,1,3.71,LANDED
6.09,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.63,0,0.59,0.11,90.39,-0.034,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.067,0,0,1,0,0,0,0,0,0,0,1,1,4.83,LANDED
7.21,TAKEOFF,TO_GROUND_ROLL,0.08,80,79.92,3.63,0,0.58,0.45,90.37,-0.033,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,0.067,0,0,1,0,0,0,0,0,0,0,1,1,5.95,LANDED
8.47,TAKEOFF,TO_GROUND_ROLL,1.51,80,78.49,3.64,0,0.67,0.69,90.37,-0.033,1,0,0,0,0,0,0,0,0,0,88.04,0,0,0,0,-2.4,0,0,0,0,88.04,1,-2.4,2.326,-0.0262,0.25,1,-0.0262,0,0,0,0,0,0,1,1,7.21,LANDED
9.69,TAKEOFF,TO_GROUND_ROLL,3.73,80,76.27,3.64,-0.01,0.67,0.74,90.3,-0.037,1,0,0,0,0,0,0,0,0,0,88.01,0,0,0,0,-2.4,0,0,0,0,88.01,1,-2.4,2.318,-0.0261,0.25,1,-0.0261,0,0,0,0,0,0,1,1,8.43,LANDED
10.92,TAKEOFF,TO_GROUND_ROLL,6.4,80,73.6,3.64,-0.01,0.67,0.73,90.03,-0.044,1,0,0,0,0,0,0,0,0,0,88.1,0,0,0,0,-2.4,0,0,0,0,88.1,1,-2.4,1.998,-0.0225,0.25,1,-0.0225,0,0,0,0,0,0,1,1,9.66,LANDED
12.11,TAKEOFF,TO_GROUND_ROLL,9.39,80,70.61,3.64,-0.01,0.68,0.74,89.65,-0.049,1,0,0,0,0,0,0,0,0,0,88.14,0,0,0,0,-2.4,0,0,0,0,88.14,1,-2.4,1.587,-0.0178,0.25,1,-0.0178,0,0,0,0,0,0,1,1,10.85,LANDED
13.33,TAKEOFF,TO_GROUND_ROLL,12.84,80,67.16,3.64,-0.01,0.69,0.74,89.3,-0.047,1,0,0,0,0,0,0,0,0,0,88.15,0,0,0,0,-2.4,0,0,0,0,88.15,1,-2.4,1.211,-0.0136,0.25,1,-0.0136,0,0,0,0,0,0,1,1,12.07,LANDED
14.56,TAKEOFF,TO_GROUND_ROLL,16.64,80,63.36,3.66,-0.02,0.77,0.82,89.12,-0.039,1,0,0,0,0,0,0,0,0,0,88.09,0,0,0,0,-2.4,0,0,0,0,88.09,1,-2.4,1.054,-0.0119,0.25,1,-0.0119,0,0,0,0,0,0,1,1,13.3,LANDED
15.78,TAKEOFF,TO_GROUND_ROLL,20.75,80,59.25,3.67,-0.02,0.79,0.89,89.09,-0.029,1,0,0,0,0,0,0,0,0,0,88.02,0,0,0,0,-2.4,0,0,0,0,88.02,1,-2.4,1.065,-0.0122,0.254,0,-0.0122,0,0,0,0,0,0,1,1,14.52,LANDED
