t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status
0.94,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.59,0.16,-0.2,-48.69,91.72,-0.058,0.2,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.316,0,0,1,0,0,0,0,0,0,0,1,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.32,2,0,0.8,0.5,1,0.19,0.8,0.02,0.22,LANDED
6,TAKEOFF,TO_PREFLIGHT,0.14,80,79.86,3.57,0,-0.28,-0.25,91.95,-0.044,1,0,0,0,0,0,0,0,0,0,90.4,0,0,0,0,0,0,0,0,0,90.4,1,0,1.331,0,0,1,0,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.1,887.3,2,0,0.12,0.12,49,9.49,0.8,0.08,5.28,LANDED
11.14,TAKEOFF,TO_GROUND_ROLL,7.44,80,72.56,3.61,-0.01,-0.14,-0.07,91.93,-0.019,1,0,0,0,0,0,0,0,0,0,90.38,0,0,0,0,-0.014,0,0,0,0,90.38,1,-0.014,1.548,-0.0461,0.622,0,-0.0461,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.63,886.98,2,0,0.18,0.18,86,7.2,0.22,0.12,10.42,LANDED
16.28,TAKEOFF,TO_GROUND_ROLL,32.24,80,47.76,3.61,-0.07,-0.14,-0.03,92,-0.053,1,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,-0.16,0,0,0,0,90.24,1,-0.16,1.764,-0.073,0.869,0,-0.073,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830.08,883.15,2,0,0.18,0.18,114,5.45,0.28,0.18,15.56,LANDED
21.42,TAKEOFF,TO_GROUND_ROLL,58.81,80,21.19,3.61,-0.1,-0.13,-0.04,92,-0.059,1,0,0,0,0,0,0,0,0,0,89.9,0,0,0,0,-0.501,0,0,0,0,89.9,1,-0.501,2.099,-0.0996,1,0,-0.0996,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.02,878.87,2,0,0.18,0.18,142,5.45,0.28,0.18,20.7,LANDED
26.56,TAKEOFF,TO_GROUND_ROLL,86.11,80,-6.11,3.6,-0.1,-0.14,-0.07,91.94,-0.091,1,0,0,0,0,0,0,0,0,0,89.37,0,0,0,0,-1.031,0,0,0,0,89.37,1,-1.031,2.569,-0.1216,1,0,-0.1216,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.65,901.81,2,0,0.18,0.18,170,5.45,0.28,0.18,25.84,LANDED
31.7,TAKEOFF,TO_GROUND_ROLL,115.6,80,-35.6,3.66,-0.14,0.7,0.76,91.72,-3.956,1,0,0,0,0,0,0,0,0,0,88.68,0,0,0,0,-1.718,0,0,0,0,88.68,1,-1.718,3.036,-0.1443,1,0,-0.1443,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.42,1001.64,2,0,0.18,0.18,198,5.45,0.28,0.18,30.98,LANDED
36.8,TAKEOFF,TO_ROTATE,148.62,80,-68.62,3.86,-0.27,0.42,0.5,91.35,-9.617,1,0,0,0,0,0,0,0,0,0,88,9.266,0,0,0,-2.375,0,0,0,0,88,1,-2.375,3.312,-0.1604,1,0,-0.1604,0,0.72,9.266,8.885,0.08,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.27,1130.96,2,0,0.24,0.24,222,4.71,0.28,0.18,36.08,LANDED
41.84,TAKEOFF,TO_ROTATE,182.95,80,-102.95,15.04,-2.8,18.47,19.27,91.54,1.265,1,0,0,0,0,0,0,0,0,0,90.4,11.5,0,0,0,0,0,0,0,0,90.4,1,0,1.188,0,0,3,0,0,0,11.5,-6.819,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287.3,1288.05,2,0,0.1,0.1,260,7.54,0.34,0.1,41.12,FLYING
46.96,TAKEOFF,TO_CLIMB,197.19,80,-117.19,117.22,18.76,19.2,13.81,90.08,3.043,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,-0.321,0,0,3,0,0,0,11.5,-9.149,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179.13,1354.69,2,0,0.12,0.12,303,8.43,0.2,0.1,46.24,FLYING
