t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,157.84,152,-5.84,1304.24,1223.65,-4.49,14.08,15.75,267.66,-8.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.66,0,0,0,90,0,0,0,0,0,-92.34,-274.28,28.703,0,0,0,3,1304.24,0,0,1578.52,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.79,1059.93,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.42,APPROACH,ILS_TRACK,157.78,152,-5.78,1303.17,1222.65,-3.37,13.99,15.25,267.5,-8.589,0,0,0,1,0.6,1.432,0.75,0.35,0.0168,0.4,4.701,20.258,4.701,5.793,1,273.89,0,0,1,-1.28,0,0,0,295,0.2037,0.0678,0.9767,0,273.89,-92.49,-273.21,28.665,3.886,0,0,3,1304.24,4.917,0,1576.54,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.41,1059.74,2,0,0.12,0.12,3,7.69,0.14,0.12,0.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.68,APPROACH,ILS_TRACK,157.61,152,-5.61,1302.11,1222.05,-2.55,13,13.94,267.24,-7.098,0,0,0,1,0.6,2.643,0.75,0.35,0.0168,0.4,4.518,20.308,4.518,5.615,1,274.01,0,0,1,-0.96,0,0,0,273.94,0.2038,0.0699,0.9765,0,274.01,-92.76,-271.93,28.62,4.009,0,0,3,1304.24,4.957,0,1574.2,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.08,1059,2,0,0.12,0.12,5,7.69,0.14,0.12,0.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.04,APPROACH,ILS_TRACK,157.46,152,-5.46,1300.75,1221.8,-1.92,11.02,11.53,267.46,-0.489,0,0,0,1,0.6,4.118,0.75,0.35,0.0168,0.4,4.362,20.351,4.362,5.465,1,274.23,0,0,1,-0.71,0,0,0,274.16,0.2038,0.0738,0.9762,0,274.23,-93.39,-270.06,28.558,4.232,0,0,3,1304.24,5.216,0,1570.96,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.6,1058.38,2,0,0.12,0.12,8,8.33,0.12,0.12,1.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.4,APPROACH,ILS_TRACK,157.46,152,-5.46,1299.48,1220.25,-2.1,8.97,9.32,268.47,8.976,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.353,20.353,4.353,5.457,1,274.33,0,0,1,-0.75,0,0,0,274.31,0.2039,0.0754,0.9761,0,274.33,-94.19,-268.1,28.496,4.325,0,0,3,1304.24,5.549,0,1567.72,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.35,1058.4,2,0,0.12,0.12,11,8.33,0.12,0.12,1.4,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.76,APPROACH,ILS_TRACK,157.54,152,-5.54,1298.31,1219,-2.74,7.84,8.52,269.73,14.22,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.44,20.33,4.44,5.54,1,274.23,0,0,1,-0.97,0,0,0,274.27,0.204,0.0738,0.9762,0,274.23,-94.88,-266.04,28.434,4.232,0,0,3,1304.24,5.811,0,1564.48,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.62,1058.79,2,0,0.12,0.12,14,8.33,0.12,0.12,1.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.12,APPROACH,ILS_TRACK,157.51,152,-5.51,1297.21,1218.03,-3.4,7.77,8.98,270.94,12.792,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.414,20.337,4.414,5.516,1,274.06,0,0,1,-1.21,0,0,0,274.12,0.2042,0.0707,0.9764,0,274.06,-95.33,-263.91,28.373,4.057,0,0,3,1304.24,5.975,0,1561.23,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.67,1058.72,2,0,0.12,0.12,17,8.33,0.12,0.12,2.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.48,APPROACH,ILS_TRACK,157.31,152,-5.31,1296.19,1216.72,-3.78,8.69,10.23,272,12.77,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.216,20.39,4.216,5.325,1,273.87,0,0,1,-1.37,0,0,0,273.94,0.2043,0.0674,0.9766,0,273.87,-95.5,-261.7,28.311,3.866,0,0,3,1304.24,6.247,0,1558,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.04,1057.93,2,0,0.12,0.12,20,8.33,0.12,0.12,2.48,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.84,APPROACH,ILS_TRACK,156.85,152,-4.85,1295.28,1215.61,-3.71,10.19,11.78,272.73,10.456,0,0,-0.586,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.751,20.515,3.751,4.883,1,273.63,0,0,1,-1.37,0,0,0,273.72,0.2045,0.0632,0.9768,0,273.63,-95.35,-259.39,28.249,3.625,0,0,3,1304.24,6.503,0,1554.77,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.3,1056.03,2,0,0.12,0.12,23,8.33,0.12,0.12,2.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.16,APPROACH,ILS_TRACK,156.17,152,-4.17,1294.47,1214.78,-3.06,11.27,12.52,272.73,7.18,0.128,0,-2.013,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.702,0,4.219,0,273.39,0,0,1,-1.15,0,0,0,273.46,0.2046,0.0592,0.9771,0,273.39,-94.92,-257.33,28.195,3.391,0,0,3,1304.24,6.326,0,1551.91,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.49,1053.15,2,0,0.1,0.1,26,9.38,0.12,0.1,3.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.5,APPROACH,ILS_TRACK,155.36,152,-3.36,1293.58,1213.84,-2.38,11.45,12.36,272.35,7.228,0.264,0,-3.264,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.931,0,3.408,0,273.26,0,0,1,-0.9,0,0,0,273.29,0.2047,0.0568,0.9772,0,273.26,-94.26,-255.2,28.137,3.258,0,0,3,1304.24,6.225,0,1548.88,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.99,1049.67,2,0,0.1,0.1,29,8.82,0.12,0.1,3.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.84,APPROACH,ILS_TRACK,154.56,152,-2.56,1292.74,1212.84,-2.03,11.11,11.87,272.37,9.94,0.4,0,-4.24,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.156,0,2.609,0,273.16,0,0,1,-0.76,0,0,0,273.18,0.2048,0.0552,0.9772,0,273.16,-93.5,-253.03,28.079,3.165,0,0,3,1304.24,6.424,0,1545.87,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.29,1046.26,2,0,0.12,0.12,32,8.82,0.12,0.1,3.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.18,APPROACH,ILS_TRACK,153.85,152,-1.85,1291.95,1212.01,-1.91,10.68,11.47,272.96,12.424,0.5204,0,-4.961,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.358,0,1.891,0,273.01,0,0,1,-0.72,0,0,0,273.07,0.2049,0.0525,0.9774,0,273.01,-92.62,-250.83,28.022,3.012,0,0,3,1304.24,6.483,0,1542.88,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.15,1043.22,2,0,0.1,0.1,35,8.82,0.12,0.1,4.18,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.46,APPROACH,ILS_TRACK,153.37,152,-1.37,1291.28,1211.67,-1.92,10.22,11.06,273.45,10.552,0.4845,0,-5.396,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.497,0,1.399,0,272.8,0,0,1,-0.71,0,0,0,272.87,0.2051,0.0488,0.9775,0,272.8,-91.71,-249.04,27.975,2.796,0,0,3,1304.24,6.371,0,1540.42,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.95,1041.15,2,0,0.08,0.08,38,10.71,0.1,0.08,4.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.76,APPROACH,ILS_TRACK,152.93,152,-0.93,1290.55,1211.5,-1.85,9.6,10.34,273.54,5.923,0.4258,0,-5.725,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.621,0,0.958,0,272.57,0,0,1,-0.69,0,0,0,272.64,0.2052,0.0449,0.9777,0,272.57,-90.54,-247.15,27.925,2.572,0,0,3,1304.24,6.303,0,1537.79,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.66,1039.31,2,0,0.08,0.08,41,10,0.12,0.08,4.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.06,APPROACH,ILS_TRACK,152.62,152,-0.62,1289.87,1211.06,-2.03,9.18,9.93,273.09,3.874,0.3351,0,-5.945,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.711,0,0.639,0,272.39,0,0,1,-0.75,0,0,0,272.44,0.2053,0.0417,0.9778,0,272.39,-89.18,-245.22,27.875,2.39,0,0,3,1304.24,6.528,0,1535.17,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.3,1038,2,0,0.08,0.08,44,10,0.12,0.08,5.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.38,APPROACH,ILS_TRACK,152.37,152,-0.37,1289.26,1210.36,-2.34,9.41,10.29,272.56,3.846,0.2518,0,-6.094,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.783,0,0.382,0,272.31,0,0,1,-0.87,0,0,0,272.33,0.2054,0.0403,0.9779,0,272.31,-87.65,-243.05,27.822,2.309,0,0,3,1304.24,6.9,0,1532.38,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.83,1036.95,2,0,0.1,0.1,47,9.38,0.12,0.08,5.38,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.72,APPROACH,ILS_TRACK,152.07,152,-0.07,1288.64,1209.63,-2.15,10.01,10.79,272.45,3.656,0.2317,0,-6.159,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.865,0,0.092,0,272.22,0,0,1,-0.82,0,0,0,272.26,0.2055,0.0387,0.9779,0,272.22,-86.02,-240.7,27.766,2.216,0,0,3,1304.24,6.807,0,1529.42,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.8,1035.75,2,0,0.1,0.1,50,8.82,0.12,0.1,5.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.06,APPROACH,ILS_TRACK,151.77,152,0.23,1287.98,1209.04,-2.05,10.15,10.88,272.28,2.107,0.2399,0,-6.121,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.951,0,-0.213,0,272.1,0,0,1,-0.77,0,0,0,272.14,0.2056,0.0366,0.978,0,272.1,-84.31,-238.41,27.709,2.099,0,0,3,1304.24,6.741,0,1526.46,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.94,1034.5,2,0,0.12,0.12,53,8.82,0.12,0.1,6.06,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.42,APPROACH,ILS_TRACK,151.44,152,0.56,1287.37,1208.3,-2.17,10.62,11.42,272.2,2.045,0.2641,0,-5.965,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.044,0,-0.545,0,272.01,0,0,1,-0.81,0,0,0,272.05,0.2057,0.0351,0.978,0,272.01,-82.47,-235.91,27.65,2.011,0,0,3,1304.24,7.072,0,1523.34,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.85,1033.12,2,0,0.12,0.12,56,8.33,0.12,0.12,6.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.68,APPROACH,ILS_TRACK,151.15,152,0.85,1287.02,1207.75,-2.22,11.35,12.19,272.22,1.868,0.3066,0,-5.77,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.123,0,-0.825,0,271.95,0,0,1,-0.84,0,0,0,271.98,0.2058,0.034,0.978,0,271.95,-81.12,-234.02,27.607,1.947,0,0,3,1304.24,7.331,0,1521.09,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.75,1031.96,2,0,0.12,0.12,58,7.69,0.14,0.12,6.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.04,APPROACH,ILS_TRACK,150.65,152,1.35,1286.63,1207.04,-1.97,12.71,13.47,272.22,1.399,0.4153,0,-5.359,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.262,0,-1.316,0,271.84,0,0,1,-0.78,0,0,0,271.87,0.2059,0.0321,0.9781,0,271.84,-79.22,-231.31,27.547,1.839,0,0,3,1304.24,7.579,0,1517.99,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.65,1029.9,2,0,0.12,0.12,61,8.33,0.12,0.12,7.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.4,APPROACH,ILS_TRACK,149.99,152,2.01,1286.17,1206.59,-0.86,13.09,13.36,272.13,0.748,0.5581,0,-4.735,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.445,0,-1.967,0,271.73,0,0,1,-0.37,0,0,0,271.77,0.206,0.0302,0.9781,0,271.73,-77.27,-228.66,27.488,1.728,0,0,3,1304.24,7.169,0,1514.89,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.53,1027.13,2,0,0.12,0.12,64,8.33,0.12,0.12,7.4,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.76,APPROACH,ILS_TRACK,149.47,152,2.53,1285.59,1206.42,-0.32,11.81,11.84,271.99,0.225,0.6276,0,-3.884,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.599,0,-2.511,0,271.64,0,0,1,-0.13,0,0,0,271.68,0.2061,0.0287,0.9781,0,271.64,-75.31,-226.15,27.429,1.645,0,0,3,1304.24,6.934,0,1511.81,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.38,1024.91,2,0,0.12,0.12,67,8.33,0.12,0.12,7.76,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.12,APPROACH,ILS_TRACK,149.28,152,2.72,1285.07,1206.3,-0.42,10.36,10.44,271.92,-0.056,0.5024,0,-2.923,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.657,0,-2.719,0,271.57,0,0,1,-0.15,0,0,0,271.6,0.2062,0.0275,0.9781,0,271.57,-73.36,-223.6,27.371,1.574,0,0,3,1304.24,7.197,0,1508.73,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.83,1024.08,2,0,0.12,0.12,70,8.33,0.12,0.12,8.12,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.48,APPROACH,ILS_TRACK,149.27,152,2.73,1284.68,1206.08,-0.83,9.7,9.97,271.85,-0.069,0.3584,0,-1.938,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.661,0,-2.732,0,271.51,0,0,1,-0.3,0,0,0,271.52,0.2063,0.0263,0.9781,0,271.51,-71.41,-220.93,27.312,1.508,0,0,3,1304.24,7.528,0,1505.65,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.36,1024.06,2,0,0.12,0.12,73,8.33,0.12,0.12,8.48,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.84,APPROACH,ILS_TRACK,149.31,152,2.69,1284.39,1205.64,-1.25,9.89,10.35,271.86,-0.508,0.246,0,-0.965,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.648,0,-2.687,0,271.42,0,0,1,-0.46,0,0,0,271.46,0.2064,0.0247,0.9782,0,271.42,-69.46,-218.16,27.253,1.417,0,0,3,1304.24,7.802,0,1502.58,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.42,1024.28,2,0,0.12,0.12,76,8.33,0.12,0.12,8.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.1,APPROACH,ILS_TRACK,149.32,152,2.68,1284.26,1205.22,-1.46,10.6,11.19,271.72,-1.29,0.2276,0,-0.269,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.646,0,-2.679,0,271.36,0,0,1,-0.56,0,0,0,271.39,0.2065,0.0238,0.9782,0,271.36,-68.05,-216.08,27.211,1.362,0,0,3,1304.24,8.062,0,1500.35,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.28,1024.33,2,0,0.12,0.12,78,7.69,0.14,0.12,9.1,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.46,APPROACH,ILS_TRACK,149.21,152,2.79,1284.08,1204.71,-1.07,11.66,12.09,271.5,-2.007,0.2799,0,0.716,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.674,0,-2.779,0,271.31,0,0,1,-0.43,0,0,0,271.32,0.2066,0.0229,0.9782,0,271.31,-66.11,-213.17,27.152,1.314,0,0,3,1304.24,8.012,0,1497.28,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.99,1023.92,2,0,0.12,0.12,81,8.33,0.12,0.12,9.46,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.82,APPROACH,ILS_TRACK,148.98,152,3.02,1283.81,1204.38,-0.52,11.81,11.99,271.28,-2.741,0.3896,0,1.768,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.739,0,-3.008,0,271.27,0,0,1,-0.21,0,0,0,271.28,0.2067,0.0222,0.9782,0,271.27,-64.22,-210.35,27.094,1.274,0,0,3,1304.24,7.684,0,1494.2,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.15,1022.95,2,0,0.12,0.12,84,8.33,0.12,0.12,9.82,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.18,APPROACH,ILS_TRACK,148.81,152,3.19,1283.5,1204.22,-0.27,11.22,11.3,271.14,-3.031,0.4278,0,2.896,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.788,0,-3.182,0,271.25,0,0,1,-0.11,0,0,0,271.26,0.2068,0.0219,0.9781,0,271.25,-62.4,-207.6,27.035,1.254,0,0,3,1304.24,7.665,0,1491.13,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.59,1022.25,2,0,0.12,0.12,87,8.33,0.12,0.12,10.18,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.54,APPROACH,ILS_TRACK,148.76,152,3.24,1283.23,1204.12,-0.37,10.56,10.68,271.11,-2.897,0.4006,0,4.058,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.804,0,-3.241,0,271.23,0,0,1,-0.13,0,0,0,271.25,0.2069,0.0215,0.9781,0,271.23,-60.66,-204.82,26.976,1.234,0,0,3,1304.24,7.811,0,1488.07,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.87,1022.02,2,0,0.12,0.12,90,8.33,0.12,0.12,10.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.9,APPROACH,ILS_TRACK,148.75,152,3.25,1283.07,1204.11,-0.51,10.57,10.76,271.16,-1.503,0.3709,0,5.226,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.805,0,-3.245,0,271.23,0,0,1,-0.2,0,0,0,271.23,0.207,0.0214,0.9781,0,271.23,-59,-201.92,26.918,1.225,0,0,3,1304.24,8.131,0,1485,0,0,0,0,0,0,0,0,267.71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.32,1022.02,2,0,0.12,0.12,93,8.33,0.12,0.12,10.9,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
