t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.36,APPROACH,ILS_TRACK,157.13,152,-5.13,594.61,514.3,-24.49,8.56,17.24,269.99,0.051,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,4.061,20.432,4.061,5.177,1,270.02,0,0,1,-8.9,0,0,0,270.02,0.355,0.0004,0.9349,0,270.02,-0.18,-67.62,11.236,0.024,31.877,1,3,669.18,-14.489,0,663.14,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.02,1106.71,2,0,0.12,0.12,27,7.69,0.14,0.12,3.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.72,APPROACH,ILS_TRACK,156.14,152,-4.14,586.67,505.68,-23.15,10.81,19.09,270,0.074,0.144,0,-1.642,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.705,0,4.208,0,270.02,0,0,1,-8.5,0,0,0,270.02,0.3551,0.0004,0.9348,0,270.02,-0.2,-72.54,11.177,0.023,32.383,1,3,669.18,-13.277,0,660.07,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.07,1103.13,2,0,0.12,0.12,30,8.33,0.12,0.12,3.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.08,APPROACH,ILS_TRACK,154.72,152,-2.72,579.05,497.73,-21.06,12.07,19.6,270.01,0.076,0.288,0,-2.829,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.102,0,2.799,0,270.02,0,0,1,-7.82,0,0,0,270.03,0.3551,0.0003,0.9348,0,270.02,-0.22,-77.15,11.119,0.018,33.206,1,3,669.18,-12.577,0,657.02,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.25,1097.64,2,0,0.12,0.12,33,8.33,0.12,0.12,4.08,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,153.32,152,-1.32,571.81,490.49,-19.41,12.15,19.1,270.01,0.084,0.432,0,-3.494,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.498,0,1.394,0,270.03,0,0,1,-7.26,0,0,0,270.02,0.3552,0.0005,0.9348,0,270.03,-0.24,-81.41,11.062,0.027,33.606,1,3,669.18,-11.477,0,654,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.71,1092.26,2,0,0.12,0.12,36,8.33,0.12,0.12,4.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.8,APPROACH,ILS_TRACK,152.09,152,-0.09,564.96,483.73,-18.26,11.86,18.44,270.01,0.089,0.576,0,-3.695,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.848,0,0.151,0,270.02,0,0,1,-6.88,0,0,0,270.02,0.3553,0.0004,0.9347,0,270.02,-0.26,-85.31,11.004,0.024,33.984,1,3,669.18,-10.49,0,651.01,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.66,1087.55,2,0,0.12,0.12,39,8.33,0.12,0.12,4.8,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.16,APPROACH,ILS_TRACK,151.01,152,0.99,558.46,477.34,-17.36,11.51,17.8,270.01,0.088,0.72,0,-3.639,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.153,0,-0.931,0,270.02,0,0,1,-6.59,0,0,0,270.02,0.3554,0.0004,0.9347,0,270.02,-0.27,-88.86,10.948,0.021,34.319,1,3,669.18,-9.575,0,648.03,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.35,1083.54,2,0,0.12,0.12,42,8.33,0.12,0.12,5.16,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.52,APPROACH,ILS_TRACK,150.15,152,1.85,552.3,471.24,-16.6,11.3,17.36,270.01,0.088,0.864,0,-3.585,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.4,0,-1.808,0,270.02,0,0,1,-6.34,0,0,0,270.02,0.3555,0.0004,0.9347,0,270.02,-0.29,-92.09,10.891,0.021,34.57,1,3,669.18,-8.678,0,645.07,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.17,1080.38,2,0,0.12,0.12,45,8.33,0.12,0.12,5.52,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.78,APPROACH,ILS_TRACK,149.65,152,2.35,548.07,466.99,-16.1,11.31,17.21,270.01,0.088,0.968,0,-3.289,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.544,0,-2.318,0,270.02,0,0,1,-6.17,0,0,0,270.02,0.3556,0.0003,0.9347,0,270.02,-0.3,-94.23,10.85,0.019,34.692,1,3,669.18,-8.03,0,642.94,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.18,1078.63,2,0,0.12,0.12,47,7.69,0.14,0.12,5.78,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.14,APPROACH,ILS_TRACK,149.11,152,2.89,542.5,461.32,-15.4,11.6,17.28,270.01,0.089,0.8654,0,-2.318,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.699,0,-2.867,0,270.02,0,0,1,-5.93,0,0,0,270.02,0.3557,0.0003,0.9346,0,270.02,-0.31,-96.9,10.794,0.02,34.744,1,3,669.18,-7.094,0,639.99,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.51,1076.83,2,0,0.12,0.12,50,8.33,0.12,0.12,6.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.5,APPROACH,ILS_TRACK,148.69,152,3.31,537.3,455.91,-14.62,12.25,17.68,270.02,0.09,0.7691,0,-1.183,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.818,0,-3.289,0,270.02,0,0,1,-5.65,0,0,0,270.02,0.3557,0.0003,0.9346,0,270.02,-0.32,-99.21,10.738,0.018,34.622,1,3,669.18,-6.074,0,637.06,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.46,1075.53,2,0,0.12,0.12,53,8.33,0.12,0.12,6.5,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.86,APPROACH,ILS_TRACK,148.3,152,3.7,532.41,450.87,-13.48,12.82,17.82,270.02,0.082,0.7295,0,0.095,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.928,0,-3.679,0,270.02,0,0,1,-5.23,0,0,0,270.02,0.3558,0.0004,0.9346,0,270.02,-0.33,-101.2,10.682,0.022,34.589,1,3,669.18,-5.287,0,634.14,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.5,1074.34,2,0,0.12,0.12,56,8.33,0.12,0.12,6.86,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.22,APPROACH,ILS_TRACK,147.98,152,4.02,527.89,446.19,-12.51,13.3,17.98,270.02,0.083,0.6992,0,1.499,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.019,0,-4.003,0,270.01,0,0,1,-4.87,0,0,0,270.02,0.3559,0.0003,0.9345,0,270.01,-0.34,-102.85,10.627,0.015,34.211,1,3,669.18,-4.196,0,631.21,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.58,1073.39,2,0,0.12,0.12,59,8.33,0.12,0.12,7.22,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.58,APPROACH,ILS_TRACK,147.67,152,4.33,523.81,441.87,-11.49,14.1,18.43,270.02,0.084,0.702,0,3.014,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.107,0,-4.314,0,270.02,0,0,1,-4.49,0,0,0,270.02,0.356,0.0003,0.9345,0,270.02,-0.34,-104.06,10.571,0.018,33.566,1,3,669.18,-2.936,0,628.3,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.1,1072.46,2,0,0.12,0.12,62,8.33,0.12,0.12,7.58,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.94,APPROACH,ILS_TRACK,147.31,152,4.69,520.23,437.94,-10.3,15.25,19.17,270.02,0.087,0.7529,0,4.65,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.206,0,-4.667,0,270.02,0,0,1,-4.05,0,0,0,270.02,0.3561,0.0003,0.9345,0,270.02,-0.35,-104.79,10.516,0.016,32.675,1,3,669.18,-1.549,0,625.39,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.01,1071.32,2,0,0.12,0.12,65,8.33,0.12,0.12,7.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.2,APPROACH,ILS_TRACK,146.96,152,5.04,517.92,435.43,-8.91,16.02,19.39,270.03,0.086,0.8339,0,5.926,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.301,0,-5.003,0,270.02,0,0,1,-3.56,0,0,0,270.02,0.3561,0.0003,0.9344,0,270.02,-0.35,-105.03,10.476,0.017,32.133,1,3,669.18,-0.782,0,623.29,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.11,1070.1,2,0,0.12,0.12,67,7.69,0.14,0.12,8.2,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.56,APPROACH,ILS_TRACK,146.44,152,5.56,514.87,432.59,-7.14,15.48,18.1,270.03,0.087,0.9676,0,7.861,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.451,0,-5.537,0,270.02,0,0,1,-2.84,0,0,0,270.02,0.3562,0.0003,0.9344,0,270.02,-0.35,-105.2,10.42,0.016,31.833,1,3,669.18,-0.342,0,620.39,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.63,1068.19,2,0,0.12,0.12,70,8.33,0.12,0.12,8.56,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.92,APPROACH,ILS_TRACK,146.4,152,5.6,512.14,430.23,-6.23,14.22,16.5,270.02,0.086,0.8443,0,9.884,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.472,0,-5.61,0,270.02,0,0,1,-2.47,0,0,0,270.01,0.3563,0.0003,0.9344,0,270.02,-0.35,-105.08,10.365,0.016,30.958,1,3,669.18,0.707,0,617.5,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.17,1068.17,2,0,0.12,0.12,73,8.33,0.12,0.12,8.92,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.28,APPROACH,ILS_TRACK,146.66,152,5.34,509.8,428.11,-5.51,13.45,15.49,270.02,0.08,0.7003,0,11.849,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.4,0,-5.356,0,270.01,0,0,1,-2.21,0,0,0,270.01,0.3564,0.0002,0.9343,0,270.01,-0.35,-104.55,10.31,0.013,29.902,1,3,669.18,1.83,0,614.6,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.22,1069.43,2,0,0.12,0.12,76,8.33,0.12,0.12,9.28,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.64,APPROACH,ILS_TRACK,147.1,152,4.9,507.71,426.26,-4.99,12.61,14.43,270.02,0.072,0.5563,0,13.681,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.28,0,-4.928,0,270.01,0,0,1,-1.96,0,0,0,270.01,0.3565,0.0002,0.9343,0,270.01,-0.35,-103.77,10.254,0.013,29.202,1,3,669.18,2.412,0,611.7,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.4,1071.38,2,0,0.12,0.12,79,8.33,0.12,0.12,9.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10,APPROACH,ILS_TRACK,147.68,152,4.32,505.91,424.51,-4.79,12.36,14.14,270.02,0.067,0.4123,0,15.317,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.116,0,-4.348,0,270.01,0,0,1,-1.86,0,0,0,270.01,0.3566,0.0002,0.9343,0,270.01,-0.34,-102.69,10.199,0.011,28.165,1,3,669.18,3.303,0,608.78,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.88,1073.92,2,0,0.12,0.12,82,8.33,0.12,0.12,10,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.36,APPROACH,ILS_TRACK,148.21,152,3.79,504.38,422.89,-3.92,12.73,14.19,270.02,0.06,0.2683,0,16.749,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.965,0,-3.81,0,270.01,0,0,1,-1.58,0,0,0,270.01,0.3567,0.0002,0.9342,0,270.01,-0.34,-101.31,10.143,0.01,27.207,1,3,669.18,3.983,0,605.85,0,0,0,,0,0,0,0,0,0,269.97,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.82,1076.25,2,0,0.12,0.12,85,8.33,0.12,0.12,10.36,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
