t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,phase_el_s,status
380.6,ASCENT,RKT_SUSTAIN,244.11,80,-164.11,18403.43,-141.19,9.96,19.36,1.57,5.624,1,0,0,0,0,0,0,0,0,0,0,15.912,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212,282384.871,DEGRADED,19.3,2.929,20835,0,1,11771.25,7515.07,25,1,0,379.88,FLYING
382.78,ASCENT,RKT_SUSTAIN,256.47,80,-176.47,18132.1,-107.18,12.35,19.35,1.36,5.351,1,0,0,0,0,0,0,0,0,0,0,18.23,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.221,280099.433,DEGRADED,21.5,2.994,19998,0,1,12919.69,8029.04,25,1,0,382.06,FLYING
384.96,ASCENT,RKT_SUSTAIN,266.73,80,-186.73,17940.61,-68.01,14.96,19.34,1.17,4.984,1,0,0,0,0,0,0,0,0,0,0,20.763,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.227,277560.16,DEGRADED,23.5,3.054,19232,0,1,13953.86,8267.09,25,1,0,384.24,FLYING
387.16,ASCENT,RKT_SUSTAIN,274.36,80,-194.36,17838.48,-24.91,17.74,19.32,1.02,4.551,1,0,0,0,0,0,0,0,0,0,0,23.465,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,275435.504,DEGRADED,25.2,3.109,18616,0,1,14846.01,8343.89,25,1,0,386.44,FLYING
389.36,ASCENT,RKT_SUSTAIN,278.81,80,-198.81,17835.64,21.96,20.61,19.32,0.87,4.144,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,273755.074,DEGRADED,26.4,3.157,18235,0,1,15568.29,8293.93,24,1,0,388.64,FLYING
391.58,ASCENT,RKT_SUSTAIN,279.8,80,-199.8,17939.7,70.32,23.52,19.33,0.62,4.05,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559,272796.047,DEGRADED,27,3.198,18161,0,1,16094.6,8197.48,22.5,1,0,390.86,FLYING
393.8,ASCENT,RKT_SUSTAIN,277.3,80,-197.3,18148.25,118.41,26.36,19.34,0.34,4.022,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.529,272673.876,DEGRADED,26.9,3.234,18445,0,1,16401.77,8054.27,21,1,0,393.08,FLYING
396.02,ASCENT,RKT_SUSTAIN,271.51,80,-191.51,18463.3,164.78,29.07,19.36,0.06,3.969,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,273270.7,DEGRADED,26.2,3.264,19102,0,1,16468.82,7901.45,19.5,1,0,395.3,FLYING
398.22,ASCENT,RKT_SUSTAIN,262.93,80,-182.93,18873.84,207.65,31.57,19.38,359.81,3.891,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.412,274320.443,DEGRADED,25,3.288,20106,0,1,16277.62,7704.32,18,1,0,397.5,FLYING
400.42,ASCENT,RKT_SUSTAIN,252.04,80,-172.04,19374.35,246.44,33.84,19.41,359.59,3.782,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,275184.602,DEGRADED,23.3,3.307,21398,0,1,15818.68,7478.12,16.5,1,0,399.7,FLYING
402.62,ASCENT,RKT_SUSTAIN,239.39,80,-159.39,19954.96,280.4,35.84,19.46,359.41,3.635,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.202,275406.693,DEGRADED,21.3,3.32,22909,0,1,15088.18,7163.44,15,1,0,401.9,FLYING
404.82,ASCENT,RKT_SUSTAIN,225.52,80,-145.52,20604.46,309.04,37.57,19.51,359.27,3.439,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.056,274290.132,DEGRADED,19.2,3.327,24544,0,1,14103.21,6719.57,13.5,1,0,404.1,FLYING
407.02,ASCENT,RKT_SUSTAIN,210.86,80,-130.86,21310.87,332.13,39.02,19.58,359.2,3.179,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,271253.867,DEGRADED,17,3.326,26225,0,1,12890.41,6115.65,12.156,1,0,406.3,FLYING
409.2,ASCENT,RKT_SUSTAIN,196.06,80,-116.06,22054.3,348.08,38.98,18.44,359.25,2.975,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.738,268765.569,DEGRADED,14.8,3.32,27851,0,1,11518.2,5439.74,12.77,1,0,408.48,FLYING
411.38,ASCENT,RKT_SUSTAIN,181.16,80,-101.16,22828.32,360.44,41.08,19.82,359.27,2.481,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.433,257176.181,DEGRADED,12.8,3.304,29360,0,1,10000.95,4404.97,13.238,1,0,410.66,FLYING
413.56,ASCENT,RKT_SUSTAIN,166.85,80,-86.85,23622.99,367.7,41.77,19.95,359.49,1.852,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.171,246478.014,DEGRADED,10.9,3.283,30722,0,1,8446.21,3376.1,13.512,1,0,412.84,FLYING
415.74,ASCENT,RKT_SUSTAIN,153.37,80,-73.37,24428.5,370.61,42.16,20,359.84,1.07,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.958,237786.522,DEGRADED,9.3,3.256,31913,0,1,6956.45,2390.93,13.624,1,0,415.02,FLYING
417.94,ASCENT,RKT_SUSTAIN,140.83,80,-60.83,25243.65,369.9,42.29,20,0.33,0.07,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792,232111.918,DEGRADED,7.8,3.225,32931,0,1,5615.7,1537.7,13.6,1,0,417.22,FLYING
420.08,ASCENT,RKT_SUSTAIN,129.64,80,-49.64,26031.84,366.37,42.25,20,0.83,-0.932,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.674,0,DEGRADED,6.6,3.189,33781,0,1,4465.26,852.45,13.471,1,0,419.36,FLYING
422.24,ASCENT,RKT_SUSTAIN,118.96,80,-38.96,26817.05,360.44,42.06,20,1.25,-1.714,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555,0,DEGRADED,5.6,3.143,34478,0,1,3504.41,327.94,13.253,1,0,421.52,FLYING
424.36,ASCENT,RKT_SUSTAIN,109.42,80,-29.42,27573.18,352.78,41.76,20,1.24,-1.625,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,DEGRADED,4.7,3.098,35045,0,1,2722.11,-52.54,12.971,1,0,423.64,FLYING
426.48,ASCENT,RKT_SUSTAIN,100.83,80,-20.83,28311.45,343.67,41.37,20,1.16,-1.428,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,0,DEGRADED,4,3.054,35503,0,1,2099.41,-320.16,12.635,1,0,425.76,FLYING
428.64,ASCENT,RKT_SUSTAIN,92.99,80,-12.99,29042.54,333.26,41.47,20.59,1,-1.028,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,0,DEGRADED,3.4,3.011,35875,0,1,1610.54,-516.53,12.251,1,0,427.92,FLYING
430.78,ASCENT,RKT_SUSTAIN,86.11,80,-6.11,29743.34,321.94,40.33,20,0.83,-0.706,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.377,0,DEGRADED,2.9,2.969,36178,0,1,1232.67,-635.01,11.836,1,0,430.06,FLYING
433.06,ASCENT,RKT_SUSTAIN,79.51,80,0.49,30468.06,308.33,39.96,20.33,0.76,-0.506,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,2.5,2.923,36419,0,1,757.01,-985.49,11.332,1,0,432.36,FLYING
435.42,ASCENT,RKT_SUSTAIN,73.65,80,6.35,31178.04,293.66,38.87,20,0.69,-0.35,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,2.1,2.879,36609,0,1,464.9,-1119.84,10.79,1,0,434.72,FLYING
437.78,ASCENT,RKT_SUSTAIN,68.56,80,11.44,31853.04,278.64,38.05,20,0.64,-0.214,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,1.8,2.837,36763,0,1,285.51,-1131.64,10.237,1,0,437.08,FLYING
440.14,ASCENT,RKT_SUSTAIN,64.13,80,15.87,32492.18,263.3,37.18,20,0.61,-0.111,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,1.6,2.799,36889,0,1,175.34,-1076.13,9.673,1,0,439.44,FLYING
442.5,ASCENT,RKT_SUSTAIN,60.24,80,19.76,33094.79,247.7,36.27,20,0.59,-0.033,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,1.4,2.764,36994,0,1,107.68,-991.09,9.1,1,0,441.8,FLYING
444.86,ASCENT,RKT_SUSTAIN,56.8,80,23.2,33660.31,231.88,35.33,20,0.57,0.058,1,0,0,0,0,0,0,0,0,0,0,23.577,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,1.2,2.731,37082,0,1,66.13,-897.16,8.52,1,0,444.16,FLYING
447.22,ASCENT,RKT_SUSTAIN,53.74,80,26.26,34183.96,215.89,34.36,20,0.54,0.166,1,0,0,0,0,0,0,0,0,0,0,22.032,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,1.1,2.701,37157,0,1,40.61,-805.07,7.933,1,0,446.52,FLYING
449.58,ASCENT,RKT_SUSTAIN,51.05,80,28.95,34674.32,199.74,33.36,20,0.52,0.283,1,0,0,0,0,0,0,0,0,0,0,20.456,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,1,2.673,37220,0,1,24.94,-720.18,7.341,1,0,448.88,FLYING
451.94,ASCENT,RKT_SUSTAIN,48.68,80,31.32,35126.4,183.47,32.33,20,0.49,0.401,1,0,0,0,0,0,0,0,0,0,0,18.851,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0.9,2.648,37273,0,1,15.32,-644.78,6.745,1,0,451.24,FLYING
454.3,ASCENT,RKT_SUSTAIN,46.62,80,33.38,35539.95,167.1,31.28,20,0.47,0.528,1,0,0,0,0,0,0,0,0,0,0,17.221,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0.8,2.624,37319,0,1,9.41,-579.35,6.144,1,0,453.6,FLYING
456.66,ASCENT,RKT_SUSTAIN,44.83,80,35.17,35914.74,150.64,30.21,20,0.44,0.662,1,0,0,0,0,0,0,0,0,0,0,15.569,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0.8,2.604,37357,0,1,5.78,-523.48,5.54,1,0,455.96,FLYING
458.96,ASCENT,RKT_SUSTAIN,43.33,80,36.67,36242.54,134.67,29.17,20,0.42,0.789,1,0,0,0,0,0,0,0,0,0,0,13.954,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0.7,2.585,37390,0,1,3.55,-473.31,4.954,1,0,458.24,FLYING
461.2,ASCENT,RKT_SUSTAIN,42.06,80,37.94,36526.11,118.93,28.12,20,0.41,0.907,1,0,0,0,0,0,0,0,0,0,0,12.352,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0.7,2.57,37417,0,1,2.18,-427.9,4.377,1,0,460.48,FLYING
463.44,ASCENT,RKT_SUSTAIN,40.98,80,39.02,36774.38,103.15,27.06,20,0.39,1.019,1,0,0,0,0,0,0,0,0,0,0,10.737,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0.6,2.556,37440,0,1,1.34,-392.12,3.797,1,0,462.72,FLYING
