t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,phase_el_s,status
1.14,ASCENT,AB_ZOOM,248.5,80,-168.5,4994.65,0.94,8.44,8.26,90,0.014,1,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.546,0,DEGRADED,29.9,0.967,4992,0,1,471.38,14.12,0.5,0,0,0.42,FLYING
3.54,ASCENT,AB_ZOOM,258.55,80,-178.55,4994.35,-2.14,8.27,15.98,74.21,58.206,1,0,0,0,0,0,0,0,0,0,0,0.869,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,98220.568,DEGRADED,31,1.001,4992,0,1.1305,1642.5,1357.44,1.25,0,0,2.82,FLYING
5.92,ASCENT,RKT_SUSTAIN,248.15,80,-168.15,4989.98,-2.04,9.66,17.38,67.34,53.876,1,0,0,0,0,0,0,0,0,0,0,1.926,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,31,0.972,4991,0,1.1306,1419.95,-668.78,2.25,0.375,0,5.2,FLYING
8.26,ASCENT,RKT_SUSTAIN,234.21,80,-154.21,4986.35,-1.3,10.95,17.64,62.53,49.912,1,0,0,0,0,0,0,0,0,0,0,3.586,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,28.9,0.926,4988,0,1.1306,872.03,-2492.69,3.75,0.965,0,7.56,FLYING
10.56,ASCENT,RKT_SUSTAIN,221.3,80,-141.3,4985.43,0.14,12.25,18.23,57.49,46.473,1,0,0,0,0,0,0,0,0,0,0,4.267,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,26.5,0.883,4985,0,1.1306,535.53,-3499.21,4.25,1,0,9.86,FLYING
12.92,ASCENT,RKT_SUSTAIN,210.23,80,-130.23,4987.41,1.12,13.25,17.65,54.51,41.541,1,0,0,0,0,0,0,0,0,0,0,2.895,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,24.2,0.845,4984,0,1.1306,328.88,-3881.48,2.75,1,0,12.22,FLYING
15.28,ASCENT,RKT_SUSTAIN,200.66,80,-120.66,4990.84,1.46,14.25,17.78,51.39,37.616,1,0,0,0,0,0,0,0,0,0,0,1.446,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,22.3,0.812,4985,0,1.1306,201.98,-3897.84,1.25,1,0,14.58,FLYING
17.64,ASCENT,RKT_SUSTAIN,191.87,80,-111.87,4994.49,1.31,15.15,18.08,48.57,33.929,1,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,20.5,0.781,4987,0,1.1306,124.04,-3783.97,0.034,1,0,16.94,FLYING
20,ASCENT,RKT_SUSTAIN,183.62,80,-103.62,4997.4,0.91,16.08,18.09,47.13,26.948,1,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEGRADED,19,0.752,4989,0,1.1306,76.18,-3602.97,0.022,1,0,19.3,FLYING
22.36,ASCENT,RKT_SUSTAIN,175.94,80,-95.94,4999.57,0.56,17.75,18.83,46.9,19.12,1,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,17.6,0.724,4991,0,1.1306,46.78,-3334.85,0.011,1,0,21.64,FLYING
24.72,ASCENT,RKT_SUSTAIN,168.4,80,-88.4,5001.2,0.4,19.31,19.75,47.31,11.106,1,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,16.3,0.697,4993,0,1.1306,28.73,-3070.63,0.006,1,0,24,FLYING
27.08,ASCENT,RKT_SUSTAIN,160.92,80,-80.92,5002.17,0.04,20.48,20.4,49.88,10.577,1,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,15.1,0.669,4994,0,1.1306,17.64,-2770.95,0,1,0,26.36,FLYING
29.44,ASCENT,RKT_SUSTAIN,153.85,80,-73.85,4999.28,-2.32,19.01,20.22,45.25,11.669,1,0,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,13.9,0.642,4995,0,1.1306,10.84,-2625.74,1.5,1,0,28.72,FLYING
31.8,ASCENT,RKT_SUSTAIN,147.29,80,-67.29,4989.88,-5.43,18.49,20.73,43.47,12.2,1,0,0,0,0,0,0,0,0,0,0,2.128,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,12.8,0.616,4992,0,1.1306,6.65,-2482.06,3,1,0,31.08,FLYING
34.16,ASCENT,RKT_SUSTAIN,141.98,80,-61.98,4970.37,-10.44,16.87,20.79,40.27,8.149,1,0,0,0,0,0,0,0,0,0,0,2.773,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,11.9,0.595,4984,0,1.1306,4.09,-2314.48,4.5,1,0,33.44,FLYING
36.52,ASCENT,RKT_SUSTAIN,137.81,80,-57.81,4938.33,-16.44,16.13,22.35,38.46,15.764,1,0,0,0,0,0,0,0,0,0,0,3.211,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,11.2,0.577,4971,0,1.1306,2.51,-2129.19,6,1,0,35.8,FLYING
38.84,ASCENT,RKT_SUSTAIN,134.17,80,-54.17,4892.28,-22.5,12.31,20.04,38.07,27.439,1,0,0,0,0,0,0,0,0,0,0,3.606,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,10.6,0.56,4949,0,1.1306,1.54,-2013.17,7.5,1,0,38.14,FLYING
41.08,ASCENT,RKT_SUSTAIN,132.55,80,-52.55,4831.97,-30.25,8.83,20.18,34.26,20.519,1,0,0,0,0,0,0,0,0,0,0,3.667,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,10.2,0.551,4920,0,1.1306,0.95,-1826.61,9,1,0,40.38,FLYING
43.4,ASCENT,RKT_SUSTAIN,132.39,80,-52.39,4751.73,-38.09,6.18,19.99,32.77,17.789,1,0,0,0,0,0,0,0,0,0,0,3.693,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844,0,VALID,10,0.547,4883,0,1.1306,38.44,-1625.35,10.5,1,0,42.7,FLYING
45.78,ASCENT,RKT_SUSTAIN,134.76,80,-54.76,4653.62,-44.47,5.69,20.05,37.07,0.934,1,0,0,0,0,0,0,0,0,0,0,4.031,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,DEGRADED,10.1,0.551,4833,0,1.1306,198.06,-1278.47,12,1,0,45.06,FLYING
48.14,ASCENT,RKT_SUSTAIN,140.49,80,-60.49,4541.09,-49.44,4.74,19.78,38.83,13.215,1,0,0,0,0,0,0,0,0,0,0,4.769,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.624,44422.75,DEGRADED,10.7,0.567,4768,0,1.1308,475.29,-634.8,13.5,1,0,47.42,FLYING
50.34,ASCENT,RKT_SUSTAIN,147.95,80,-67.95,4429.38,-52.61,4.21,20.01,41.17,-2.572,1,0,0,0,0,0,0,0,0,0,0,5.897,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.397,40143.187,DEGRADED,11.6,0.589,4690,0,1.131,774.55,-81.68,15,1,0,49.62,FLYING
52.56,ASCENT,RKT_SUSTAIN,156.66,80,-76.66,4309.83,-53.88,4.14,19.64,37.26,7.757,1,0,0,0,0,0,0,0,0,0,0,7.405,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.258,37662.981,DEGRADED,12.8,0.615,4598,0,1.1312,1064.3,380.42,16.5,1,0,51.84,FLYING
54.78,ASCENT,RKT_SUSTAIN,166.11,80,-86.11,4190.93,-53.21,4.82,20.01,32.78,15.205,1,0,0,0,0,0,0,0,0,0,0,9.199,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,36046.035,DEGRADED,14.2,0.643,4493,0,1.1314,1315.65,581.61,18,1,0,54.06,FLYING
56.96,ASCENT,RKT_SUSTAIN,175.56,80,-95.56,4077.73,-50.74,5.06,19.18,30.23,18.168,1,0,0,0,0,0,0,0,0,0,0,11.252,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,35663.22,DEGRADED,15.8,0.67,4377,0,1.1316,1537.17,613.85,19.5,1,0,56.24,FLYING
59.16,ASCENT,RKT_SUSTAIN,185.33,80,-105.33,3971.99,-46.59,6.23,18.99,27.13,20.168,1,0,0,0,0,0,0,0,0,0,0,13.534,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,35202.523,DEGRADED,17.4,0.699,4255,0,1.1319,1733.48,604.6,21,1,0,58.44,FLYING
61.36,ASCENT,RKT_SUSTAIN,194.54,80,-114.54,3876.67,-39.59,8.31,19,24.24,20.882,1,0,0,0,0,0,0,0,0,0,0,16.227,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075,34753.815,DEGRADED,19.2,0.724,4131,0,1.1322,1905.7,512.81,22.5,1,0,60.64,FLYING
63.58,ASCENT,RKT_SUSTAIN,202.94,80,-122.94,3801.04,-29.61,11.35,19.53,21,21.415,1,0,0,0,0,0,0,0,0,0,0,19.323,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,33994.76,DEGRADED,20.8,0.748,4009,0,1.1325,2053.4,376.05,24,1,0,62.86,FLYING
65.8,ASCENT,RKT_SUSTAIN,209.71,80,-129.71,3750.01,-16.77,14.47,19.51,18.06,20.781,1,0,0,0,0,0,0,0,0,0,0,22.334,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,33204.252,DEGRADED,22.3,0.767,3900,0,1.1328,2171.23,146.08,25,1,0,65.08,FLYING
68.02,ASCENT,RKT_SUSTAIN,214.62,80,-134.62,3730.3,-1.35,17.54,19.09,15.27,20.319,1,0,0,0,0,0,0,0,0,0,0,24.745,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.324,32343.869,DEGRADED,23.6,0.782,3818,0,1.1331,2259.2,-101.2,25,1,0,67.3,FLYING
70.24,ASCENT,RKT_SUSTAIN,218.03,80,-138.03,3746.71,15.32,21.41,19.31,12.13,20.078,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,31409.468,DEGRADED,24.4,0.794,3779,0,1.1334,2316.52,-286.56,23.5,1,0,69.52,FLYING
72.46,ASCENT,RKT_SUSTAIN,219.25,80,-139.25,3801.02,33.12,25.17,19.3,8.85,19.92,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922,30227.121,DEGRADED,25,0.802,3795,0,1.1337,2334.66,-493.2,22,1,0,71.74,FLYING
74.68,ASCENT,RKT_SUSTAIN,218.86,80,-138.86,3894.85,50.55,29.19,19.62,5.17,20.097,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,29103.129,DEGRADED,25.1,0.806,3874,0,1.1341,2319.22,-652.97,20.5,1,0,73.96,FLYING
76.9,ASCENT,RKT_SUSTAIN,216.38,80,-136.38,4026.83,67.36,32.48,19.27,1.61,20.389,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,27999.681,DEGRADED,24.8,0.806,4019,0,1.1344,2270.7,-823.12,19,1,0,76.18,FLYING
79.14,ASCENT,RKT_SUSTAIN,212.54,80,-132.54,4196.48,82.97,36.39,19.57,357.91,19.815,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,26903.231,DEGRADED,24.2,0.803,4227,0,1.1347,2194.1,-870.56,17.5,1,0,78.42,FLYING
81.36,ASCENT,RKT_SUSTAIN,207.35,80,-127.35,4397.11,96.79,39.95,19.76,354.22,19.385,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,25857.428,DEGRADED,23.3,0.798,4489,0,1.135,2097.05,-870.38,16,1,0,80.64,FLYING
83.58,ASCENT,RKT_SUSTAIN,204.75,80,-124.75,4621.81,105.15,36.35,13.02,357.94,10.524,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,28346.984,DEGRADED,22.4,0.801,4782,0,1.1354,2048.55,-367.51,14.5,1,0,82.86,FLYING
85.8,ASCENT,RKT_SUSTAIN,205.16,80,-125.16,4860.62,109.93,35.75,11.4,359.08,4.834,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,30173.703,DEGRADED,22.1,0.817,5077,0,1.1357,2051.93,463.85,13,1,0,85.08,FLYING
88,ASCENT,RKT_SUSTAIN,206.29,80,-126.29,5106.17,113.29,35.19,10.46,359.85,1.055,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164,31906.272,DEGRADED,22,0.835,5369,0,1.136,2084.31,1166.85,11.5,1,0,87.28,FLYING
90.22,ASCENT,RKT_SUSTAIN,207.75,80,-127.75,5360.72,116.11,34.95,10.09,0.06,-0.011,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199,33446.432,DEGRADED,22.1,0.856,5659,0,1.1363,2133.83,1713.7,10,1,0,89.5,FLYING
92.44,ASCENT,RKT_SUSTAIN,209.29,80,-129.29,5621.38,118.82,34.84,9.9,0.09,-0.231,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.757,34918.197,VALID,22.2,0.878,5950,0,1.1366,2193.42,2096.91,8.5,1,0,91.72,FLYING
94.66,ASCENT,RKT_SUSTAIN,210.88,80,-130.88,5888.14,121.55,34.74,9.74,0.09,-0.305,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.801,36408.177,VALID,22.3,0.902,6246,0,1.1369,2261.3,2375.38,7,1,0,93.94,FLYING
96.9,ASCENT,RKT_SUSTAIN,212.5,80,-132.5,6163.59,124.38,34.75,9.7,0.09,-0.326,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.845,37937.45,VALID,22.4,0.926,6549,0,1.1373,2336.92,2594.67,5.5,1,0,96.18,FLYING
99.12,ASCENT,RKT_SUSTAIN,214.11,80,-134.11,6442.91,127.24,34.75,9.66,0.09,-0.335,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889,39499.41,VALID,22.5,0.951,6859,0,1.1376,2419.53,2760.04,4,1,0,98.4,FLYING
101.34,ASCENT,RKT_SUSTAIN,215.75,80,-135.75,6728.64,130.2,34.75,9.62,0.08,-0.352,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354,41127.856,DEGRADED,22.6,0.978,7176,0,1.138,2509.52,2905.36,3.84,1,0,100.62,FLYING
103.56,ASCENT,RKT_SUSTAIN,217.39,80,-137.39,7020.93,133.17,34.74,9.6,0.08,-0.375,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387,42823.534,DEGRADED,22.6,1.006,7500,0,1.1383,2607.6,3038.99,3.935,1,0,102.84,FLYING
105.78,ASCENT,RKT_SUSTAIN,218.95,80,-138.95,7319.81,136.17,34.75,9.59,0.09,-0.398,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,44579.28,DEGRADED,22.7,1.034,7832,0,1.1387,2713.65,3159.17,4.03,1,0,105.06,FLYING
108,ASCENT,RKT_SUSTAIN,220.7,80,-140.7,7625.56,139.37,34.75,9.58,0.09,-0.419,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459,46496.929,DEGRADED,22.7,1.065,8174,0,1.139,2830.74,3303.74,4.133,1,0,107.28,FLYING
110.22,ASCENT,RKT_SUSTAIN,222.63,80,-142.63,7938.67,142.76,34.75,9.58,0.09,-0.439,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.499,48530.637,DEGRADED,22.7,1.098,8525,0,1.1394,2961.49,3473.32,4.243,1,0,109.5,FLYING
112.44,ASCENT,RKT_SUSTAIN,224.72,80,-144.72,8259.68,146.49,34.76,9.58,0.09,-0.45,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.541,50680.501,DEGRADED,22.8,1.133,8889,0,1.1398,3106.97,3666.3,4.361,1,0,111.72,FLYING
114.66,ASCENT,RKT_SUSTAIN,226.91,80,-146.91,8589.18,150.41,34.81,9.63,0.1,-0.465,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586,52961.911,DEGRADED,22.8,1.172,9265,0,1.1402,3268.21,3881.93,4.489,1,0,113.94,FLYING
116.88,ASCENT,RKT_SUSTAIN,228.68,80,-148.68,8930.86,154.76,34.61,9.41,0.1,-0.48,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.631,55283.75,DEGRADED,22.9,1.211,9656,0,1.1406,3445.29,4124,4.629,1,0,116.16,FLYING
119.1,ASCENT,RKT_SUSTAIN,229.36,80,-149.36,9276.17,159.34,33.76,8.55,0.09,-0.49,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.674,57633.226,DEGRADED,22.8,1.248,10064,0,1.141,3628.08,4398.02,4.781,1,0,118.38,FLYING
121.32,ASCENT,RKT_SUSTAIN,229.83,80,-149.83,9635.44,164.92,32.55,7.28,0.08,-0.504,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,60215.839,DEGRADED,22.6,1.287,10491,0,1.1414,3817.79,4658.63,4.961,1,0,120.6,FLYING
123.54,ASCENT,RKT_SUSTAIN,230.84,80,-150.84,10006.53,170.08,32.12,6.89,0.08,-0.537,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785,63280.612,DEGRADED,22.5,1.331,10935,0,1.1418,4020.31,5044.35,5.126,1,0,122.82,FLYING
125.76,ASCENT,RKT_SUSTAIN,231.57,80,-151.57,10389.67,175.21,32.19,6.95,0.08,-0.567,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848,66433.359,DEGRADED,22.3,1.376,11396,0,1.1423,4237.93,5401.73,5.292,1,0,125.04,FLYING
127.98,ASCENT,RKT_SUSTAIN,232.02,80,-152.02,10784.4,180.78,31.7,6.56,0.07,-0.581,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.907,69667.276,DEGRADED,22.1,1.424,11878,0,1.1427,4465.51,5754.48,5.483,1,0,127.26,FLYING
130.2,ASCENT,RKT_SUSTAIN,232.19,80,-152.19,11192.72,187.04,32.08,6.9,0.08,-0.614,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,73016.296,DEGRADED,21.9,1.474,12385,0,1.1431,4701.1,6123.82,5.697,1,0,129.48,FLYING
132.42,ASCENT,RKT_SUSTAIN,231.8,80,-151.8,11615.12,193.53,32.43,7.25,0.09,-0.658,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.031,76395.51,DEGRADED,21.6,1.525,12916,0,1.1436,4942.25,6460.2,5.911,1,0,131.7,FLYING
134.6,ASCENT,RKT_SUSTAIN,230.93,80,-150.93,12043.78,199.86,32.74,7.55,0.1,-0.687,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.091,79804.052,DEGRADED,21.3,1.576,13466,0,1.1441,5184.84,6737.2,6.131,1,0,133.88,FLYING
136.78,ASCENT,RKT_SUSTAIN,229.51,80,-149.51,12486.41,206.28,33.19,7.98,0.12,-0.713,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152,83288.208,DEGRADED,20.9,1.627,14034,0,1.1445,5426.26,7018.32,6.349,1,0,136.06,FLYING
139,ASCENT,RKT_SUSTAIN,227.5,80,-147.5,12951.48,212.74,33.27,8.04,0.12,-0.742,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.212,86926.333,DEGRADED,20.4,1.681,14627,0,1.145,5663.19,7356.25,6.582,1,0,138.28,FLYING
141.22,ASCENT,RKT_SUSTAIN,224.93,80,-144.93,13431.35,219.51,33.83,8.61,0.14,-0.758,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.273,90581.231,DEGRADED,19.8,1.734,15244,0,1.1455,5893.72,7676.08,6.815,1,0,140.5,FLYING
143.42,ASCENT,RKT_SUSTAIN,221.81,80,-141.81,13921.47,225.82,34.34,9.06,0.15,-0.788,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.332,94290.137,DEGRADED,19.2,1.787,15884,0,1.1459,6115.06,7937.34,7.047,1,0,142.7,FLYING
145.62,ASCENT,RKT_SUSTAIN,218.04,80,-138.04,14426.09,232.57,34.64,9.39,0.16,-0.812,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388,97948.993,DEGRADED,18.5,1.84,16543,0,1.1464,6320.61,8170.35,7.291,1,0,144.9,FLYING
147.82,ASCENT,RKT_SUSTAIN,213.78,80,-133.78,14945.07,239.21,35.16,9.91,0.18,-0.821,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.443,101655.347,DEGRADED,17.7,1.892,17221,0,1.1469,6509.85,8406.97,7.532,1,0,147.1,FLYING
150.04,ASCENT,RKT_SUSTAIN,208.96,80,-128.96,15483.17,245.58,35.75,10.49,0.2,-0.851,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,105456.309,DEGRADED,16.9,1.944,17921,0,1.1474,6682.15,8639.31,7.767,1,0,149.32,FLYING
152.24,ASCENT,RKT_SUSTAIN,203.68,80,-123.68,16030.43,251.89,36.37,11.1,0.22,-0.866,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549,109061.619,DEGRADED,16,1.994,18640,0,1.1478,6831.74,8793.8,8.004,1,0,151.52,FLYING
154.46,ASCENT,RKT_SUSTAIN,197.56,80,-117.56,16596.51,257.94,36.72,11.43,0.23,-0.89,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.588,112254.866,DEGRADED,15.1,2.039,19378,0,1.1483,6944.9,8934.54,8.242,1,0,153.74,FLYING
156.66,ASCENT,RKT_SUSTAIN,191.04,80,-111.04,17170.76,263.87,37.53,12.25,0.26,-0.913,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.612,114763.55,DEGRADED,14.1,2.082,20129,0,1.1487,7002.87,8972.76,8.468,1,0,155.94,FLYING
158.88,ASCENT,RKT_SUSTAIN,183.99,80,-103.99,17762.68,269.29,38.23,12.94,0.28,-0.918,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.619,116644.816,DEGRADED,13.1,2.121,20892,0,1.1492,6984.97,8926.91,8.688,1,0,158.16,FLYING
