t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,phase_el_s,status
141.9,ASCENT,RKT_SUSTAIN,164.16,80,-84.16,12196.75,152.52,40.94,17.55,220.83,-22.792,1,0,0,0,0,0,0,0,0,0,220.63,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,3.765,VALID,11979.3,11854.4,1.201,12961,0,1,0.18,2130.47,4.559,1,0,0,0,0,0,0,1569.97,1570.07,2,0,1570.09,1570.11,2,0,88.66,FLYING
143.92,ASCENT,RKT_SUSTAIN,163.24,80,-83.24,12508.26,155.81,41.3,17.61,221.56,-20.738,1,0,0,0,0,0,0,0,0,0,221.55,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,3.903,VALID,11751.3,11615.8,1.226,13312,0,1,0.11,2225.23,4.663,1,0,0,0,0,0,0,1571.74,1571.84,2,0,1571.86,1571.88,2,0,90.68,FLYING
145.94,ASCENT,RKT_SUSTAIN,162.51,80,-82.51,12825.92,158.64,40.85,17.42,223.51,-21.69,1,0,0,0,0,0,0,0,0,0,223.61,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,4.02,VALID,11529.3,11396.4,1.252,13672,0,1,0.07,2315.41,4.754,1,0,0,0,0,0,0,1573.45,1573.54,2,0,1573.56,1573.58,2,0,92.72,FLYING
147.96,ASCENT,RKT_SUSTAIN,161.66,80,-81.66,13150.54,162.37,41.94,17.92,224.02,-14.898,1,0,0,0,0,0,0,0,0,0,224.21,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,4.197,VALID,11310.9,11169,1.28,14042,0,1,0.04,2417.11,4.872,1,0,0,0,0,0,0,1575.08,1575.17,2,0,1575.19,1575.21,2,0,94.72,FLYING
150,ASCENT,RKT_SUSTAIN,161.35,80,-81.35,13487.22,167.82,38.88,14.34,222.47,-19.66,1,0,0,0,0,0,0,0,0,0,222.3,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,4.539,VALID,11101.5,10992.6,1.312,14439,0,1,0.02,2908.03,5.044,1,0,0,0,0,0,0,1576.67,1576.75,2,0,1576.78,1576.79,2,0,96.76,FLYING
152.02,ASCENT,RKT_SUSTAIN,161.2,80,-81.2,13829.94,171.99,38.12,14.6,226.21,-24.247,1,0,0,0,0,0,0,0,0,0,226.31,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,4.63,VALID,10953.3,10850.9,1.348,14848,0,1,0.02,3049.8,5.18,1,0,0,0,0,0,0,1578.19,1578.26,2,0,1578.29,1578.3,2,0,98.78,FLYING
154.04,ASCENT,RKT_SUSTAIN,161.2,80,-81.2,14181.91,176.79,38.28,15.32,229.03,-27.62,1,0,0,0,0,0,0,0,0,0,228.96,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,4.817,VALID,10814,10726.9,1.388,15271,0,1,0.01,3285.01,5.335,1,0,0,0,0,0,0,1579.64,1579.71,2,0,1579.74,1579.75,2,0,100.82,FLYING
156.06,ASCENT,RKT_SUSTAIN,160.49,80,-80.49,14543.51,181.15,38.17,15.04,230.4,-24.575,1,0,0,0,0,0,0,0,0,0,230.53,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,5.03,VALID,10642.2,10527.9,1.424,15708,0,1,0.01,3287.16,5.475,1,0,0,0,0,0,0,1581.03,1581.1,2,0,1581.13,1581.14,2,0,102.82,FLYING
158.08,ASCENT,RKT_SUSTAIN,159.89,80,-79.89,14915.66,187.08,38.57,15.87,233.05,-28.565,1,0,0,0,0,0,0,0,0,0,233.09,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,5.24,VALID,10463,10351.5,1.465,16166,0,1,0,3542.99,5.665,1,0,0,0,0,0,0,1582.36,1582.43,2,0,1582.45,1582.47,2,0,104.84,FLYING
160.1,ASCENT,RKT_SUSTAIN,158.94,80,-78.94,15299.41,193.42,40.53,15.75,230.02,-14.357,1,0,0,0,0,0,0,0,0,0,230.21,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,5.66,VALID,10264.8,10139.4,1.505,16643,0,1,0,3740.7,5.866,1,0,0,0,0,0,0,1583.64,1583.7,2,0,1583.72,1583.74,2,0,106.86,FLYING
162.14,ASCENT,RKT_SUSTAIN,158.25,80,-78.25,15699.11,198.37,37.27,14.57,235.26,-31.105,1,0,0,0,0,0,0,0,0,0,234.96,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,5.853,DEGRADED,10056.1,9939.7,1.55,17147,0,1,0,4166.16,6.033,1,0,0,0,0,0,0,1584.87,1584.92,2,0,1584.96,1584.97,2,0,108.92,FLYING
164.18,ASCENT,RKT_SUSTAIN,156.58,80,-76.58,16110.42,204.85,38.58,16.05,238.05,-31.065,1,0,0,0,0,0,0,0,0,0,237.94,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,6.072,VALID,9822.5,9661.4,1.59,17664,0,1,0,4181.92,6.247,1,0,0,0,0,0,0,1586.03,1586.08,2,0,1586.11,1586.12,2,0,110.94,FLYING
166.22,ASCENT,RKT_SUSTAIN,154.55,80,-74.55,16533.8,210.35,37.84,16.88,242.46,-36.353,1,0,0,0,0,0,0,0,0,0,242.41,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,6.243,VALID,9530.3,9344.6,1.629,18203,0,1,0,4253.53,6.427,1,0,0,0,0,0,0,1587.14,1587.18,2,0,1587.21,1587.22,2,0,112.98,FLYING
168.24,ASCENT,RKT_SUSTAIN,152.25,80,-72.25,16964.4,215.96,37.71,16.89,244.65,-37.007,1,0,0,0,0,0,0,0,0,0,244.62,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,6.529,VALID,9207.8,9007.4,1.668,18754,0,1,0,4307.64,6.615,1,0,0,0,0,0,0,1588.17,1588.21,2,0,1588.24,1588.25,2,0,115,FLYING
170.26,ASCENT,RKT_SUSTAIN,149.78,80,-69.78,17406.51,221.39,38.18,17.77,247.67,-37.291,1,0,0,0,0,0,0,0,0,0,247.55,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,6.804,VALID,8869.3,8660.7,1.708,19318,0,1,0,4427,6.798,1,0,0,0,0,0,0,1589.15,1589.19,2,0,1589.21,1589.22,2,0,117.04,FLYING
172.3,ASCENT,RKT_SUSTAIN,147.08,80,-67.08,17865.08,227.89,37.87,16.45,247.68,-35.668,1,0,0,0,0,0,0,0,0,0,247.64,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,7.228,VALID,8512.2,8299.8,1.748,19905,0,1,0,4647.44,7.013,1,0,0,0,0,0,0,1590.07,1590.11,2,0,1590.14,1590.14,2,0,119.06,FLYING
174.32,ASCENT,RKT_SUSTAIN,144.45,80,-64.45,18331.43,233.81,37.71,16.04,248.89,-35.203,1,0,0,0,0,0,0,0,0,0,248.86,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,7.62,VALID,8166.8,7958.2,1.791,20510,0,1,0,4919.22,7.217,1,0,0,0,0,0,0,1590.93,1590.97,2,0,1590.99,1591,2,0,121.08,FLYING
176.34,ASCENT,RKT_SUSTAIN,141.72,80,-61.72,18810.11,239.94,38.68,17.38,251.73,-35.341,1,0,0,0,0,0,0,0,0,0,251.59,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,7.966,VALID,7824.2,7617.1,1.835,21131,0,1,0,5229.63,7.425,1,0,0,0,0,0,0,1591.73,1591.76,2,0,1591.79,1591.79,2,0,123.1,FLYING
178.36,ASCENT,RKT_SUSTAIN,138.61,80,-58.61,19301.03,246.04,38.64,17.52,253.76,-35.642,1,0,0,0,0,0,0,0,0,0,253.71,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,8.337,VALID,7467.4,7247.5,1.876,21771,0,1,0,5387.9,7.637,1,0,0,0,0,0,0,1592.48,1592.5,2,0,1592.53,1592.53,2,0,125.14,FLYING
180.38,ASCENT,RKT_SUSTAIN,135.49,80,-55.49,19804.47,252.49,40.09,17.23,252.73,-29.31,1,0,0,0,0,0,0,0,0,0,252.77,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,8.866,VALID,7110.5,6893.2,1.92,22430,0,1,0,5662.55,7.86,1,0,0,0,0,0,0,1593.17,1593.19,2,0,1593.21,1593.22,2,0,127.14,FLYING
182.42,ASCENT,RKT_SUSTAIN,132.38,80,-52.38,20326.29,258.74,40.28,17.78,254.97,-29.061,1,0,0,0,0,0,0,0,0,0,254.99,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,9.293,VALID,6757.3,6545.6,1.966,23118,0,1,0,6072.19,8.083,1,0,0,0,0,0,0,1593.81,1593.83,2,0,1593.85,1593.86,2,0,129.18,FLYING
184.48,ASCENT,RKT_SUSTAIN,123.89,80,-43.89,20852.03,249.53,40.65,18.14,254.79,-26.568,1,0,0,0,0,0,0,0,0,0,254.76,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,6195,5782.9,1.942,23684,0,1,0,3834.7,7.816,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,131.26,FLYING
186.54,ASCENT,RKT_SUSTAIN,115.12,80,-35.12,21354.53,238.15,41.22,19.99,257.21,-28.187,1,0,0,0,0,0,0,0,0,0,257.2,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,5464.5,5018.2,1.898,24068,0,1,0,1917.04,7.458,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,133.32,FLYING
188.6,ASCENT,RKT_SUSTAIN,107.31,80,-27.31,21832.52,226.02,41.17,19.99,256.3,-24.023,1,0,0,0,0,0,0,0,0,0,256.35,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,4780.1,4380.7,1.856,24347,0,1,0,807.88,7.077,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,135.38,FLYING
190.66,ASCENT,RKT_SUSTAIN,100.38,80,-20.38,22285.2,213.54,41.15,19.98,254.64,-19.593,1,0,0,0,0,0,0,0,0,0,254.69,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,4190.6,3850.5,1.817,24563,0,1,0,208.48,6.686,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,137.44,FLYING
192.72,ASCENT,RKT_SUSTAIN,94.22,80,-14.22,22711.64,200.62,40.79,19.99,252.94,-15.729,1,0,0,0,0,0,0,0,0,0,252.98,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,3693.8,3408,1.781,24738,0,1,0,-106.11,6.282,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,139.5,FLYING
194.78,ASCENT,RKT_SUSTAIN,88.77,80,-8.77,23110.94,187.28,40.17,19.99,251.16,-11.73,1,0,0,0,0,0,0,0,0,0,251.21,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,3277.8,3038.7,1.747,24884,0,1,0,-257.2,5.866,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,141.56,FLYING
196.84,ASCENT,RKT_SUSTAIN,83.96,80,-3.96,23482.28,173.54,39.26,19.99,249.59,-8.48,1,0,0,0,0,0,0,0,0,0,249.63,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2929.8,2729.8,1.716,25006,0,1,0,-320.05,5.437,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,143.62,FLYING
198.9,ASCENT,RKT_SUSTAIN,79.73,80,0.27,23824.91,159.47,38.12,19.99,248.15,-5.73,1,0,0,0,0,0,0,0,0,0,248.19,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2638.8,2471.7,1.687,25110,0,1,0,-334.89,4.997,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,145.68,FLYING
200.96,ASCENT,RKT_SUSTAIN,76.02,80,3.98,24138.16,145.08,36.78,19.99,247.02,-3.153,1,0,0,0,0,0,0,0,0,0,247.06,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2395.6,2255.9,1.66,25198,0,1,0,-327.61,4.548,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,147.74,FLYING
203.02,ASCENT,RKT_SUSTAIN,72.79,80,7.21,24421.45,130.44,35.28,19.95,245.86,-0.886,1,0,0,0,0,0,0,0,0,0,245.89,25,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2192.5,2075.8,1.636,25272,0,1,0,-310.02,4.09,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,149.8,FLYING
205.06,ASCENT,RKT_SUSTAIN,70.02,80,9.98,24671.98,115.7,33.73,19.99,245.34,-0.268,1,0,0,0,0,0,0,0,0,0,245.35,23.709,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2023.6,1927.3,1.614,25335,0,1,0,-288.54,3.629,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,151.84,FLYING
207.1,ASCENT,RKT_SUSTAIN,67.64,80,12.36,24892.25,100.8,32.07,19.99,245.25,-0.084,1,0,0,0,0,0,0,0,0,0,245.25,20.957,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1884.1,1804.2,1.594,25387,0,1,0,-269.8,3.163,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,153.88,FLYING
209.12,ASCENT,RKT_SUSTAIN,65.65,80,14.35,25080.21,85.85,30.37,19.99,245.22,-0.023,1,0,0,0,0,0,0,0,0,0,245.22,18.087,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1769.3,1704,1.577,25431,0,1,0,-253.79,2.696,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,155.9,FLYING
211.16,ASCENT,RKT_SUSTAIN,63.97,80,16.03,25239.09,70.54,28.58,19.99,245.22,-0.005,1,0,0,0,0,0,0,0,0,0,245.22,15.043,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1675.3,1622.1,1.562,25466,0,1,0,-242.26,2.216,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,157.94,FLYING
213.18,ASCENT,RKT_SUSTAIN,62.63,80,17.37,25365.52,55.29,26.76,19.99,245.23,-0.007,1,0,0,0,0,0,0,0,0,0,245.23,11.923,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1600.2,1558,1.549,25494,0,1,0,-233.03,1.739,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,159.96,FLYING
215.22,ASCENT,RKT_SUSTAIN,61.58,80,18.42,25461.87,39.84,24.9,19.99,245.23,-0.019,1,0,0,0,0,0,0,0,0,0,245.23,8.681,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1541.4,1508.5,1.538,25516,0,1,0,-227.99,1.256,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,162,FLYING
217.76,ASCENT,RKT_SUSTAIN,60.68,80,19.32,25537.7,20.55,22.53,19.99,245.24,-0.038,1,0,0,0,0,0,0,0,0,0,245.24,4.546,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1486.7,1466.2,1.527,25537,0,1,0,-219.25,0.652,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,164.54,FLYING
220.3,ASCENT,RKT_SUSTAIN,60.22,80,19.78,25564.47,1.24,20.14,19.99,245.25,-0.057,1,0,0,0,0,0,0,0,0,0,245.25,0.339,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1455.6,1445,1.52,25549,0,1,0,-215.95,0.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,167.08,FLYING
222.8,ASCENT,RKT_SUSTAIN,60.18,80,19.82,25542.96,-17.73,17.78,19.99,245.26,-0.078,1,0,0,0,0,0,0,0,0,0,245.26,-1.238,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1444.8,1443.1,1.517,25554,0,1,0,-216.38,2.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,169.58,FLYING
225.3,ASCENT,RKT_SUSTAIN,60.55,80,19.45,25474.06,-36.65,15.41,19.99,245.27,-0.099,1,0,0,0,0,0,0,0,0,0,245.27,-2.805,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1453.1,1460,1.517,25551,0,1,0,-222.28,4.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,172.08,FLYING
227.84,ASCENT,RKT_SUSTAIN,61.35,80,18.65,25355.75,-55.76,13.03,19.99,245.27,-0.121,1,0,0,0,0,0,0,0,0,0,245.27,-4.378,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1480.8,1496.8,1.52,25541,0,1,0,-234.85,6.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,174.62,FLYING
230.36,ASCENT,RKT_SUSTAIN,62.58,80,17.42,25190.58,-74.57,10.7,19.99,245.28,-0.146,1,0,0,0,0,0,0,0,0,0,245.28,-5.834,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1528.8,1554.1,1.526,25522,0,1,0,-250.5,8.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,177.14,FLYING
232.86,ASCENT,RKT_SUSTAIN,64.24,80,15.76,24980.12,-93.04,8.43,19.99,245.28,-0.171,1,0,0,0,0,0,0,0,0,0,245.28,-7.142,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1598.1,1633.4,1.535,25496,0,1,0,-269.92,10.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,179.64,FLYING
235.36,ASCENT,RKT_SUSTAIN,66.37,80,13.63,24723.82,-111.25,6.23,19.99,245.29,-0.197,1,0,0,0,0,0,0,0,0,0,245.29,-8.302,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1691.2,1737.8,1.546,25459,0,1,0,-295.39,12.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,182.14,FLYING
237.86,ASCENT,RKT_SUSTAIN,68.99,80,11.01,24422.4,-129.15,4.1,19.99,245.29,-0.222,1,0,0,0,0,0,0,0,0,0,245.29,-9.289,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1811.3,1870.8,1.561,25412,0,1,0,-327.62,14.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,184.64,FLYING
240.36,ASCENT,RKT_SUSTAIN,72.15,80,7.85,24076.76,-146.64,2.06,19.99,245.29,-0.246,1,0,0,0,0,0,0,0,0,0,245.29,-10.085,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,1962.8,2037.3,1.578,25351,0,1,0,-367.83,16.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,187.14,FLYING
242.86,ASCENT,RKT_SUSTAIN,75.86,80,4.14,23688.2,-163.46,0.15,19.99,245.29,-0.271,1,0,0,0,0,0,0,0,0,0,245.29,-10.643,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2150.7,2242.8,1.596,25274,0,1,0,-421.86,18.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,189.64,FLYING
245.36,ASCENT,RKT_SUSTAIN,80.18,80,-0.18,23258.5,-179.61,-1.64,19.99,245.29,-0.294,1,0,0,0,0,0,0,0,0,0,245.29,-10.975,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2381.5,2494.2,1.617,25177,0,1,0,-486.8,20.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,192.14,FLYING
247.86,ASCENT,RKT_SUSTAIN,85.15,80,-5.15,22789.36,-195.02,-3.3,19.99,245.29,-0.319,1,0,0,0,0,0,0,0,0,0,245.29,-11.079,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,2662.9,2800,1.639,25055,0,1,0,-564.47,22.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,194.64,FLYING
250.38,ASCENT,RKT_SUSTAIN,90.86,80,-10.86,22278.65,-209.64,-4.82,19.99,245.29,-0.344,1,0,0,0,0,0,0,0,0,0,245.29,-10.96,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,3006.2,3173.1,1.662,24905,0,1,0,-661.07,24.048,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,197.16,FLYING
252.88,ASCENT,RKT_SUSTAIN,97.24,80,-17.24,21736.98,-223.04,-6.17,19.99,245.3,-0.369,1,0,0,0,0,0,0,0,0,0,245.3,-11.624,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,3418.3,3618.2,1.686,24722,0,1,0,-773.38,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,199.66,FLYING
255.4,ASCENT,RKT_SUSTAIN,104.41,80,-24.41,21158.77,-235.23,-7.34,19.99,245.3,-0.387,1,0,0,0,0,0,0,0,0,0,245.3,-12.992,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,3912.6,4154.1,1.71,24498,0,1,0,-914.73,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,202.18,FLYING
257.94,ASCENT,RKT_SUSTAIN,112.4,80,-32.4,20546.94,-245.91,-8.31,19.99,245.3,-0.402,1,0,0,0,0,0,0,0,0,0,245.3,-14.092,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,4507.5,4794.9,1.734,24223,0,1,0,-1084.73,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,204.72,FLYING
260.44,ASCENT,RKT_SUSTAIN,121.04,80,-41.04,19920.6,-254.57,-9.05,19.99,245.3,-0.42,1,0,0,0,0,0,0,0,0,0,245.3,-14.885,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,5204.6,5540.1,1.756,23893,0,1,0,-1271.39,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,207.22,FLYING
262.98,ASCENT,RKT_SUSTAIN,130.63,80,-50.63,19264.92,-261.12,-9.54,19.99,245.3,-0.44,1,0,0,0,0,0,0,0,0,0,245.3,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,6032,6431.1,1.778,23495,0,1,0,-1508.41,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,209.74,FLYING
265.52,ASCENT,RKT_SUSTAIN,140.97,80,-60.97,18596.02,-264.99,-9.75,19.98,245.31,-0.465,1,0,0,0,0,0,0,0,0,0,245.31,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,7002,7470,1.797,23019,0,1,0,-1783.23,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,212.3,FLYING
268.08,ASCENT,RKT_SUSTAIN,152.05,80,-72.05,17915.85,-265.81,-9.81,19.81,245.31,-0.484,1,0,0,0,0,0,0,0,0,0,245.31,-15,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,8130.6,8672.9,1.812,22453,0,1,0,-2098.97,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,214.86,FLYING
