t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,phase_el_s,status
419.84,ASCENT,RKT_SUSTAIN,142.56,80,-62.56,6575.59,-64.02,2.13,19.52,245.56,-0.126,1,0,0,0,0,0,0,0,0,0,245.56,-11.881,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11082.8,11073.5,0.689,7162,0,1,0,-937.31,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,366.62,FLYING
422.4,ASCENT,RKT_SUSTAIN,142.23,80,-62.23,6371.91,-62.41,2.14,19.27,245.56,-0.125,1,0,0,0,0,0,0,0,0,0,245.56,-11.535,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11065.1,11058.7,0.678,6982,0,1,0,-904.63,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,369.18,FLYING
424.94,ASCENT,RKT_SUSTAIN,141.89,80,-61.89,6268.82,-60.98,2.25,19.2,245.56,-0.118,1,0,0,0,0,0,0,0,0,0,245.56,-11.258,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11050.5,11043.5,0.668,6809,0,1,0,-870.42,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,371.72,FLYING
427.48,ASCENT,RKT_SUSTAIN,141.55,80,-61.55,6122.44,-59.81,2.28,19.09,245.57,-0.116,1,0,0,0,0,0,0,0,0,0,245.57,-11.065,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11036,11026.6,0.658,6643,0,1,0,-841.58,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,374.26,FLYING
430,ASCENT,RKT_SUSTAIN,141.31,80,-61.31,5954.85,-58.98,2.01,18.77,245.57,-0.114,1,0,0,0,0,0,0,0,0,0,245.57,-10.991,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11023.3,11018.5,0.649,6481,0,1,0,-810.43,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,376.78,FLYING
432.5,ASCENT,RKT_SUSTAIN,141.11,80,-61.11,5816.56,-58.3,2.45,19.18,245.57,-0.113,1,0,0,0,0,0,0,0,0,0,245.57,-10.982,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11020.6,11023,0.641,6326,0,1,0,-780.81,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,379.28,FLYING
435.02,ASCENT,RKT_SUSTAIN,140.87,80,-60.87,5635.66,-57.77,2.19,18.91,245.58,-0.118,1,0,0,0,0,0,0,0,0,0,245.58,-11.006,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11007.9,11007.3,0.632,6173,0,1,0,-764.1,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,381.8,FLYING
437.52,ASCENT,RKT_SUSTAIN,140.63,80,-60.63,5497.97,-57.15,1.97,18.72,245.58,-0.112,1,0,0,0,0,0,0,0,0,0,245.58,-10.99,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10997.9,10999.6,0.624,6023,0,1,0,-746.32,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,384.3,FLYING
440.04,ASCENT,RKT_SUSTAIN,140.53,80,-60.53,5340.05,-56.86,1.94,18.76,245.58,-0.113,1,0,0,0,0,0,0,0,0,0,245.58,-11.094,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11003.3,11010.8,0.617,5876,0,1,0,-732.86,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,386.82,FLYING
442.54,ASCENT,RKT_SUSTAIN,140.46,80,-60.46,5223.85,-56.65,1.45,18.37,245.58,-0.108,1,0,0,0,0,0,0,0,0,0,245.58,-11.207,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11013.7,11020,0.609,5731,0,1,0,-721.71,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,389.32,FLYING
445.04,ASCENT,RKT_SUSTAIN,140.55,80,-60.55,5126.67,-56.66,1.36,18.41,245.59,-0.109,1,0,0,0,0,0,0,0,0,0,245.59,-11.413,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11042.8,11058.5,0.603,5587,0,1,0,-710.06,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,391.82,FLYING
447.56,ASCENT,RKT_SUSTAIN,140.69,80,-60.69,5061.78,-56.7,0.93,18.11,245.59,-0.109,1,0,0,0,0,0,0,0,0,0,245.59,-11.598,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11079.7,11096.9,0.597,5445,0,1,0,-706.99,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,394.34,FLYING
450.06,ASCENT,RKT_SUSTAIN,140.94,80,-60.94,4989.71,-56.82,1.78,19.08,245.6,-0.117,1,0,0,0,0,0,0,0,0,0,245.6,-11.835,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11126.7,11154.3,0.591,5302,0,1,0,-696.96,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,396.84,FLYING
452.6,ASCENT,RKT_SUSTAIN,139.87,80,-59.87,4848.71,-54.64,3,19.95,245.61,-0.131,1,0,0,0,0,0,0,0,0,0,245.61,-11.027,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11072.4,11028.5,0.58,5155,0,1,0,-726.12,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,399.38,FLYING
455.14,ASCENT,RKT_SUSTAIN,138.73,80,-58.73,4712.36,-52.88,3.31,19.96,245.62,-0.144,1,0,0,0,0,0,0,0,0,0,245.62,-10.369,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10946.1,10883.4,0.57,5007,0,1,0,-725.23,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,401.92,FLYING
457.68,ASCENT,RKT_SUSTAIN,137.55,80,-57.55,4579.98,-51.48,3.52,19.98,245.63,-0.14,1,0,0,0,0,0,0,0,0,0,245.63,-9.862,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10799,10730.6,0.559,4863,0,1,0,-709.13,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,404.46,FLYING
460.2,ASCENT,RKT_SUSTAIN,136.39,80,-56.39,4451.66,-50.45,3.61,20,245.64,-0.13,1,0,0,0,0,0,0,0,0,0,245.64,-9.51,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10647.5,10578.9,0.549,4724,0,1,0,-685.16,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,406.98,FLYING
462.74,ASCENT,RKT_SUSTAIN,135.27,80,-55.27,4324.42,-49.79,3.57,19.99,245.64,-0.124,1,0,0,0,0,0,0,0,0,0,245.64,-9.301,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10499.2,10433.4,0.54,4589,0,1,0,-664.19,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,409.52,FLYING
465.26,ASCENT,RKT_SUSTAIN,134.33,80,-54.33,4199.19,-49.59,3.02,19.62,245.64,-0.11,1,0,0,0,0,0,0,0,0,0,245.64,-9.304,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10364.8,10309.9,0.531,4458,0,1,0,-641.4,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,412.04,FLYING
467.82,ASCENT,RKT_SUSTAIN,133.93,80,-53.93,4071.19,-50.28,1.93,18.94,245.64,-0.105,1,0,0,0,0,0,0,0,0,0,245.64,-9.738,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10285.5,10262.1,0.524,4331,0,1,0,-624.08,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,414.6,FLYING
470.32,ASCENT,RKT_SUSTAIN,133.92,80,-53.92,3944,-51.31,1.5,19,245.65,-0.11,1,0,0,0,0,0,0,0,0,0,245.65,-10.332,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10272.7,10273.4,0.519,4207,0,1,0,-607.24,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,417.1,FLYING
472.86,ASCENT,RKT_SUSTAIN,134.12,80,-54.12,3812.13,-52.36,0.9,18.89,245.65,-0.111,1,0,0,0,0,0,0,0,0,0,245.65,-10.911,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10297.5,10314.6,0.514,4082,0,1,0,-607.97,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,419.64,FLYING
475.4,ASCENT,RKT_SUSTAIN,134.54,80,-54.54,3677.61,-53.4,0.31,18.78,245.66,-0.112,1,0,0,0,0,0,0,0,0,0,245.66,-11.468,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10355.4,10387.3,0.51,3956,0,1,0,-614.68,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,422.18,FLYING
477.94,ASCENT,RKT_SUSTAIN,135.16,80,-55.16,3540.49,-54.4,-0.27,18.63,245.66,-0.112,1,0,0,0,0,0,0,0,0,0,245.66,-11.99,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10444.2,10490,0.507,3827,0,1,0,-624.29,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,424.72,FLYING
480.44,ASCENT,RKT_SUSTAIN,135.97,80,-55.97,3403.1,-55.34,-0.87,18.41,245.67,-0.112,1,0,0,0,0,0,0,0,0,0,245.67,-12.47,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10562.5,10621.2,0.505,3696,0,1,0,-629.64,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,427.22,FLYING
483,ASCENT,RKT_SUSTAIN,137.08,80,-57.08,3259.87,-56.38,-1.76,17.92,245.67,-0.111,1,0,0,0,0,0,0,0,0,0,245.67,-12.995,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10718.1,10798.7,0.503,3563,0,1,0,-644.94,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,429.78,FLYING
485.56,ASCENT,RKT_SUSTAIN,138.55,80,-58.55,3113.81,-57.59,-2.3,17.76,245.67,-0.112,1,0,0,0,0,0,0,0,0,0,245.67,-13.6,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10925.9,11027.4,0.502,3427,0,1,0,-657.83,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,432.34,FLYING
488.12,ASCENT,RKT_SUSTAIN,140.03,80,-60.03,2965.33,-58.29,-2.79,17.53,245.68,-0.113,1,0,0,0,0,0,0,0,0,0,245.68,-13.95,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11160.2,11268.6,0.502,3287,0,1,0,-675.91,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,434.9,FLYING
490.66,ASCENT,RKT_SUSTAIN,141.52,80,-61.52,2816.58,-58.63,-2.83,17.58,245.68,-0.116,1,0,0,0,0,0,0,0,0,0,245.68,-14.129,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11405.6,11511.7,0.501,3144,0,1,0,-691.29,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,437.44,FLYING
493.22,ASCENT,RKT_SUSTAIN,142.16,80,-62.16,2667.91,-57.27,-0.17,19.85,245.7,-0.132,1,0,0,0,0,0,0,0,0,0,245.7,-13.508,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11598.9,11639.2,0.498,2995,0,1,0,-724.03,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,440,FLYING
495.74,ASCENT,RKT_SUSTAIN,141.35,80,-61.35,2527.86,-54.18,0.72,19.9,245.71,-0.147,1,0,0,0,0,0,0,0,0,0,245.71,-11.976,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11568.7,11533.8,0.49,2839,0,1,0,-740.81,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,442.52,FLYING
498.26,ASCENT,RKT_SUSTAIN,140.26,80,-60.26,2395.11,-51.44,1.46,19.91,245.73,-0.145,1,0,0,0,0,0,0,0,0,0,245.73,-10.536,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11446,11381.1,0.482,2686,0,1,0,-725.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,445.04,FLYING
500.78,ASCENT,RKT_SUSTAIN,138.96,80,-58.96,2202.69,-49.1,2.05,19.94,245.74,-0.136,1,0,0,0,0,0,0,0,0,0,245.74,-9.241,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11277.8,11195.6,0.473,2539,0,1,0,-696.36,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,447.56,FLYING
503.3,ASCENT,RKT_SUSTAIN,137.55,80,-57.55,2113.61,-47.22,2.48,19.96,245.74,-0.127,1,0,0,0,0,0,0,0,0,0,245.74,-8.141,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,11083.5,10992.2,0.464,2401,0,1,0,-660.96,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,450.08,FLYING
505.82,ASCENT,RKT_SUSTAIN,136.1,80,-56.1,2017.24,-45.85,2.73,19.98,245.75,-0.121,1,0,0,0,0,0,0,0,0,0,245.75,-7.259,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10877.9,10783.8,0.455,2270,0,1,0,-625.68,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,452.6,FLYING
508.34,ASCENT,RKT_SUSTAIN,134.71,80,-54.71,1916.29,-44.94,2.8,19.99,245.76,-0.114,1,0,0,0,0,0,0,0,0,0,245.76,-6.618,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10674.6,10584,0.447,2145,0,1,0,-593.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,455.12,FLYING
510.86,ASCENT,RKT_SUSTAIN,133.45,80,-53.45,1803.65,-44.5,2.7,19.99,245.77,-0.111,1,0,0,0,0,0,0,0,0,0,245.77,-6.214,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10486.1,10403.7,0.439,2026,0,1,0,-567.53,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,457.64,FLYING
513.4,ASCENT,RKT_SUSTAIN,132.36,80,-52.36,1690.67,-44.46,2.45,19.99,245.77,-0.109,1,0,0,0,0,0,0,0,0,0,245.77,-6.023,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10319.9,10248.9,0.432,1909,0,1,0,-549.36,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,460.18,FLYING
515.96,ASCENT,RKT_SUSTAIN,131.48,80,-51.48,1576.44,-44.75,2.1,19.99,245.78,-0.108,1,0,0,0,0,0,0,0,0,0,245.78,-6.012,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10182.6,10125.2,0.426,1795,0,1,0,-539.42,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,462.74,FLYING
518.5,ASCENT,RKT_SUSTAIN,130.84,80,-50.84,1462.01,-45.28,1.67,19.99,245.79,-0.108,1,0,0,0,0,0,0,0,0,0,245.79,-6.139,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10078.7,10037.1,0.42,1683,0,1,0,-532.35,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,465.28,FLYING
521.04,ASCENT,RKT_SUSTAIN,130.44,80,-50.44,1346.01,-45.96,1.19,19.99,245.79,-0.107,1,0,0,0,0,0,0,0,0,0,245.79,-6.36,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10009.5,9983.6,0.415,1570,0,1,0,-530.91,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,467.82,FLYING
523.6,ASCENT,RKT_SUSTAIN,130.26,80,-50.26,1227.2,-46.74,0.7,19.99,245.8,-0.109,1,0,0,0,0,0,0,0,0,0,245.8,-6.635,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9973.8,9963,0.411,1457,0,1,0,-536.06,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,470.38,FLYING
526.16,ASCENT,RKT_SUSTAIN,130.28,80,-50.28,1106.39,-47.52,0.22,19.99,245.81,-0.108,1,0,0,0,0,0,0,0,0,0,245.81,-6.924,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9969.5,9972.5,0.408,1341,0,1,0,-544.05,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,472.94,FLYING
528.72,ASCENT,RKT_SUSTAIN,130.47,80,-50.47,983.66,-48.24,-0.21,19.99,245.82,-0.11,1,0,0,0,0,0,0,0,0,0,245.82,-7.194,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,9992.5,10007.1,0.405,1224,0,1,0,-554.16,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,475.5,FLYING
531.28,ASCENT,RKT_SUSTAIN,130.8,80,-50.8,859.24,-48.85,-0.58,19.99,245.83,-0.112,1,0,0,0,0,0,0,0,0,0,245.82,-7.417,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10037.6,10061.4,0.402,1105,0,1,0,-565.47,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,478.06,FLYING
533.84,ASCENT,RKT_SUSTAIN,131.21,80,-51.21,733.47,-49.31,-0.88,19.99,245.83,-0.112,1,0,0,0,0,0,0,0,0,0,245.83,-7.575,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10099.1,10129.3,0.399,984,0,1,0,-577.03,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,480.62,FLYING
536.4,ASCENT,RKT_SUSTAIN,131.67,80,-51.67,606.76,-49.6,-1.1,19.99,245.84,-0.111,1,0,0,0,0,0,0,0,0,0,245.84,-7.654,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10170.7,10204.5,0.397,861,0,1,0,-587.92,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,483.18,FLYING
538.96,ASCENT,RKT_SUSTAIN,132.13,80,-52.13,479.55,-49.71,-1.24,19.99,245.85,-0.113,1,0,0,0,0,0,0,0,0,0,245.85,-7.646,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10246.5,10281.4,0.395,736,0,1,0,-597.38,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,485.74,FLYING
541.52,ASCENT,RKT_SUSTAIN,132.57,80,-52.57,352.3,-49.65,-1.31,19.99,245.86,-0.113,1,0,0,0,0,0,0,0,0,0,245.86,-7.551,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10321.3,10354.7,0.392,609,0,1,0,-604.79,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,488.3,FLYING
544.08,ASCENT,RKT_SUSTAIN,132.95,80,-52.95,225.44,-49.44,-1.32,19.98,245.87,-0.114,1,0,0,0,0,0,0,0,0,0,245.87,-7.372,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10390,10419.9,0.39,482,0,1,0,-609.65,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,490.86,FLYING
546.64,ASCENT,RKT_SUSTAIN,133.26,80,-53.26,99.31,-49.09,-1.28,19.98,245.87,-0.112,1,0,0,0,0,0,0,0,0,0,245.87,-7.125,0,0,0,0,0,0,0,0,90.4,1,0,-0.024,0,0,3,0,0,0,11.5,-10.342,0,0,1,1,0,0,VALID,10449.2,10474.5,0.387,354,0,1,0,-611.91,25,1,0,0,0,0,0,0,0,0,2,2,0,0,2,2,493.42,FLYING
