t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1,APPROACH,FLY_TO_FIX,144.89,80.4,-64.49,1496.09,0.4,1.07,0.91,268.93,-4.109,0,-20,278.91,0.02,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,FLYING
1.74,APPROACH,FLY_TO_FIX,144.64,80.8,-63.84,1496.53,0.7,1.4,1.2,269.57,-10.942,0,-20,278.96,0.018,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,FLYING
2.44,APPROACH,FLY_TO_FIX,144.13,81.2,-62.93,1497.21,1.07,1.49,1.38,270.83,-23.905,0,-20,279,0.014,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,FLYING
3.14,APPROACH,FLY_TO_FIX,143.7,81.6,-62.1,1497.95,0.98,1.46,1.32,271.88,-26.955,0,-20,279.05,0.011,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,FLYING
3.84,APPROACH,FLY_TO_FIX,143.21,82,-61.21,1498.54,0.76,1.43,1.26,272.84,-25.15,0,-20,279.08,0.008,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,FLYING
4.74,APPROACH,FLY_TO_FIX,142.53,82.4,-60.13,1499.07,0.5,1.36,1.23,274,-21.223,0,-20,279.12,0.005,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,FLYING
5.76,APPROACH,FLY_TO_FIX,141.66,82.8,-58.86,1499.45,0.3,1.31,1.22,275.12,-17.073,0,-20,279.16,0.003,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,FLYING
6.81,APPROACH,FLY_TO_FIX,140.69,83.2,-57.49,1499.66,0.14,1.28,1.23,276.1,-13.707,0,-20,279.19,0.002,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,FLYING
7.86,APPROACH,FLY_TO_FIX,139.67,83.6,-56.07,1499.75,0.05,1.29,1.27,276.87,-10.674,0,-20,279.21,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92,FLYING
8.91,APPROACH,FLY_TO_FIX,138.61,84,-54.61,1499.77,0,1.32,1.33,277.47,-8.122,0,-20,279.22,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97,FLYING
9.96,APPROACH,FLY_TO_FIX,137.51,84,-53.51,1499.77,-0.02,1.38,1.39,277.92,-6.096,0,-20,279.24,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02,FLYING
11.01,APPROACH,FLY_TO_FIX,136.38,84,-52.38,1499.75,-0.02,1.45,1.45,278.27,-4.545,0,-20,279.25,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07,FLYING
12.06,APPROACH,FLY_TO_FIX,135.23,84,-51.23,1499.75,-0.01,1.52,1.53,278.53,-3.376,0,-20,279.25,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,FLYING
13.11,APPROACH,FLY_TO_FIX,134.07,84,-50.07,1499.75,0,1.6,1.6,278.72,-2.497,0,-20,279.26,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17,FLYING
14.16,APPROACH,FLY_TO_FIX,132.9,84,-48.9,1499.77,0.01,1.69,1.68,278.85,-1.728,0,-20,279.26,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.22,FLYING
15.21,APPROACH,FLY_TO_FIX,131.72,84,-47.72,1499.79,0.01,1.77,1.77,278.94,-1.113,0,-20,279.27,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.27,FLYING
16.26,APPROACH,FLY_TO_FIX,130.53,84,-46.53,1499.82,0.02,1.86,1.85,279,-0.725,0,-20,279.27,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32,FLYING
17.31,APPROACH,FLY_TO_FIX,129.34,84,-45.34,1499.86,0.03,1.96,1.94,279.04,-0.495,0,-20,279.27,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.37,FLYING
18.36,APPROACH,FLY_TO_FIX,128.15,84,-44.15,1499.9,0.03,2.05,2.03,279.07,-0.36,0,-20,279.28,0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.42,FLYING
19.41,APPROACH,FLY_TO_FIX,126.96,84,-42.96,1499.96,0.04,2.14,2.13,279.1,-0.276,0,-20,279.28,0,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47,FLYING
20.46,APPROACH,FLY_TO_FIX,125.76,84,-41.76,1500.01,0.04,2.24,2.22,279.11,-0.224,0,-20,279.28,0,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,FLYING
21.51,APPROACH,FLY_TO_FIX,124.57,84,-40.57,1500.07,0.04,2.34,2.32,279.13,-0.188,0,-20,279.28,0,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57,FLYING
22.56,APPROACH,FLY_TO_FIX,123.38,84,-39.38,1500.13,0.04,2.44,2.42,279.14,-0.163,0,-20,279.28,-0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.62,FLYING
23.61,APPROACH,FLY_TO_FIX,122.19,84,-38.19,1500.2,0.04,2.55,2.53,279.15,-0.145,0,-20,279.28,-0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.67,FLYING
24.66,APPROACH,FLY_TO_FIX,121,84,-37,1500.26,0.04,2.66,2.64,279.16,-0.127,0,-20,279.28,-0.001,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.72,FLYING
25.71,APPROACH,FLY_TO_FIX,119.81,84,-35.81,1500.32,0.04,2.77,2.75,279.17,-0.116,0,-20,279.29,-0.002,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.77,FLYING
26.76,APPROACH,FLY_TO_FIX,118.63,84,-34.63,1500.39,0.04,2.89,2.86,279.18,-0.104,0,-20,279.29,-0.002,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.82,FLYING
27.81,APPROACH,FLY_TO_FIX,117.44,84,-33.44,1500.45,0.04,3,2.98,279.19,-0.094,0,-20,279.29,-0.002,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.87,FLYING
28.86,APPROACH,FLY_TO_FIX,116.25,84,-32.25,1500.51,0.04,3.13,3.11,279.19,-0.085,0,-20,279.29,-0.003,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.92,FLYING
29.91,APPROACH,FLY_TO_FIX,115.06,84,-31.06,1500.57,0.04,3.25,3.23,279.2,-0.074,0,-20,279.29,-0.003,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.97,FLYING
30.96,APPROACH,FLY_TO_FIX,113.87,84,-29.87,1500.63,0.03,3.38,3.36,279.2,-0.068,0,-20,279.29,-0.003,0,0,0,0,0,0,0,0,268.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.02,FLYING
