t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.18,TAKEOFF,TO_PREFLIGHT,0.25,80,79.75,4.48,-0.03,2.93,8.94,89.92,-0.047,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,LANDED
0.34,TAKEOFF,TO_PREFLIGHT,0.25,80,79.75,4.61,-0.03,3.39,10.08,89.9,-0.047,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,LANDED
0.5,TAKEOFF,TO_PREFLIGHT,0.21,80,79.79,4.73,-0.03,3.81,13.48,89.89,-0.048,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.54,LANDED
0.66,TAKEOFF,TO_PREFLIGHT,0.13,80,79.87,4.81,-0.02,4.11,39.2,89.88,-0.046,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.68,LANDED
0.82,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,4.86,-0.01,4.28,0.1,89.86,-0.045,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,LANDED
0.98,TAKEOFF,TO_PREFLIGHT,0.1,80,79.9,4.89,0,4.39,-3.17,89.85,-0.044,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,LANDED
1.16,TAKEOFF,TO_PREFLIGHT,0.04,80,79.96,4.92,-0.01,4.48,11.59,89.85,-0.048,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.18,LANDED
1.32,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,4.92,0,4.5,12.37,89.84,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.34,LANDED
1.48,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,4.91,0,4.47,-59.41,89.84,-0.047,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5,LANDED
1.64,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,4.89,0.01,4.4,-14.17,89.83,-0.047,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.66,LANDED
1.8,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,4.86,0.01,4.29,-5.83,89.82,-0.048,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.82,LANDED
1.96,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,4.82,0.01,4.13,-4.82,89.82,-0.048,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.98,LANDED
2.12,TAKEOFF,TO_GROUND_ROLL,0.06,80,79.94,4.76,0.01,3.94,-6.35,89.81,-0.046,0,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.16,LANDED
2.32,TAKEOFF,TO_GROUND_ROLL,0.08,80,79.92,4.69,0.01,3.66,-6.57,89.8,-0.047,0.08,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.36,LANDED
2.48,TAKEOFF,TO_GROUND_ROLL,0.08,80,79.92,4.62,0.01,3.41,-6.33,89.8,-0.047,0.144,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.52,LANDED
2.64,TAKEOFF,TO_GROUND_ROLL,0.09,80,79.91,4.54,0.02,3.15,-6.58,89.79,-0.045,0.208,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.68,LANDED
2.8,TAKEOFF,TO_GROUND_ROLL,0.09,80,79.91,4.47,0.02,2.89,-6.4,89.79,-0.045,0.272,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.84,LANDED
2.96,TAKEOFF,TO_GROUND_ROLL,0.09,80,79.91,4.4,0.01,2.64,-5.56,89.78,-0.045,0.336,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,LANDED
3.12,TAKEOFF,TO_GROUND_ROLL,0.09,80,79.91,4.33,0.01,2.41,-4.54,89.77,-0.045,0.4,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.16,LANDED
3.28,TAKEOFF,TO_GROUND_ROLL,0.1,80,79.9,4.27,0.01,2.2,-3.59,89.77,-0.045,0.464,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.32,LANDED
3.48,TAKEOFF,TO_GROUND_ROLL,0.1,80,79.9,4.21,0.01,1.99,-2.09,89.76,-0.045,0.544,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.52,LANDED
3.64,TAKEOFF,TO_GROUND_ROLL,0.1,80,79.9,4.18,0.01,1.86,-0.81,89.75,-0.045,0.608,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.68,LANDED
3.8,TAKEOFF,TO_GROUND_ROLL,0.11,80,79.89,4.16,0,1.79,0.36,89.74,-0.045,0.672,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.84,LANDED
3.96,TAKEOFF,TO_GROUND_ROLL,0.11,80,79.89,4.15,0,1.76,1.44,89.74,-0.045,0.736,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,LANDED
4.12,TAKEOFF,TO_GROUND_ROLL,0.11,80,79.89,4.15,0,1.78,2.66,89.73,-0.045,0.8,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.16,LANDED
4.28,TAKEOFF,TO_GROUND_ROLL,0.12,80,79.88,4.17,0,1.85,3.86,89.72,-0.045,0.864,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.32,LANDED
4.44,TAKEOFF,TO_GROUND_ROLL,0.12,80,79.88,4.21,-0.01,1.96,4.92,89.71,-0.045,0.928,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.48,LANDED
4.64,TAKEOFF,TO_GROUND_ROLL,0.12,80,79.88,4.26,-0.01,2.15,6.14,89.7,-0.045,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.68,LANDED
4.8,TAKEOFF,TO_GROUND_ROLL,0.13,80,79.87,4.31,-0.01,2.34,7.03,89.69,-0.045,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.84,LANDED
4.96,TAKEOFF,TO_GROUND_ROLL,0.13,80,79.87,4.38,-0.01,2.56,7.76,89.69,-0.045,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,LANDED
5.12,TAKEOFF,TO_GROUND_ROLL,0.13,80,79.87,4.44,-0.01,2.79,8.15,89.68,-0.045,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.16,LANDED
5.28,TAKEOFF,TO_GROUND_ROLL,0.14,80,79.86,4.51,-0.01,3.02,8.6,89.67,-0.045,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.32,LANDED
5.44,TAKEOFF,TO_GROUND_ROLL,0.14,80,79.86,4.57,-0.01,3.25,8.72,89.66,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.48,LANDED
5.6,TAKEOFF,TO_GROUND_ROLL,0.14,80,79.86,4.63,-0.01,3.47,8.72,89.65,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.64,LANDED
5.8,TAKEOFF,TO_GROUND_ROLL,0.15,80,79.85,4.7,-0.01,3.71,8.19,89.63,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.84,LANDED
5.96,TAKEOFF,TO_GROUND_ROLL,0.15,80,79.85,4.75,-0.01,3.87,7.61,89.62,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,LANDED
6.12,TAKEOFF,TO_GROUND_ROLL,0.15,80,79.85,4.78,-0.01,4,6.83,89.61,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.16,LANDED
6.28,TAKEOFF,TO_GROUND_ROLL,0.16,80,79.84,4.81,-0.01,4.09,6.02,89.6,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.32,LANDED
6.44,TAKEOFF,TO_GROUND_ROLL,0.16,80,79.84,4.82,0,4.13,5.01,89.59,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.48,LANDED
6.6,TAKEOFF,TO_GROUND_ROLL,0.16,80,79.84,4.82,0,4.13,3.92,89.58,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.64,LANDED
6.76,TAKEOFF,TO_GROUND_ROLL,0.17,80,79.83,4.81,0,4.09,3,89.57,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.8,LANDED
6.96,TAKEOFF,TO_GROUND_ROLL,0.17,80,79.83,4.78,0.01,3.98,1.91,89.55,-0.046,1,0,0,0,0,0,0,0,0,0,0,0,89.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,LANDED
