t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
0.26,APPROACH,FLY_TO_FIX,198.82,140.16,-58.66,2466.67,-24.75,-3.06,3.16,269.5,-2.245,0.04,-5.862,13.56,-4.844,0,0,0,0,0,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,FLYING
0.54,APPROACH,ILS_TRACK,199.38,140.58,-58.81,2458.9,-26.81,-4.91,1.87,269.7,-3.996,0,-20,109.08,-6,0,0,0,0,0,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.56,FLYING
0.8,APPROACH,ILS_TRACK,199.93,141.02,-58.9,2451.55,-28.88,-5.24,1.95,269.81,-6.989,0,-20,245.4,0,32,-30.78,46.084,-29.852,97.169,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.84,FLYING
1.06,APPROACH,ILS_TRACK,200.38,141.44,-58.94,2443.44,-30.56,-4.35,3.24,270,-5.821,0,-20,270.07,0,31.05,-35.48,46.021,-0.331,25.127,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.1,FLYING
1.38,APPROACH,ILS_TRACK,200.9,141.95,-58.95,2434.25,-31.68,-3.81,4.07,269.83,0.221,0,-20,269.93,0,30.11,-40.93,45.953,-0.468,25.904,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.42,FLYING
1.64,APPROACH,ILS_TRACK,201.26,142.37,-58.9,2425.4,-32.65,-3.22,4.88,269.52,2.534,0,-20,270.03,0,29.27,-46.4,45.89,-0.366,30.754,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.68,FLYING
1.9,APPROACH,ILS_TRACK,201.54,141.95,-59.59,2417.68,-33.31,-2.52,5.71,269.38,1.906,0,-20,269.95,0,28.55,-51.24,45.835,-0.447,30.247,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.94,FLYING
2.16,APPROACH,ILS_TRACK,201.67,141.54,-60.13,2409.37,-33.79,-1.04,7.24,269.39,1.034,0,-20,270.08,0,27.73,-56.5,45.777,-0.316,33.153,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.2,FLYING
2.46,APPROACH,ILS_TRACK,201.59,141.06,-60.53,2400,-33.35,1.45,9.65,269.47,0.188,0,-20,270.16,0,26.73,-62.39,45.709,-0.24,34.405,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.5,FLYING
2.72,APPROACH,ILS_TRACK,201.28,140.64,-60.64,2391.95,-32.16,3.05,11.03,269.58,-0.339,0,-20,270.2,0,25.86,-67.38,45.65,-0.196,35.581,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2.76,FLYING
2.98,APPROACH,ILS_TRACK,200.75,140.22,-60.53,2384.03,-30.75,3.91,11.61,269.68,-0.723,0,-20,270.22,0,25.01,-72.29,45.591,-0.181,36.776,0,0,0,269.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.02,FLYING
