t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_round_blend_h,flare_round_blend_ttg,flare_round_blend,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_aoa_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,154.33,152,-2.33,741.25,662.26,-12.31,10.88,15.2,269.83,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4.58,0,0,0,90,0,0,0,0,0,7.02,-488.47,22.051,0,0,0,3,741.25,0,0,1229.95,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,662.26,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.96,1081.51,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.46,APPROACH,ILS_TRACK,154.4,152,-2.4,737.72,658.71,-11.61,11.16,15.23,269.81,0.058,0,0,0,1,0.6,2.105,0.75,0.35,0.0168,0.4,1.031,21.215,1.031,2.399,1,269.91,0,0,1,-4.34,0,0,0,269.91,-0.1048,-0.0016,-0.9945,0,269.91,6.82,-489.36,22.006,-0.093,0,0,3,741.25,-3.266,0,1227.56,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,658.71,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.22,1082.09,2,0,0.08,0.08,4,10,0.14,0.08,0.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.76,APPROACH,ILS_TRACK,154.27,152,-2.27,734.01,655.33,-10.97,10.16,13.9,269.74,0.015,0,0,0,1,0.6,3.745,0.75,0.35,0.0168,0.4,0.892,21.249,0.892,2.277,1,269.92,0,0,1,-4.08,0,0,0,269.91,-0.1049,-0.0014,-0.9945,0,269.92,6.6,-490.47,21.957,-0.081,0,0,3,741.25,-4.025,0,1224.99,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,655.33,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.24,1081.78,2,0,0.08,0.08,7,10,0.12,0.08,0.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.12,APPROACH,ILS_TRACK,154.35,152,-2.35,729.49,651.35,-11.05,8.14,11.89,269.77,0.173,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,0.967,21.231,0.967,2.343,1,269.93,0,0,1,-4.08,0,0,0,269.93,-0.105,-0.0012,-0.9945,0,269.93,6.33,-491.92,21.898,-0.067,0,0,3,741.25,-4.029,0,1221.91,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,651.35,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.57,1082.41,2,0,0.12,0.12,10,8.33,0.12,0.08,1.12,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.46,APPROACH,ILS_TRACK,154.56,152,-2.56,725.35,647.49,-11.69,7.01,11.07,269.76,0.082,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.204,21.172,1.204,2.552,1,269.93,0,0,1,-4.3,0,0,0,269.94,-0.1051,-0.0012,-0.9945,0,269.93,6.08,-493.18,21.842,-0.067,0,0,3,741.25,-3.443,0,1219,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,647.49,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.74,1083.59,2,0,0.1,0.1,13,8.82,0.12,0.1,1.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.74,APPROACH,ILS_TRACK,154.68,152,-2.68,722.16,644.14,-12.22,7.42,11.76,269.75,0.038,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.348,21.136,1.348,2.68,1,269.95,0,0,1,-4.5,0,0,0,269.94,-0.1051,-0.0009,-0.9945,0,269.95,5.88,-494,21.797,-0.05,0,0,3,741.25,-2.669,0,1216.61,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,644.14,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.09,1084.37,2,0,0.08,0.08,16,10.71,0.1,0.08,1.74,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.04,APPROACH,ILS_TRACK,154.66,152,-2.66,718.99,640.45,-12.34,9.13,13.6,269.75,0.003,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.336,21.139,1.336,2.669,1,269.96,0,0,1,-4.58,0,0,0,269.95,-0.1052,-0.0007,-0.9944,0,269.96,5.66,-494.64,21.748,-0.043,0,0,3,741.25,-1.833,0,1214.04,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,640.45,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.92,1084.57,2,0,0.08,0.08,19,10,0.12,0.08,2.04,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.34,APPROACH,ILS_TRACK,154.33,152,-2.33,715.82,636.86,-11.64,10.8,14.96,269.76,0.062,0,0,-0.189,1,0.6,4.5,0.75,0.35,0.0168,0.4,0.996,21.223,0.996,2.369,1,269.97,0,0,1,-4.35,0,0,0,269.96,-0.1053,-0.0005,-0.9944,0,269.97,5.45,-495.23,21.699,-0.031,0,0,3,741.25,-2.184,0,1211.48,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,636.86,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.3,1083.46,2,0,0.08,0.08,22,10,0.12,0.08,2.34,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.64,APPROACH,ILS_TRACK,153.77,152,-1.77,712.53,633.48,-10.96,11.21,15.09,269.77,0.126,0.12,0,-0.787,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.382,0,1.806,0,269.98,0,0,1,-4.1,0,0,0,269.96,-0.1054,-0.0004,-0.9944,0,269.98,5.23,-495.95,21.65,-0.022,0,0,3,741.25,-2.437,0,1208.92,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,633.48,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.86,1081.32,2,0,0.08,0.08,25,10,0.12,0.08,2.64,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.94,APPROACH,ILS_TRACK,153.25,152,-1.25,709.44,630.25,-10.55,11.58,15.37,269.82,0.334,0.24,0,-1.224,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.529,0,1.286,0,269.97,0,0,1,-3.96,0,0,0,269.98,-0.1055,-0.0005,-0.9944,0,269.97,5.02,-496.54,21.601,-0.028,0,0,3,741.25,-1.575,0,1206.37,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,630.25,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.6,1079.35,2,0,0.08,0.08,28,10,0.12,0.08,2.94,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.24,APPROACH,ILS_TRACK,152.66,152,-0.66,706.71,627.16,-9.96,12.76,16.41,269.89,0.504,0.36,0,-1.495,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.693,0,0.704,0,269.98,0,0,1,-3.78,0,0,0,269.98,-0.1055,-0.0003,-0.9944,0,269.98,4.81,-496.77,21.553,-0.016,0,0,3,741.25,-0.357,0,1203.84,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,627.16,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.83,1077.1,2,0,0.08,0.08,31,10,0.12,0.08,3.24,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.54,APPROACH,ILS_TRACK,151.89,152,0.11,704.11,624.35,-8.83,13.65,16.84,269.95,0.62,0.48,0,-1.558,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.907,0,-0.058,0,269.97,0,0,1,-3.38,0,0,0,269.98,-0.1056,-0.0005,-0.9944,0,269.97,4.61,-496.85,21.505,-0.029,0,0,3,741.25,-0.258,0,1201.31,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,624.35,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.88,1074.04,2,0,0.08,0.08,34,10,0.12,0.08,3.54,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.84,APPROACH,ILS_TRACK,151.12,152,0.88,701.61,621.84,-7.92,13.66,16.51,269.99,0.685,0.6,0,-1.379,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.127,0,-0.839,0,269.97,0,0,1,-3.04,0,0,0,269.97,-0.1057,-0.0006,-0.9944,0,269.97,4.42,-496.86,21.457,-0.034,0,0,3,741.25,0.173,0,1198.79,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,621.84,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.37,1070.98,2,0,0.08,0.08,37,10,0.12,0.08,3.84,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.14,APPROACH,ILS_TRACK,150.48,152,1.52,699.33,619.6,-7.1,13.55,16.11,270.01,0.693,0.72,0,-0.996,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.308,0,-1.478,0,269.96,0,0,1,-2.74,0,0,0,269.96,-0.1058,-0.0007,-0.9944,0,269.96,4.26,-496.67,21.409,-0.038,0,0,3,741.25,0.908,0,1196.29,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,619.6,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.98,1068.49,2,0,0.08,0.08,40,10,0.12,0.08,4.14,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.44,APPROACH,ILS_TRACK,149.96,152,2.04,697.28,617.59,-6.33,13.41,15.7,270.01,0.671,0.8245,0,-0.444,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.456,0,-2.005,0,269.96,0,0,1,-2.46,0,0,0,269.96,-0.1059,-0.0007,-0.9944,0,269.96,4.11,-496.25,21.361,-0.042,0,0,3,741.25,1.643,0,1193.79,0,0,0,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,0,617.59,0,0,0,0,0,0,0,0,0,269.82,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.33,1066.47,2,0,0.08,0.08,43,10,0.12,0.08,4.44,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
