t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
3.34,APPROACH,ILS_TRACK,152.55,152,-0.55,1304.58,1224.82,-6.96,13.83,16.21,272.08,0.182,0.5943,0,-3.67,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.727,0,0.582,0,271.99,0,0,1,-2.64,0,0,0,272.01,0.1422,0.0347,0.9892,0,271.99,-86.5,-278.88,28.802,1.986,0,0,3,1339.31,1.279,0,1583.75,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.65,1036.88,2,0,0.08,0.08,30,10,0.12,0.08,3.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.66,APPROACH,ILS_TRACK,152.02,152,-0.02,1302.38,1222.69,-6.41,13.56,15.76,272.08,0.178,0.6018,0,-3.74,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.876,0,0.053,0,271.92,0,0,1,-2.43,0,0,0,271.94,0.1423,0.0335,0.9893,0,271.92,-84.62,-278.32,28.749,1.922,0,0,3,1339.31,1.972,0,1580.96,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.01,1034.77,2,0,0.1,0.1,33,9.38,0.12,0.08,3.66,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4,APPROACH,ILS_TRACK,151.55,152,0.45,1300.22,1220.65,-5.53,13.28,15.15,272.07,0.087,0.5482,0,-3.651,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.009,0,-0.42,0,271.83,0,0,1,-2.14,0,0,0,271.86,0.1424,0.032,0.9893,0,271.83,-82.62,-277.53,28.693,1.834,0,0,3,1339.31,2.379,0,1578.01,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.13,1032.87,2,0,0.1,0.1,36,8.82,0.12,0.1,4,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.34,APPROACH,ILS_TRACK,151.15,152,0.85,1298,1218.88,-4.98,11.7,13.32,272.02,-0.133,0.5034,0,-3.403,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.128,0,-0.841,0,271.76,0,0,1,-1.89,0,0,0,271.78,0.1425,0.0306,0.9893,0,271.76,-80.61,-276.81,28.637,1.756,0,0,3,1339.31,2.122,0,1575.07,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.29,1031.24,2,0,0.12,0.12,39,8.82,0.12,0.1,4.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.68,APPROACH,ILS_TRACK,151.1,152,0.9,1295.94,1217.14,-5.14,10.36,12.08,271.97,-0.35,0.3674,0,-3.099,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.144,0,-0.898,0,271.67,0,0,1,-1.93,0,0,0,271.69,0.1426,0.0292,0.9893,0,271.67,-78.61,-275.96,28.58,1.674,0,0,3,1339.31,2.742,0,1572.13,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.69,1031.14,2,0,0.1,0.1,42,8.82,0.12,0.1,4.68,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
4.96,APPROACH,ILS_TRACK,151.15,152,0.85,1294.43,1215.64,-5.4,10.12,11.99,271.93,-0.526,0.2554,0,-2.855,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.133,0,-0.858,0,271.62,0,0,1,-2.03,0,0,0,271.62,0.1427,0.0283,0.9894,0,271.62,-76.97,-275.07,28.534,1.624,0,0,3,1339.31,3.386,0,1569.71,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.99,1031.41,2,0,0.08,0.08,45,10.71,0.1,0.08,4.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.26,APPROACH,ILS_TRACK,151.16,152,0.84,1293,1213.98,-5.6,10.8,12.81,271.87,-0.709,0.1354,0,-2.603,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.127,0,-0.836,0,271.53,0,0,1,-2.11,0,0,0,271.57,0.1428,0.0268,0.9894,0,271.53,-75.21,-273.93,28.485,1.533,0,0,3,1339.31,4.044,0,1567.11,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.73,1031.6,2,0,0.08,0.08,48,10,0.12,0.08,5.26,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.56,APPROACH,ILS_TRACK,151.05,152,0.95,1291.7,1212.35,-5.13,11.96,13.81,271.8,-0.909,0.1221,0,-2.336,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.156,0,-0.94,0,271.49,0,0,1,-1.98,0,0,0,271.5,0.1429,0.026,0.9894,0,271.49,-73.47,-272.65,28.435,1.489,0,0,3,1339.31,4.294,0,1564.52,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.51,1031.22,2,0,0.08,0.08,51,10,0.12,0.08,5.56,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
5.88,APPROACH,ILS_TRACK,150.73,152,1.27,1290.28,1210.81,-4.39,12.46,14.01,271.72,-1.126,0.2501,0,-1.972,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.243,0,-1.251,0,271.43,0,0,1,-1.71,0,0,0,271.45,0.143,0.025,0.9894,0,271.43,-71.63,-271.3,28.383,1.434,0,0,3,1339.31,4.22,0,1561.76,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.91,1029.96,2,0,0.1,0.1,54,9.38,0.12,0.08,5.88,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.22,APPROACH,ILS_TRACK,150.31,152,1.69,1288.73,1209.42,-3.76,11.92,13.19,271.67,-1.28,0.3861,0,-1.447,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.362,0,-1.672,0,271.37,0,0,1,-1.46,0,0,0,271.4,0.1431,0.0239,0.9894,0,271.37,-69.7,-269.92,28.327,1.37,0,0,3,1339.31,4.078,0,1558.83,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.88,1028.27,2,0,0.1,0.1,57,8.82,0.12,0.1,6.22,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.56,APPROACH,ILS_TRACK,150.03,152,1.97,1287.27,1208.16,-3.63,11.12,12.35,271.63,-1.409,0.4269,0,-0.811,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.442,0,-1.956,0,271.32,0,0,1,-1.38,0,0,0,271.35,0.1432,0.0231,0.9894,0,271.32,-67.8,-268.48,28.271,1.324,0,0,3,1339.31,4.409,0,1555.91,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.32,1027.16,2,0,0.12,0.12,60,8.82,0.12,0.1,6.56,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
6.92,APPROACH,ILS_TRACK,149.82,152,2.18,1285.93,1206.82,-3.76,10.96,12.29,271.57,-1.529,0.4084,0,-0.054,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.503,0,-2.172,0,271.27,0,0,1,-1.43,0,0,0,271.29,0.1433,0.0222,0.9894,0,271.27,-65.83,-266.76,28.212,1.271,0,0,3,1339.31,4.956,0,1552.82,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.36,1026.33,2,0,0.12,0.12,63,8.33,0.12,0.12,6.92,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.18,APPROACH,ILS_TRACK,149.65,152,2.35,1285.07,1205.83,-3.84,11.36,12.75,271.52,-1.598,0.416,0,0.541,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.549,0,-2.334,0,271.23,0,0,1,-1.47,0,0,0,271.25,0.1433,0.0215,0.9894,0,271.23,-64.43,-265.4,28.17,1.233,0,0,3,1339.31,5.295,0,1550.6,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.23,1025.71,2,0,0.12,0.12,65,7.69,0.14,0.12,7.18,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.54,APPROACH,ILS_TRACK,149.36,152,2.64,1283.96,1204.49,-3.6,12.18,13.5,271.44,-1.689,0.471,0,1.449,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.63,0,-2.622,0,271.19,0,0,1,-1.39,0,0,0,271.2,0.1434,0.0207,0.9894,0,271.19,-62.52,-263.44,28.111,1.186,0,0,3,1339.31,5.495,0,1547.52,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.52,1024.57,2,0,0.12,0.12,68,8.33,0.12,0.12,7.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
7.9,APPROACH,ILS_TRACK,148.97,152,3.03,1282.82,1203.36,-2.62,12.3,13.19,271.39,-1.764,0.5707,0,2.479,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.737,0,-3.001,0,271.14,0,0,1,-1.04,0,0,0,271.16,0.1435,0.0199,0.9894,0,271.14,-60.65,-261.48,28.052,1.142,0,0,3,1339.31,5.251,0,1544.44,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.46,1023.01,2,0,0.12,0.12,71,8.33,0.12,0.12,7.9,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.26,APPROACH,ILS_TRACK,148.74,152,3.26,1281.64,1202.49,-2.14,11.21,11.9,271.36,-1.855,0.5612,0,3.628,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.807,0,-3.249,0,271.11,0,0,1,-0.84,0,0,0,271.11,0.1436,0.0194,0.9894,0,271.11,-58.84,-259.6,27.994,1.109,0,0,3,1339.31,5.253,0,1541.38,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.72,1022.08,2,0,0.12,0.12,74,8.33,0.12,0.12,8.26,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.62,APPROACH,ILS_TRACK,148.76,152,3.24,1280.51,1201.7,-2.28,9.9,10.65,271.36,-1.888,0.441,0,4.804,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.805,0,-3.244,0,271.06,0,0,1,-0.86,0,0,0,271.08,0.1437,0.0185,0.9894,0,271.06,-57.06,-257.69,27.935,1.06,0,0,3,1339.31,5.463,0,1538.31,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.53,1022.19,2,0,0.12,0.12,77,8.33,0.12,0.12,8.62,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.98,APPROACH,ILS_TRACK,148.91,152,3.09,1279.56,1200.79,-2.74,9.61,10.59,271.32,-1.91,0.3112,0,5.937,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.763,0,-3.094,0,271.02,0,0,1,-1.03,0,0,0,271.03,0.1438,0.0177,0.9894,0,271.02,-55.33,-255.59,27.877,1.017,0,0,3,1339.31,5.999,0,1535.24,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.16,1022.89,2,0,0.12,0.12,80,8.33,0.12,0.12,8.98,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.34,APPROACH,ILS_TRACK,149.04,152,2.96,1278.78,1199.73,-3.07,10.5,11.66,271.25,-1.932,0.2621,0,7.017,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.726,0,-2.962,0,270.97,0,0,1,-1.18,0,0,0,270.99,0.1439,0.0169,0.9894,0,270.97,-53.63,-253.31,27.818,0.968,0,0,3,1339.31,6.49,0,1532.17,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.05,1023.5,2,0,0.12,0.12,83,8.33,0.12,0.12,9.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.6,APPROACH,ILS_TRACK,149.06,152,2.94,1278.27,1198.97,-2.74,11.44,12.47,271.18,-1.98,0.2876,0,7.782,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.72,0,-2.941,0,270.95,0,0,1,-1.09,0,0,0,270.96,0.144,0.0166,0.9894,0,270.95,-52.43,-251.6,27.776,0.948,0,0,3,1339.31,6.568,0,1529.95,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.65,1023.63,2,0,0.12,0.12,85,7.69,0.14,0.12,9.6,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.96,APPROACH,ILS_TRACK,148.91,152,3.09,1277.44,1198.14,-2.04,11.6,12.32,271.12,-2.009,0.4077,0,8.872,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.759,0,-3.08,0,270.92,0,0,1,-0.81,0,0,0,270.93,0.1441,0.016,0.9894,0,270.92,-50.81,-249.35,27.717,0.916,0,0,3,1339.31,6.145,0,1526.88,0,0,0,0,0,0,0,0,268.51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.87,1023.08,2,0,0.12,0.12,88,8.33,0.12,0.12,9.96,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
