t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1,APPROACH,FLY_TO_FIX,228.69,80.4,-148.29,2067.57,52.01,11.62,-0.47,325.74,55.134,0,-20,347.68,-2.812,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,FLYING
1.74,APPROACH,FLY_TO_FIX,228.46,80.8,-147.66,2102.36,43.56,6.97,-6.02,331.57,66.702,0,-20,348.19,-2.99,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,FLYING
2.44,APPROACH,FLY_TO_FIX,227.79,81.2,-146.59,2128.3,31.66,5.01,-6.85,336.67,74.424,0,-20,348.65,-3.125,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,FLYING
3.14,APPROACH,FLY_TO_FIX,227.1,81.6,-145.5,2146.33,21.2,3.46,-6.04,340.04,80.576,0,-20,349.03,-3.221,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,FLYING
3.84,APPROACH,FLY_TO_FIX,226.77,82,-144.77,2157.95,12.99,2.38,-4.63,341.76,86.914,0,-20,349.35,-3.283,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,FLYING
4.54,APPROACH,FLY_TO_FIX,226.6,82.4,-144.2,2164.43,6.48,1.42,-2.51,339.96,75.119,0,-20,349.64,-3.319,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,FLYING
5.24,APPROACH,FLY_TO_FIX,226.1,82.8,-143.3,2166.61,1.26,-0.02,-1.97,339.05,52.66,0,-20,349.95,-3.333,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,FLYING
5.94,APPROACH,FLY_TO_FIX,225.48,83.2,-142.28,2166.08,-1.49,-1.1,-1.58,337.9,30.027,0,-20,350.29,-3.331,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,FLYING
6.66,APPROACH,FLY_TO_FIX,224.63,83.6,-141.03,2164.57,-2.02,-1.69,-1.38,336.98,6.79,0,-20,350.67,-3.324,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,FLYING
7.38,APPROACH,FLY_TO_FIX,223.55,84,-139.55,2163.13,-1.9,-2.12,-1.39,336.55,-16.608,0,-20,351.07,-3.317,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,FLYING
8.1,APPROACH,FLY_TO_FIX,222.28,84,-138.28,2161.34,-3.26,-2.84,-1.63,336.42,-40.462,0,-20,351.49,-3.308,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14,FLYING
8.82,APPROACH,FLY_TO_FIX,220.89,84,-136.89,2158.6,-4.2,-1.8,0.23,339.18,-63.433,0,-20,351.9,-3.295,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,FLYING
9.54,APPROACH,FLY_TO_FIX,219.9,84,-135.9,2155.01,-6.12,-1.74,-0.25,341.24,-67.396,0,-20,352.25,-3.278,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58,FLYING
10.26,APPROACH,FLY_TO_FIX,218.97,84,-134.97,2149.75,-8.14,-2.01,-0.53,343.2,-59.972,0,-20,352.55,-3.253,0,0,0,0,0,0,0,0,329.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,FLYING
