t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.16,APPROACH,ILS_TRACK,153.92,152,-1.92,727.27,647.04,-8.25,15.42,18.35,269.93,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.1,0,0,0,90,0,0,0,0,0,5.91,-489.88,21.81,0,0,0,3,727.27,0,0,1217.3,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,647.04,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.69,1081.01,2,0,0.14,0.14,1,3.7,0.14,0.02,0.16,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.46,APPROACH,ILS_TRACK,153.37,152,-1.37,725.1,644.82,-6.73,15.76,18.14,269.88,0.302,0.072,0,-0.272,1,0.6,2.101,0.765,0.35,0.0168,0.4,0,21.492,0,1.414,0,269.93,0,0,1,-2.59,0,0,0,269.92,0.8531,-0.0012,-0.5217,0,269.93,5.74,-489.53,21.764,-0.068,0,0,3,727.27,1.297,0,1214.92,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,644.82,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.1,1078.82,2,0,0.08,0.08,4,10,0.14,0.08,0.46,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
0.76,APPROACH,ILS_TRACK,152.59,152,-0.59,722.83,643.02,-5.4,14.32,16.09,269.85,0.202,0.192,0,-0.541,1,0.6,3.731,0.79,0.35,0.0168,0.4,0,21.712,0,0.635,0,269.93,0,0,1,-2.07,0,0,0,269.93,0.8531,-0.0012,-0.5218,0,269.93,5.55,-489.24,21.716,-0.07,0,0,3,727.27,0.749,0,1212.37,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,643.02,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.61,1075.62,2,0,0.08,0.08,7,10,0.12,0.08,0.76,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.1,APPROACH,ILS_TRACK,152.18,152,-0.18,720.22,641.28,-4.86,11.24,12.76,269.79,0.046,0.328,0,-0.639,1,0.6,4.5,0.79,0.35,0.0168,0.4,0,21.839,0,0.185,0,269.95,0,0,1,-1.83,0,0,0,269.92,0.853,-0.0009,-0.5219,0,269.95,5.34,-488.98,21.661,-0.049,0,0,3,727.27,0.754,0,1209.5,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,641.28,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.79,1073.96,2,0,0.1,0.1,10,8.82,0.12,0.08,1.1,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.38,APPROACH,ILS_TRACK,152.22,152,-0.22,718.16,639.86,-5.21,8.83,10.53,269.79,0.08,0.2808,0,-0.69,1,0.6,4.5,0.79,0.35,0.0168,0.4,0,21.831,0,0.212,0,269.95,0,0,1,-1.93,0,0,0,269.95,0.853,-0.0008,-0.522,0,269.95,5.17,-488.69,21.616,-0.047,0,0,3,727.27,1.197,0,1207.14,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,639.86,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.71,1074.23,2,0,0.1,0.1,13,10.71,0.1,0.08,1.38,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
1.68,APPROACH,ILS_TRACK,152.46,152,-0.46,716.15,638.15,-5.98,7.5,9.56,269.8,0.137,0.1608,0,-0.758,1,0.6,4.5,0.79,0.35,0.0168,0.4,0,21.767,0,0.439,0,269.95,0,0,1,-2.21,0,0,0,269.96,0.8529,-0.0009,-0.522,0,269.95,4.99,-488.19,21.568,-0.054,0,0,3,727.27,1.907,0,1204.6,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,638.15,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.95,1075.33,2,0,0.08,0.08,16,10,0.12,0.08,1.68,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.02,APPROACH,ILS_TRACK,152.78,152,-0.78,713.99,636,-6.67,7.35,9.71,269.81,0.183,0.0248,0,-0.746,1,0.6,4.5,0.758,0.35,0.0168,0.4,0,21.677,0,0.76,0,269.96,0,0,1,-2.47,0,0,0,269.96,0.8529,-0.0007,-0.5221,0,269.96,4.78,-487.48,21.513,-0.041,0,0,3,727.27,2.144,0,1201.72,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1076.85,2,0,0.1,0.1,19,8.82,0.12,0.08,2.02,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.3,APPROACH,ILS_TRACK,152.96,152,-0.96,712.33,634.05,-7.2,8.2,10.84,269.83,0.265,0,0,-0.735,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.622,0,0.955,0,269.98,0,0,1,-2.67,0,0,0,269.96,0.8528,-0.0004,-0.5222,0,269.98,4.6,-486.79,21.467,-0.021,0,0,3,727.27,2.686,0,1199.35,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,634.05,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.67,1077.8,2,0,0.08,0.08,22,10.71,0.1,0.08,2.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.6,APPROACH,ILS_TRACK,152.95,152,-0.95,710.76,631.87,-7.24,10.27,12.99,269.87,0.379,0,0,-0.724,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.621,0,0.958,0,269.96,0,0,1,-2.73,0,0,0,269.97,0.8528,-0.0007,-0.5222,0,269.96,4.43,-485.84,21.419,-0.038,0,0,3,727.27,3.392,0,1196.8,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,631.87,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.44,1077.94,2,0,0.08,0.08,25,10,0.12,0.08,2.6,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
2.9,APPROACH,ILS_TRACK,152.64,152,-0.64,709.27,629.79,-6.61,12.43,14.91,269.92,0.498,0.032,0,-0.771,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.702,0,0.671,0,269.96,0,0,1,-2.52,0,0,0,269.98,0.8528,-0.0007,-0.5223,0,269.96,4.25,-484.79,21.37,-0.04,0,0,3,727.27,3.498,0,1194.26,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,629.79,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.22,1076.81,2,0,0.08,0.08,28,10,0.12,0.08,2.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.2,APPROACH,ILS_TRACK,152.02,152,-0.02,707.83,627.96,-5.66,13.94,16.06,269.97,0.57,0.152,0,-0.856,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.871,0,0.07,0,269.97,0,0,1,-2.19,0,0,0,269.98,0.8527,-0.0005,-0.5224,0,269.97,4.08,-483.71,21.322,-0.028,0,0,3,727.27,3.72,0,1191.73,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,627.96,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.78,1074.35,2,0,0.08,0.08,31,10,0.12,0.08,3.2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.5,APPROACH,ILS_TRACK,151.13,152,0.87,706.35,626.45,-4.52,14.24,15.87,270,0.601,0.272,0,-0.703,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.121,0,-0.815,0,269.96,0,0,1,-1.76,0,0,0,269.97,0.8527,-0.0007,-0.5224,0,269.96,3.94,-482.66,21.274,-0.042,0,0,3,727.27,3.436,0,1189.21,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,626.45,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,1070.7,2,0,0.08,0.08,34,10,0.12,0.08,3.5,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
3.8,APPROACH,ILS_TRACK,150.33,152,1.67,704.9,625.23,-3.69,13.47,14.75,270,0.595,0.392,0,-0.292,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.349,0,-1.625,0,269.97,0,0,1,-1.44,0,0,0,269.95,0.8526,-0.0005,-0.5225,0,269.97,3.8,-481.62,21.226,-0.031,0,0,3,727.27,3.565,0,1186.7,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,625.23,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.24,1067.42,2,0,0.08,0.08,37,10,0.12,0.08,3.8,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.1,APPROACH,ILS_TRACK,149.74,152,2.26,703.57,624.2,-3.23,12.37,13.48,269.99,0.568,0.512,0,0.322,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.52,0,-2.231,0,269.96,0,0,1,-1.25,0,0,0,269.96,0.8526,-0.0008,-0.5226,0,269.96,3.67,-480.47,21.179,-0.044,0,0,3,727.27,4.014,0,1184.21,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,624.2,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.81,1065,2,0,0.08,0.08,40,10,0.12,0.08,4.1,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.4,APPROACH,ILS_TRACK,149.32,152,2.68,702.43,623.27,-3,11.58,12.62,269.99,0.516,0.632,0,1.081,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.641,0,-2.66,0,269.95,0,0,1,-1.16,0,0,0,269.95,0.8525,-0.0009,-0.5226,0,269.95,3.57,-479.15,21.131,-0.05,0,0,3,727.27,4.593,0,1181.72,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,623.27,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.96,1063.31,2,0,0.08,0.08,43,10,0.12,0.08,4.4,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
4.7,APPROACH,ILS_TRACK,149.02,152,2.98,701.44,622.41,-2.82,11.1,12.1,269.98,0.463,0.7279,0,1.943,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.726,0,-2.964,0,269.95,0,0,1,-1.09,0,0,0,269.94,0.8525,-0.0009,-0.5227,0,269.95,3.46,-477.67,21.084,-0.05,0,0,3,727.27,4.993,0,1179.24,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,622.41,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.29,1062.13,2,0,0.08,0.08,46,10,0.12,0.08,4.7,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5,APPROACH,ILS_TRACK,148.83,152,3.17,700.56,621.58,-2.63,10.91,11.86,269.98,0.407,0.6243,0,2.872,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.78,0,-3.156,0,269.95,0,0,1,-1.02,0,0,0,269.94,0.8525,-0.0008,-0.5228,0,269.95,3.37,-476.08,21.036,-0.046,0,0,3,727.27,5.372,0,1176.76,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,621.58,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.3,1061.42,2,0,0.08,0.08,49,10,0.12,0.08,5,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.3,APPROACH,ILS_TRACK,148.73,152,3.27,699.78,620.8,-2.61,10.84,11.81,269.97,0.358,0.53,0,3.843,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.81,0,-3.262,0,269.94,0,0,1,-1,0,0,0,269.95,0.8524,-0.0011,-0.5228,0,269.94,3.28,-474.41,20.989,-0.064,0,0,3,727.27,5.809,0,1174.28,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,620.8,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.66,1061.06,2,0,0.08,0.08,52,10,0.12,0.08,5.3,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.6,APPROACH,ILS_TRACK,148.65,152,3.35,699.26,620.04,-2.58,11.62,12.65,269.97,0.302,0.483,0,4.836,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.832,0,-3.341,0,269.94,0,0,1,-1,0,0,0,269.94,0.8524,-0.0011,-0.5229,0,269.94,3.2,-472.49,20.942,-0.064,0,0,3,727.27,6.767,0,1171.8,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,620.04,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.38,1060.8,2,0,0.08,0.08,55,10,0.12,0.08,5.6,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
5.9,APPROACH,ILS_TRACK,148.45,152,3.55,698.89,619.4,-1.72,12.76,13.44,269.97,0.254,0.5419,0,5.871,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.885,0,-3.526,0,269.93,0,0,1,-0.72,0,0,0,269.94,0.8523,-0.0012,-0.523,0,269.93,3.13,-470.38,20.895,-0.068,0,0,3,727.27,6.933,0,1169.33,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,619.4,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.5,1060.03,2,0,0.08,0.08,58,10,0.12,0.08,5.9,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.2,APPROACH,ILS_TRACK,148.06,152,3.94,698.31,619.03,-0.86,12.2,12.44,269.96,0.202,0.6619,0,7.007,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.995,0,-3.918,0,269.93,0,0,1,-0.36,0,0,0,269.94,0.8523,-0.0012,-0.523,0,269.93,3.06,-468.47,20.847,-0.068,0,0,3,727.27,6.096,0,1166.86,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,619.03,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.73,1058.43,2,0,0.08,0.08,61,10,0.12,0.08,6.2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.5,APPROACH,ILS_TRACK,147.99,152,4.01,697.71,618.81,-0.59,10.87,11,269.95,0.155,0.6417,0,8.21,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.022,0,-4.015,0,269.93,0,0,1,-0.23,0,0,0,269.94,0.8523,-0.0011,-0.5231,0,269.93,2.99,-466.6,20.8,-0.066,0,0,3,727.27,6.258,0,1164.39,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,618.81,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359.79,1058.12,2,0,0.08,0.08,64,10,0.12,0.08,6.5,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
6.86,APPROACH,ILS_TRACK,148.18,152,3.82,697.15,618.56,-0.74,9.63,9.85,269.94,0.114,0.4977,0,9.619,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.972,0,-3.835,0,269.93,0,0,1,-0.28,0,0,0,269.94,0.8522,-0.0012,-0.5232,0,269.93,2.92,-464.23,20.744,-0.068,0,0,3,727.27,6.832,0,1161.43,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,618.56,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.2,1058.92,2,0,0.12,0.12,67,8.33,0.12,0.08,6.86,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.2,APPROACH,ILS_TRACK,148.5,152,3.5,696.82,618.25,-1.08,9.42,9.84,269.94,0.086,0.3617,0,10.853,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.883,0,-3.52,0,269.94,0,0,1,-0.41,0,0,0,269.93,0.8522,-0.0011,-0.5233,0,269.94,2.85,-461.79,20.69,-0.061,0,0,3,727.27,7.467,0,1158.63,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,618.25,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.8,1060.27,2,0,0.1,0.1,70,8.82,0.12,0.1,7.2,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.48,APPROACH,ILS_TRACK,148.77,152,3.23,696.64,617.97,-1.04,9.84,10.26,269.94,0.073,0.2497,0,11.788,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.808,0,-3.253,0,269.94,0,0,1,-0.41,0,0,0,269.94,0.8521,-0.0011,-0.5233,0,269.94,2.79,-459.65,20.646,-0.062,0,0,3,727.27,7.687,0,1156.32,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,617.97,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.86,1061.4,2,0,0.08,0.08,73,10.71,0.1,0.08,7.48,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
7.78,APPROACH,ILS_TRACK,148.98,152,3.02,696.4,617.71,-0.82,9.96,10.25,269.94,0.064,0.183,0,12.717,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.746,0,-3.034,0,269.94,0,0,1,-0.31,0,0,0,269.94,0.8521,-0.0011,-0.5234,0,269.94,2.73,-457.41,20.599,-0.063,0,0,3,727.27,7.358,0,1153.84,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,617.71,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.19,1062.32,2,0,0.08,0.08,76,10,0.12,0.08,7.78,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.08,APPROACH,ILS_TRACK,149.18,152,2.82,696.14,617.47,-0.81,9.87,10.16,269.94,0.053,0.1899,0,13.586,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.689,0,-2.833,0,269.94,0,0,1,-0.31,0,0,0,269.93,0.852,-0.001,-0.5235,0,269.94,2.68,-455.19,20.552,-0.059,0,0,3,727.27,7.467,0,1151.35,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,617.47,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.95,1063.17,2,0,0.08,0.08,79,10,0.12,0.08,8.08,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.38,APPROACH,ILS_TRACK,149.32,152,2.68,695.91,617.24,-0.75,9.87,10.14,269.94,0.048,0.228,0,14.404,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.647,0,-2.684,0,269.94,0,0,1,-0.28,0,0,0,269.94,0.852,-0.001,-0.5235,0,269.94,2.62,-452.93,20.504,-0.06,0,0,3,727.27,7.504,0,1148.87,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,617.24,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.88,1063.79,2,0,0.08,0.08,82,10,0.12,0.08,8.38,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.68,APPROACH,ILS_TRACK,149.43,152,2.57,695.7,617.03,-0.68,9.89,10.13,269.94,0.045,0.2751,0,15.187,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.617,0,-2.578,0,269.94,0,0,1,-0.26,0,0,0,269.94,0.852,-0.0011,-0.5236,0,269.94,2.57,-450.65,20.457,-0.06,0,0,3,727.27,7.537,0,1146.38,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,617.03,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329.51,1064.23,2,0,0.08,0.08,85,10,0.12,0.08,8.68,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
8.98,APPROACH,ILS_TRACK,149.51,152,2.49,695.5,616.83,-0.62,9.88,10.09,269.94,0.042,0.3135,0,15.943,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.594,0,-2.494,0,269.94,0,0,1,-0.24,0,0,0,269.93,0.8519,-0.001,-0.5237,0,269.94,2.52,-448.36,20.409,-0.059,0,0,3,727.27,7.585,0,1143.89,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,616.83,0,0,0,0,0,0,0,0,0,269.92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.93,1064.6,2,0,0.08,0.08,88,10,0.12,0.08,8.98,FLYING,X10-H,0:/Integrated Flight Computer/aircraft/x10_h_cfg.ks (inferred preloaded)
