t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_auth_reason,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_theta_cmd_raw,flare_theta_cmd_clamped,flare_theta_clamp_active,flare_pitch_in_cmd,elev_defl_avg_deg,elev_defl_max_deg,elev_defl_n,flare_ctrl_h_m,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
8.44,APPROACH,ILS_TRACK,147.17,152,4.83,544.49,462.08,-4.32,15.72,17.38,270,-0.013,0.8342,0,12.181,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.246,0,-4.81,0,269.98,0,0,1,-1.73,0,0,0,269.99,0.7524,-0.0003,-0.6587,0,269.98,0.26,-68.7,10.286,-0.018,17.333,1,3,649.6,4.098,0,613.35,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,462.08,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.34,1068.83,2,0,0.08,0.08,82,10,0.12,0.08,8.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
8.74,APPROACH,ILS_TRACK,146.95,152,5.05,543.49,460.92,-3.41,16.25,17.57,270.01,0.006,0.8569,0,13.67,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.309,0,-5.033,0,269.98,0,0,1,-1.38,0,0,0,269.99,0.7524,-0.0003,-0.6587,0,269.98,0.27,-67.32,10.24,-0.02,16.247,1,3,649.6,4.935,0,610.92,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,460.92,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.61,1068.02,2,0,0.08,0.08,85,10,0.12,0.08,8.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.04,APPROACH,ILS_TRACK,146.77,152,5.23,542.74,460.05,-2.47,16.72,17.69,270.01,0.028,0.8643,0,15.218,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.361,0,-5.217,0,269.98,0,0,1,-1.01,0,0,0,269.99,0.7523,-0.0003,-0.6588,0,269.98,0.27,-65.67,10.193,-0.019,15.057,1,3,649.6,5.805,0,608.5,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,460.05,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.59,1067.35,2,0,0.08,0.08,88,10,0.12,0.08,9.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.34,APPROACH,ILS_TRACK,146.64,152,5.36,542.29,459.44,-1.51,17.24,17.86,270.01,0.024,0.8577,0,16.811,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.4,0,-5.354,0,269.98,0,0,1,-0.65,0,0,0,269.99,0.7523,-0.0003,-0.6588,0,269.98,0.27,-63.74,10.147,-0.019,13.666,1,3,649.6,6.819,0,606.07,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,459.44,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.38,1066.85,2,0,0.08,0.08,91,10,0.12,0.08,9.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.64,APPROACH,ILS_TRACK,146.53,152,5.47,542.11,459.16,-0.47,17.63,17.85,270.01,0.005,0.8579,0,18.442,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.432,0,-5.469,0,269.98,0,0,1,-0.23,0,0,0,269.98,0.7522,-0.0003,-0.6589,0,269.98,0.28,-61.53,10.101,-0.015,12.32,1,3,649.6,7.675,0,603.65,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,459.16,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.56,1066.42,2,0,0.08,0.08,94,10,0.12,0.08,9.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
9.94,APPROACH,ILS_TRACK,146.47,152,5.53,542.23,459.17,0.51,17.98,17.83,270.01,-0.006,0.8361,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.448,0,-5.525,0,269.99,0,0,1,0.15,0,0,0,269.98,0.7522,-0.0002,-0.659,0,269.99,0.29,-59.04,10.055,-0.01,10.764,1,3,649.6,8.686,0,601.23,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,459.17,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577.17,1066.21,2,0,0.08,0.08,97,10,0.12,0.08,9.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.24,APPROACH,ILS_TRACK,146.46,152,5.54,542.64,459.48,1.57,18.35,17.82,270,-0.032,0.7871,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.451,0,-5.537,0,269.98,0,0,1,0.55,0,0,0,269.98,0.7521,-0.0003,-0.659,0,269.98,0.29,-56.24,10.009,-0.018,9.111,1,3,649.6,9.703,0,598.81,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,459.48,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.74,1066.15,2,0,0.08,0.08,100,10,0.12,0.08,10.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.54,APPROACH,ILS_TRACK,146.36,152,5.64,543.23,460.25,3.45,17.96,16.63,269.99,-0.069,0.829,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.478,0,-5.633,0,269.98,0,0,1,1.25,0,0,0,269.98,0.7521,-0.0003,-0.6591,0,269.98,0.3,-53.24,9.962,-0.019,7.915,1,3,649.6,10.073,0,596.4,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,460.25,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.83,1065.64,2,0,0.08,0.08,103,10,0.12,0.08,10.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
10.84,APPROACH,ILS_TRACK,146.39,152,5.61,543.89,461.53,4.65,15.94,14.07,269.98,-0.092,0.7939,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.478,0,-5.632,0,269.98,0,0,1,1.78,0,0,0,269.99,0.752,-0.0003,-0.6591,0,269.98,0.3,-50.19,9.916,-0.019,6.757,1,3,649.6,10.373,0,593.98,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,461.53,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.1,1065.66,2,0,0.08,0.08,106,10,0.12,0.08,10.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
11.14,APPROACH,ILS_TRACK,146.95,152,5.05,544.73,463.05,5.16,13.63,11.57,269.98,-0.102,0.6739,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.328,0,-5.098,0,269.99,0,0,1,2,0,0,0,269.98,0.752,-0.0002,-0.6592,0,269.99,0.31,-46.94,9.87,-0.014,5.254,1,3,649.6,11.037,0,591.56,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,463.05,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.22,1067.82,2,0,0.08,0.08,109,10,0.12,0.08,11.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
11.44,APPROACH,ILS_TRACK,147.77,152,4.23,545.69,464.67,5.4,11.45,9.3,269.98,-0.097,0.5539,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,23.099,0,-4.287,0,269.99,0,0,1,2.1,0,0,0,269.99,0.7519,-0.0002,-0.6593,0,269.99,0.31,-43.55,9.824,-0.011,4.036,1,3,649.6,11.287,0,589.12,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,464.67,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.81,1071.06,2,0,0.08,0.08,112,10,0.12,0.08,11.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
11.74,APPROACH,ILS_TRACK,148.8,152,3.2,546.67,466.26,4.89,9.35,7.45,269.98,-0.083,0.4339,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.814,0,-3.274,0,269.99,-0.191,0,1,1.91,0,0,0,269.99,0.7497,-0.0001,-0.6618,-0.19,269.99,0.3,-40.13,9.777,-0.005,2.809,1,3,649.6,11.538,-0.191,586.67,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,466.26,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.85,1075.17,2,0,0.08,0.08,115,10,0.12,0.08,11.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.04,APPROACH,ILS_TRACK,149.94,152,2.06,547.62,467.69,4.31,7.76,6.09,269.99,-0.069,0.3139,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.494,0,-2.14,0,269.99,-1.056,0,1,1.69,0,0,-0.82,269.99,0.7395,-0.0002,-0.6731,-1.06,269.99,0.3,-36.7,9.73,-0.01,1.944,1,3,649.6,11.334,-1.056,584.2,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,467.69,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.04,1079.79,2,0,0.08,0.08,118,10,0.12,0.08,12.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.34,APPROACH,ILS_TRACK,151.11,152,0.89,548.42,468.92,3.64,6.4,4.97,269.99,-0.059,0.1939,0,20,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.163,0,-0.966,0,269.99,-1.589,0,1,1.43,0,0,-1.54,269.99,0.7332,-0.0002,-0.68,-1.59,269.99,0.3,-33.39,9.682,-0.009,1.411,1,3,649.6,10.756,-1.589,581.71,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,468.92,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.22,1084.6,2,0,0.08,0.08,121,10,0.12,0.08,12.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.64,APPROACH,ILS_TRACK,152.25,152,-0.25,549.05,469.83,2.45,5.39,4.46,269.99,-0.045,0.0739,0,19.9,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.84,0,0.18,0,269.99,-2.299,0,1,0.96,0,0,-2.07,269.99,0.7247,-0.0002,-0.6891,-2.3,269.99,0.29,-30.23,9.634,-0.008,0.701,1,3,649.6,10.461,-2.299,579.2,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,469.83,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.19,1089.33,2,0,0.08,0.08,124,10,0.12,0.08,12.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
12.94,APPROACH,ILS_TRACK,153.3,152,-1.3,549.38,470.49,1.68,4.42,3.71,269.99,-0.036,0,0,19.603,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.544,0,1.229,0,270,-2.128,0,1,0.69,0,0,-2.24,269.99,0.7267,-0.0001,-0.687,-2.13,270,0.28,-27.32,9.586,-0.002,0.872,1,3,649.6,9.156,-2.128,576.68,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,470.49,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.01,1093.69,2,0,0.08,0.08,127,10,0.12,0.08,12.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.24,APPROACH,ILS_TRACK,154.25,152,-2.25,549.44,470.78,0.19,3.57,3.45,269.99,-0.018,0,0,19.31,1,0.6,4.5,0.75,0.35,0.0168,0.4,0.793,21.274,0.793,2.189,1,269.99,-2.465,0,1,0.15,0,0,-2.34,269.99,0.7225,-0.0002,-0.6913,-2.46,269.99,0.28,-24.7,9.538,-0.008,0.535,1,3,649.6,8.594,-2.465,574.14,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,470.78,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.48,1097.71,2,0,0.08,0.08,130,10,0.12,0.08,13.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.54,APPROACH,ILS_TRACK,155.01,152,-3.01,549.43,470.59,-1.21,3.97,4.45,269.99,-0.008,0,0,19.022,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.663,21.056,1.663,2.961,1,269.99,-3.096,0,1,-0.4,0,0,-2.92,269.99,0.7148,-0.0001,-0.6993,-3.1,269.99,0.27,-22.16,9.489,-0.006,-0.096,1,3,649.6,8.429,-3.096,571.59,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,470.59,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.36,1100.98,2,0,0.08,0.08,133,10,0.12,0.08,13.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
13.84,APPROACH,ILS_TRACK,155.63,152,-3.63,549.14,470.13,-1.67,4.64,5.21,269.99,-0.003,0,0,18.738,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.365,20.878,2.365,3.596,1,269.99,-2.813,0,1,-0.58,0,0,-3.05,270,0.7182,-0.0001,-0.6958,-2.81,269.99,0.27,-19.82,9.44,-0.006,0.187,1,3,649.6,7.2,-2.813,569.03,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,470.13,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.35,1103.71,2,0,0.08,0.08,136,10,0.12,0.08,13.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.14,APPROACH,ILS_TRACK,156.14,152,-4.14,548.56,469.49,-2.57,4.76,5.67,269.99,0.002,0,0,18.459,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.922,20.733,2.922,4.107,1,269.99,-2.885,0,1,-0.9,0,0,-2.78,269.99,0.7173,-0.0001,-0.6968,-2.89,269.99,0.26,-17.82,9.391,-0.005,0.115,1,3,649.6,6.539,-2.885,566.46,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,469.49,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.09,1105.93,2,0,0.08,0.08,139,10,0.12,0.08,14.14,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.44,APPROACH,ILS_TRACK,156.5,152,-4.5,547.78,468.65,-2.94,5.05,6.06,269.99,0.002,0,0,18.183,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.319,20.629,3.319,4.477,1,270,-2.767,0,1,-1.05,0,0,-2.95,270,0.7187,-0.0001,-0.6954,-2.77,270,0.25,-15.98,9.342,-0.003,0.233,1,3,649.6,5.7,-2.767,563.88,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,468.65,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.23,1107.56,2,0,0.08,0.08,142,10,0.12,0.08,14.44,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
14.74,APPROACH,ILS_TRACK,156.76,152,-4.76,546.8,467.65,-3.7,5.05,6.35,269.99,0.009,0,0,17.912,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.603,20.554,3.603,4.743,1,269.99,-2.932,0,1,-1.31,0,0,-2.82,270,0.7166,-0.0002,-0.6975,-2.93,269.99,0.25,-14.37,9.293,-0.008,0.068,1,3,649.6,5.303,-2.932,561.3,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,467.65,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.5,1108.76,2,0,0.08,0.08,145,10,0.12,0.08,14.74,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.04,APPROACH,ILS_TRACK,156.9,152,-4.9,545.68,466.49,-4,5.26,6.64,269.99,0.013,0,0,17.644,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.761,20.512,3.761,4.892,1,269.99,-2.848,0,1,-1.44,0,0,-2.99,270,0.7176,-0.0002,-0.6965,-2.85,269.99,0.24,-12.87,9.243,-0.01,0.152,1,3,649.6,4.636,-2.848,558.72,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,466.49,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.61,1109.47,2,0,0.08,0.08,148,10,0.12,0.08,15.04,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.34,APPROACH,ILS_TRACK,156.96,152,-4.96,544.42,465.19,-4.59,5.33,6.94,269.99,0.016,0,0,17.381,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.833,20.493,3.833,4.961,1,270,-3.063,0,1,-1.66,0,0,-2.95,270,0.7149,-0.0001,-0.6992,-3.06,270,0.23,-11.54,9.194,-0.002,-0.063,1,3,649.6,4.407,-3.063,556.13,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,465.19,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.33,1109.84,2,0,0.08,0.08,151,10,0.12,0.08,15.34,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.64,APPROACH,ILS_TRACK,156.93,152,-4.93,543.01,463.78,-4.84,5.37,7.03,269.99,0.019,0,0,17.122,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.804,20.501,3.804,4.932,1,270,-2.856,0,1,-1.74,0,0,-2.93,270,0.7174,-0.0001,-0.6967,-2.86,270,0.22,-10.34,9.145,-0.003,0.144,1,3,649.6,3.699,-2.856,553.55,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,463.78,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.39,1109.81,2,0,0.08,0.08,154,10,0.12,0.08,15.64,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
15.94,APPROACH,ILS_TRACK,156.83,152,-4.83,541.52,462.23,-5.38,5.47,7.37,269.99,0.022,0.0257,0,16.161,1,0.6,4.5,0.75,0.35,0.0168,0.4,3.708,20.526,3.708,4.842,1,270,-3.149,0,1,-1.95,0,0,-3.03,270,0.7137,-0.0001,-0.7004,-3.15,270,0.22,-9.25,9.096,-0.003,-0.149,1,3,649.6,3.656,-3.149,550.97,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,462.23,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.61,1109.52,2,0,0.08,0.08,157,10,0.12,0.08,15.94,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.24,APPROACH,ILS_TRACK,156.66,152,-4.66,539.9,460.59,-5.59,5.61,7.55,269.99,0.021,0.092,0,14.741,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.583,20.574,0,4.674,1,270,-2.972,0,1,-2.02,0,0,-3.02,270,0.7158,-0.0001,-0.6983,-2.97,270,0.21,-8.27,9.046,-0.001,0.028,1,3,649.6,3.064,-2.972,548.39,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,460.59,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.31,1108.91,2,0,0.08,0.08,160,10,0.12,0.08,16.24,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.54,APPROACH,ILS_TRACK,156.45,152,-4.45,538.22,458.85,-5.89,5.8,7.87,269.99,0.022,0.1372,0,13.379,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.632,0,4.468,0,269.99,-3.156,0,1,-2.16,0,0,-3.14,270,0.7135,-0.0002,-0.7006,-3.16,269.99,0.2,-7.36,8.997,-0.007,-0.156,1,3,649.6,2.956,-3.156,545.82,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,458.85,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.05,1108.15,2,0,0.08,0.08,163,10,0.12,0.08,16.54,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
16.84,APPROACH,ILS_TRACK,156.22,152,-4.22,536.4,457.05,-6.15,5.72,7.87,269.99,0.024,0.1637,0,12.087,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,20.698,0,4.232,0,270,-2.962,0,1,-2.23,0,0,-2.94,270,0.7158,0,-0.6983,-2.96,270,0.19,-6.6,8.948,0.001,0.038,1,3,649.6,2.427,-2.962,543.25,0,0,0,,0,NONE,0,0,0,0,0,0,0,0,0,0,457.05,0,0,0,0,0,0,0,0,0,270.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.8,1107.27,2,0,0.08,0.08,166,10,0.12,0.08,16.84,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
