t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,gear_h_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,as_cmd_deg,as_cap_deg,as_raw_deg,as_spd_err_ms,as_active,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,gs_latched,active_gs_ang_deg,ils_intercept_alt_m,d_gs_ms,fpa_preclamped_deg,gs_nom_alt_m,flare_fpa_cmd,flare_tgt_vs,flare_frac,flare_mode,flare_auth_limited,flare_vs_err,flare_fpa_err,flare_pitch_err,flare_req_up_a,flare_thr_floor,flare_tecs_et_err,flare_tecs_eb_err,flare_tecs_h_ref,flare_tecs_v_ref,flare_gamma_ref,flare_gamma_eb_term,flare_gamma_unsat,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.23,APPROACH,ILS_TRACK,154.73,152,-2.73,674.12,599.36,-21.32,6.56,14.04,270.02,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7.85,0,0,0,90,0,0,0,0,0,-0.01,-18.03,11.789,0,0,0,3,674.12,0,0,692.15,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.79,1090.06,2,0,0.203,0.203,1,3.56,0.203,0.02,0.23,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.62,APPROACH,ILS_TRACK,155.16,152,-3.16,665.88,591.17,-21.28,6.43,13.85,270.04,0.118,0,0,0,1,0.6,1.484,0.75,0.35,0.0168,0.4,1.847,21.01,1.847,3.126,1,270,0,0,1,-7.8,0,0,0,270.02,0.8321,0,0.5546,0,270,-0.01,-22.09,11.738,-0.002,16.978,1,3,674.12,-12.937,0,689.47,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.62,1092.54,2,0,0.175,0.175,3,5.19,0.203,0.171,0.62,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
0.97,APPROACH,ILS_TRACK,155.49,152,-3.49,658.53,583.66,-21.5,6.66,14.27,270.03,0.095,0,0,0,1,0.6,2.743,0.75,0.35,0.0168,0.4,2.218,20.915,2.218,3.461,1,269.99,0,0,1,-7.86,0,0,0,269.99,0.8322,-0.0001,0.5545,0,269.99,0,-26.52,11.681,-0.007,17.925,1,3,674.12,-12.462,0,686.49,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.82,1094.53,2,0,0.175,0.175,5,5.71,0.175,0.175,0.97,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.32,APPROACH,ILS_TRACK,155.63,152,-3.63,651.41,576.16,-21.08,7.96,15.47,270.03,0.067,0,0,0,1,0.6,3.81,0.75,0.35,0.0168,0.4,2.401,20.868,2.401,3.628,1,269.99,0,0,1,-7.77,0,0,0,269.99,0.8322,-0.0001,0.5544,0,269.99,0.01,-30.67,11.625,-0.008,18.587,1,3,674.12,-11.733,0,683.51,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.86,1095.71,2,0,0.175,0.175,7,5.71,0.175,0.175,1.32,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
1.67,APPROACH,ILS_TRACK,155.47,152,-3.47,644.41,568.86,-20.59,8.86,16.2,270.02,0.022,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,2.252,20.907,2.252,3.492,1,269.99,0,0,1,-7.58,0,0,0,269.99,0.8323,-0.0002,0.5543,0,269.99,0.02,-34.74,11.568,-0.01,19.62,1,3,674.12,-11.496,0,680.53,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.35,1095.62,2,0,0.175,0.175,9,5.71,0.175,0.175,1.67,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.02,APPROACH,ILS_TRACK,155.14,152,-3.14,637.8,561.73,-20,10.38,17.64,270.01,-0.014,0,0,0,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.91,20.994,1.91,3.183,1,269.99,0,0,1,-7.39,0,0,0,269.99,0.8323,-0.0002,0.5543,0,269.99,0.03,-38.47,11.511,-0.009,19.804,1,3,674.12,-10.328,0,677.55,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.13,1094.77,2,0,0.175,0.175,11,5.71,0.175,0.175,2.02,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.37,APPROACH,ILS_TRACK,154.48,152,-2.48,631.66,554.86,-19.06,12.72,19.75,270,-0.035,0.07,0,-0.449,1,0.6,4.5,0.75,0.35,0.0168,0.4,1.218,21.168,1.218,2.565,1,269.99,0,0,1,-7.11,0,0,0,269.99,0.8324,-0.0001,0.5542,0,269.99,0.04,-41.74,11.454,-0.009,19.719,1,3,674.12,-8.998,0,674.59,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.88,1092.52,2,0,0.175,0.175,13,5.71,0.175,0.175,2.37,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
2.72,APPROACH,ILS_TRACK,153.34,152,-1.34,625.84,548.52,-17.11,14.79,21.06,269.99,-0.021,0.21,0,-1.076,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.473,0,1.483,0,269.99,0,0,1,-6.5,0,0,0,269.99,0.8324,-0.0001,0.5541,0,269.99,0.05,-44.65,11.398,-0.007,19.966,1,3,674.12,-8.213,0,671.64,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.29,1088.17,2,0,0.175,0.175,15,5.71,0.175,0.175,2.72,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.07,APPROACH,ILS_TRACK,151.87,152,0.13,620.32,542.86,-15.47,15.39,21.03,269.99,-0.025,0.35,0,-1.208,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,21.888,0,0.011,0,270,0,0,1,-5.91,0,0,0,270,0.8325,-0.0001,0.554,0,270,0.05,-47.33,11.342,-0.004,20.106,1,3,674.12,-7.383,0,668.72,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.71,1082.38,2,0,0.175,0.175,17,5.71,0.175,0.175,3.07,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
3.42,APPROACH,ILS_TRACK,150.51,152,1.49,615.18,537.69,-14.24,15.56,20.77,269.99,-0.028,0.49,0,-1.196,1,0.6,4.5,0.75,0.35,0.0168,0.4,0,22.273,0,-1.354,0,270,0,0,1,-5.48,0,0,0,270,0.8325,0,0.554,0,270,0.05,-49.64,11.287,0,19.973,1,3,674.12,-6.35,0,665.82,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,270.01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.71,1077.07,2,0,0.175,0.175,19,5.71,0.175,0.175,3.42,FLYING,X10-F,0:/Integrated Flight Computer/aircraft/x10_f_cfg.ks (inferred preloaded)
