t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_intg,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,phase_el_s,status
1.02,APPROACH,FLY_TO_FIX,98.18,80.4,-17.78,1623.47,34.71,22.82,4.65,140.1,0.296,0,-8.907,312.72,-0.6,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.06,FLYING
1.74,APPROACH,FLY_TO_FIX,97.51,80.8,-16.71,1648.61,33.96,19.48,1.56,140.28,-2.703,0,-17.27,88.46,-3.626,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.78,FLYING
2.5,APPROACH,FLY_TO_FIX,96.55,81.2,-15.35,1673.47,33.14,21.58,4.03,140.64,-2.978,0,-20,88.22,-3.754,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.54,FLYING
3.2,APPROACH,FLY_TO_FIX,95.28,81.6,-13.68,1695.93,31.46,19.66,2.64,140.03,4.07,0,-20,87.99,-3.867,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.24,FLYING
3.9,APPROACH,FLY_TO_FIX,93.71,82,-11.71,1717.98,31.09,21.25,4.47,138.64,13.326,0,-20,87.76,-3.978,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.94,FLYING
4.6,APPROACH,FLY_TO_FIX,91.92,82.4,-9.52,1739.22,29.97,20.12,3.89,136.97,23.102,0,-20,87.54,-4.084,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4.64,FLYING
5.3,APPROACH,FLY_TO_FIX,90.04,82.8,-7.24,1759.33,28.04,18.47,3.36,135.07,33.408,0,-20,87.33,-4.186,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5.34,FLYING
6,APPROACH,FLY_TO_FIX,88.13,83.2,-4.93,1777.93,25.18,18.31,5.54,130.74,43.939,0.149,-20,87.12,-4.279,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6.04,FLYING
6.79,APPROACH,FLY_TO_FIX,85.78,83.6,-2.18,1796.86,22.65,17.99,8.24,124.04,53.924,0.349,-20,86.91,-4.372,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6.85,FLYING
7.85,APPROACH,FLY_TO_FIX,82.57,84,1.43,1817.93,17.95,14.58,7.44,118.47,57.767,0.549,-19.332,86.64,-4.478,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7.92,FLYING
9.07,APPROACH,FLY_TO_FIX,79.73,84,4.27,1835.79,12.42,12.41,7.26,113.31,49.787,0.749,-17.234,86.38,-4.57,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.14,FLYING
10.29,APPROACH,FLY_TO_FIX,77.7,84,6.3,1848.11,8.43,11.38,7.62,109.1,38.522,0.949,-14.109,86.15,-4.635,0,0,0,0,0,0,0,0,140.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10.36,FLYING
