t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,aa_fbw,aa_dir,actual_fpa_deg,ftf_hdg_err_deg,ftf_fix_idx,kos_steer_pit_deg,kos_steer_hdg_deg,aa_dir_vx,aa_dir_vy,aa_dir_vz,aa_dir_pitch_deg,aa_dir_hdg_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,ifc_raw_dt_s,ifc_dt_s,ifc_loop_n,ifc_hz_est,ifc_raw_dt_max_s,ifc_raw_dt_min_s,phase_el_s,status,craft_name,cfg_file
0.12,TAKEOFF,TO_PREFLIGHT,0.72,80,79.28,3.64,0,0.12,0.41,86.87,0.124,0.04,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.22,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.527,0,0,1,0,0,0,0,0,0,0,0,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.84,2,0,0.1,0.1,1,3.45,0.1,0.02,0.02,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.38,TAKEOFF,TO_PREFLIGHT,0.72,80,79.28,3.63,0,0.11,0.26,86.77,0.123,0.112,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.04,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,519.84,2,0,0.04,0.04,6,19.23,0.1,0.04,0.28,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.64,TAKEOFF,TO_PREFLIGHT,0.62,80,79.38,3.63,0.01,0.04,-0.64,86.68,0.124,0.216,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.39,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,519.86,2,0,0.04,0.04,11,19.23,0.08,0.04,0.54,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
0.9,TAKEOFF,TO_PREFLIGHT,0.38,80,79.62,3.62,0,-0.01,-0.64,86.59,0.124,0.32,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.18,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,519.92,2,0,0.04,0.04,16,19.23,0.08,0.04,0.8,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.16,TAKEOFF,TO_PREFLIGHT,0.03,80,79.97,3.62,-0.01,0.02,4.47,86.53,0.128,0.424,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.43,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,520,2,0,0.04,0.04,21,19.23,0.08,0.04,1.06,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.42,TAKEOFF,TO_PREFLIGHT,0.06,80,79.94,3.65,-0.01,0.21,27.31,86.5,0.134,0.528,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.76,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61,520,2,0,0.04,0.04,26,19.23,0.08,0.04,1.32,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.68,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.66,-0.01,0.26,43.52,86.48,0.137,0.632,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.29,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91,520.01,2,0,0.04,0.04,31,19.23,0.08,0.04,1.58,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
1.94,TAKEOFF,TO_PREFLIGHT,0.02,80,79.98,3.65,0,0.2,-8.39,86.45,0.132,0.736,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.28,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.99,520,2,0,0.04,0.04,36,19.23,0.08,0.04,1.84,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.26,TAKEOFF,TO_PREFLIGHT,0.05,80,79.95,3.63,0.01,0.08,-20.12,86.41,0.122,0.864,0,0,0,0,0,0,0,0,0,90.4,0,1,0,0.82,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,520,2,0,0.08,0.08,41,15.63,0.08,0.04,2.16,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
2.54,TAKEOFF,TO_PREFLIGHT,0.01,80,79.99,3.63,-0.01,0.11,74.75,86.37,0.121,0.976,0,0,0,0,0,0,0,0,0,90.4,0,1,0,-0.74,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,1,0,-3.563,0,0,1,0,0,0,0,0,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.55,520,2,0,0.08,0.08,45,14.29,0.08,0.06,2.44,PRELAUNCH,CF1-F,0:/Integrated Flight Computer/aircraft/cf1_f_cfg.ks (inferred preloaded)
