t_s,phase,subphase,ias_ms,vapp_ms,spd_err_ms,agl_m,vs_ms,pitch_deg,aoa_deg,hdg_deg,bank_deg,thr_cmd,thr_cur,thr_intg,at_gain,at_tau_s,at_a_up,at_a_dn,at_kp_thr,at_ki_spd,at_thr_slew,aa_hdg_cmd_deg,aa_fpa_cmd_deg,ils_loc_m,ils_gs_m,ils_dist_km,loc_corr_deg,gs_corr_deg,flare_fpa_cmd,flare_tgt_vs,flare_frac,steer_hdg_deg,steer_blend,ro_loc_corr_deg,ro_hdg_err_deg,ro_yaw_tgt,ro_yaw_scale,ro_yaw_gate,yaw_cmd,roll_cmd,pitch_cmd,ro_pitch_tgt_deg,ro_pitch_err_deg,ro_pitch_ff,ro_roll_assist,flaps_cur,flaps_tgt,asc_j_ab,asc_j_rk,asc_validity,asc_q_pa,asc_q_raw_pa,asc_mach,asc_apo_m,asc_drag_n,asc_w_prop,asc_edot_aero,asc_edot_orb,asc_pitch_bias,asc_blend,asc_spooling,asc_ab_thr_ratio,asc_ab_t_now,asc_ab_t_avail,asc_ab_ign_on,asc_ab_flameouts,asc_rk_t_now,asc_rk_t_avail,asc_rk_ign_on,asc_rk_flameouts,ship_thrust,ship_avail_thrust,ship_ign_on,ship_flameouts,phase_el_s,status
23.32,TAKEOFF,TO_GROUND_ROLL,67.63,80,12.37,3.62,-0.1,-0.06,0.02,89.55,-0.057,1,0,0,0,0,0,0,0,0,0,90.58,0,0,0,0,0.17,0,0,0,0,90.58,1,0.17,-1.027,0.0502,1,0,0.0502,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866.37,879.54,2,0,22.6,LANDED
25.44,TAKEOFF,TO_GROUND_ROLL,79.11,80,0.89,3.62,-0.1,-0.04,0.03,90.06,-0.028,1,0,0,0,0,0,0,0,0,0,90.56,0,0,0,0,0.272,0,0,0,0,90.56,1,0.272,-0.547,0.0121,1,0,0.0121,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879.84,888.71,2,0,24.72,LANDED
27.56,TAKEOFF,TO_GROUND_ROLL,90.86,80,-10.86,3.62,-0.09,-0.04,0.02,90.37,0.055,1,0,0,0,0,0,0,0,0,0,90.64,0,0,0,0,0.315,0,0,0,0,90.64,1,0.315,-0.344,0.0071,1,0,0.0071,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908.83,915,2,0,26.84,LANDED
29.68,TAKEOFF,TO_GROUND_ROLL,103.08,80,-23.08,3.61,-0.06,-0.02,0.01,90.65,0.04,1,0,0,0,0,0,0,0,0,0,90.67,0,0,0,0,0.294,0,0,0,0,90.67,1,0.294,-0.077,0.0009,1,0,0.0009,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.28,954.7,2,0,28.96,LANDED
31.8,TAKEOFF,TO_GROUND_ROLL,115.92,80,-35.92,3.62,0,0,0.01,90.93,0.029,1,0,0,0,0,0,0,0,0,0,90.59,0,0,0,0,0.209,0,0,0,0,90.59,1,0.209,0.284,-0.0157,1,0,-0.0157,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.37,1003.61,2,0,31.08,LANDED
33.92,TAKEOFF,TO_GROUND_ROLL,129.47,80,-49.47,3.62,0.05,0.01,-0.01,91.14,0.043,1,0,0,0,0,0,0,0,0,0,90.42,0,0,0,0,0.07,0,0,0,0,90.42,1,0.07,0.674,-0.0378,1,0,-0.0378,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.72,1056.1,2,0,33.2,LANDED
36,TAKEOFF,TO_GROUND_ROLL,143.51,80,-63.51,3.62,0.13,0.02,-0.02,91.26,0.004,1,0,0,0,0,0,0,0,0,0,90.24,0,0,0,0,-0.127,0,0,0,0,90.24,1,-0.127,0.988,-0.0509,1,0,-0.0509,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109.17,1111.05,2,0,35.28,LANDED
38.12,TAKEOFF,TO_GROUND_ROLL,158.67,80,-78.67,3.6,0.23,-0.02,-0.1,91.31,-0.02,1,0,0,0,0,0,0,0,0,0,90.01,0,0,0,0,-0.386,0,0,0,0,90.01,1,-0.386,1.281,-0.0614,1,0,-0.0614,0,0,0,0,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.87,1175.42,2,0,37.4,LANDED
40.24,TAKEOFF,TO_ROTATE,174.99,80,-94.99,7.43,-0.87,0.35,0.6,91.57,-0.009,1,0,0,0,0,0,0,0,0,0,90.4,3.641,0,0,0,0,0,0,0,0,90.4,1,0,1.183,0,0,3,0,0,0,3.641,3.355,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248.6,1249.98,2,0,39.52,FLYING
42.72,TAKEOFF,TO_ROTATE,187.87,80,-107.87,29.76,2.53,20.25,19.46,90.31,2.712,1,0,0,0,0,0,0,0,0,0,90.4,10.841,0,0,0,0,0,0,0,0,90.4,1,0,-0.085,0,0,3,0,0,0,10.841,-9.317,0,0,2,2,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312.84,1313.46,2,0,42,FLYING
45.28,TAKEOFF,TO_CLIMB,191.75,80,-111.75,101.48,20.43,21.48,15.51,90.13,2.263,0.844,0,0,0,0,0,0,0,0,0,90.4,7.3,0,0,0,0,0,0,0,0,90.4,1,0,-0.273,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.55,1330.1,2,0,44.54,FLYING
47.68,TAKEOFF,TO_CLIMB,202.04,80,-122.04,154.5,23.79,17.26,10.55,90.31,1.092,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,-0.092,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209.42,1377.44,2,0,46.94,FLYING
50.14,TAKEOFF,TO_CLIMB,213.73,80,-133.73,215.21,25.8,15.96,9.07,90.42,0.245,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.016,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.08,1433.25,2,0,49.4,FLYING
52.62,TAKEOFF,TO_CLIMB,226.32,80,-146.32,281.21,27.65,15.1,8.11,90.42,0.091,0.82,0,0,0,0,0,0,0,0,0,90.4,7,0,0,0,0,0,0,0,0,90.4,1,0,0.023,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,0,VALID,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.04,1495.24,2,0,51.88,FLYING
54.78,ASCENT,AB_ZOOM,238.29,80,-158.29,342.49,29.23,14.43,7.37,90.42,0.07,1,0,0,0,0,0,0,0,0,0,90.42,7.562,0,0,0,0,0,0,0,0,90.4,1,0,0.021,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,8.652,0,DEGRADED,30.7,30.8,0.675,375,0,1,503.28,33.77,0.5,0,0,0.8249,1278.06,1549.44,2,0,1278.49,1550.02,2,0,1285.03,1555.85,2,0,0.96,FLYING
57.08,ASCENT,AB_ZOOM,251.46,80,-171.46,414.92,34.15,16.08,8.25,90.4,0.077,1,0,0,0,0,0,0,0,0,0,90.4,9.406,0,0,0,0,0,0,0,0,90.4,1,0,0.021,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,4.487,59326.938,VALID,32.5,33.9,0.712,405,0,1.1166,1739.62,1520.23,1.625,0,0,0.8847,1430.71,1617.16,2,0,1431.33,1617.16,2,0,1444.68,1623.93,2,0,3.24,FLYING
59.22,ASCENT,RKT_SUSTAIN,257.84,80,-177.84,496.08,41.51,17.13,7.91,90.39,0.099,1,0,0,0,0,0,0,0,0,0,90.39,9.237,0,0,0,0,0,0,0,0,90.4,1,0,0.021,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,5419.391,DEGRADED,34.5,35.5,0.734,472,0,1.1128,1504.72,1839.39,1.203,0.325,0,0,0,0,0,0,1208.47,1359.38,2,0,1249.02,1359.37,2,0,5.4,FLYING
61.22,ASCENT,RKT_SUSTAIN,269.25,80,-189.25,579.86,42,12.92,3.93,90.38,0.143,1,0,0,0,0,0,0,0,0,0,90.38,7.304,0,0,0,0,0,0,0,0,90.4,1,0,0.021,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,3259.126,DEGRADED,36.7,38.1,0.765,554,0,1.1031,924.09,2576.94,1.229,0.825,0,0,0,0,0,0,1358.3,1362.38,2,0,1359.59,1362.44,2,0,7.4,FLYING
63.22,ASCENT,RKT_SUSTAIN,283.27,80,-203.27,658.12,36.19,9.93,2.54,90.37,0.162,1,0,0,0,0,0,0,0,0,0,90.37,5.636,0,0,0,0,0,0,0,0,90.4,1,0,0.021,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,2815.399,DEGRADED,39.6,41.6,0.804,629,0,1.0931,567.5,3348.8,1.065,1,0,0,0,0,0,0,1365.03,1365.21,2,0,1365.25,1365.28,2,0,9.4,FLYING
65.26,ASCENT,RKT_SUSTAIN,298.88,80,-218.88,725.82,30.63,8.81,2.87,90.36,0.091,1,0,0,0,0,0,0,0,0,0,90.36,4.642,0,0,0,0,0,0,0,0,90.4,1,0,0.021,0,0,3,0,0,0,11.5,-10.129,0,0,1,1,0,2710.824,DEGRADED,43.2,45.5,0.846,691,0,1.083,348.52,3956.42,0.902,1,0,0,0,0,0,0,1367.48,1367.63,2,0,1367.66,1367.68,2,0,11.44,FLYING
